"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-2-APHELANDRA","Hemisandra","Bull. Acad. Roy. Sci. Bruxelles 9 1 22 1842","synonym"
"taxon-1-Aphelandra_aurantiaca","Hemisandra aurantiaca","Bull. Acad. Roy. Sci. Bruxelles 9 1 23 1842","synonym"
"taxon-1-Aphelandra_aurantiaca","Aphelandra sciophila","Mart. Fl. Bras. 9 91 1847","synonym"
"taxon-1-Aphelandra_aurantiaca","Aphelandra acutifolia","A. DC. Prodr. 11 299 1847","synonym"
"taxon-1-Aphelandra_aurantiaca","Aphelandra paraensis","Bull. Herb. Boissier ser. 2. 4 324 1904","synonym"
"taxon-2-Aphelandra_pulcherrima","Justicia pulcherrima","Enum. Syst. Pl. 11 1760","synonym"
"taxon-2-Aphelandra_pulcherrima","Aphelandra incerta","Fl. Trinidad Tobago 2 362 1954","synonym"
"taxon-3-Aphelandra_scabra","Justicia scabra","Enum. Pl. 1 120 1804","synonym"
"taxon-3-Aphelandra_scabra","Aphelandra deppeana","Linnaea 5 96 1830","synonym"
"taxon-3-Aphelandra_scabra","Aphelandra pectinata","A. DC. Prodr. 11 297 1847","synonym"
"taxon-1-Asystasia_gangetica","Justicia gangetica","Cent. 2 3 1756","synonym"
"taxon-1-Blechum_pyramidatum","Barleria pyramidata","Encycl. 1 380 1785","synonym"
"taxon-1-Blechum_pyramidatum","Ruellia blechum","Syst. Nat. ed. 10 1120 1759","synonym"
"taxon-1-Blechum_pyramidatum","Blechum brownei","Ann. Mus. Natl. Hist. Nat. 9 270 1807","synonym"
"taxon-1-Blechum_pyramidatum","Blechum brownei","J. Wash. Acad. Sci. 32 184 1942","synonym"
"taxon-1-Crossandra_infundibuliformis","Justicia infundibuliformis","Syst. Nat. ed. 10. 850 1759","synonym"
"taxon-1-Crossandra_infundibuliformis","Ruellia infundibuliformis","Bot. Repos. 8 ad t. 542 1808","synonym"
"taxon-1-Crossandra_infundibuliformis","Crossandra undulifolia","Parad. Lond. ad t. 12 1805 as ‘undulaefolia’","synonym"
"taxon-1-Crossandra_infundibuliformis","Crossandra axillaris","Wall. Pl. Asiat. Rar. 3 98 1832","synonym"
"taxon-7-DICLIPTERA","Dactylostegium","Mart. Fl. Bras. 9 162 1847","synonym"
"taxon-4-Dicliptera_sexangularis","Justicia sexangularis","Sp. Pl. 16 1753","synonym"
"taxon-4-Dicliptera_sexangularis","Diapedium sexangulare","Revis. Gen. Pl. 2 485 1891","synonym"
"taxon-4-Dicliptera_sexangularis","Justicia assurgens","Syst. Nat. ed. 10. 850 1759","synonym"
"taxon-4-Dicliptera_sexangularis","Dicliptera assurgens","Ann. Mus. Natl. Hist. Nat. 9 269 1807","synonym"
"taxon-4-Dicliptera_sexangularis","Solenochasma assurgens","J.F. Jacquin Eclog. Pl. Rar. 2 1 1844","synonym"
"taxon-4-Dicliptera_sexangularis","Diapedium assurgens","Revis. Gen. Pl. 2 485 1891","synonym"
"taxon-4-Dicliptera_sexangularis","Dactylostegium assurgens","Recueil Trav. Bot. Néerl. 35 163 1938","synonym"
"taxon-4-Dicliptera_sexangularis","Dicliptera vahliana","A. DC. Prodr. 11 489 1847","synonym"
"taxon-1-Eranthemum_pulchellum","Justicia pulchella","Pl. Coromandel 2 41 1805","synonym"
"taxon-1-Eranthemum_pulchellum","Pseuderanthemum pulchellum","Philipp. J. Sci. C 7 248 1912","synonym"
"taxon-1-Eranthemum_pulchellum","Justicia nervosa","Enum. Pl. 1 164 1804","synonym"
"taxon-1-Eranthemum_pulchellum","Eranthemum nervosum","Syst. Veg. 1 174 1817","synonym"
"taxon-1-Eranthemum_pulchellum","Daedalacanthus nervosus","J. Linn. Soc., Bot. 9 487 1867","synonym"
"taxon-1-Hemigraphis_alternata","Ruellia alternata","Fl. Indica 135 1768","synonym"
"taxon-1-Hemigraphis_alternata","Blechum cordatum","Publ. Carnegie Inst. Wash. 461 200 1936","synonym"
"taxon-11-HERPETACANTHUS","Juruasia","Bull. Herb. Boissier ser. 2. 4 402 1904","synonym"
"taxon-1-Herpetacanthus_rotundatus","Juruasia rotundata","Bull. Herb. Boissier ser. 2. 4 403 1904","synonym"
"taxon-1-Hygrophila_costata","Hygrophila brasiliensis","Urb. Symb. Antill. 2 183 1900","synonym"
"taxon-1-Hygrophila_costata","Ruellia brasiliensis","Syst. Veg. 2 822 1825","synonym"
"taxon-1-Hygrophila_costata","Hygrophila guianensis","Benth. London J. Bot. 4 634 1845","synonym"
"taxon-1-Hygrophila_costata","Hygrophila conferta","Mart. Fl. Bras. 9 21 1847","synonym"
"taxon-2-Hygrophila_erecta","Ruellia erecta","Fl. Indica 135 t. 41, f. 3 1768","synonym"
"taxon-13-JUSTICIA","Dianthera","Sp. Pl. 27 1753","synonym"
"taxon-13-JUSTICIA","Adhatoda","Gard. Dict. ed. 4 1754","synonym"
"taxon-13-JUSTICIA","Beloperone","Wall. Pl. Asiat. Rar. 3 76 1832","synonym"
"taxon-13-JUSTICIA","Leptostachya","Wall. Pl. Asiat. Rar. 3 76 1832","synonym"
"taxon-13-JUSTICIA","Amphiscopia","Wall. Pl. Asiat. Rar. 3 77 1832","synonym"
"taxon-13-JUSTICIA","Stethoma","Fl. Tellur. 4 61 1838","synonym"
"taxon-13-JUSTICIA","Sericographis","Mart. Fl. Bras. 9 107 1847","synonym"
"taxon-13-JUSTICIA","Duvernoia","A. DC. Prodr. 11 322 1847","synonym"
"taxon-13-JUSTICIA","Jacobinia","Pl. Nouv. Amér. 156 1847 nom. cons.","synonym"
"taxon-13-JUSTICIA","Chaetochlamys","Bull. Herb. Boissier 3 490 1895","synonym"
"taxon-13-JUSTICIA","Rhacodiscus","Bull. Herb. Boissier 5 667 1897","synonym"
"taxon-13-JUSTICIA","Dyspemptemorion","Bull. Torrey Bot. Club 75 670 1948","synonym"
"taxon-13-JUSTICIA","Psacadocalymma","Verh. Kon. Ned. Akad. Wetensch. Afd. Natuurk., Tweede Sect. 45 2 55 1948","synonym"
"taxon-1-Justicia_betonica","Adhatoda betonica","Wall. Pl. Asiat. Rar. 3 103 1832","synonym"
"taxon-1-Justicia_betonica","Ecbolium betonica","Revis. Gen. Pl. 2 486 1891","synonym"
"taxon-1-Justicia_betonica","Nicoteba betonica","Bot. Jahrb. Syst. 18 56 1893","synonym"
"taxon-2-Justicia_calycina","Beloperone calycina","Benth. London J. Bot. 4 637 1845","synonym"
"taxon-2-Justicia_calycina","Dianthera calycina","Ind. Kew. 1 742 1893","synonym"
"taxon-2-Justicia_calycina","Rhacodiscus calycinus","Verh. Kon. Ned. Akad. Wetensch. Afd. Natuurk., Tweede Sect. 45 2 53 1948","synonym"
"taxon-2-Justicia_calycina","Rhytiglossa secunda","A. DC. Prodr. 11 340 1847","synonym"
"taxon-2-Justicia_calycina","Rhytiglossa acuminatissima","Stirpes Surinam. Sel. 129 1851","synonym"
"taxon-2-Justicia_calycina","Rhacodiscus acuminatissimus","Bull. Herb. Boissier 5 668 1897","synonym"
"taxon-2-Justicia_calycina","Dianthera acuminatissima","Bull. Soc. Bot. France 68 321 1921","synonym"
"taxon-2-Justicia_calycina","Justicia acuminatissima","Recueil Trav. Bot. Néerl. 35 166 1938","synonym"
"taxon-3-Justicia_carthaginensis","Adhatoda carthaginensis","A. DC. Prodr. 11 403 1847 as ‘carthagenensis’","synonym"
"taxon-3-Justicia_carthaginensis","Ecbolium carthaginense","Revis. Gen. Pl. 2 980 1891 as ‘carthagenense’","synonym"
"taxon-3-Justicia_carthaginensis","Beloperone surinamensis","Stirpes Surinam. Sel. 130 1851","synonym"
"taxon-4-Justicia_cayennensis","Rhytiglossa cayennensis","A. DC. Prodr. 11 346 1847","synonym"
"taxon-4-Justicia_cayennensis","Dianthera cayennensis","Cat. Pl. Cub. 197 1866","synonym"
"taxon-4-Justicia_cayennensis","Dyspemptemorion cayennense","Bull. Torrey Bot. Club 75 670 1948","synonym"
"taxon-4-Justicia_cayennensis","Justicia cayennensis","Recueil Trav. Bot. Neérl. 35 168 1938","synonym"
"taxon-5-Justicia_comata","Dianthera comata","Syst. Nat. ed. 10. 850 1759","synonym"
"taxon-5-Justicia_comata","Leptostachya comata","A. DC. Prodr. 11 381 1847","synonym"
"taxon-5-Justicia_comata","Ecbolium comatum","Revis. Gen. Pl. 2 487 1891","synonym"
"taxon-5-Justicia_comata","Stethoma comata","Britton & P. Wilson Sci. Surv. Porto Rico 6 218 1925","synonym"
"taxon-5-Justicia_comata","Psacadocalymma comatum","Verh. Kon. Ned. Akad. Wetensch. Afd. Natuurk., Tweede Sect. 45 2 55 1948","synonym"
"taxon-5-Justicia_comata","Leptostachya martiana","Benth. Bot. Voy. Sulphur 147 1846","synonym"
"taxon-5-Justicia_comata","Justicia martiana","Engl. & Prantl Nat. Pflanzenf. 4 3b 350 1895","synonym"
"taxon-5-Justicia_comata","Leptostachya parviflora","Mart. Fl. Bras. 9 151 1847","synonym"
"taxon-5-Justicia_comata","Justicia parviflora","Engl. & Prantl Nat. Pflanzenf. 4 3b 350 1895","synonym"
"taxon-5-Justicia_comata","Leptostachya martiana","Mart. Fl. Bras. 9 152 1847","synonym"
"taxon-5-Justicia_comata","Justicia martiana","Recueil Trav. Bot. Néerl. 35 167 1938","synonym"
"taxon-5-Justicia_comata","Thalestris graminiformis","Dusenia 3 190 1952","synonym"
"taxon-6-Justicia_coppenamensis","Beloperone modesta","Recueil Trav. Bot. Néerl. 35 168 1938","synonym"
"taxon-7-Justicia_guianensis","Dianthera guianensis","Trans. Linn. Soc. London Bot. ser. 2. 6 57 1901","synonym"
"taxon-7-Justicia_guianensis","Jacobinia venezuelica","Notizbl. Bot. Gart. Berlin-Dahlem 6 199 1914","synonym"
"taxon-8-Justicia_laevilinguis","Rhytiglossa laevilinguis","Mart. Fl. Bras. 9 120 1847","synonym"
"taxon-8-Justicia_laevilinguis","Sericographis palustris","Mart. Fl. Bras. 9 110 1847","synonym"
"taxon-8-Justicia_laevilinguis","Justicia obtusifolia","Bot. Jahrb. Syst. 19 Beibl. 48 20 1894","synonym"
"taxon-8-Justicia_laevilinguis","Rhytiglossa obtusifolia","Mart. Fl. Bras. 9 120 1847","synonym"
"taxon-8-Justicia_laevilinguis","Dianthera obtusifolia","Ann. New York Acad. Sci. 7 195 1893","synonym"
"taxon-13-Justicia_pectoralis","Dianthera pectoralis","Syst. Veg. 64 1784","synonym"
"taxon-13-Justicia_pectoralis","Stethoma pectoralis","Fl. Tellur. 4 61 1838","synonym"
"taxon-13-Justicia_pectoralis","Rhytiglossa pectoralis","Benth. London J. Bot. 4 637 1845","synonym"
"taxon-13-Justicia_pectoralis","Ecbolium pectorale","Revis. Gen. Pl. 2 487 1891","synonym"
"taxon-13-Justicia_pectoralis","Psacadocalymma pectorale","Verh. Kon. Ned. Akad. Wetensch. Afd. Natuurk., Tweede Sect. 45 2 55 1948","synonym"
"taxon-13-Justicia_pectoralis","Justicia pectoralis","Recueil Trav. Bot. Néerl. 35 167 1938","synonym"
"taxon-14-Justicia_polystachia","Amphiscopia polystachia","A. DC. Prodr. 11 356 1847 as ‘polystachya’","synonym"
"taxon-14-Justicia_polystachia","Ecbolium polystachium","Revis. Gen. Pl. 2 981 1891 as ‘polystachyum’","synonym"
"taxon-14-Justicia_polystachia","Justicia membranacea","Actes Soc. Hist. Nat. Paris 1 105 1792","synonym"
"taxon-15-Justicia_potarensis","Duvernoia potarensis","Bull. Misc. Inform. Kew 1939 560 1940","synonym"
"taxon-15-Justicia_potarensis","Duvernoia potarensis","Bull. Misc. Inform. Kew 1939 560 1940","synonym"
"taxon-17-Justicia_secunda","Rhytiglossa secunda","A. DC. Prodr. 11 340 1847","synonym"
"taxon-17-Justicia_secunda","Dianthera secunda","Syst. Veg. Karaiben 98 1857","synonym"
"taxon-17-Justicia_secunda","Ecbolium secundum","Revis. Gen. Pl. 2 488 1891","synonym"
"taxon-17-Justicia_secunda","Rhacodiscus secundus","Verh. Kon. Ned. Akad. Wetensch. Afd. Natuurk., Tweede Sect. 45 2 53 1948","synonym"
"taxon-17-Justicia_secunda","Justicia caripensis","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 2 233 1817","synonym"
"taxon-17-Justicia_secunda","Sericographis caripensis","Benth. London J. Bot. 4 637 1845","synonym"
"taxon-17-Justicia_secunda","Justicia geniculata","Bot. Mag. 51 ad t. 2487 1824","synonym"
"taxon-17-Justicia_secunda","Lustrinia geniculata","Fl. Tellur. 4 62 1838","synonym"
"taxon-17-Justicia_secunda","Rhytiglossa geniculata","A. DC. Prodr. 11 341 1847","synonym"
