"occurrenceID","taxonID","scientificName","recordedBy","recordNumber","country"
"occ-5467368292520402900","taxon-156-ACANTHACEAE","ACANTHACEAE","Acevedo Rdgz., P.","3351","guyana"
"occ-863611026373162247","taxon-156-ACANTHACEAE","ACANTHACEAE","","3389","guyana"
"occ--2005759428408230096","taxon-156-ACANTHACEAE","ACANTHACEAE","Andel, T. van, et al.","706","guyana"
"occ-7808018593970476547","taxon-156-ACANTHACEAE","ACANTHACEAE","","1316","guyana"
"occ-5609314231731158969","taxon-156-ACANTHACEAE","ACANTHACEAE","","1769","guyana"
"occ--6129023656941071267","taxon-156-ACANTHACEAE","ACANTHACEAE","","1948","guyana"
"occ-1471045853335597943","taxon-156-ACANTHACEAE","ACANTHACEAE","","1988","guyana"
"occ--2531877180037967594","taxon-156-ACANTHACEAE","ACANTHACEAE","Appun, C.F.","889","guyana"
"occ-8817077387637796177","taxon-156-ACANTHACEAE","ACANTHACEAE","","1387","guyana"
"occ--6796227731435020282","taxon-156-ACANTHACEAE","ACANTHACEAE","Archer, W.A.","2255","guyana"
"occ-6058609769637823229","taxon-156-ACANTHACEAE","ACANTHACEAE","Atkinson, D.J.","59","guyana"
"occ-3073891637660830130","taxon-156-ACANTHACEAE","ACANTHACEAE","Bartlett, A.W.","8166","guyana"
"occ--8193511538340950573","taxon-156-ACANTHACEAE","ACANTHACEAE","","8360","guyana"
"occ-5910404668012510624","taxon-156-ACANTHACEAE","ACANTHACEAE","","8370","guyana"
"occ--6817571040426253779","taxon-156-ACANTHACEAE","ACANTHACEAE","Beckett, J.E.","8524","guyana"
"occ--5936780565063042669","taxon-156-ACANTHACEAE","ACANTHACEAE","Boom, B.M. et al.","7748","guyana"
"occ-967249920896400118","taxon-156-ACANTHACEAE","ACANTHACEAE","Brown, B.","s.n.","guyana"
"occ--6956028545632658351","taxon-156-ACANTHACEAE","ACANTHACEAE","Clark, D.","2495","guyana"
"occ-1385312065341068915","taxon-156-ACANTHACEAE","ACANTHACEAE","Cook, C.D.K.","210","guyana"
"occ-5496086170013008645","taxon-156-ACANTHACEAE","ACANTHACEAE","Cruz, J.S. de la","1294","guyana"
"occ-5549728125805762964","taxon-156-ACANTHACEAE","ACANTHACEAE","","1337","guyana"
"occ--1971254938145233769","taxon-156-ACANTHACEAE","ACANTHACEAE","","1348","guyana"
"occ--7283539432400860095","taxon-156-ACANTHACEAE","ACANTHACEAE","","1401","guyana"
"occ--7829543676881437762","taxon-156-ACANTHACEAE","ACANTHACEAE","","1450","guyana"
"occ-7690303752714438908","taxon-156-ACANTHACEAE","ACANTHACEAE","","1459","guyana"
"occ--459941252885188959","taxon-156-ACANTHACEAE","ACANTHACEAE","","1481","guyana"
"occ--1504302264882254989","taxon-156-ACANTHACEAE","ACANTHACEAE","","1566","guyana"
"occ-6741312432306673071","taxon-156-ACANTHACEAE","ACANTHACEAE","","1586","guyana"
"occ-8671383899151106689","taxon-156-ACANTHACEAE","ACANTHACEAE","","1621","guyana"
"occ-7082875890946727588","taxon-156-ACANTHACEAE","ACANTHACEAE","","1735","guyana"
"occ--1204837060044092210","taxon-156-ACANTHACEAE","ACANTHACEAE","","1767","guyana"
"occ-5290089638693911417","taxon-156-ACANTHACEAE","ACANTHACEAE","","1783","guyana"
"occ-3510709321423028919","taxon-156-ACANTHACEAE","ACANTHACEAE","","2352","guyana"
"occ-498037388788151398","taxon-156-ACANTHACEAE","ACANTHACEAE","","2619","guyana"
"occ--45542027361453384","taxon-156-ACANTHACEAE","ACANTHACEAE","","2621","guyana"
"occ-4242686291669966171","taxon-156-ACANTHACEAE","ACANTHACEAE","","2884","guyana"
"occ--3661624210399961018","taxon-156-ACANTHACEAE","ACANTHACEAE","","2893","guyana"
"occ-5818816417502006359","taxon-156-ACANTHACEAE","ACANTHACEAE","","2989","guyana"
"occ-5560852887329364790","taxon-156-ACANTHACEAE","ACANTHACEAE","","3137","guyana"
"occ--6001299389210310028","taxon-156-ACANTHACEAE","ACANTHACEAE","","3164","guyana"
