"taxonID","locality","localityType","distributionText"
"taxon-159-MENDONCIACEAE","Guianas","region","Distribution: Pantropical family of 2 genera, Mendoncia with about 50-60 species and Anomacanthus R. Good, a monotypic genus in west-central tropical Africa . The species of Mendoncia are sparingly distributed in tropical western Africa and Madagascar and from southern Mexico to southern Brazil ; 6 species occur in the Guianas ."
"taxon-1-Mendoncia_aspera","Venezuela","country","Distribution: Venezuela , the Guianas , Peru , Bolivia , and Brazil ( Amazonas , Rondônia , Acre , Amapá ); 58 collections studied of which 24 from the Guianas (GU: 4; SU: 18; FG: 2)."
"taxon-1-Mendoncia_aspera","Guianas","region","Distribution: Venezuela , the Guianas , Peru , Bolivia , and Brazil ( Amazonas , Rondônia , Acre , Amapá ); 58 collections studied of which 24 from the Guianas (GU: 4; SU: 18; FG: 2)."
"taxon-1-Mendoncia_aspera","Peru","country","Distribution: Venezuela , the Guianas , Peru , Bolivia , and Brazil ( Amazonas , Rondônia , Acre , Amapá ); 58 collections studied of which 24 from the Guianas (GU: 4; SU: 18; FG: 2)."
"taxon-1-Mendoncia_aspera","Bolivia","country","Distribution: Venezuela , the Guianas , Peru , Bolivia , and Brazil ( Amazonas , Rondônia , Acre , Amapá ); 58 collections studied of which 24 from the Guianas (GU: 4; SU: 18; FG: 2)."
"taxon-1-Mendoncia_aspera","Brazil","country","Distribution: Venezuela , the Guianas , Peru , Bolivia , and Brazil ( Amazonas , Rondônia , Acre , Amapá ); 58 collections studied of which 24 from the Guianas (GU: 4; SU: 18; FG: 2)."
"taxon-1-Mendoncia_aspera","Amazonas","state","Distribution: Venezuela , the Guianas , Peru , Bolivia , and Brazil ( Amazonas , Rondônia , Acre , Amapá ); 58 collections studied of which 24 from the Guianas (GU: 4; SU: 18; FG: 2)."
"taxon-1-Mendoncia_aspera","Rondônia","state","Distribution: Venezuela , the Guianas , Peru , Bolivia , and Brazil ( Amazonas , Rondônia , Acre , Amapá ); 58 collections studied of which 24 from the Guianas (GU: 4; SU: 18; FG: 2)."
"taxon-1-Mendoncia_aspera","Acre","state","Distribution: Venezuela , the Guianas , Peru , Bolivia , and Brazil ( Amazonas , Rondônia , Acre , Amapá ); 58 collections studied of which 24 from the Guianas (GU: 4; SU: 18; FG: 2)."
"taxon-1-Mendoncia_aspera","Amapá","state","Distribution: Venezuela , the Guianas , Peru , Bolivia , and Brazil ( Amazonas , Rondônia , Acre , Amapá ); 58 collections studied of which 24 from the Guianas (GU: 4; SU: 18; FG: 2)."
