wfo_id,data_type,description,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-1200002469,Conservation,"Locally common in Bolivia’s Chuquisaca Department, and occasionally in south-western Cochabamba and western Santa Cruz Departments, occurring along the eastern Andes for a distance of about 400 km.","Tebbitt M.C., Andrada A.R., Bulacio E., Parada G.A. & Ayarde H.",,4,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. & Dickson J.H. 2018, An infraspecific taxonomic revision of Begonia micranthera (Begoniaceae), Edinburgh J. Bot. Vol.75(2) , pp.227-254.",
wfo-1000039768,Conservation,"Begonia speculum is known only from two localities in Bosque de Protección de Alto Mayo (BPAM) in Rioja Province, Peru. The first is the type locality of the ‘kovachii orchid’, Phragmipedium kovachii J.T.Atwood, Dalström& Ric.Fernández (= Phragmipedium peruvianum Christenson). Visitors are only permitted to visit this site with a park guide, and the trail head is continually manned by armed guards. Although Begonia speculum could not be relocated at this site during fieldwork in February 2016, it was probably dormant rather than extirpated. The second site is an apparently stable population of about 1000 plants located on an outcrop of limestone immediately adjacent to the 5N highway. Although this site is within BPAM, a footpath was observed by the limestone outcrop leading to a small plantation or ‘chacre’. The vicinity of the road leaves this population vulnerable to anthropomorphic disturbance. We consider it likely that Begonia speculum will be found at other limestone outcrops within BPAM, such as the six other known localities of Phragmipedium peruvianum. However, the very small area of occupancy of Begonia speculum (&lt;1 km2) will probably not increase significantly if similar-sized populations are discovered, and leaves it vulnerable to stochastic events. Accordingly, we assess Begonia speculum as Vulnerable (VU D2) according to IUCN criteria (2016).",Moonlight P.W. & Tebbitt M.C.,,39,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. & Tebbitt M.C. 2017, Two new Peruvian species of Begonia (Begonaiceae) and an amended description of Begonia thyrsoidea, Edinburgh J. Bot. Vol.74(2) , pp.111-122.",
