wfo_id,data_type,description,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-1000039768,Threats,"Assessed by Moonlight& Tebbitt (2016) as Vulnerable (VU D2), based upon its AOO of &lt; 8 km2 . A further population has been identified 50 km to the SW of the type locality and one further collection has been made at the type locality (P.W. Moonlight 1261), where the population appeared stable. The AOO of the species is now 12 km2 and remains within the criteria required for an assessment as Vulnerable (VU D2).",Moonlight P.W. et al.,,5226,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-1000039598,Threats,Assessed by Moonlight& Tebbitt (2016) as Data Deficient (DD).,Moonlight P.W. et al.,,5215,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000825740,Threats,"Assessed by León& Monsalve (2006) and Moonlight& Tebbitt (2016) as Data Deficient (DD). The latter authors noted that they were unable to locate the species at its type locality during fieldwork in either 2014 or 2015, and that the area has undergone widespread deforestation. We consider it appropriate to reassess B. thyrsoidea as Endangered (EN B1ab(iii)).",Moonlight P.W. et al.,,5232,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000823546,Threats,Assessed by Moonlight& Jara-Muñoz (2017) as Least Concern (LC).,Moonlight P.W. et al.,,5158,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0001347788,Threats,"Assessed by Moonlight et al. (2017a) as Critically Endangered (CR B2ab(iii)) because its single known locality was under threat from a tourist development in Parque Nacional Yanachaga-Chemillén. The proposed development has been cancelled, but the species remains vulnerable because of its extremely limited range and the fact that the locality is frequently visited by tourists. Accordingly, we recommend B. elachista remains categorised as Critically Endangered (CR B2ab(iii)).",Moonlight P.W. et al.,,5151,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000823284,Threats,Assessed as Least Concern (LC) by Moonlight et al. (2017b),Moonlight P.W. et al.,,5115,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-1000039583,Threats,Assessed as Least Concern (LC) by Moonlight et al. (2017b).,Moonlight P.W. et al.,,5120,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000824774,Threats,Assessed by Moonlight et al. (2017b) as Least Concern (LC),Moonlight P.W. et al.,,5125,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-1000039736,Threats,Assessed by Moonlight et al. (2017b) as Data Deficient (DD).,Moonlight P.W. et al.,,5131,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-1000003272,Threats,Assessed by Moonlight& Reynel (2018) as Data Deficient (DD).,Moonlight P.W. et al.,,4823,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-1000003299,Threats,Recently assessed by Moonlight& Reynel (2018) as Data Deficient (DD).,Moonlight P.W. et al.,,4845,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000824637,Threats,Recently assessed by Moonlight& Reynel (2018) as Least Concern (LC). A recent record from Bolivia (Moonlight& Fuentes 2022) increases its known EOO to  189000 km2 .,Moonlight P.W. et al.,,4850,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-1200023946,Threats,"Widespread and common throughout its Peruvian and Bolivian range with a total EOO of  350000 km2 , which includes several protected areas. This variety is frequently collected in disturbed grasslands and pastures. We assess B. veitchii var. veitchii as Least Concern (LC).",Moonlight P.W. et al.,,4792,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-1200007314,Threats,"Known from a small area surrounding and partially protected by the Historic Sanctuary of Machu Picchu. Its EOO is 44 km2 , but it is well collected and frequently observed (e.g., 48 observations on iNaturalist, October 2020). This reflects how well visited Machu Picchu is, not the rarity of the variety, which is vulnerable because it is known only from one locality. We assess B. veitchii var. machupicchuensis as Vulnerable (VU D2).",Moonlight P.W. et al.,,4798,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000823371,Threats,Assessed by Tebbitt et al. (2018a) as Least Concern (LC).,Moonlight P.W. et al.,,5082,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000823238,Threats,Assessed as Least Concern (LC) by Tebbitt (2017).,Moonlight P.W. et al.,,5076,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000825861,Threats,"Assessed by León& Monsalve (2006) as Data Deficient (DD) and reassessed by Tebbitt (2016) as Vulnerable (VU D2). Known from five fragments of highly threatened northwest Peruvian relict montane forest on the western slopes of the Andes. The most distant sites are approximately 200 km apart and none of the five sites are protected. Given the species low EOO (ca 2500 km2 ), its few known localities and fragmented distribution, and the threats to its habitat, we reassess B. velata as Endangered (EN B1ab(iii)).",Moonlight P.W. et al.,,5070,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0001345033,Threats,"Assessed by Tebbitt (2016) as Data Deficient (DD). We have since visited the type locality and observed a stable population of ca 5 k plants growing along a 1 km stretch of the main 34H road through Sandia Province. It is likely that the population would decline rapidly if the road were improved, or the quantity of traffic increased, which would be grounds for reassessing the species as Critically Endangered. Accordingly, we assess B. heliantha as Vulnerable (VU D2) under IUCN criteria.",Moonlight P.W. et al.,,4778,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0001345034,Threats,"Assessed by Tebbitt (2016) as Vulnerable (VU D2) based upon the species’ single known locality and pressures from land use change. Since then, we have collected the species from an additional population along the road to Atalaya, Ucayali Region. The species is highly abundant along a 15 km stretch of road, and the population appeared stable in 2016. We assess the species as Vulnerable (VU B1ab(iii)) due to its EOO of &lt; 10000 km2 , two known localities, and the pressures of land use change at the type locality.",Moonlight P.W. et al.,,5238,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-1000039760,Threats,"The known extent of occurrence of Begonia pseudodendron is &lt; 1000 km2 and includes no protected governmental areas in either Colombia or Ecuador; however, it has been collected in a private reserve managed by the Ecominga Foundation, which protects forest remnants around the Chical area in Ecuador. The species’ range appears to include a large extent of original vegetation, but there has been significant and recent deforestation due to farming and road-building in the border region.",Moonlight P.W. & Pérez Á,,151,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. & Pérez Á 2022, A new species of Begonia sect. Ruizopavonia from Colombia and Ecuador, Edinburgh J. Bot. Vol.79(401) , pp.1-9 (https://journals.rbge.org.uk/ejb/article/view/401)",https://journals.rbge.org.uk/ejb/article/view/401
wfo-0001345088,Threats,"Begonia chrysantha is currently known from a single location measuring less than 10 km2 . At this location less than 250 individuals were observed, though the population appears stable. Given the current paucity of herbarium collections from this part of Bolivia other than from along the roadsides it is likely that future exploration will uncover additional populations of this species. However, this species inhabits a precise microhabitat (moss covered ledges on moist, shaded cliff faces), which is patchy in distribution, so the species is likely to have a fragmented distribution reflecting this. Begonia chrysantha is assessed as Vulnerable (V), according to IUCN criteria (2012).",Tebbitt M.C.,,1188,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. 2015, Two new yellow-flowered tuberous species of Begonia (Begoniaceae) from Bolivia, Brittonia. Vol.61 , pp.221-226 (https://link.springer.com/article/10.1007/s12228-015-9376-2)",https://link.springer.com/article/10.1007/s12228-015-9376-2
wfo-0001345086,Threats,"Begonia germaineana is currently known from a single location measuring less than 10 km2 . At this location fewer than 500 individuals were observed, though the population appears stable. The population occurs on a road bank and is, therefore, vulnerable to anthropomorphic disturbance, such as those associated with road repairs. Given that most collections of Begonia in this part of Bolivia have been made next to roads it is likely that future, larger scale, exploration will uncover additional populations of this species. Begonia germaineana is assessed as Vulnerable (V), according to IUCN criteria (2012).",Tebbitt M.C.,,1182,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. 2015, Two new yellow-flowered tuberous species of Begonia (Begoniaceae) from Bolivia, Brittonia. Vol.61 , pp.221-226 (https://link.springer.com/article/10.1007/s12228-015-9376-2)",https://link.springer.com/article/10.1007/s12228-015-9376-2
wfo-0001345882,Threats,"Begonia phantasma is widely distributed over an area measuring approximately 180 miles long by 25 miles wide and is often locally common. The species is, therefore, assessed as Least Concern (LC), according to IUCN Red List criteria (IUCN, 2013).",Tebbitt M.C.,,1194,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. 2015, A New Tuberous Begonia Species (Begoniaceae) from Bolivia, Novon. Vol.24(3) , pp.319-323 (http://www.bioone.org/doi/full/10.3417/2014005)",http://www.bioone.org/doi/full/10.3417/2014005
wfo-0000825921,Threats,"While several of the&nbsp;herbarium collections examined state that B.&nbsp;weddelliana&nbsp;is locally common, all were&nbsp;collected within a single region measuring less than 70 km<sup>2</sup> suggesting that B.&nbsp;weddelliana&nbsp;is a narrow endemic that may&nbsp;meet the IUCN criteria for Vulnerable.&nbsp;However, no wild populations of B.&nbsp;weddelliana&nbsp;were visited during the course of this study so the species is treated here as&nbsp;belonging to the ""data deficient"" IUCN&nbsp;category (IUCN Standards& Petitions Subcommittee 2010).",Tebbitt M.C.,,1231,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. 2013, A new species and a new synonym of Begonia from Bolivia, Brittonia. Vol.65(2) , pp.142-147 (https://www.jstor.org/stable/24692566)",https://www.jstor.org/stable/24692566
wfo-0000823301,Threats,"Broadly distributed with a range encompassing Cuzco and Puno Regions of Peru and much of northern and central Andean Bolivia. It seems common within its Bolivian range and was extremely common in September 2020 in the valley of the río Sandia, including in disturbed areas, despite being known from only a single collection in this area. We assess B. alto-peruviana as Least Concern (LC).",Moonlight P.W. et al.,,4878,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000823514,Threats,"Widespread and abundant throughout its range, and frequently found in secondary forest, forest edges, and heavily disturbed areas. Its EOO is  21500 km2 and includes several protected areas. We assess B. bracteosa as Least Concern (LC), which replaces the DD assessments of B. tribracteata Irmsch. and B. subciliata var. persicina Irmsch. (León& Monsalve 2006).",Moonlight P.W. et al.,,4828,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-1000039745,Threats,"The known extent of occurrence (EOO) of Begonia galea is 53 km2, which is sufficiently small for it to qualify as Critically Endangered (CR) under IUCN criteria (IUCN Standards and Petitions Subcommittee, 2019). Although its range falls partially in the Apolobamba protected area, these populations may be in decline due to intense human pressure (Jones et al., 2018) from deforestation for agriculture (mainly coca plantations), gold mining and livestock (Romero-Muñoz et al., 2019). The same does not apply to the populations of Santo Domingo, an area currently unaffected by deforestation or major development projects that could threaten their conservation in the short term. However, considering the potential for gold mining in this entire region and the intensive mining activities in surrounding areas (Revollo& Campanini, 2014), it is possible that in the future these activities will expand and compromise the conservation of this species. We categorise Begonia galea as Near Threatened (NT) under IUCN criteria (IUCN Standards and Petitions Subcommittee, 2019) because most of its range remains intact and we have no evidence for any decline in its population.",Moonlight P.W. & Fuentes A.F.,,385,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://journals.rbge.org.uk/ejb/article/view/407
wfo-0000823761,Threats,Proposed IUCN conservation category. Least Concern (LC). Begonia cucullata is an introduced species from the Neotropics. The species has been naturalised in many regions of Indonesia.,Ardi W.H. & Thomas D.C.,,1748,CC0 1.0 Universal (CC0 1.0),"Ardi W.H. & Thomas D.C. 2022, SYNOPSIS OF BEGONIA (BEGONIACEAE) FROM THE NORTHERN ARM OF SULAWESI AND SANGIHE ISLAND, INDONESIA, INCLUDING THREE NEW SPECIES, Phytotaxa. Vol.79(405) , pp.1-50 (https://doi.org/10.24823/EJB.2022.405)",https://doi.org/10.24823/EJB.2022.405
wfo-0000824009,Threats,"Widespread and common, both within and outside of Peru, and within disturbed areas. We assess B. fischeri as Least Concern (LC).",Moonlight P.W. et al.,,4936,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-1000039681,Threats,"Begonia marinae is assessed as of Least Concern (LC), according to IUCN criteria (2010).",Tebbitt M.C.,,1153,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. 2015, Two New Species of Andean Tuberous Begonia in the B. octopetala Group (Begoniaceae), Novon. Vol.23(4) , pp.479-489 (http://www.bioone.org/doi/full/10.3417/2013027)",http://www.bioone.org/doi/full/10.3417/2013027
wfo-0000825158,Threats,Recently assessed as Least Concern (LC) by Tebbitt (2016).,Moonlight P.W. et al.,,4991,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000825158,Threats,"Begonia pleiopetala is assessed as Least Concern (LC), according to IUCN criteria (2010).",Tebbitt M.C.,,1169,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. 2015, Two New Species of Andean Tuberous Begonia in the B. octopetala Group (Begoniaceae), Novon. Vol.23(4) , pp.479-489 (http://www.bioone.org/doi/full/10.3417/2013027)",http://www.bioone.org/doi/full/10.3417/2013027
wfo-0000823314,Threats,"Known from three collections in La Paz Department, Bolivia, and a single collection in Puno Region, Peru, with a total EOO of ca 1800 km2 . The species’ range has a very high percentage of remaining forest cover but is under pressure from small-scale subsistence farming and cocoa production. Its few collections suggest B. andina is rare, and we were unable to locate it during fieldwork to Sandia Province in September 2020. We assess B. andina as Endangered (EN B1ab(iii)).",Moonlight P.W. et al.,,5042,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000825428,Threats,"Begonia santarosensis has a relatively small range, and its EOO is c.4500km2. This area is subject to some deforestation but still contains significant tracts of undisturbed montane forest. It has been collected frequently since the year 2000, including in Parque Nacional Amboro in Caballero Province, Santa Cruz Department. Accordingly, we assess Begonia santarosensis as Least Concern (LC) under IUCN criteria (IUCN Standards and Petitions Subcommittee, 2019).",Moonlight P.W. & Fuentes A.F.,,218,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://journals.rbge.org.uk/ejb/article/view/407
wfo-0000825824,Threats,"Known from a narrow elevational band either side of the Peru-Bolivia border and has a total EOO of ca 1800 km2 . Within the species range, its habitat is under pressure from small-scale subsistence farming and cocoa production. We were unable to locate B. unilateralis during fieldwork in September 2020 and it may be rare in Peru but appears locally common in Bolivia. We assess B. unilateralis as Endangered (EN B1ab(iii)), which replaces the assessment of B. peltigera as Data Deficient (DD) by León& Monsalve (2006).",Moonlight P.W. et al.,,5048,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000825033,Threats,"Widespread and common to dominant throughout its Peruvian and global range, which includes many protected areas. We assess B. parviflora as Least Concern (LC).",Moonlight P.W. et al.,,5165,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000823421,Threats,"Begonia bangii has a known EOO of c.17,000km2, which includes several protected areas and a high proportion of undisturbed forest. It has been frequently collected in the past 20years, including close to major roads. We conclude that Begonia bangii is not under threat of extinction and assess it as Least Concern (LC) under IUCN criteria (IUCN Standards and Petitions Subcommittee, 2019).",Moonlight P.W. & Fuentes A.F.,,238,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://journals.rbge.org.uk/ejb/article/view/407
wfo-0000823686,Threats,"Begonia comata is known from a narrow elevational band and has an EOO of c.5500km2. This area includes a large percentage of original forest cover and the species has population known from the Area Natural de Manejo Integrado Apolobamba. However, the species has been rarely collected and appears to have a patchy distribution. We assess B. comata as Vulnerable (VU), B1abiii, under IUCN criteria (IUCN Standards and Petitions Subcommittee, 2019).",Moonlight P.W. & Fuentes A.F.,,243,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://journals.rbge.org.uk/ejb/article/view/407
wfo-0000824942,Threats,"<br/>Begonia oblanceolata has an EOO of c.1250 km2 and is known from three populations within that area. None of these populations are within protected areas, so we assess the species as Endangered (EN), EN B1abiii, under IUCN criteria (IUCN Standards and Petitions Subcommittee, 2019).",Moonlight P.W. & Fuentes A.F.,,248,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://journals.rbge.org.uk/ejb/article/view/407
wfo-0000825107,Threats,"Widespread and abundant throughout its range, where it has been collected in disturbed and secondary forest, as well as primary forest and several protected areas. We assess B. peruviana as Least Concern (LC), which also replaces the assessments of four new synonyms of B. peruviana as Data Deficient (DD) by León& Monsalve (2016).",Moonlight P.W. et al.,,5189,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000824136,Threats,"Widespread and often extremely common species, with an EOO of  10000000 km2 and found in numerous protected areas. We assess B. glabra as Least Concern (LC).",Moonlight P.W. et al.,,5205,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0001337718,Threats,"Begonia cremno­phila is currently only known from three localities. At Espijillos, the species is locally abundant, with a few hundred plants being found growing on a tufa cliff along a ca. 1 km&nbsp;section of trail next to the Rio Espijillos. This&nbsp;trail is in a protected area but does experience&nbsp;heavy foot traffic from people visiting this&nbsp;popular recreational area. However, at this time, the population does not seem to be experiencing&nbsp;any negative effects of this visitor pressure. In&nbsp;Provincia Vallegrande the species is known only&nbsp;from a single sandstone rock face measuring ca.&nbsp;2 m<sup>2</sup>. The population previously collected from&nbsp;Provincia Cordillera (M. Cardenas 4696)&nbsp;was&nbsp;not relocated during the course of this author's fieldwork and so cannot be assessed here. Based&nbsp;on the available data, the species meets the&nbsp;IUCN criteria for Vulnerable since its estimated&nbsp;extent of occurrence is less than 20,000 km<sup>2</sup>, it is&nbsp;known from only three localities, its area of&nbsp;occupancy is estimated to be less than 2000 km<sup>2</sup>,&nbsp;and its population size is estimated to number&nbsp;fewer than 1000 individuals (IUCN Standards&&nbsp;Petitions Subcommittee 2010).",Tebbitt M.C.,,1225,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. 2013, A new species and a new synonym of Begonia from Bolivia, Brittonia. Vol.65(2) , pp.142-147 (https://www.jstor.org/stable/24692566)",https://www.jstor.org/stable/24692566
wfo-1000040648,Threats,"Because it is known only from two populations in one location with a restricted area of occupancy, this species is provisionally assessed as Vulnerable (VUD2) under IUCN Red List criteria (IUCN Standards and Petitions Committee, 2019).",Jacques E.d.L.,,270,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. 2022, Three Brazilian species of Begonia (Begoniaceae) from the state of Rio de Janeiro, Brazil, Phytotaxa. Vol.561(2) , pp.138-150.",
wfo-1000040649,Threats,"Due to being known only from a small island and being subject to various threats such as invasive species and a decline in the quality of its habit, this species is provisionally assessed as Critically Endangered (CR B2ab(i,ii,v)) under IUCN Red List criteria (IUCN Standards and Petitions Committee, 2019).",Jacques E.d.L.,,277,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. 2022, Three Brazilian species of Begonia (Begoniaceae) from the state of Rio de Janeiro, Brazil, Phytotaxa. Vol.561(2) , pp.138-150.",
wfo-1000040650,Threats,"Begonia pedrabrancensis is provisionally assessed as Critically Endangered (CR B2ab(iii,v)) under IUCN Red List criteria (IUCN Standards and Petitions Committee, 2019), due to being known in only one locality, close to intensely urbanized places, very small population and is subject to various threats such as wildfires, invasive species and a decline in the quality of its habit.",Jacques E.d.L.,,279,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. 2022, Three Brazilian species of Begonia (Begoniaceae) from the state of Rio de Janeiro, Brazil, Phytotaxa. Vol.561(2) , pp.138-150.",
wfo-1000029520,Threats,"B. atlantica is provisionally classified as Critically Endangered (CR B2ab& C2a(i)) due its area of occupancy (AOO) being less than 10 km² (B2), and because it is found in a single locality (B2a) which is currently undergoing decline in habitat quality caused by construction activity (B2b), and the number of mature individuals in each subpopulation being less than 50 (C2a(i)) (IUCN Standards and Petitions Committee, 2019). Threats such as habitat loss and fragmentation caused by surrounding construction of the Tamoios highway increases the need for monitoring and conservation action for the remaining individuals.",Miranda M.D. & Jacques E.d.L.,,284,CC0 1.0 Universal (CC0 1.0),"Miranda M.D. & Jacques E.d.L. 2022, Two new diminutive species of Begonia (Begoniaceae) from the north coast of São Paulo State, Brazil, Phytotaxa. Vol.55(2) , pp.147-158.",
wfo-1000029539,Threats,"We provisionally categorize this species as Critically Endangered (CR) under criteria B2ab (ii, iii), because it is known only from one locality and is suffering continuing decline in quality of habitat (IUCN Standards and Petitions Committee, 2019). Although the population of B. umbrosa occurs in the Serra do Mar State Park protected area, this species is still threatened due to the maintenance of the nearby Petrobras’ oil pipeline, and is located next to the under-construction Tamoios highway",Miranda M.D. & Jacques E.d.L.,,289,CC0 1.0 Universal (CC0 1.0),"Miranda M.D. & Jacques E.d.L. 2022, Two new diminutive species of Begonia (Begoniaceae) from the north coast of São Paulo State, Brazil, Phytotaxa. Vol.55(2) , pp.147-158.",
wfo-0001342055,Threats,Begonia mentewangensis is known from two localities about 20 km apart. It is likely to be found in other similar habitat in Borneo and more extensive collections from the region are needed to confirm its distribution. Further explorations are necessary to ascertain the status of the species. A preliminary conservation status of Data Deficient (DD) seems appropriate (IUCN 2001).,Girmansyah D. & Susanti R,,337,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. & Susanti R 2015, Two new species of Begonia (Begoniaceae) from Borneo, Kew Bull. Vol.70(19) , pp.18-19 (https://doi.org/10.1007/s12225-015-9569-6)",https://doi.org/10.1007/s12225-015-9569-6
