wfo_id,data_type,description,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-0000823991,Distribution,GABON: Belinga.,"Sosef, M.S.M.",,2153,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000824286,Distribution,"Southern Ghana, south-east Nigeria, Cameroon, Equatorial Guinea, Gabon, Congo and Zaire.","Sosef, M.S.M.",,2159,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000824502,Distribution,"Western Cameroon mountains, Gabon, south-western Congo, western and eastern Zaire and Angola (Cabinda).","Sosef, M.S.M.",,2160,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000824523,Distribution,Western Cameroon.,"Sosef, M.S.M.",,2163,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-1000039686,Distribution,CAMEROON: Centre-Sud Prov,"Sosef, M.S.M.",,2166,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000824826,Distribution,"South-western Ivory Coast, south-western Ghana, southern Cameroon, Gabon, Angola (Cabinda), southern Congo and Zaire.","Sosef, M.S.M.",,2172,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825093,Distribution,GABON: Crystal Mountains.,"Sosef, M.S.M.",,2173,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825482,Distribution,GABON: Crystal Mountains and Chaillu Massif.,"Sosef, M.S.M.",,2176,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825673,Distribution,CAMEROON: Centre-Sud Prov. GABON: Crystal Mountains.,"Sosef, M.S.M.",,2182,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825848,Distribution,Gabon and western and central DRC.,"Sosef, M.S.M.",,2186,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825900,Distribution,GABON: Crystal Mountains and Chaillu Massif.,"Sosef, M.S.M.",,2190,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825933,Distribution,GABON: north of Ndjole and Chaillu Massif.,"Sosef, M.S.M.",,2191,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-1200023957,Distribution,DRC: Kivu Prov. and Shaba Prov.,"Sosef, M.S.M.",,2194,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0001389891,Distribution,DRC: Kivu Prov.,"Sosef, M.S.M.",,2197,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-0000825971,Distribution,South-western Cameroon.,"Sosef, M.S.M.",,2200,CC0 1.0 Universal (CC0 1.0),"Sosef, M.S.M. 1994, Refuge Begonias. Taxonomy, phylogeny and historical biogeography of Begonia sect. Loasibegonia and sect. Scutobegonia in relation to glacial rain forest refuges in Africa. 1st edn (https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references)",https://www.researchgate.net/publication/40208226_Refuge_Begonias_Taxonomy_phylogeny_and_historical_biogeography_of_Begonia_sect_Loasibegonia_and_sect_Scutobegonia_in_relation_to_glacial_rain_forest_refuges_in_Africa/references
wfo-1000039655,Distribution,"Borneo, Sabah. Penampang District: Inobong, Crocker Range Park, Kibambangan Waterfall area.",Chong F.Y. et al.,,2203,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia kibambanganensis and B. melanosticta (Begoniaceae), Two New Species from Sabah, Borneo, Sandakania. Vol.20 , pp.1-6 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf )",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf 
wfo-0001330376,Distribution,"Borneo, Sabah. Tongod District: Gunung Rara Forest Reserve.",Chong F.Y. et al.,,2207,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia kibambanganensis and B. melanosticta (Begoniaceae), Two New Species from Sabah, Borneo, Sandakania. Vol.20 , pp.1-6 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf )",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf 
wfo-0000823402,Distribution,"Endemic to Borneo, and so far known only from Temburong District in Brunei.",Ali Ahmad J. et al.,,2214,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823410,Distribution,"Endemic to Borneo, and so far known only from Tutong District in Brunei.",Ali Ahmad J. et al.,,2215,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823423,Distribution,"Endemic to Borneo. In Brunei recorded from Temburong, Tutong and Brunei-Muara Districts. Also in Kalimantan, Sabah and Sarawak (Hughes, 2008).",Ali Ahmad J. et al.,,2222,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823542,Distribution,Endemic to Borneo and known from Tutong and Belait Districts in Brunei.,Ali Ahmad J. et al.,,2226,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823645,Distribution,"Endemic to Borneo, and so far known only from Tutong District in Brunei.",Ali Ahmad J. et al.,,2227,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823781,Distribution,"Brunei, Temburong District. Also in Kalimantan, Sabah and Sarawak (Hughes, 2008).",Ali Ahmad J. et al.,,2234,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000823950,Distribution,"Endemic to Borneo, and so far known only from Temburong District in Brunei.",Ali Ahmad J. et al.,,2238,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824092,Distribution,"In Brunei only recorded from Temburong District. Also in Kalimantan, Sabah and Sarawak (Hughes, 2008).",Ali Ahmad J. et al.,,2239,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824092,Distribution,"Endemic to Borneo. Widespread throughout Sabah, Brunei Darussalam and Sarawak. In Tawau Hills, it was collected on the trail (800 m) to Mt. Magdalena. It was also found at the Sayap sub-station (950 m) and on the Liwagu trails (1500 m) in the Kinabalu Park.","Repin R., Sampang K. & Limbawang S.",,2491,CC0 1.0 Universal (CC0 1.0),"Repin R., Sampang K. & Limbawang S. 2015, Begonia (Begoniaceae) from Tawau Hills Park, Sabah, Malaysia, including Ten New Species, Sandakania. Vol.20 , pp.165-204 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824274,Distribution,"Endemic to Borneo, and so far known only from Belait District in Brunei.",Ali Ahmad J. et al.,,2246,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039651,Distribution,"Endemic to Borneo, and so far known only from Temburong District in Brunei.",Ali Ahmad J. et al.,,2247,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001266494,Distribution,"Endemic to Borneo and known from Belait, Temburong and Tutong Districts in Brunei.",Ali Ahmad J. et al.,,2254,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824488,Distribution,"Endemic to Borneo, and so far known only from Temburong District in Brunei.",Ali Ahmad J. et al.,,2255,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824568,Distribution,Endemic to Borneo and so far known only from Temburong District in Brunei.,Ali Ahmad J. et al.,,2258,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824572,Distribution,"Endemic to Borneo, and so far known only from Belait District in Brunei.",Ali Ahmad J. et al.,,2261,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330377,Distribution,"Endemic to Borneo and known from Belait, Temburong and Tutong Districts in Brunei.",Ali Ahmad J. et al.,,2264,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825021,Distribution,"Endemic to Borneo, and so far known only from Temburong District in Brunei.",Ali Ahmad J. et al.,,2271,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-1000039730,Distribution,"Endemic to Borneo, and so far known only from Tutong District in Brunei",Ali Ahmad J. et al.,,2272,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001266493,Distribution,"Endemic to Borneo, and so far known only from Temburong District (Bukit Retak) in Brunei.",Ali Ahmad J. et al.,,2276,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825525,Distribution,"Endemic to Borneo, and so far known only from Temburong District in Brunei.",Ali Ahmad J. et al.,,2282,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825600,Distribution,"Borneo, Brunei: Temburong and Tutong Districts. Also in Sarawak (Hughes, 2008).",Ali Ahmad J. et al.,,2286,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000825714,Distribution,"Endemic to Borneo, and so far known only from Temburong District in Brunei.",Ali Ahmad J. et al.,,2287,CC0 1.0 Universal (CC0 1.0),"Ali Ahmad J. et al. 2015, The Begoniaceae of Brunei Darussalam, Borneo, including Two New Species, Sandakania. Vol.20 , pp.7-50 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330378,Distribution,"Borneo. Endemic to Sabah (Danum Valley Conservation Area, Lahad Datu). From a plant originally collected by Bernadus Bala Ola from DVCA and presently cultivated in the small garden at the Field Centre.",Chong F.Y. et al.,,2291,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330379,Distribution,"Borneo. Endemic to Sabah (Danum Valley Conservation Area, Lahad Datu).",Chong F.Y. et al.,,2295,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330379,Distribution,"Found in the Danum Valley Conservation Area (DVCA) in Sabah, and also around Gua Tewet in Bengalon, East Kalimantan. It is described as one of the most common Begonia in the DVCA by Chong et al. (2015), and we noted it formed quite large colonies near the trails around Gua Tewet (Fig. 8).","Hughes M., Girmansyah D., Randi A. & Ningsih H.N.R.",,4450,CC0 1.0 Universal (CC0 1.0),"Hughes M., Girmansyah D., Randi A. & Ningsih H.N.R. 2020, Eleven new records, three new species and an updated checklist of Begonia from Kalimantan, Indonesia, Gard. Bull. Sing. Vol.72(1) , pp.33-58 (https://doi.org/10.26492/gbs72(1).2020-05)",https://doi.org/10.26492/gbs72(1).2020-05
wfo-0001330380,Distribution,"Borneo. Endemic to Sabah (Danum Valley Conservation Area, Lahad Datu).",Chong F.Y. et al.,,2299,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0001330380,Distribution,Danum Valley in Sabah on alluvial soils and around Karangan in East Kalimantan on limestone karst.,"Hughes M., Girmansyah D., Randi A. & Ningsih H.N.R.",,4452,CC0 1.0 Universal (CC0 1.0),"Hughes M., Girmansyah D., Randi A. & Ningsih H.N.R. 2020, Eleven new records, three new species and an updated checklist of Begonia from Kalimantan, Indonesia, Gard. Bull. Sing. Vol.72(1) , pp.33-58 (https://doi.org/10.26492/gbs72(1).2020-05)",https://doi.org/10.26492/gbs72(1).2020-05
wfo-0000824150,Distribution,Borneo. Endemic to Sabah,Chong F.Y. et al.,,2306,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824150,Distribution,"Borneo. Endemic to Sabah (Lahad Datu, Sandakan and Tawau Districts).","Repin R., Sampang K. & Limbawang S.",,2502,CC0 1.0 Universal (CC0 1.0),"Repin R., Sampang K. & Limbawang S. 2015, Begonia (Begoniaceae) from Tawau Hills Park, Sabah, Malaysia, including Ten New Species, Sandakania. Vol.20 , pp.165-204 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
wfo-0000824196,Distribution,"Borneo. Endemic but widespread in Sabah. In DVCA, it was only collected from rocks at the Coffin Cave.",Chong F.Y. et al.,,2311,CC0 1.0 Universal (CC0 1.0),"Chong F.Y. et al. 2015, Begonia (Begoniaceae) in the Danum Valley Conservation Area, Sabah, Borneo, including Eleven New Species, Sandakania. Vol.20 , pp.51-85 (https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf)",https://forest.sabah.gov.my/images/pdf/publication/sandakania/Sandakania.20.pdf
