wfo_id,data_type,description,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-0000825148,Distribution,"Begonia platanifolia ocorre na Zona da Mata mineira, nos domínios da Mata Atlântica, habitando locais úmidos e sombreados tais como matas ciliares.",Feliciano C.D.,,757,CC0 1.0 Universal (CC0 1.0),"Feliciano C.D. 2009, Flora de Minas Gerais, Begoniaceae.",
wfo-0000825341,Distribution,"Begonia riedelii é uma erva robusta, heliófila encontrada na Zona da Mata mineira, nos domínios da Mata Atlântica, próximas a cursos d’água, formando grandes populações.",Feliciano C.D.,,763,CC0 1.0 Universal (CC0 1.0),"Feliciano C.D. 2009, Flora de Minas Gerais, Begoniaceae.",
wfo-0000825394,Distribution,"Begonia rufa é uma erva semi-heliófila que ocorre nas regiões Central e Sul de Minas Gerais, no Vale do Jequitinhonha, Vale do Rio Doce, na Zona da Mata, nas Vertentes e Alto São Francisco, em áreas dominadas pela Mata Atlântica, Cerrado, campos e campos rupestres, habitando interiores e orlas de matas, matas de encostas, matas de altitudes, matas de galeria, próximas à cursos d’água, solos arenosos, afloramentos rochosos e entre fendas de rochas.",Feliciano C.D.,,766,CC0 1.0 Universal (CC0 1.0),"Feliciano C.D. 2009, Flora de Minas Gerais, Begoniaceae.",
wfo-0000825394,Distribution,Ocorre na região Sudeste do Brasil.,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,927,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825842,Distribution,"Begonia valdensium ocorre nas regiões Central e Sul de Minas Gerais, no Vale do Paranaíba e na Zona da Mata, em áreas dominadas por Mata Atlântica e Cerrado, habitando tanto locais iluminados quanto locais sombrios como interiores de matas.",Feliciano C.D.,,772,CC0 1.0 Universal (CC0 1.0),"Feliciano C.D. 2009, Flora de Minas Gerais, Begoniaceae.",
wfo-0000825842,Distribution,Ocorre na região Sudeste do Brasil e no estado do Paraná.&nbsp;,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,962,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000921341,Distribution,"Begonia bernicei is known from three gatherings collected in the understory of lowland moist forests in the lower Erebato river, in Bolivar state, Venezuela, all three coincidentally at an altitude of 360 m.",Aymard C. G. & Romero G.A.,,775,CC0 1.0 Universal (CC0 1.0),"Aymard C. G. & Romero G.A. 2011, Begonia bernicei (Begoniaceae) a new species for the lowland humid forests of the Venezuelan Guyayana , J. Bot. Res. Inst. Texas. Vol.5(1) , pp.97-100.",
wfo-0001379604,Distribution,Ocorre nos estados de Minas Gerais e São Paulo. Mata de altitude,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,787,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823324,Distribution,Ocorre nos estados do Rio de Janeiro até Santa Catarina,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,783,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823496,Distribution,Endêmica do estado de São Paulo.,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,794,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823516,Distribution,Ocorrência registrada apenas para São Paulo.,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,795,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823530,Distribution,Conhecida apenas da coleção tipo,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,798,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823594,Distribution,Espécie com distribuição bastante restrita no estado de São Paulo e sul do Rio de Janeiro,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,804,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823724,Distribution,Ocorrência exclusiva no estado de São Paulo,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,810,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823829,Distribution,Ocorre nos estados do Rio de Janeiro e São Paulo. ,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,816,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823990,Distribution,Apresenta distribuição do sul do Rio de Janeiro ao litoral de São Paulo.&nbsp;,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,819,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824087,Distribution,"Ocorre no Sudeste do Brasil, no estado de São Paulo é endêmica da Serra da Bocaina. ","Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,828,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824217,Distribution,Endêmica do estado de São Paulo. ,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,831,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0001266377,Distribution,Apresenta distribuição do estado do Rio de Janeiro a Santa Catarina.&nbsp;,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,837,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824299,Distribution,Espécie endêmica do estado de São Paulo.,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,843,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824311,Distribution,Ocorre nos estados do Rio de Janeiro e São Paulo. ,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,844,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824377,Distribution,Ocorre apenas no estado de São Paulo. ,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,854,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824407,Distribution,Ocorre nos estados de São Paulo e Rio de Janeiro. ,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,860,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824428,Distribution,Apresenta distribuição restrita ao estado de São Paulo.&nbsp;,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,866,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824433,Distribution,"Espécie de ocorrência conhecida, até o momento, apenas na Serra da Jureia, estado de São Paulo. ","Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,869,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824433,Distribution,"This species is known only from two collections, both from the type locality, where it is rare.","Silva S J G. and Mamede, M C H.",,1869,CC0 1.0 Universal (CC0 1.0),"Silva S J G. and Mamede, M C H., Two new species of Begonia (Begoniaceae) from the Atlantic coast forest in the state of São Paulo, Brazil., Novon. Vol.10(1) , pp.22-25 (https://www.biodiversitylibrary.org/partpdf/38202)",https://www.biodiversitylibrary.org/partpdf/38202
wfo-0000824510,Distribution,Ocorre nos estados do Rio de Janeiro e São Paulo. ,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,872,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824524,Distribution,"Conhecida, até o momento, somente da coleção--tipo, coletada na Ilha dos Alcatrazes. ","Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,875,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824614,Distribution,"Distribuição restrita à Serra da Mantiqueira nos estados de Minas Gerais, Rio de Janeiro e São Paulo.&nbsp;","Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,881,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824934,Distribution,Endêmica do estado de São Paulo. ,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,888,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824962,Distribution,Ocorre nos estados do Rio de Janeiro e São Paulo.,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,893,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824981,Distribution,Espécie com distribuição restrita aos campos de altitude da Serra dos Órgãos no Rio de Janeiro e Serra da Bocaina em&nbsp;São Paulo.&nbsp;,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,897,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825142,Distribution,Distribuição restrita ao estado de São Paulo,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,907,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825396,Distribution,Ocorre no estado de São Paulo. ,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,931,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825412,Distribution,Endêmica do estado de São Paulo.,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,934,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825412,Distribution,"This species is known only from the type locality, Salesopolis Municipality, Sao Paulo, Brazil.","Silva S J G. and Mamede, M C H.",,1865,CC0 1.0 Universal (CC0 1.0),"Silva S J G. and Mamede, M C H., Two new species of Begonia (Begoniaceae) from the Atlantic coast forest in the state of São Paulo, Brazil., Novon. Vol.10(1) , pp.22-25 (https://www.biodiversitylibrary.org/partpdf/38202)",https://www.biodiversitylibrary.org/partpdf/38202
wfo-0000825559,Distribution,"Ocorre na floresta ombrófila densa dos estados do Espírito Santo, Rio de Janeiro e São Paulo.&nbsp;","Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,939,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825584,Distribution,Conhecida apenas nos estados de São Paulo e sul do Rio de Janeiro,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,943,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825602,Distribution,Conhecida apenas no estado de São Paulo. ,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,946,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825750,Distribution,Ocorrência restrita ao estado de São Paulo. ,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,955,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825820,Distribution,Ocorrência exclusiva em florestas de restinga nos estados do Rio de Janeiro e São Paulo.&nbsp;,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,956,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825868,Distribution,Espécie endêmica da Ilha dos Alcatrazes (SP). ,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,966,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000825936,Distribution,Endêmica do estado de São Paulo.,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,971,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0001354276,Distribution,"Known from type locality in East Kalimantan, Berau Regency, Indonesia.",Girmansyah D.,,975,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. 2017, Two new species of Begonia (Begoniaceae) from Long Duhung, Berau Regency, East Kalimantan, Borneo Island, Indonesia, Kew Bull. Vol.72(3) , pp.1-7 (https://rdcu.be/c0J8h)",https://rdcu.be/c0J8h
