wfo_id,data_type,description,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-0000824136,Diagnostic,"Begonia glabra is the only scandent species of Begonia in Bolivia that roots at its nodes. It is also unique in Bolivia in its straight, subsymmetrical and ovate leaves, which are three-veined from the base.",Moonlight P.W. & Fuentes A.F.,,308,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://journals.rbge.org.uk/ejb/article/view/407
wfo-0000824136,Diagnostic,"Identification notes Begonia glabra is by far the most common climbing Begonia in Peru and is abundant in humid forests. Together with B. rossmanniae, it is one of two species of climbing Peruvian Begonia with basifixed leaves that are three-veined from the base. It is readily distinguished by its persistent (vs deciduous) stipules and axillary, symmetrical inflorescences (vs asymmetrical and terminal inflorescences).",Moonlight P.W. et al.,,5205,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0001337718,Diagnostic,"Begonia cremnophila is only acaulescent species of Begonia confirmed from Bolivia with a basifixed, asymmetrical leaf lamina and four tepals on the staminate flower. It is most similar to an undescribed species from Puno Region, Peru, which may also occur in northern Bolivia (Moonlight et al., in review). It differs from this species in its pilose indumentum on the veins of the underside of the leaf (vs glabrous); its obovate bracts with denticulate, ciliate margins (vs lanceolate with entire margins); and its tepals that persist in fruit.",Moonlight P.W. & Fuentes A.F.,,258,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. & Fuentes A.F. 2022, An updated checklist and key to the species of Bolivian Begonia, including one new species, Edinburgh J. Bot. Vol.79(407) , pp.1-66 (https://journals.rbge.org.uk/ejb/article/view/407)",https://journals.rbge.org.uk/ejb/article/view/407
wfo-0001337718,Diagnostic,"Begoniae weddelliana A. DC. similis, sed tepalis e albis vel roseo albis (non coccineo), acaulis, (non caule erecta), et foliis ad marginem denticulatis (non crenatus) differt.Begonia cremnophila is morphologically isolated but is most similar to B. weddelliana<br/>A. DC. These two species, for example, both have ovate leaf blades with pale green veins surrounded by darker green to bronze-green intervenal lamina, relatively few stamens (15-35 in B. cremnophila and 20-25 in B. weddelliana), male flowers with four tepals and female flowers with five tepals, bifid styles, and branched ovary placentas. Nevertheless, these two species are readily distinguished, and may not even be closely related. They differ, for example, because B. weddelliana has an aerial stem, (B. cremnophila lacks an aerial stem), leaf blades with distinct crenate margins (B. cremnophila has leaf blades with denticulate margins), and deciduous, scarlet tepals (those of B. cremnophila are white or white with a pink flush, and persist in fruit). The two species also differ in the structure of their stamens. The stamens of<br/>B. weddelliana are very unusual for the genus in that the anther is attached to the filament along the back of the locules (Tebbitt& Williamson 2012). In B. cremnophila the anther is basifixed, as is typical of Begonia. Interestingly, an illustration in Hooker (1876) depicting the androecium of B. davisii clearly shows this unusual stamen morphology yet makes no mention that it is unusual for a Begonia to have this structure. The unusual stamen morphology exhibited by B. weddelliana is also found in one other Andean species, B. herrerae (Tebbitt& Williamson 2012), and likely is indicative of a close relationship between these two species, both of which occur in the Yungas region of northern Bolivia.<br/> ",Tebbitt M.C.,,1225,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. 2013, A new species and a new synonym of Begonia from Bolivia, Brittonia. Vol.65(2) , pp.142-147 (https://www.jstor.org/stable/24692566)",https://www.jstor.org/stable/24692566
wfo-1000039759,Diagnostic,"In Begonia sect. Ruizopavonia, B. embera is most similar to B. harlingii L.B.Sm.& Wassh. but is distinguished by its much shorter petioles (1.5–5.6 mm vs 25–75 mm), narrower leaves (1.5–2.8 cm vs 3–6 cm) and fewer secondary veins (4–6 vs 9–13). Floral differences include the smaller outer staminate tepals (2.7–4.5 × 1.4–2.5 mm vs 5–10 × c.5 mm), female flowers with 3 bracteoles (vs 2 in B. harlingii) and shorter styles (0.7–2.1 mm vs 4–5.5 mm).","Jara-Munoz O.A., Franco D, Tebbitt M & Swensen S",,259,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A., Franco D, Tebbitt M & Swensen S 79, A new species of Begonia from the Choco biogeographical region of Colombia, Edinburgh J. Bot. Vol.2022 , pp.1-12.",
wfo-1000003270,Diagnostic,"Begonia aguilarii Jara& Zabala can be separated from B. solaniflora Jara by its pubescent leaf veins and fruits (vs. glabrous in B. solaniflora) and its asymmetrical (vs. subsymmetrical) leaves. Begonia aguilarii can be distinguished from B. chlorolepis L. B. Sm.& B. G. Schub. by its laterally compressed fruit horn apices (vs. dorsiventrally compressed in B. chlorolepis), its hyaline caducous (vs. green and persistent) stipules, and its undivided or once-divided styles. Begonia aguilarii is distinguished from B. pax Jara& Zabala by its glabrous stems and abaxial leaf surfaces (vs. pubescent in B. pax), and its obovate to oblong (vs. elliptical) leaves, which are usually broader than those of B. pax (1.6–5.6 vs. 0.9–1.8 cm).",Jara-Munoz O.A. & Zabala-Rivera J.C.,,263,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. & Zabala-Rivera J.C. 2018, Dos Nuevas Especies de Begonia (Begoniaceae) de la Serranía de los Yariguíes (Santander, Colombia), Novon. Vol.26(4) , pp.355-364.",
wfo-1000003316,Diagnostic,"Begonia pax Jara& Zabala can be separated from B. solaniflora Jara by its pubescent leaf veins and fruits (vs. glabrous in B. solaniflora) and its asymmetrical (vs. subsymmetrical) leaves. Begonia pax can be distinguished from B. chlorolepis L. B. Sm.& B. G. Schub. by its laterally compressed fruit horn apices (vs. dorsiventrally compressed in B. chlorolepis), its hyaline (vs. green and persistent) stipules, and its undivided or once-divided styles.",Jara-Munoz O.A. & Zabala-Rivera J.C.,,266,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. & Zabala-Rivera J.C. 2018, Dos Nuevas Especies de Begonia (Begoniaceae) de la Serranía de los Yariguíes (Santander, Colombia), Novon. Vol.26(4) , pp.355-364.",
wfo-1000040648,Diagnostic,"Begonia altimontana is most similar to B. ramentacea Paxton but differs in its smaller leaf blades (5–7.5) 9–11 × (3–4) 6–7 cm (vs. 13–20 × 9–15 cm); its shorter petioles 7–10 cm long (vs. 12–25 cm), which are covered with flattened, fimbriate scales along their entire length (vs. curved inwards, shell-shaped); and in its bilamellate placentae (vs. entire).",Jacques E.d.L.,,270,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. 2022, Three Brazilian species of Begonia (Begoniaceae) from the state of Rio de Janeiro, Brazil, Phytotaxa. Vol.561(2) , pp.138-150.",
wfo-1000040649,Diagnostic,"Begonia inumbrata is most similar to B. fluminensis Brade, but differs in having cystoliths (vs. absent); its densely villous petioles (vs. lanate); having an elliptic external pair of staminate tepals (vs. orbiculate); 7–8 stamens (vs. ca. 20); truncate connectives (vs. obtuse); and subequal tepals of pistillate flowers (vs. unequal)",Jacques E.d.L.,,277,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. 2022, Three Brazilian species of Begonia (Begoniaceae) from the state of Rio de Janeiro, Brazil, Phytotaxa. Vol.561(2) , pp.138-150.",
wfo-1000040650,Diagnostic,"Begonia pedrabrancensis is most similar to B. bidentata Raddi but differs in having glabrous internodes, abaxial leaf blades and petioles (vs. puberulous, with simple trichomes); dentate margins to its leaf blades (vs. biserrate); and involute wings on its ovary and fruits (vs. flat).",Jacques E.d.L.,,279,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. 2022, Three Brazilian species of Begonia (Begoniaceae) from the state of Rio de Janeiro, Brazil, Phytotaxa. Vol.561(2) , pp.138-150.",
wfo-1000029520,Diagnostic,Begonia atlantica is closely related to Begonia microinduta M.D.Miranda (2021: 49). It differs chiefly in having villous stems (vs. glabrous) and a ciliate leaf margin (vs. not ciliate).,Miranda M.D. & Jacques E.d.L.,,284,CC0 1.0 Universal (CC0 1.0),"Miranda M.D. & Jacques E.d.L. 2022, Two new diminutive species of Begonia (Begoniaceae) from the north coast of São Paulo State, Brazil, Phytotaxa. Vol.55(2) , pp.147-158.",
wfo-1000029539,Diagnostic,Begonia umbrosa is closely similar to Begonia cornitepala Irmsch (1953: 41). It differs chiefly in having peltate leaf blades (vs. basifixed) and pauciflorus cymes (vs. multiflorus).,Miranda M.D. & Jacques E.d.L.,,289,CC0 1.0 Universal (CC0 1.0),"Miranda M.D. & Jacques E.d.L. 2022, Two new diminutive species of Begonia (Begoniaceae) from the north coast of São Paulo State, Brazil, Phytotaxa. Vol.55(2) , pp.147-158.",
wfo-0001342055,Diagnostic,"Related to Begonia antonyi Kiew, differing in the leaf shape (elliptic to oblong, not slightly falcate); number of veins 8 – 9 pairs (vs veins 6 – 7 pairs in B. antonyi); the fruit (ovoid and covered in fleshy bristles, not broadly deltoid and glabrous). The bristly fruit resembles that of B. guttapila D. C. Thomas& Ardi, covered by bristles but is on a longer pedicel (0.6 – 0.8 cm vs 0.1 – 0.2 cm in B. guttapila); and the widest point of the wing is 2.5 – 4 mm (vs 6 – 9 mm).Begonia mentewangensis is a very distinctive species in section Petermannia with short hairy petioles, lamina with slightly asymmetric leaves and a fleshywalled capsule. The upper surface of the leaves is dark green with scattered short hairs on the main vein and between the veins, and the undersurface pale green with scattered reddish hairs along the veins.",Girmansyah D. & Susanti R,,337,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. & Susanti R 2015, Two new species of Begonia (Begoniaceae) from Borneo, Kew Bull. Vol.70(19) , pp.18-19 (https://doi.org/10.1007/s12225-015-9569-6)",https://doi.org/10.1007/s12225-015-9569-6
wfo-1000025707,Diagnostic,"Similar to Begonia pax, but differing in its larger outer tepals (10–16.5 × 3–7.3 mm vs. 4.8–9.9 × 1.4–2.8 mm), and its anthers, which are connivent forming a cylindrical structure. In B. pax the anthers are also convenient but form a fusiform structure, and also differ by the curved extension of the anther connective (vs. straight in Begonia pax).This species is part of the group II, sensu Jara et al. (2019) of Casparya, which is characterized by unisexual inflorescences, with solitary pistillate flowers, and acolumnar fruits. ITS sequences of this species were included in Jara et al (2019), (sp. nov. 7), showing evidence for its close relationship with species in the eastern Cordillera with similar morphological characteristics to B. pax and B. solaniflora. This species can be distinguished from the rest of the group by its curved anther connectives, the stamens connivent forming a cylindrical structure, and its larger staminate flowers. ",Jara-Munoz O.A. et al.,,341,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1000025710,Diagnostic,"Similar to Begonia cornuta but differing from this species by the presence of a long column on the fruits (12–16 mm long), vs. no column in B. cornuta, and the glabrous veins on the lower surface of the leaves (vs. pubescent in B. cornuta).This new species was frequently misidentified in herbaria as B. cornuta, to which it is closely related, as showed by the ITS evidence in Jara et al. (2019). In this phylogeny B. galeanoi was temporarily designated “Begoniasp. nov. 4.”. Both species can be easily distinguished using the diagnosis presented here.",Jara-Munoz O.A. et al.,,346,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1200008098,Diagnostic,"Differs from Begonia kalbreyeri var. kalbreyeri because the young stems are pubescent or glabrous (vs. papilose-hirsute). Differs from Begonia kalbreyeri var. glabra by the ovate or oblong (vs. long-elliptic) leaves, and the indumentum with This is the second variety apart from the type variety of B. kalbreyeri, a Colombian endemic species, common in the well conserved forest of the north of the central and western basin of the central cordillera. The type variety is only known from the type collection in the Paramillo region (ca. 2100 to 2400 m), in Antioquia, at the extreme north of the Colombian Cordillera Occidental, close to the current “Paramillo” National Park. Populations from about 50 km to the south of the type locality are morphologically distinctive, growing in the Orquideas National Park, these show variation in hair density being in general less pubescent than the type specimen and are described here as a new variety. According to Smith& Schubert (1955), Begonia kalbreyeri var. glabra differs from the type variety in being completely glabrous, however the type specimen is clearly not glabrous, having hairs mainly on veins of the leaves, stems and inflorescence.intermingled long and tuberculate hairs (vs. with only one type of hairs).",Jara-Munoz O.A. et al.,,351,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1000025724,Diagnostic,"Begonia mamapachensis is morphologically similar to Begonia cornuta, Begonia vinagrera, and Begonia galeanoi, but can be distinguished from them by having lanceolate leaves (vs. ovate or oblong), and a monochasial inflorescence with few flowers (vs. dichasial with many flowers).This species was named “Begonia sp. nov. 5” in the phylogenies presented by Jara et al. (2019) and belongs to the clade V, which includes species with red flowers from the western Colombian cordillera and the broadly distributed and polymorphic Begonia urticae.",Jara-Munoz O.A. et al.,,355,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1000025735,Diagnostic,"This species can be distinguished from Begonia trianae due to the smaller size of the plants (to 40 cm tall vs. 40 cm tall in B. ursina) and its succulent stems (vs. fibrous). The staminate flowers in B. perijaense have shorter pedicels than B. trianae (to 9 mm vs. 40-60 mm long) and the perianth has 6 tepals (vs. 5). It can be distinguished from Begonia ursina by the smaller plant size (to 40 cm tall vs. 40 cm tall), succulent stems (vs. fibrous), its leaf laminae oblique to the petiole (vs. straight), and its longer leaf laminae (4.9−9.5 vs. 11–14.5 cm). From Begonia chlorolepisit can be distinguished by the fruit having the apex of the horns vertically flattened (i.e., compressed) vs. horizontally flattened (i.e. depressed).Begonia perijaensis grows very close to Begonia ursina, which is the most common species of the section in the Serranía de Perijá, ranging between 2300 and 3100 m, while B. perijaensis is restricted to the higher part of the Cerro Pintado peak.",Jara-Munoz O.A. et al.,,360,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1200023920,Diagnostic,"Differs from the type variety by the shorter petioles 1.8–3.9 (-13.3) vs. 5.4–30.6 mm, and because this variety has 4 tepals in the pistillate flower instead of 5 as in the type variety.As well as the shorter petioles, this variety has 4 instead of 5 tepals in the pistillate flowers. It is likely that this reduction is derived from the fusion of two inner tepals, as the bilobulate form of the largest tepal suggests. This variety is also sympatric with Begonia libera and shares numerous vegetative and reproductive features, however Begonia libera can be recognized by its hispidous stems, and papillate-pubescent leaves.",Jara-Munoz O.A. et al.,,365,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1000025753,Diagnostic,"Begonia vinagrera is morphologically similar to B. cornuta but can be easily distinguished by its glabrous leaves (vs. pubescent) and oblong (vs. ovate) leaf laminae, and the inflorescence that is a monochasium with few flowers (vs. dichasial with many flowers).Specimens of this species (both varieties) have been frequently misidentified in herbaria as Begonia cornuta; however, both species can be separated as indicated in the diagnosis. A synthetic description of both varieties, including only distinguishing characters, is presented below. ",Jara-Munoz O.A. et al.,,369,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1200023947,Diagnostic,"Begonia vinagrera is morphologically similar to B. cornuta but can be easily distinguished by its glabrous leaves (vs. pubescent) and oblong (vs. ovate) leaf laminae, and the inflorescence that is a monochasium with few flowers (vs. dichasial with many flowers).",Jara-Munoz O.A. et al.,,374,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1200008102,Diagnostic,"Begonia vinagrera var.pomecensis differs from the type variety by its larger stipules (10.2–22.9 × 8.5–11.7 vs. 6.6–7.3 × 3.6–5.6 mm), its longer peduncle (5.4–8.3 (-14.3) vs. 3.1−4.6 cm long), and deciduous bracts (vs. sub-persistent).",Jara-Munoz O.A. et al.,,379,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1000021217,Diagnostic,"Resembles B. lepida Blume in habit, but differs in having a biserrate (not sinuate-dentate) leaf margin , smaller (ca. 6 × 2 mm) narrowly triangular (not oblong ca. 12 × 4 mm) stipule, and fruit with triangular (not rounded) wings .",Girmansyah D. & et. al.,,2978,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. & et. al. 2020, A key to Begonia section Bracteibegonia from Sumatra with one new species and rediscovery of Begonia fasciculata Jack, Phytotaxa. Vol.475(4) , pp.289-295 (https://doi.org/10.11646/phytotaxa.475.4.6)",https://doi.org/10.11646/phytotaxa.475.4.6
wfo-1000021217,Diagnostic,"Related to Begonia antonyi Kiew, differing in the leaf shape (elliptic to oblong, not slightly falcate); number of veins 8 – 9 pairs (vs veins 6 – 7 pairs in B. antonyi); the fruit (ovoid and covered in fleshy bristles, not broadly deltoid and glabrous). The bristly fruit resembles that of B. guttapila D. C. Thomas& Ardi, covered by bristles but is on a longer pedicel (0.6 – 0.8 cm vs 0.1 – 0.2 cm in B. guttapila); and the w",Girmansyah D. & Susanti R,,384,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. & Susanti R 2015, Two new species of Begonia (Begoniaceae) from Borneo, Kew Bull. Vol.70(19) , pp.18-19 (https://doi.org/10.1007/s12225-015-9569-6)",https://doi.org/10.1007/s12225-015-9569-6
wfo-0001342056,Diagnostic,"Related to Begonia imbricata Sands, differing in having white to reddish white bracts (vs pale green to yellowish green in B. imbricata); number of female tepals six (vs five), stipules widely to narrowly triangular shaped (vs broadly ovate to ovate–oblong), stipule size 1 – 1.5 × 0.5 – 0.8 cm (vs 1.9 – 3 × 1.2 – 1.6 cm) and single female flower (vs two per axil or in pairs).Begonia dolichobracteata is a distinctive species in its persistent bracts that are relatively large and white to reddish in colour, and the 3 narrow tepals alternating with 3 broad tepals on the female flower are also unusual within section Petermannia. This species is similar to B. imbricata from Sabah, but distinguished by having white bracts, six white female tepals, white to green ovary with a red line along the middle, and capsule ovoid, plain with scattered hairs along the capsule. Their habitats are also different; B. imbricata grows on river sides or banks at high altitude (1000 – 1100 m) whilst B. dolichobracteata is found on dryer soils on hill slopes lower than 500 m asl.",Girmansyah D. & Susanti R,,393,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. & Susanti R 2015, Two new species of Begonia (Begoniaceae) from Borneo, Kew Bull. Vol.70(19) , pp.18-19 (https://doi.org/10.1007/s12225-015-9569-6)",https://doi.org/10.1007/s12225-015-9569-6
wfo-1000039509,Diagnostic,"Begonia ranaiensis is similar to B. angustilimba Merr. but distinguished by having ovate leaves, narrowly triangular stipules and fruits with two equal wings.There is only one fruit available for examination, and it has two wings. This is an unusual character for Begonia sect. Petermannia, and whether this is a constant or variable character (as in B. amphioxus Sands (1990); Kiew (2001)) needs further investigation. B. ranaiensis is most similar to B. angustilimba from Sandakan, North Borneo, but is distinct from this species in stem, stipule and leaf characters. B. ranaiensis has glabrous or short-haired stems, ovate to elliptic leaves without minute hairs at the end of the margin serrations and boat-shaped stipules; B. angustilimba has stems which are glabrous at the base but long-haired near the apex, elongate-oblong leaves, with minute hairs at end of the margin serrations, and triangular stipules.",Girmansyah D.,,399,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. 2013, Begonia ranaiensis (Begoniaceae), a new species from Mt Ranai, Natuna Island, Indonesia, Kew Bull. Vol.68(1) , pp.179-182 (https://www.jstor.org/stable/23489343)",https://www.jstor.org/stable/23489343
wfo-0000823322,Diagnostic,"Begonia angularis possui uma característica exclusiva dentre as espécies que ocorrem na Bahia, que são as estípulas reflexas. Os indivíduos analisados do Estado possuem a ala maior da cápsula um pouco mais desenvolvida que a média observada nos demais estados, e os estiletes variam em número de três ou quatro. No caso de quatro estiletes, o quarto é geralmente pouco desenvolvido e o número de lóculos não varia, permanecendo três. Os estiletes podem apresentar um dos ramos pouco desenvolvido, bem como pode ocorrer a fusão de um estilete pouco desenvolvido a outro de tamanho normal. Assemelha-se a B. sylvatica pelo tipo de hábito e aspecto geral da morfologia foliar; no entanto, é facilmente diferenciada pelas estípulas reflexas (vs. apressas em B. sylvatica), margem das lâminas foliares crenada (vs. irregularmente crenado-serrilhada) e flores pistiladas com uma das tépalas maior (vs. três tépalas maiores). ","Gregório B.d.S., Costa J.A.S. & Rapini A.",,405,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000823457,Diagnostic,"Begonia bahiensis é facilmente reconhecida pelo hábito herbáceo-subarbustivo, glabrescente, associado à forma da lâmina foliar oblonga a obovada. A espécie foi originalmente descrita como glabra (Candolle 1859), contudo, observou-se em coletas posteriores a presença de esparsos tricomas simples, finos, tricomas de base espessa e glandulares microscópicos, especialmente nos indivíduos jovens; na fase adulta, o indumento é muitas vezes perdido. Assim, acredita-se que o material utilizado para a descrição da espécie tenha perdido o indumento. Begonia bahiensis possui semelhanças com B. sylvatica, contudo, é distinta pelas lâminas foliares com (3)4 ou 5 nervuras na base (vs. 6 ou 7 nervuras) e cimeiras com 2 ou 3 nós (vs. 3–6 nós). ","Gregório B.d.S., Costa J.A.S. & Rapini A.",,409,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000823457,Diagnostic,"Subarbustos ca. 30cm, pubérulos; caule ereto, entrenós 0,8-22cm, pubérulos. Folhas com estípulas caducas, oblongas a lanceoladas, ápice acuminado, 0,5 -1,6x 0,2-0,9cm, glabras; pecíolo pubérulo, (0,2-)0,6 -0,7cm;&nbsp;lâmina basifixa, inteira, lanceolado-oboval a oblongo­-lanceolada, levemente assimétrica, (6-)9,2 -14x&nbsp;2,3 -4cm, peninérvea, base levemente assimétrica, ápice&nbsp;acuminado, margem denteada a denticulado -serreada,&nbsp;face adaxial verde, glabra a esparsamente pilosa, face abaxial vinácea, pubérula.&nbsp;Cimeira 1 -4-ramificada;&nbsp;pedúnculo 5 -5,5cm; brácteas cedo-decíduas, ca. 4mm,&nbsp;lanceoladas. Flores masculinas com 4 tépalas, alvas, as&nbsp;externas ovais, com tricomas glandulares esparsamente&nbsp;distribuídos a pilosas, ca. 7x 2mm, as internas elípticas,&nbsp;glabras, ca. 5x 1mm; estames 11-12, anteras rimosas,&nbsp;filetes livres, conectivos proeminentes; flores femininas&nbsp;com 1 profilo, tardiamente caduco, lanceolado, ca. 3mm;&nbsp;tépalas 5, ovais a elípticas, tricomas glandulares, 5-10x&nbsp;2 -4mm, placentas inteiras, ramos do estilete espiralados,&nbsp;papilas em faixa distinta.&nbsp;Cápsula oblonga, 1,3 -1,8x&nbsp;1,7-1,9cm, alas desenvolvidas, desiguais entre si;&nbsp;sementes oblongas.","Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,788,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000823452,Diagnostic,"Begonia besleriifolia é um arbusto com ramos escandentes, encontrado frequentemente apoiado sobre árvores, dando a impressão de se tratar de uma liana; inclusive já foi assim descrito em fichas de herbário. Assemelha-se a B. elianeae pelo porte arbustivo, pela forma das estípulas e pelas lâminas foliares. Contudo, é diferenciada desta pelas lâminas foliares com face abaxial serícea (vs. glabrescente a glabra), cimeiras com 40 a 60 flores (vs. 4 a 8 flores), 4 a 6 nós (vs. 2 ou 3 nós) e cápsulas 7–15 mm compr. (vs. 18–20 mm compr.), além das anteras maiores que o filete (vs. anteras menores).","Gregório B.d.S., Costa J.A.S. & Rapini A.",,413,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0000823710,Diagnostic,"Begonia convolvulacea é uma planta umbrófila e apresenta como características únicas entre as espécies de Begonia de Minas Gerais a lâmina subrômbica (Smith et al., 1986), geralmente reniforme, 4-6dentadas formando ápices agudos. Além disso, os caules são glabros e as inflorescências multifloras.",Feliciano C.D.,,703,CC0 1.0 Universal (CC0 1.0),"Feliciano C.D. 2009, Flora de Minas Gerais, Begoniaceae.",
wfo-0000823710,Diagnostic,"Begonia convolvulacea se diferencia das outras espécies ocorrentes no estado por possuir hábito herbáceo ou trepador, lâminas reniformes a transversalmente elípticas com 2 a 7 dentes agudos a acuminados, pecíolos geralmente com um colar de tricomas curtos no ápice, flores pistiladas com um par de profilos lanceolados na base do hipanto e sementes fusiformes a lineares. Segundo BFG (2018), é uma espécie com distribuição nas regiões Nordeste (exceto Maranhão, Paraíba e Rio Grande do Norte), Sudeste, Sul (exceto Rio Grande do Sul) e no Distrito Federal, geralmente associada ao domínio fitogeográfico da Mata Atlântica. No Ceará (Figs. 1 e 2), tem sua distribuição restrita às serras úmidas de Baturité e Maranguape (na APA da Serra da Aratanha), ocorrendo em floresta ombrófila densa (C7, D7). Flores e frutos em janeiro, julho, setembro, outubro e novembro.",Gonçalves L.N. et al.,,678,CC0 1.0 Universal (CC0 1.0),"Gonçalves L.N. et al. 2020, Flora do Ceará, Brasil: Begoniaceae, Rodriguésia. Vol.71(e01402018) , pp.1-9.",
wfo-0000823710,Diagnostic,"Begonia convolvulacea é facilmente reconhecida pelo hábito trepador associado à lâmina arredondada a transversalmente elíptica, com dois a sete dentes agudos a acuminados, venação actinódroma e inflorescências multifloras. No campo, foram observados, na mesma área, indivíduos com pecíolo alado, muito ou pouco evidente, e outros que em vez da ala, apresentam um sulco longitudinal estreito na região mediana do pecíolo. Contudo, em outras áreas e em cultivo, foram vistos indivíduos dotados de pecíolo com sulco longitudinal no início do desenvolvimento das folhas e, com a maturação do indivíduo, esse sulco se expande para as laterais, apresentando-se como alas rudimentares. Na Bahia, a espécie também apresenta variação na forma da ala maior dos frutos, que pode ser desde largamente elíptica à estreitamente elíptica, bem como na forma da lâmina foliar, que vai de arredondada a transversalmente elíptica; além disso, o colar de tricomas no ápice do pecíolo pode estar presente ou não. Contudo, não foi possível estabelecer um padrão dentro dessa variação morfológica, pois os caracteres se sobrepõem em muitos indivíduos. Estudos populacionais mais detalhados poderão auxiliar no entendimento dessas variações morfológicas na espécie. Begonia convolvulacea partilha com B. polygonifolia o caule escandente e a forma das flores estaminadas e sementes. No entanto, difere daquela espécie pelo aspecto geral das folhas, a saber: lâminas arredondadas a transversalmente elípticas (vs. elípticas a oblanceoladas), base cordada a subcordada ou obtusa (vs. oblíqua), nervação actinódroma (vs. craspedódroma) e pecíolos maiores ( 3,5 cm compr. vs. &lt; 2 cm compr.).","Gregório B.d.S., Costa J.A.S. & Rapini A.",,417,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
