WFOID,countryCode,locationID,locality,establishmentMeans,source,bibliographicCitation,URI
wfo-0000227526,TH,THA,Thailand,Managed,Flora of Thailand,"Licuala pusilla . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 441. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05227
wfo-0000227544,TH,THA,Thailand,Managed,Flora of Thailand,"Licuala scortechinii . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 442. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05228
wfo-0000227549,TH,THA,Thailand,Managed,Flora of Thailand,"Licuala spinosa . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 443. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05229
wfo-0000227568,TH,THA,Thailand,Managed,Flora of Thailand,"Licuala triphylla . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 444. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05230
wfo-4000022014,TH,THA,Thailand,Managed,Flora of Thailand,"Livistona  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 445. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05231
wfo-0000230418,TH,THA,Thailand,Managed,Flora of Thailand,"Livistona jenkinsiana . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 446. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05232
wfo-0000230452,TH,THA,Thailand,Managed,Flora of Thailand,"Livistona saribus . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 448. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05233
wfo-0000230454,TH,THA,Thailand,Managed,Flora of Thailand,"Livistona speciosa . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 448. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05234
wfo-4000022035,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 517. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05317
wfo-0001427111,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia alsinoides alsinoides. Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 520. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05319
wfo-0000814521,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia chinensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 520. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05320
wfo-0000814556,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia colorata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 520. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05321
wfo-0001384455,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia dopatrioides cantonensis. Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 523. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05324
wfo-0001384456,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia dopatrioides kradungensis. Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 523. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05325
wfo-0000814464,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia griffithii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 525. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05326
wfo-0000815178,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia heyneana . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 525. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05327
wfo-0000815756,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia microcarpa . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 528. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05328
wfo-0000815753,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia nummularia . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 528. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05329
wfo-0000815003,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia pyramidalis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 530. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05330
wfo-0000815592,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia rosea . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 530. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05331
wfo-0000814907,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia seguinii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 534. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05332
wfo-0000815608,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia terminalis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 534. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05333
wfo-0000815602,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia thorelii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 536. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05334
wfo-0000814634,TH,THA,Thailand,Managed,Flora of Thailand,"Lobelia zeylanica . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 536. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05335
wfo-4000022384,TH,THA,Thailand,Managed,Flora of Thailand,"Ludisia  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 178. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05609
wfo-0000230960,TH,THA,Thailand,Managed,Flora of Thailand,"Ludisia discolor . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 179. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05610
wfo-4000022393,TH,THA,Thailand,Managed,Flora of Thailand,"Ludwigia  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 601. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05406
wfo-0000443141,TH,THA,Thailand,Managed,Flora of Thailand,"Ludwigia adscendens . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 602. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05407
wfo-0000443171,TH,THA,Thailand,Managed,Flora of Thailand,"Ludwigia hyssopifolia . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 603. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05408
wfo-0000443427,TH,THA,Thailand,Managed,Flora of Thailand,"Ludwigia octovalvis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 603. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05409
wfo-0000443282,TH,THA,Thailand,Managed,Flora of Thailand,"Ludwigia perennis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 605. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05410
wfo-0000443279,TH,THA,Thailand,Managed,Flora of Thailand,"Ludwigia peruviana . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 606. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05411
wfo-0000443283,TH,THA,Thailand,Managed,Flora of Thailand,"Ludwigia prostrata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 607. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05412
wfo-4000022651,TH,THA,Thailand,Managed,Flora of Thailand,"Macodes  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 181. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05611
wfo-0000232431,TH,THA,Thailand,Managed,Flora of Thailand,"Macodes petola . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 181. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05612
wfo-0000232716,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca chai-ananiae . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 615. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05423
wfo-0000232717,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca chiangmaiensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 615. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05424
wfo-0000232733,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca dongnaiensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 616. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05425
wfo-0000232744,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca esculenta . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 616. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05426
wfo-0000232764,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca klackenbergii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 618. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05428
wfo-0000232768,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca krabiensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 618. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05429
wfo-0000232777,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca laurifolia . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 619. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05430
wfo-0000232796,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca malaccensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 620. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05431
wfo-0000232804,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca motleyana . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 620. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05432
wfo-0000232829,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca pierrei . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 621. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05433
wfo-0000232834,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca punctata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 622. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05434
wfo-0000232851,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca smitinandii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 622. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05435
wfo-0000232854,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca stipulacea . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 623. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05436
wfo-0000232857,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca takensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 624. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05437
wfo-0000232858,TH,THA,Thailand,Managed,Flora of Thailand,"Madhuca thorelii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 624. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05438
wfo-4000023042,TH,THA,Thailand,Managed,Flora of Thailand,"Manilkara  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 625. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05439
wfo-0000235885,TH,THA,Thailand,Managed,Flora of Thailand,"Manilkara hexandra . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 626. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05440
wfo-0000235898,TH,THA,Thailand,Managed,Flora of Thailand,"Manilkara kauki . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 628. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05441
wfo-0000235907,TH,THA,Thailand,Managed,Flora of Thailand,"Manilkara littoralis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 628. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05442
wfo-0000235995,TH,THA,Thailand,Managed,Flora of Thailand,"Manilkara zapota . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 629. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05443
wfo-4000023374,TH,THA,Thailand,Managed,Flora of Thailand,"Maxburretia  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 449. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05235
wfo-0000238118,TH,THA,Thailand,Managed,Flora of Thailand,"Maxburretia furtadoana . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 450. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05236
wfo-0000238119,TH,THA,Thailand,Managed,Flora of Thailand,"Maxburretia gracilis . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 450. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05237
wfo-4000024338,TH,THA,Thailand,Managed,Flora of Thailand,"Mimusops  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 629. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05444
wfo-0000244577,TH,THA,Thailand,Managed,Flora of Thailand,"Mimusops elengi . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 630. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05445
wfo-4000025113,TH,THA,Thailand,Managed,Flora of Thailand,"Myrialepis  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 451. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05238
wfo-0000248194,TH,THA,Thailand,Managed,Flora of Thailand,"Myrialepis paradoxa . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 451. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05239
wfo-4000025157,TH,THA,Thailand,Managed,Flora of Thailand,"Myrmechis  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 182. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05613
wfo-0000248237,TH,THA,Thailand,Managed,Flora of Thailand,"Myrmechis pumila . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 183. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05614
wfo-0000380521,TH,THA,Thailand,Managed,Flora of Thailand,"Naravelia dasyoneura . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 61. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04804
wfo-0000380519,TH,THA,Thailand,Managed,Flora of Thailand,"Naravelia laurifolia . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 62. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04806
wfo-0000380677,TH,THA,Thailand,Managed,Flora of Thailand,"Naravelia siamensis . Flora of Thailand. Vol. 11. Part 1, 2011. Pg. 62. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=04805
wfo-4000025585,TH,THA,Thailand,Managed,Flora of Thailand,"Nenga  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 452. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05240
wfo-0000249904,TH,THA,Thailand,Managed,Flora of Thailand,"Nenga macrocarpa . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 453. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05241
wfo-0000249909,TH,THA,Thailand,Managed,Flora of Thailand,"Nenga pumila . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 453. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05242
wfo-0000249910,TH,THA,Thailand,Managed,Flora of Thailand,"Nenga pumila pachystachya. Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 455. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05243
wfo-4000025703,TH,THA,Thailand,Managed,Flora of Thailand,"Neogyna  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 547. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05901
wfo-0000250107,TH,THA,Thailand,Managed,Flora of Thailand,"Neogyna gardneriana . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 547. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05902
wfo-4000025902,TH,THA,Thailand,Managed,Flora of Thailand,"Nephelaphyllum  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 549. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05903
wfo-0000251500,TH,THA,Thailand,Managed,Flora of Thailand,"Nephelaphyllum pulchrum . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 549. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05904
wfo-0000251507,TH,THA,Thailand,Managed,Flora of Thailand,"Nephelaphyllum tenuiflorum . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 550. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05905
wfo-4000025965,TH,THA,Thailand,Managed,Flora of Thailand,"Nervilia  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 553. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05906
wfo-0000251639,TH,THA,Thailand,Managed,Flora of Thailand,"Nervilia aragoana . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 555. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05907
wfo-0000251657,TH,THA,Thailand,Managed,Flora of Thailand,"Nervilia crociformis . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 557. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05908
wfo-0000251658,TH,THA,Thailand,Managed,Flora of Thailand,"Nervilia cumberlegei . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 559. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05909
wfo-0000251670,TH,THA,Thailand,Managed,Flora of Thailand,"Nervilia fordii . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 560. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05910
wfo-0000251688,TH,THA,Thailand,Managed,Flora of Thailand,"Nervilia infundibulifolia . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 562. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05911
wfo-0001329550,TH,THA,Thailand,Managed,Flora of Thailand,"Nervilia khaoyaica . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 564. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05912
wfo-0000251704,TH,THA,Thailand,Managed,Flora of Thailand,"Nervilia maculata . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 564. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05913
wfo-0000251724,TH,THA,Thailand,Managed,Flora of Thailand,"Nervilia plicata . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 566. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05914
wfo-0000251727,TH,THA,Thailand,Managed,Flora of Thailand,"Nervilia punctata . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 568. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05915
wfo-0001339920,TH,THA,Thailand,Managed,Flora of Thailand,"Nervilia umphangensis . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 569. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05916
wfo-4000026428,TH,THA,Thailand,Managed,Flora of Thailand,"Nypa  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 455. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05244
wfo-0000252566,TH,THA,Thailand,Managed,Flora of Thailand,"Nypa fruticans . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 456. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05245
wfo-4000026585,TH,THA,Thailand,Managed,Flora of Thailand,"Odontochilus  . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 184. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05615
wfo-0001331255,TH,THA,Thailand,Managed,Flora of Thailand,"Odontochilus brevistylis . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 185. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05616
wfo-0000797500,TH,THA,Thailand,Managed,Flora of Thailand,"Odontochilus duplex . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 187. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05617
wfo-0000253959,TH,THA,Thailand,Managed,Flora of Thailand,"Odontochilus elwesii . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 188. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05618
wfo-0000253968,TH,THA,Thailand,Managed,Flora of Thailand,"Odontochilus lanceolatus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 189. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05619
wfo-0000253971,TH,THA,Thailand,Managed,Flora of Thailand,"Odontochilus macranthus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 191. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05620
wfo-0000478838,TH,THA,Thailand,Managed,Flora of Thailand,"Odontochilus poilanei . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 192. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05621
wfo-0000253987,TH,THA,Thailand,Managed,Flora of Thailand,"Odontochilus tortus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 194. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05622
wfo-0000918330,TH,THA,Thailand,Managed,Flora of Thailand,"Odontochilus uniflorus . Flora of Thailand. Vol. 12. Part 1, 2011. Pg. 194. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05623
wfo-4000026856,TH,THA,Thailand,Managed,Flora of Thailand,"Oncosperma  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 458. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05246
wfo-0000256781,TH,THA,Thailand,Managed,Flora of Thailand,"Oncosperma horridum . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 458. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05247
wfo-0000256784,TH,THA,Thailand,Managed,Flora of Thailand,"Oncosperma tigillarium . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 459. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05248
wfo-4000027004,TH,THA,Thailand,Managed,Flora of Thailand,"Orania  . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 459. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05249
wfo-0000258670,TH,THA,Thailand,Managed,Flora of Thailand,"Orania sylvicola . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 461. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05250
wfo-4000027461,TH,THA,Thailand,Managed,Flora of Thailand,"Otochilus  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 570. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05917
wfo-0000261550,TH,THA,Thailand,Managed,Flora of Thailand,"Otochilus albus . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 570. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05918
wfo-0000261555,TH,THA,Thailand,Managed,Flora of Thailand,"Otochilus fuscus . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 572. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05919
wfo-0000261559,TH,THA,Thailand,Managed,Flora of Thailand,"Otochilus porrectus . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 574. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05920
wfo-4000027714,TH,THA,Thailand,Managed,Flora of Thailand,"Pachystoma  . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 575. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05921
wfo-0000262221,TH,THA,Thailand,Managed,Flora of Thailand,"Pachystoma pubescens . Flora of Thailand. Vol. 12. Part 2, 2014. Pg. 576. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05922
wfo-4000027771,TH,THA,Thailand,Managed,Flora of Thailand,"Palaquium  . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 632. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floragenus.html?tdcode=05446
wfo-0000262551,TH,THA,Thailand,Managed,Flora of Thailand,"Palaquium garrettii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 633. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05447
wfo-0000262567,TH,THA,Thailand,Managed,Flora of Thailand,"Palaquium hansenii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 633. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05448
wfo-0000262579,TH,THA,Thailand,Managed,Flora of Thailand,"Palaquium hispidum . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 634. Accessed 2022-04-21",https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05449
