wfo_id,description,data_type,contributor,creator,source,Licence,bibliographic_Citation,doi
wfo-0000824009,"ocorre preferencialmente em locais ensolarados, de solos úmidos ou encharcados, como pântanos ou brejos,&nbsp;estando geralmente relacionada a áreas alteradas ou em&nbsp;processo inicial de regeneração. Coletada com flores de&nbsp;agosto a abril, com frutos até junho.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,822,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-0000824009,"Found in Amazonia, northwest Peruvian relict montane forest, and lower and middle montane forest at an elevation of 90– 2600 m a.s.l. Begonia fischeri is also rarely found in permanently wet localities in dry forests and scrubland, such as canyons, drainage ditches, and beneath waterfalls. B. fischeri is a fast-growing annual herb and unusually among Begonia species is frequently collected growing in full sunlight.",Habitat,Moonlight P.W. et al.,,4936,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000825657,"floresta estacional semidecidual, interiorde floresta ombrófila densa, às vezes à beira de rios. Coletada com flores e frutos durante o ano todo.",Habitat,"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C.",,951,CC0 1.0 Universal (CC0 1.0),"Mamede M.C.H., Gomes da Silva S.J., Jacques E.d.L. & Arenque B.C. 2012, Begoniaceae, Flora Fanerogâmica do Estado de São Paulo. Vol.7 , pp.73-113 (https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf)",https://www.infraestruturameioambiente.sp.gov.br/institutodebotanica/wp-content/uploads/sites/235/2016/06/FFESP-Volume-VII_06_24.pdf
wfo-1000039681,"In Bolivia, plants of Begonia marinae were observed as growing on open, grassy slopes, often amongst remnant Tucomano forest, at altitudes of 2200–3600 m. I have not observed wild populations in Argentina, but the species is recorded to grow there at 3500–3600 m (Sleumer 3815) and likely occurs in similar habitat. ",Habitat,Tebbitt M.C.,,1153,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. 2015, Two New Species of Andean Tuberous Begonia in the B. octopetala Group (Begoniaceae), Novon. Vol.23(4) , pp.479-489 (http://www.bioone.org/doi/full/10.3417/2013027)",http://www.bioone.org/doi/full/10.3417/2013027
wfo-0000825158,"Found in lower, middle, and upper montane forest and high elevation grasslands at an elevation of 946–3950 m a.s.l. In the lower parts of its elevational range, B. pleiopetala is typically found on cliff faces and at higher elevations it is found among rocks and growing on grassy slopes. The species is a geophyte and dies down to its tuber in the dry season. The species flowers in the wet season, which is mostly from December to March.",Habitat,Moonlight P.W. et al.,,4991,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000825158,"Between 2200 and 3750 m, but occasionally down to 1900 m. This species has been collected in humid places, usually next to sheltering rocks or boulders, in a variety of soils and in full sun or shade. It has been noted as often growing on open slopes, but is also found in thickets and on ancient rockwork.It is interesting to note that Begonia pleiopetala has been collected at altitudes up to 3750 m in Bolivia, for example, at Lagunillas (La Paz; Brooke 6162), which is close to the upper elevational limit for the family. Within the Begoniaceae, only B. veitchii Hook. f. of Peru and B. tafiensis Lillo of Argentina, which have been recorded up to 3800 and 4000 m, respectively, occur at higher elevations.",Habitat,Tebbitt M.C.,,1169,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. 2015, Two New Species of Andean Tuberous Begonia in the B. octopetala Group (Begoniaceae), Novon. Vol.23(4) , pp.479-489 (http://www.bioone.org/doi/full/10.3417/2013027)",http://www.bioone.org/doi/full/10.3417/2013027
wfo-0000823314,Found in lower montane forest at an elevation of 1200 m a.s.l.,Habitat,Moonlight P.W. et al.,,5042,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000825824,In middle montane forest at an elevation of 1400–2440 m a.s.l.,Habitat,Moonlight P.W. et al.,,5048,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000825033,"Known from Amazonia, lower, middle, and upper montane forest, and northwest Peruvian relict montane forest at an elevation of 200–2950 m a.s.l. Begonia parviflora is locally common to dominant in recently disturbed montane forest, such as landslide scars, stream banks, and forest edges. It is rarely encountered in undisturbed montane forest. The species is most likely wind pollinated.",Habitat,Moonlight P.W. et al.,,5165,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000825107,"Found at an elevation of 380– 3600 m a.s.l., chiefly in lower, middle, and upper montane forest and less commonly in northwest Peruvian montane forest. B. peruviana is locally common in disturbed, montane forest and at the edges of montane forest patches and is less commonly found within intact patches. It grows as a terrestrial or rarely epiphytic, semi-scandent herb, reaching at least 4 m in length.",Habitat,Moonlight P.W. et al.,,5189,CC0 1.0 Universal (CC0 1.0),"Moonlight P.W. et al. 2023, The genus Begonia (Begoniaceae) in Peru, Eur. J. Taxon. Vol.881 , pp.1-334 (https://doi.org/10.5852/ejt.2023.881.2175)",https://doi.org/10.5852/ejt.2023.881.2175
wfo-0000824136,Floresta ombrófila densa montana e submontana. Ocorre sobre árvores no interior da mata preservada ou parcialmente perturbada. A espécie é encontrada em plantação de cacau e em bordas de trilhas. Floresce e frutifica praticamente durante todo o ano.,Habitat,"Gregório B.d.S., Costa J.A.S. & Rapini A.",,457,CC0 1.0 Universal (CC0 1.0),"Gregório B.d.S., Costa J.A.S. & Rapini A. 2016, Flora da Bahia: Begoniaceae, Sitientibus série Ciências Biológicas. (16) , pp.16-52.",
wfo-0001337718,"It grows in subtropical, semi-deciduous primary lowland rainforest dominated by Anadenthera colubrina, Aspi­dosperma cylindrocarpon, Trichilia elegans, Casearia sylvestris, and Chrysophyllum gon­ocarpum. Observed populations were close to&nbsp;streams, either on shaded, west-facing, friable tufa cliffs at altitudes of 500 to 800 m (Prov.&nbsp;Andres Ibafiez) or on a deeply shaded, non-friable, non-calcareous, vertical sandstone&nbsp;rock face at an altitude of 1100 m (Prov.&nbsp;Vallegrande). Field data are lacking for the population collected in Prov. Cordillera (M.&nbsp;Cardenas 4696)&nbsp;other than the recorded&nbsp;altitude of 1115 m.",Habitat,Tebbitt M.C.,,1225,CC0 1.0 Universal (CC0 1.0),"Tebbitt M.C. 2013, A new species and a new synonym of Begonia from Bolivia, Brittonia. Vol.65(2) , pp.142-147 (https://www.jstor.org/stable/24692566)",https://www.jstor.org/stable/24692566
wfo-1000039759,"Observed growing in humid and shady places, always near or in streams, on substrate formed mainly by gabbro rocks, or on sandy soil. The plants are not grouped into dense populations, and are accompanied in the same strata of the forest mainly by species of Gesneriaceae, Piperaceae and Urticaceae",Habitat,"Jara-Munoz O.A., Franco D, Tebbitt M & Swensen S",,259,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A., Franco D, Tebbitt M & Swensen S 79, A new species of Begonia from the Choco biogeographical region of Colombia, Edinburgh J. Bot. Vol.2022 , pp.1-12.",
wfo-1000003316,"Begonia pax es end´emica de la regi´on sur de la Serran´ıa de los Yarigu´ıes (Departamento de Santander, Colombia). La especie ha sido registrada principalmente en el sotobosque de bosque de niebla, creciendo en diferentes sustratos, incluidas las rocas c´arsticas que forman zonas cavernosas en esta regi´on.",Habitat,Jara-Munoz O.A. & Zabala-Rivera J.C.,,266,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. & Zabala-Rivera J.C. 2018, Dos Nuevas Especies de Begonia (Begoniaceae) de la Serranía de los Yariguíes (Santander, Colombia), Novon. Vol.26(4) , pp.355-364.",
wfo-1000040648,"Begonia altimontana grows in montane forests and high montane forests, in shady and humid valleys, on rocks and occasionally on land.",Habitat,Jacques E.d.L.,,270,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. 2022, Three Brazilian species of Begonia (Begoniaceae) from the state of Rio de Janeiro, Brazil, Phytotaxa. Vol.561(2) , pp.138-150.",
wfo-1000040649,Begonia inumbrata has been observed growing in accumulations of leaf litter that collect on the stems of woody vines attached to a stone wall.,Habitat,Jacques E.d.L.,,277,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. 2022, Three Brazilian species of Begonia (Begoniaceae) from the state of Rio de Janeiro, Brazil, Phytotaxa. Vol.561(2) , pp.138-150.",
wfo-1000040650,"Grows in submontane forests, on a stones wall covered by a thick layer of leaf litter, in a shady and very humid place, at an altitude of about 70 m.",Habitat,Jacques E.d.L.,,279,CC0 1.0 Universal (CC0 1.0),"Jacques E.d.L. 2022, Three Brazilian species of Begonia (Begoniaceae) from the state of Rio de Janeiro, Brazil, Phytotaxa. Vol.561(2) , pp.138-150.",
wfo-1000029539,"The species grows in Montane Ombrophilous Forest, at an elevation of 500 m, and is found growing over igneous rocky outcrops under the shade of the forest",Habitat,Miranda M.D. & Jacques E.d.L.,,289,CC0 1.0 Universal (CC0 1.0),"Miranda M.D. & Jacques E.d.L. 2022, Two new diminutive species of Begonia (Begoniaceae) from the north coast of São Paulo State, Brazil, Phytotaxa. Vol.55(2) , pp.147-158.",
wfo-0001342055,"Terrestrial or sometimes lithophytic herb on thick humus on rock surfaces in mixed lowland and hill Dipterocap forest, frequently along the stream margin in wet and damp places, alt. 300 m.",Habitat,Girmansyah D. & Susanti R,,337,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. & Susanti R 2015, Two new species of Begonia (Begoniaceae) from Borneo, Kew Bull. Vol.70(19) , pp.18-19 (https://doi.org/10.1007/s12225-015-9569-6)",https://doi.org/10.1007/s12225-015-9569-6
wfo-1000025707,"Between 1400 and 2000 m. This elevation range is included in a zone of cloud forest vegetation, and characterized as sub-Andean forest (Cuatrecasas 1958, Hernandez-C.& Sanchez 1992). The well conserved patches of forest in this zone have a canopy between 25 and 35 m tall, the undergrowth has abundant arborescent ferns and palms, as well as many epiphytes and woody lianas. The species was seen growing on rocks of a small stream, covered by dense arborescent vegetation, and surrounded by shrubs, herbs and mosses. ",Habitat,Jara-Munoz O.A. et al.,,341,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1000025710,"From 1700 to 2500 m, in well conserved and shadow zones, and close to waterfalls or streams. There are no herbarium specimens of the population from Cundinamarca, however living material is available at the Bogota Botanic Garden, accession number 1941130028. ",Habitat,Jara-Munoz O.A. et al.,,346,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1200008098,"Between 960 and 2300 m. It grows in the understory of well conserved forest, usually on the banks of streams.",Habitat,Jara-Munoz O.A. et al.,,351,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1000025724,"Between 2100 and 2500 m. Plants of this species have been found growing in the understory of the cloud forest, usually along tracks and stream borders.",Habitat,Jara-Munoz O.A. et al.,,355,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1000025735,"Reaching 3300 m (Rangel 2009). Vegetation there is sub-paramo dominated by Calamagrostis sp., and accompanied by several species of Asteraceae, as well as Hesperomeles ferruginea, Otholobium sp. (Fabaceae), Geranium sp. (Geraniaceae) and Monnina sp. (Polygalaceae) (pers. obs.). The peak is formed of upper Cretaceous limestone from the Cogollo formation, and has geomorphological evidence of glaciations (Lazala 2007, Rodriguez& Galán 2008)",Habitat,Jara-Munoz O.A. et al.,,360,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1200023920,"In humid forests, between 1900 and 2000 m.",Habitat,Jara-Munoz O.A. et al.,,365,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1000025753,Cloud forest. More details can be consulted under the description of each variety.,Habitat,Jara-Munoz O.A. et al.,,369,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1200023947,"<br/>The forests where this variety grows are dominated by Quercus humboldtii (Fagaceae), accompanied by highly diverse families such as Rubiaceae, Melastomataceae and Lauraceae and genera Miconia, Anthurium and Psychotria (Reina et al. 2010). Several biogeographically interesting species have been recorded in the region, such the Colombian endemic genus of Fagaceae, Colombobalanus (Lozano, Hern. Cam.& Henao, Jesús Eugenio) Nixon& Crepet, only known from three other localities in Colombia (Aguirre-Acosta& Botero-Echeverri 2018), as well as the endemic species: Arthrostylidium virolinense Londoño& L.G. Clark, Eugenia fernandez-alonsoi Parra-Os., and Magnolia virolinensis (Lozano) Govaerts. ",Habitat,Jara-Munoz O.A. et al.,,374,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1200008102,In cloud forest.,Habitat,Jara-Munoz O.A. et al.,,379,CC0 1.0 Universal (CC0 1.0),"Jara-Munoz O.A. et al. 2021, Five new species and three new varieties of Begonia section Casparya endemic to Colombia, Phytotaxa. Vol.525(4) , pp.258-280.",
wfo-1000021217,"Lowland forest at ca. 15−200 m elevation. Terrestrial along the banks of streams, in wet and shaded areas.",Habitat,Girmansyah D. & et. al.,,2978,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. & et. al. 2020, A key to Begonia section Bracteibegonia from Sumatra with one new species and rediscovery of Begonia fasciculata Jack, Phytotaxa. Vol.475(4) , pp.289-295 (https://doi.org/10.11646/phytotaxa.475.4.6)",https://doi.org/10.11646/phytotaxa.475.4.6
wfo-0001342056,"Terrestrial herb, grows in substrate with thick litter, quite open areas up to closed canopy, along the trail and slope of the hill in tropical forest lower than 500 m asl.",Habitat,Girmansyah D. & Susanti R,,393,CC0 1.0 Universal (CC0 1.0),"Girmansyah D. & Susanti R 2015, Two new species of Begonia (Begoniaceae) from Borneo, Kew Bull. Vol.70(19) , pp.18-19 (https://doi.org/10.1007/s12225-015-9569-6)",https://doi.org/10.1007/s12225-015-9569-6
