wfo_id,description,type,contributor,source,bibliographicCitation,url,rights
wfo-0000824031,"Flowering August to September (early October), fruiting September to November.",Reproduction,Daike T. et al.,6226,"Daike T. et al. 2020, Several new records, synonyms, and hybrid-origin of Chinese begonias, Phytokeys. Vol.153 , pp.15-35 (https://phytokeys.pensoft.net/article/50805/download/pdf/433974)",https://phytokeys.pensoft.net/article/50805/download/pdf/433974,CC0 1.0 Universal (CC0 1.0)
wfo-1000085407,Flowering begins in mid-July and continues until October. Fruiting starts in August and matures by November.,Reproduction,"Sherpa N., Lepcha P.T., Chhetri G. & Gogoi R.",6239,"Sherpa N., Lepcha P.T., Chhetri G. & Gogoi R. 2025, Begonia watsonii (Begoniaceae): A New Species From Sikkim, India, Feddes Repert..",https://doi.org/10.1002/fedr.70032,CC0 1.0 Universal (CC0 1.0)
