WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license
wfo-0000537770,habit,EN,"<i>Annona glabra</i> grows as a short tree to 8 m in height.  The leaves are arranged alternately, in one plane, to 20 cm in length with an entire margin and acute leaf apex. </p>The complete, perfect, actinomorphic flowers are solitary in leaf axils. The calyx has 3 unfused green sepals.  The corolla has 6 unfused white, thickened, petals, an outer small set and an inner large set.   There are numerous stamens.  The superior ovaries are embedded in a fleshy receptacle producing a large smooth aggregate fruit.",Ethan Freid,,,2014-11-19,Ethan Freid,ref-0000537770.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000567008,habit,EN,"<i>Blutaparon vermiculare</i> grows as a low succulent, forming large mats from rhizomes that branch frequently, to 7 m (usually shorter) with the lower stems becoming woody over time. The stems are photosynthetic.  The leaves are arranged oppositely, succulent, linear, with an entire margin and acute leaf apex. </p>The complete, perfect, actinomorphic flowers are arranged in slightly elongate heads in leaf axils. The calyx has 3 unfused sepals.  The corolla has 5 unfused white petals.   There are 5 stamens fused at filament base.  The superior ovary has a single locule and seed.  The fruit is an achene at maturity.",Ethan Freid,,,2014-11-19,Ethan Freid,ref-0000567008.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000576185,habit,EN,"<i>Bursera frenningiae</i> grows as a medium to large tree up to 13 m in height and a trunk to 50 cm. The bark is red and peels off in thin layers. The pinnately compound leaves are arranged alternately and are clustered at branch tips with 3-5 leaflets. The leaflets are lanceolate to oblong with a cuspidate leaf apex and entire leaf margin. </p><i>Bursera frenningiae</i> is dioecious. The actinomorphic, incomplete, imperfect, flowers are arranged in panicles. Staminate flowers have 5 fused, green sepals, 5 yellow green unfused petals and up to 8 unfused stamens and an infertile superior ovary.  Carpellate flowers have 3 partially fused sepals, 3 yellow green, unfused petals, 6 staminodes and a superior ovary with 3 locules.  The fruit is a leathery berry at maturity.",Ethan Freid,,,2014-11-19,Ethan Freid,ref-0000576185.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000594096,habit,EN,"<i>Centella asiatica</i> grows as an herbaceous rhizome to 50 cm in height and stems reaching 25 cm in length.  The leaves are arranged alternately in basal cluster, ovate to rounded, with an entire to dentate margin and rounded leaf apex. </p>The incomplete, perfect, actinomorphic flowers are arranged in few flowered umbels. There is no calyx. The corolla has 5 unfused reddish white petals. There are 5 unfused stamens.  The inferior ovary has 2 locules each with a single seed.  The fruit is a flattened, brown samara  with ridges throughout.",Ethan Freid,,,2014-11-19,Ethan Freid,ref-0000594096.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000766369,habit,EN,"<i>Echinodorus berteroi</i> grows as a slightly succulent herb from a basal rosette of leaves.  The leaves are ovate to rounded, parallel veined to 15 cm long and 8 cm wide with an acute leaf apex and entire margin.  The petiole often exceeds the length of the leaf blade. </p>The complete, perfect, actinomorphic, perfect flowers are arranged in a branching panicle.  The calyx has 3 green, unfused sepals and the corolla has 3 white unfused petals. There are numerous stamens.  The numerous superior carpels are on an expanded receptacle.  The fruit is a ridged achene.",Ethan Freid,,,2014-11-19,Ethan Freid,ref-0000766369.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000250005,habit,EN,"<i>Neobracea bahamensis</i> grows as thin shrub up to 4 meters in height with a small trunk to 5 cm in diameter.  The bark is whitish gray sometimes red.  The leaves are arranged oppositely, to 7 cm long, 2 cm wide, and clustered at branch tips. The leaves have a rotundate leaf apex and a slightly wavy margin. The venation on the abaxial leaf surface is pronounced. </p>The complete, perfect, actinomorphic flowers are arranged in clusters in leaf axils.  The calyx has 5 unfused, greenish sepals.  The corolla has 5 reddish white petals that are fused forming a tube with the lobes overlapping to one side forming a pinwheel shape. There are 5 stamens fused to the corolla tube.  The ovary is superior and has two locules and many ovules.  The fruit is a follicle that turns brown at maturity.  The seeds have tufts of hairs at one end to assist in dispersal.",Ethan Freid,,,2014-12-09,Ethan Freid,ref-0000250005.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000283521,habit,EN,"<i>Prosethechea boothiana</i> grow as an epiphyte on trees.  It produces a very short rhizomatous stem that is covered with secondary stems that are expanded to form flat, round pseudobulbs up to 5 cm in length.  From the top of the pseudobulb 1-3 flattened linear leaves emerge that are up to 7 cm in length.  The pseudobulb is flattened along its axis. </p>The complete, perfect, zygomorphic flowers are arranged in lax racemes up to 12 cm in height and contain 1-5 flowers. The flowers have bracts and are non-resupinate with the labellum to the top of the flower.  The calyx has 3 sepals that are greenish yellow with brown spots.  The corolla has 3 petals with 1 forming the labellum.  The petals are greenish yellow with brown spots. The labellum forms a hood 2 cm in height and width that surrounds the green column.  The hood yellow.. The ovary is inferior.  The fruit is a 3 winged hanging capsule at maturity up to 3 cm in length that opens along six suture lines and hangs allowing wind to assist in seed dispersal.",Ethan Freid,,,2014-12-09,Ethan Freid,ref-0000283521.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000419850,habit,EN,"<i>Fimbristylis cymosa</i> grows as a low herb in clumps. The leaves are grayish green, flat, linear, to 8 cm in length and 0.5 cm in width. The margin is entire with an acute leaf tip. The venation pattern is linear but with the mid rib further to one side than the other creating a false double edge.  There is no ligule. </p>The incomplete, perfect, actinomorphic flowers are arranged in compound umbels.  The individual flowers are arranged in oval spikelets each subtended by 2-3 scales. 2-6 spikelets are grouped at the ends of the inflorescence branches. The lower flowers in each spikelet are infertile. There is no calyx or corolla. The scales below fertile flowers are keeled. There is 1 stamen.  The ovary is superior with a single locule and a 2-cleft style.  The fruit is a light to dark brown achene at maturity.",Ethan Freid,,,2014-12-09,Ethan Freid,ref-0000419850.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000420815,habit,EN,"<i>Fimbristylis ferruginea</i> grows as an herb in clumps. The leaves are reddish green, round at base, flat towards the leaf apex, to 90 cm (typically shorter) in length and 3 mm in width. The margin has ciliate hairs, with an acute leaf tip. The venation pattern is linear. </p>The incomplete, perfect, actinomorphic flowers are arranged in lax, compound cymes.  The individual flowers are arranged in broadly oval spikelets each subtended by 2-3 scales. 2-6 spikelets are grouped at the ends of the inflorescence branches. The lower flowers in each spikelet are infertile. There is no calyx or corolla. The scales below fertile flowers are red/brown. There are 3 stamens.  The ovary is superior with a single locule and a 2-cleft style.  The fruit is a light to dark brown achene at maturity.",Ethan Freid,,,2014-12-09,Ethan Freid,ref-0000420815.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000948591,habit,EN,"<i>Encyclia altissima</i> grow as an epiphyte or among leaf detritus and rocks.  It produces a very short rhizomatous stem that is covered with secondary stems that are expanded to form elongate pseudobulbs up to 25 cm in length.  From the top of the pseudobulb flattened linear leaves emerge that are up to 1 meter in length.  The pseudobulb can be a purplish color. </p>The complete, perfect, zygomorphic flowers are arranged in terminal panicles up to 125 cm in height and contain 30-45 flowers that are produced in the winter between November and February. The flowers have bracts and the calyx has 3 greenish yellow sepals that turn brownish with age. The corolla has 3 petals with one forming the labellum.  The labellum is 3-lobed, starts yellowish white but develops reddish purple lines as the flower ages.  2 lobes of the labellum wrap around the greenish yellow column. The column is formed from a fusion of the stamens and ovary into a single structure. The ovary is inferior.  The fruit is a smooth purple capsule at maturity up to 7 cm in length that opens along 6 suture lines and hangs allowing wind to assist in seed dispersal.",Ethan Freid,,,2014-12-09,Ethan Freid,ref-0000948591.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001332875,habit,EN,"<i>Tiedemannia filiformis</i> grows as an herb to 1.5 m in height.  The leaves are reduced photosynthetic petioles (phyllodes), succulent, with a sheathing base, linear with an entire margin and very acute apex.  The phyllodes are septate. </p>The incomplete, perfect, actinomorphic flowers are arranged in compound umbels. There is no calyx.  The corolla has 5 unfused white petals. There are 5 unfused stamens.  The inferior ovaries have 2 locules each with a single seed.  The fruit is a flattened, brown samara at maturity with wings along the entire edge.",Ethan Freid,,,2014-12-09,Ethan Freid,ref-0001332875.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000544266,habit,EN,"<i>Ardisia escallonioides</i> grows as a shrub to small tree up to 8 meters in height.  The leaves are arranged alternately, lanceolate to oblanceolate, slightly fleshy, up to 20 cm long (typically shorter), with a rounded leaf apex and an entire margin. </p>The complete, perfect, actinomorphic flowers occur in panicles. The calyx has 5 unfused, green sepals occurring as triangular lobes.  The corolla has 5 fused, white with purple petals that form a short tube.  There are 5 bright yellow stamens that are fused to the corolla tube. The ovary is superior with 1 locule and many ovules.  The fruit is a black berry at maturity.",Ethan Freid,,,2015-04-10,Ethan Freid,ref-0000544266.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000018953,habit,EN,"<i>Wedelia bahamensis</i> a woody perennial shrub to 2 meters in height. The leaves are arranged oppositely, to 15 cm in length, ovate-lanceolate, with a dentate leaf margin and an acute leaf apex. </p>The actinomorphic flowers are arranged in heads. The heads are subtended by a series of involucral bracts. The calyx is modified as a ring of hairs (pappus).  There are both perfect and imperfect (carpellate) flowers in the heads. The perfect flowers are in the center and the imperfect flowers are arranged around the edge of the heads. Each flower is subtended by a bract. </p>The imperfect flowers have 3 yellow fused petals and no stamens. The perfect flowers have a corolla with 5 fused, yellow petals.  There are 5 stamens fused at their base. In both types of flowers the ovary is inferior with a single locule but only the imperfect flowers have functional ovules.  The fruit is an achene at maturity that retains the modified calyx (pappus).",Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000018953.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000314854,habit,EN,"<i>Stachytarpheta fruticosa</i> grows as a woody shrub up to 2 meters in height. The leaves are arranged oppositely and are up to 9 cm long. The leaves are ovate to elliptic in shape with a crenate/toothed leaf margin along the leaves upper half. The stems and leaves are covered with small hairs and are typically square in cross section. </p>The complete, perfect, zygomorphic flowers are arranged in terminal spikes that are up to 50 cm long, usually shorter. The flowers open continuously for months with 2-3 new flowers appearing every few days. The calyx has 5 fused, green  sepals.  The corolla has 5 fused petals that are a purplish blue that can range from a dark to light coloration. There are 4 stamens fused to the corolla.  The ovary is superior with two locules. The fruit is a capsule.",Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000314854.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000429855,habit,EN,"<i>Zamia angustifolia</i> grows from an underground vertical stem 20-50 in length and to 10 cm in diameter.  Leaves are produced from the top of the tuber.  The leaves are pinnately compound, to 1 meter in length and covered with rusty brown hairs when young.  The leaflets are narrow, to 25 cm (typically shorter) in length and to 0.5 cm in width, with a slightly toothed apex and an entire margin (occasionally irregular). </p><i>Zamia angustifolia</i> is dioecious. The reproductive structures are cones. Microsporangiate cones are solitary or in groups, to 8 cm in length and 2 cm in diameter. There are 15 - 20 series of peltate hexagonal structures underneath which are the microsporagium. </p>The megasporangiate cones are solitary, to 13 cm in length and 4 cm in diameter.  There are 5-8 series of peltate hexagonal structures underneath each ovules are located. The entire structure is covered with reddish hairs.",Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000429855.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000736828,habit,EN,"<i>Sagittaria lancifolia</i> grows as a slightly succulent herb from a basal rosette of leaves.  The leaf blades are ovate to rounded, parallel veined to 75 cm long and 15 cm wide with an acute leaf apex and entire margin.  The petiole exceeds the length of the leaf blade. </p>The incomplete, imperfect, actinomorphic flowers are arranged in a raceme sometimes branching to form a panicle.  The calyx has 3 green, unfused sepals and the corolla has 3 white unfused petals. Staminate flowers occur on the upper portion of the inflorescence, have numerous stamens and no carpel.  Carpellate flowers occur on the lower portion of the inflorescence, have numerous unfused carpels on an expanded receptacle, and no stamens. The fruit is a ridged achene.",Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000736828.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000752420,habit,EN,"<i>Zephyranthes puertoricensis</i> grows as a slightly succulent herb from a fleshy underground bulb with a basal rosette of leaves.  The leaves are linear, parallel veined to 30 cm long and 1 cm wide with an acute leaf apex and entire margin. </p>The complete, perfect, actinomorphic flower is solitary and surrounded by a spathe.  The calyx has 3 white sepals and the corolla has 3 white petals with a yellow center.  The calyx and corolla are fused together along their lower half.  There are 6 stamens in pairs each of two lengths partially fused to the perianth forming a tubular hypanthium.  The ovary is inferior and has three locules containing multiple ovules each.  The fruit is capsule that is brown at maturity with black flat seeds.",Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000752420.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000752509,habit,EN,"<I>Zephyranthes citrina</i> grows as a slightly succulent herb from a fleshy underground bulb with a basal rosette of leaves.  The leaves are linear, parallel veined to 20 cm long and 0.5 cm wide with an acute leaf apex and entire margin. </p>The complete, perfect, actinomorphic flower is solitary and surrounded by a spathe.  The calyx has 3 yellow sepals and the corolla has 3 yellow petals.  The calyx and corolla are fused together along their lower half.  There are 6 stamens partially fused to the perianth forming a tubular hypanthium.  The ovary is inferior and has three locules containing two ovules each.  The fruit is capsule that is brown at maturity.",Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000752509.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000752515,habit,EN,"<i>Zephyranthes rosea</i> grows as a slightly succulent herb from a fleshy underground bulb with a basal rosette of leaves.  The leaves are linear, parallel veined to 20 cm long and 0.5 cm wide with an acute leaf apex and entire margin. </p>The complete, perfect, actinomorphic flower is solitary and surrounded by a spathe.  The calyx has 3 pink sepals and the corolla has 3 pink petals.  The calyx and corolla are fused together along their lower half.  There are 6 stamens partially fused to the perianth forming a tubular hypanthium.  The ovary is inferior and has three locules containing multiple ovules each.  The fruit is capsule that is brown at maturity with black flat seeds.",Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000752515.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001143048,habit,EN,"<i>Turnera diffusa</i> grows as a woody herbaceous shrub to 1 meter in height.  The leaves are arranged alternately, to 3 cm in length, oblanceolate with a pair of glands at the leaf base.  The leaf has a crenate margin and an acute leaf apex.  The abaxial surface of the leaves is pubescent.  The foliage is pungent. </p>The complete, perfect, actinomorphic flowers are arranged solitarily in leaf axils. The flowers are subtended by 3 bracts.  The calyx has 5 fused green sepals. The corolla has 5 unfused yellow petals.  There are 5 stamens, each fused to the base of a petal. The ovary is superior with a single locule and many seeds.  The fruit is a capsule at maturity.",Ethan Freid,,,2015-04-11,Ethan Freid,ref-0001143048.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-1000028324,habit,EN,"<i>Pelazoneuron kunthii</i> grows from a rhizome that is up to 1 cm thick. The rhizome is covered with tan scales. The fronds are arranged in clumps, are up to 75 cm in length and are pinnately compound. The pinnae are deeply lobed.  There are 15-25 pinnae oppositely arranged, oblong with an acute apex. The fronds are slightly triangular in outline. The abaxial surface is glandular. </p>The sporangia occur in “C-shaped” sori along the center of the pinnae lobes on the mid vein.",Ethan Freid,,,2015-04-11,Ethan Freid,ref-1000028324.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001105396,habit,EN,"<i>Samolus ebracteatus</i> grows as a perennial up to 0.5 meters in height.  The leaves are arranged alternately, obovate, up to 12 cm long (typically shorter), with a rounded leaf apex and an entire margin that is decurrent on the petiole forming wings.  The petiole and mid-vein is reddish. </p>The actinomorphic, perfect, complete, flowers occur in racemes. The calyx has 5 unfused, green sepals occurring as triangular lobes.  The corolla has 5 fused, white to pink petals that form a short, tube that is pubescent at the throat.  There are 5 stamens that are fused to the corolla tube. The ovary is superior with 1 locule and many ovules.  The fruit is a capsule at maturity.",Ethan Freid,,,2015-04-12,Ethan Freid,ref-0001105396.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000279164,habit,EN,"<i>Plumeria obtusa</i> grows as thin semi-succulent shrub up to 8 meters in height with a trunk to 20 cm in diameter.  The bark is whitish gray sometimes red.  The leaves are arranged alternately, oblong, to 25 cm long, 8 cm wide, and clustered at branch tips. The leaves have a rotundate leaf apex and a slightly wavy margin.  Vegetation produces a milky sap. </p>The complete, perfect, actinomorphic flowers are arranged in umbel–like panicles arising in leaf axils.  The calyx has 5 unfused, greenish sepals.  The corolla has 5 white (with yellow center) petals that are fused forming a tube with the lobes overlapping at their base to one side forming a pinwheel shape. There are 5 stamens fused to the corolla tube.  The ovary is superior and has two locules and many ovules.  The fruit is a follicle that turns brown at maturity.  The seeds have tufts of hairs at one end to assist in dispersal.",Ethan Freid,,,2015-04-13,Ethan Freid,ref-0000279164.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000295854,habit,EN,"<i>Rachicallis americana</i> grows as a shrub up to 1.5 meters in height (typically 1 meter). The awl like, fleshy, sessile leaves are arranged oppositely with triangular stipules between the petioles, along the ends of branches.  The leaves are linear to 1 cm long, with an apiculate leaf apex and a slightly revolute margin. The abaxial surface is covered in white pubescence. </p>The sessile, perfect, complete, actinomorphic, solitary flowers occur in the leaf axils. A stipular sheath subtends the flowers. The calyx has 4 fused, triangular sepals.  The corolla has 4 fused, pubescent, orange-yellow petals that form a short, pubescent tube.  There are 4 stamens that are fused to the perianth forming a hypanthium. The ovary is half inferior with 1 locule and many ovules.  The fruit is a capsule at maturity.",Ethan Freid,,,2015-04-13,Ethan Freid,ref-0000295854.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000317370,habit,EN,"<i>Strumpfia maritima</i> grows as a shrub up to 2 meters in height (typically 1 meter). The needle like, sessile leaves are arranged oppositely with triangular stipules between the petioles.  The leaves are linear to 3 cm long, with an apiculate leaf apex and a slightly revolute margin. The abaxial surface is pubescent on either side of the mid vein forming 2 parallel white lines. </p>The complete, perfect, actinomorphic flowers are arranged in few flowered axillary racemes. The calyx has 5 fused, triangular sepals.  The corolla has 5 fused pubescent pinkish white petals that form a short tube.  There are 5 stamens that are fused to the perianth forming a hypanthium. The ovary is inferior with 2 locules and 2 ovules.  The fruit is a white drupe at maturity.",Ethan Freid,,,2015-04-13,Ethan Freid,ref-0000317370.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000727199,habit,EN,"<i>Hypelate trifoliata</i> grows as a large shrub to small tree up to 12 m in height with a stem to 20 cm in diameter.  The bark is smooth and grey.  The trifoliate leaves are arranged alternately to sub-oppositely. The leaflets are sessile, to 6 cm in length, have a rounded to sub-acute to retuse leaf apex and entire margin.  The abaxial surface is tomentose when young causing it to look silvery. </p><i>Hypelate trifoliata</i> is monoecious. The incomplete, imperfect, actinomorphic flowers are arranged in panicles. The calyx has 4 (or 5) unfused greenish sepals.  The corolla has 4  (or 5) unfused, white to pink petals. Staminate flowers have 8-10 stamens and no carpel.  The carpellate flowers have 8 staminodes.  The ovary is superior and is 3-lobed with 3 locules each with a single ovule. The fruit is a black drupe at maturity.",Ethan Freid,,,2015-04-13,Ethan Freid,ref-0000727199.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000065816,habit,EN,"<i>Pluchea rosea</i> grows as a many branching shrub to 2 meters in height.  The vegetative growth is covered with a fine glandular pubescence particularly on the abaxial leaf surfaces.  The leaves are arranged alternately, sessile, to 10 cm in length, oblong to obovate to elliptical with a notched margin and acuminate leaf apex.  The leaf base is auriculate and clasping the stem. </p>The complete, perfect, actinomorphic flowers are arranged in corymbs of heads. The heads are subtended by a series of involucral bracts with slightly curved tips. The calyx is modified as a ring of hairs (pappus).  There are both perfect and imperfect (carpellate) flowers in the heads. The perfect flowers are in the center and the imperfect flowers are arranged around the edge of the heads. </p>The incomplete, imperfect flowers have 3 pink fused petals and no stamens. The complete, perfect flowers have a corolla with 5 fused, pink petals.  There are 5 stamens. In both types of flowers the ovary is inferior with a single locule but only the imperfect flowers have functional ovules.  The fruit is an achene at maturity that retains the modified calyx (pappus).",Ethan Freid,,,2015-04-14,Ethan Freid,ref-0000065816.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000222998,habit,EN,"<i>Lantana balsamifera</i> grows as a low shrub up to 0.5 m in height spreading to form low mounds.  New vegetation is pubescent. The leaves are arranged oppositely, up to 1 cm long/wide, round, with crenulate leaf margins, and an attenuate leaf base. </p>The complete, perfect, zygomorphic flowers are arranged in a cymose fashion with involucral bracts.  The calyx has 4 fused greenish sepals.  The corolla has 4 fused, white to pink petals with a yellow center. There are 4 stamens that are fused to the corolla.  The ovary is superior with 2 locules and becomes a drupe at maturity.",Ethan Freid,,,2015-04-14,Ethan Freid,ref-0000222998.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000223103,habit,EN,"<i>Lantana demutata</i> grows as a low shrub up to 2 m in height.  New vegetation is pubescent. The leaves are arranged oppositely, up to 1 cm long/wide, on the upper half, an abrupt leaf base, with crenulate leaf margins. They are round and very aromatic. </p>The complete, perfect, zygomorphic flowers are arranged in a cymose fashion with involucral bracts.  The calyx has 4 fused greenish sepals.  The corolla has 4 fused white petals with a yellow center. There are 4 stamens that are fused to the corolla.  The ovary is superior, with 2 locules. The fruit is a blue drupe at maturity.",Ethan Freid,,,2015-04-14,Ethan Freid,ref-0000223103.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000266801,habit,EN,"<i>Pentalinon luteum</i> grows as a shrubby vine climbing over other vegetation and structures.  The leaves are arranged oppositely, ovate and up to 15 cm in length.  The leaf tip is apiculate and the margins are entire.  Stems and leaves have a milky sap. </p>The complete, perfect, actinomorphic flowers are arranged in cymes.  The calyx has 5 unfused green, elongate sepals. The corolla has 5 bright yellow petals that are fused at the base forming a tube up to 5 cm long.  In the interior of the tube are slight reddish marks. At the end of the tube there are 5 lobes forming a pinwheel with the bottom edges of the lobes overlapping to one side.  There are 5 stamens that are fused to the inside of the corolla tube. The ovary is superior, forming follicles in pairs, each up 20 cm in length.  The seeds are brownish and have tufts of hairs (pappus) that assist in aerial dispersal.",Ethan Freid,,,2015-04-14,Ethan Freid,ref-0000266801.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000404539,habit,EN,"<i>Rivina humilis</i> grows as long-lived perennial becoming woody at stem base to 2 m in height. The leaves are arranged alternately, to 10 cm in length, ovate to lanceolate, with an acute leaf apex and entire margin. </p>The incomplete, perfect actinomorphic, flowers are arranged in axillary and terminal racemes.  The calyx has 4 greenish/whitish pink, unfused, unfused, sepals subtended by two bracts. There is no corolla. There are 4 stamens unfused along most of their length.  The ovary is superior with a single locule.  The fruit is a red drupe at maturity.",Ethan Freid,,,2015-04-14,Ethan Freid,ref-0000404539.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000432992,habit,EN,"<i>Sesuvium portulacastrum</i> grows as a low succulent, forming large mats from stolons that branch frequently, to 2 m (usually less) wide. The stems are photosynthetic becoming reddish with age.  The succulent leaves are arranged oppositely, reddish green, to 7 cm in length with an entire margin and acuminate leaf apex. </p>The incomplete, perfect, actinomorphic flowers are solitary in leaf axils. The calyx has 5 unfused, pink sepals each with a small appendage at it apex. There is no corolla. There are numerous stamens.  The superior ovary has 3 locules forming a capsule at maturity.   The seeds are black and smooth.",Ethan Freid,,,2015-04-14,Ethan Freid,ref-0000432992.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000488415,habit,EN,"<i>Persicaria glabra</i> grows as a perennial herb to 30 cm in height.  The stems to 1 cm in diameter and producing roots at the nodes that are in contact with the ground allowing the plant to grow over long distances.  The leaves are arranged alternately, to 30 cm in length, lanceolate with an acute leaf apex and entire margin. There is a small sheathing ocrea extending from the petiole surrounding the stem above the internode that does not have fringing hairs distinguishing it from other species. </p>The complete, perfect, actinomorphic flowers are arranged in racemes.  The perianth has 6 whitish pink, unfused, tepals that are not differentiated into sepals and petals. There are 5 stamens fused to the perianth forming a shallow hypanthium. The ovary is superior with a single locule.  The fruit is an achene at maturity that is oval in outline.",Ethan Freid,,,2015-04-14,Ethan Freid,ref-0000488415.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000310562,habit,EN,"<i>Sideroxylon americanum</i> grows as a large shrub to small tree up to 12 meters in height.  The leaves are arranged alternately, to 10 cm in length, variable in shape from obovate with a flat or rounded leaf apex to elliptical with an acute leaf apex.  The leaf margin is entire.  The adaxial surface is dark green and glabrous and the abaxial surface is covered with reddish tomentose pubescence.  The hairs on older leaves are often missing.  Short branches often occur as spines. </p>The complete, perfect, actinomorphic flowers are arranged in groups of 2-9 arising in the axils of leaves. The calyx has 5 unfused brown pubescent sepals.  The corolla has 5 white fused petals.  There are 5 stamens fused to the corolla and numerous staminodes. The ovary is superior with 1 locule and seed. The fruit is a purple/black drupe at maturity that has milky latex.",Ethan Freid,,,2015-04-15,Ethan Freid,ref-0000310562.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000310731,habit,EN,"<i>Sideroxylon foetidissimum</i> grows as a large up to 20 meters in height.  The leaves are arranged alternately, to 20 cm in length, lanceolate to elliptical to obovate with an acute leaf apex.  The leaf margin is entire but wavy in appearance. </p>The complete, perfect, actinomorphic flowers are arranged in groups arising in the axils of leaves. The calyx has 5 unfused brown pubescent sepals.  The corolla has 5 yellow-green fused petals.  There are 5 stamens fused to the corolla and 5 staminodes. The ovary is superior with 1 locule and seed. The fruit is an orange drupe at maturity.",Ethan Freid,,,2015-04-15,Ethan Freid,ref-0000310731.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000312516,habit,EN,"<i>Spermacoce laevis</i> grows as an annual/perennial up to 25 cm in height.  The leaves are arranged oppositely with stipules with numerous setae between the petioles.  The leaves are lanceolate to ovate, up to 6 cm long (typically shorter), with an acute leaf apex and an entire margin. </p>The complete, perfect, actinomorphic, perfect, complete, solitary flowers occur in the leaf axils and terminate branches. A stipular sheath subtends the flowering “head” with many setae. The calyx has 4 unfused, triangular sepals.  The corolla has 4 fused pubescent white petals that form a short, pubescent tube.  There are 4 stamens that are fused to the perianth forming a hypanthium. The ovary is inferior with 2 locules and few ovules.  The fruit is a capsule at maturity.",Ethan Freid,,,2015-04-15,Ethan Freid,ref-0000312516.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000410543,habit,EN,"<i>Tournefortia gnaphalodes</i> grows as a woody perennial to 2 meter in height. The vegetation is hirsute causing the vegetation to look gray.  The leaves are arranged alternately, to 10 cm in length with an entire margin and acute apex.  </p>The complete, perfect, slightly zygomorphic flowers are arranged in 2 rows along the rachis of the terminal, scorpoid cymes, The calyx has 5 unfused green petals. The corolla has 5, fused, white petals with a pinkish center, with one lobe slight larger than the others.  There are 5 stamens fused to the base of the corolla.  The ovary is superior with 4 locules. The fruit is a capsule.",Ethan Freid,,,2015-04-15,Ethan Freid,ref-0000410543.01,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000586340,habit,EN,"<i>Tillandsia usneoides</i> grows as an epiphyte as a series of hanging connected plants. The leaves are covered with gray lepidote scales. The base of 2-3 leaves forms a pseudobulb/stem less than 1 mm in diameter. The leaves are to 8 cm in length, without a distinction from leaf base to leaf, with an acuminate leaf apex and entire margin. </p>The complete, perfect, actinomorphic flowers are arranged solitarily in leaf axils, each subtended by a bract. The greenish bract is linear to ovate with an acute or apiculate apex and is equal to or shorter than the length of the calyx. There are 3 green unfused sepals in the calyx.  There are 3 light blue, unfused petals in the corolla.  There are 6 stamens that are not longer than the petals.  The ovary is superior with 3 locules and numerous seeds. The fruit is a capsule. Each seed has a tuft of hair to assist in dispersal.",Ethan Freid,,,2015-04-15,Ethan Freid,ref-0000586340.01,Leon Levy Native Plant Preserve.,All rights Preserved
