WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license
wfo-0000235995,use,EN,<i>Manilkara zapota</i> is not used medicinally in the Lucayan Archipelago.  It is grown for its edible fruits and the sap is used to make chewing gum.  The wood has been used for carpentry.,Ethan Freid,,,2012-10-26,Ethan Freid,ref-0000235995.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000038453,use,EN,<i>Melanthera nivea</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000038453.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000168417,use,EN,"<i>Piscidia piscipula</i> has been used medicinally in the Lucayan Archipelago to treat chiggers and rheumatism. Extracts from the bark were once used to relieve pain during surgery in the 19th century. </p>It is also used as a fish poison.  The leaves and stems and put in a bag and beaten then put under water to stun fish.  It is ILLEGAL to use <i>Piscidia piscipula <i/>for fishing in the Bahamas as well as in Florida.  <i>Piscidia piscipula</i> is poisonous and should only be used externally. </p><i>Piscidia piscipula</i> has been used traditionally for boat building, fence posts, woodcarving and charcoal production. It is currently used in the horticultural industry. </p><i>Piscidia piscipula</i> has no relation to the Dogwood Family.  The name derives from its use in shipbuilding where it was carved to make the central axis or “dog” on a boat.",Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000168417.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000187109,use,EN,<i>Pithecellobium keyense</i> is not known to be used medicinally in the Lucayan Archipelago. </p>The red arils are edible. It has become part of the horticultural trade because of its beautiful flowers and distinctive coiled fruits.,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000187109.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000248020,use,EN,<i>Myrcianthes fragrans</i> has been used medicinally in the Lucayan Archipelago to treat gastrointestinal problems. </p><i>Myrcianthes fragrans</i> is used in the horticultural industry for its distinctive bark and showy fruits as a medium sized tree.,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000248020.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000270345,use,EN,"<i>Phyla nodiflora</i> has no known medicinal plant usage in the Lucayan Archipelago. In India <i>P. nodiflora</i> is used to drain abscesses, treat colds and calcium accretions in organs (i.e. kidney stones) It can be used as a ground cover but does not take heavy or medium foot traffic.",Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000270345.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000270441,use,EN,"<i>Phyllanthus amarus</i> is used for a variety of ailments in the Bahamas including gastrointestinal (appetite, cascading, gas, worms, diarrhea) colds and fevers (coughs), obstetrics (abortions) and gynecology (colic), circulatory (diabetes), pain (arthritis, backache) and general strengthening teas.",Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000270441.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000280378,use,EN,While there are no medicinal uses of <i>Polystachya foliosa</i> like all orchids they are prized for their beautiful flowers. ALL orchids are protected internationally by the Convention on the International Trade of Endangered Species (CITES) and should not be collected from the wild.,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000280378.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000385755,use,EN,"<i>Opuntia stricta</i> is used in the Lucayan Archipelago for circulatory problems (low blood pressure, anemia), gastrointestinal issues (constipation), coughs (tuberculosis), as well as pain (muscle pain, strains), dermatological treatments (hair care, dandruff). It also produces an edible fruit. </p>As with all cacti it is CITES listed.",Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000385755.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000452214,use,EN,<i>Melochia tomentosa</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0000452214.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001050939,use,EN,<i>Metopium toxiferum</i> is well known for causing medical problems rather than solving it.  The oils from <i>Metopium toxiferum</i> cause dermatitis ranging in severity from a red rash to intense blistering of the skin. A mixture of tea <i>Metopium toxiferum</i> leaves and twigs combined with bleach has been used to induce abortions but also has the tendency to kill the patient. </p>The fruits are an important part of the diet of many birds.,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0001050939.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001091173,use,EN,<i>Passiflora bahamensis</i> is not known to be used medicinally in the Lucayan Archipelago..  The fruits are edible although not particularly tasty.,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0001091173.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001109224,use,EN,<i>Phlebodium aureum</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0001109224.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001120029,use,EN,<i>Pleopeltis polypodioides</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0001120029.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001347159,use,EN,<i>Damburneya coriacea</i> is not used medicinally in the Lucayan Archipelago. </p><i>Damburneya coriacea</i> has a large volume of oil in the wood and branches have been used as a light source thus the common name Sweet Torch Wood,Ethan Freid,,,2012-10-29,Ethan Freid,ref-0001347159.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000212096,use,EN,"<i>Sophora tomentosa</i> is not known to be used medicinally in the Lucayan Archipelago. In other areas of the world the seeds have crushed, put into a liquid solution and applied as an insecticide. </p>The flowers are known to attract hummingbirds and butterflies. Given the beautiful nature of the flowers and unique fruit shapes it has become part of the horticultural trade. <i>Sophora tomentosa</i> does well along coastlines in saline environments.",Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000212096.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000246325,use,EN,"<i>Mosiera longipes</i> is used in general soothing teas, to treat colds, diarrhea, stomach aches, and as an aphrodisiac tea for men.  The fruits are edible. Either the leaves or the bark is used to treat diseases.",Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000246325.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000284169,use,EN,<i>Pseudophoenix sargentii</i> is not known to be used medicinally in the Bahamas. </p><i>Pseudophoenix sargentii</i> is commonly used in the horticultural industry. Historically the sap has been used to make alcoholic beverages and the fruits have been used for feeding animals.,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000284169.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000294284,use,EN,"<i>Randia aculeata</i> is not known to be used medicinally in the Lucayan Archipelago. </p>Elsewhere in the Caribbean the fruits have been used to treat diarrhea, fever, and the sap to stop hemorrhaging. In the Lesser Antilles the wood has been used to making cooking instruments and fishing rods. The fruits are edible but not very tasty. The berries have been used to produce ink and dyes. </p>The fruits support a diverse avian population. </p><i>Randia aculeata</i> is part of the horticultural industry in southern Florida.",Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000294284.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000299302,use,EN,"<i>Sabal palmetto</i> is not known to be used medicinally in the Lucayan Archipelago. </p>It is used as thatch for making baskets, roofing as well as things like brooms. The palm was eaten by Native Americans either raw or dried and used like flour.  The fruits are also edible.  It is an indicator of fresh water.",Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000299302.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000310975,use,EN,<i>Sideroxylon salicfolium</i> has no known cultural or economic uses in the Lucayan Archipelago.,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000310975.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000314894,use,EN,"<i>Stachytarpheta jamaicensis</i> is used in the Lucayan Archipelago to treat issues of circulation (high blood pressure), the gastrointestinal tract (worms, constipation), the respiratory system, blisters/boils, chills, and fevers. In the Lesser Antilles it is boiled to treat colds and fevers. In Central America they make a tea out of the leaves and in Africa it has been used to treat Gonorrhea as well as eye and ear sores. </p><i>Stachytarpheta jamaicensis</i> is used horticultural industry as a ground cover as well as to attract butterflies and hummingbirds.",Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000314894.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000435798,use,EN,<i>Schaefferia frustescens</i> is not known to be used medicinally in the Lucayan Archipelago. </p><i>Schaefferia frustescens</i> is used in the horticultural industry as a shrub for hedges. The wood has been used by carvers because of its distinctive yellow coloring and tight grain.,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000435798.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000460362,use,EN,<i>Rhizophora mangle</i> wetlands are considered to be builders of land and protectors of the shorelines.  The dense intertwined roots trap organic debris and create a form of peat material. Additionally they protect shorelines during hurricanes.  Along coastlines and estuaries they form critically important nursing grounds for many of the fish and other marine animals that inhabit reef systems. <p>The prop roots are an ecological adaptation to low oxygen environments.  They are able to absorb oxygen through their roots for biological processes.,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000460362.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000495202,use,EN,"<i>Stemodia maritima</i> is known to be used in the Lucayan Archipelago to treat colds, dermatological issues, gastrointestinal pain, general pain, ob/gyn problems, ringworm, as well as sores and wounds.",Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000495202.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000504308,use,EN,<i>Spathelia bahamensis</i> is not used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000504308.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000742659,use,EN,<i>Smilax havanensis</i> has been used in the Lucayan Archipelago in strengthening teas.  The berries have been fermented to make alcohol. </p>In south Florida the roots of <i>Smilax havanensis</i> and related species were collected and used by native Americans and settlers as a food source.  The roots were mixed with corn flour and grease and then fried.  The young tips were collected and eaten like asparagus. </p>A related species <i>S. guianensis</i> from Dominica was used to treat gonorrhea by taking the roots and mixing the material with water and the viney stems were used for basket making. ,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0000742659.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001025878,use,EN,<i>Solanum americanum</i> is used in the Lucayan Archipelago to treat dermatological problems and respiratory issues.  It is known to be used in the greater Caribbean region to treat general inflammation.  The leaves can be used in salads and has been used as animal fodder.,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0001025878.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001026453,use,EN,"<i>Solanum bahamense</i> is used in the Lucayan Archipelago to treat respiratory problems, sore throats, and thrush.",Ethan Freid,,,2012-11-01,Ethan Freid,ref-0001026453.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001027834,use,EN,<i>Solanum erianthum</i> is used in the Lucayan Archipelago for dermatological problems (irritation or sores) and coughs.  It is also drunk as a tea. </p><i>Solanum erianthum</i> is used in Central America to clean hands and dishes as well as stop headaches.,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0001027834.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001130931,use,EN,<i>Reynosia septentrionalis</i> is used in soothing and strengthening teas and the fruit is edible with sweet tasting pulp.,Ethan Freid,,,2012-11-01,Ethan Freid,ref-0001130931.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000418042,use,EN,<i>Waltheria bahamensis</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-11-05,Ethan Freid,ref-0000418042.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000458860,use,EN,"<i>Thouinia discolor</i> is used to treat dermatological problems (skin sores), in strengthening teas (energy), and obstetrics  (treating newborns with inflammation, bed wetting), colds and flu (fevers), and pain.",Ethan Freid,,,2012-11-05,Ethan Freid,ref-0000458860.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000492128,use,EN,"<i>Suriana maritima</i> is used in the Lucayan Archipelago for dermatological problems (itchy skin), gastrointestinal (causes vomiting), to ease sore throats and toothaches, and strengthening teas. </p><i>Suriana maritima</i> is also used in the horticultural industry for coastal plantings because of its salt and drought tolerance.",Ethan Freid,,,2012-11-05,Ethan Freid,ref-0000492128.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000505130,use,EN,<i>Swietenia mahagoni</i> is used in a variety of treatments for disease.  It is used in strengthening and aphrodisiac teas.  Also it is used to treat dermatological issues and pain.  Additionally it is used to help in obstetrical and gynecological problems. </p>It is part of the horticultural trade and prized for its fine quality wood for carvings.,Ethan Freid,,,2012-11-05,Ethan Freid,ref-0000505130.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000574692,use,EN,<i>Tillandsia balbisiana</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-11-05,Ethan Freid,ref-0000574692.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000576355,use,EN,<i>Tillandsia circinnata</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-11-05,Ethan Freid,ref-0000576355.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000578417,use,EN,<i>Tillandsia fasciculata</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-11-05,Ethan Freid,ref-0000578417.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000578510,use,EN,<i>Tillandsia flexuosa</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-11-05,Ethan Freid,ref-0000578510.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000586439,use,EN,<i>Tillandsia utriculata</i> has been used to treat thrush and sexual impotence in men.,Ethan Freid,,,2012-11-05,Ethan Freid,ref-0000586439.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000780134,use,EN,"<i>Tabebuia bahamensis</i> has been used on all islands for a number of bush medicine remedies including strengthening (aches and pains) and aphrodisiac teas,  gastrointestinal issues, circulatory problems and respiratory troubles.  It is also used in the horticultural trade.",Ethan Freid,,,2012-11-05,Ethan Freid,ref-0000780134.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001040722,use,EN,<i>Miconia bicolor</i> is used in the Lucayan Archipelago to treat colds and coughs as well as night sweats. </p><i>Miconia bicolor</i> is used in the horticultural industry for its showy contrasting white and yellow flowers.,Ethan Freid,,,2012-11-05,Ethan Freid,ref-0001040722.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000270937,use,EN,"<i>Phyllanthus epiphyllanthus</i> is used medicinally in the Lucayan Archipelago to treat colds/fevers, coughing, dermatological issues, headaches, hemorrhaging, stomach pains, sore throats, mouth sores, tooth aches as well as general therapeutic teas. The phyllodia are also boiled to produce a tonic that can be used to stop vomiting.",Ethan Freid,,,2012-11-09,Ethan Freid,ref-0000270937.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000532633,use,EN,<i>Amyris elemifera</i> is used in the Lucayan Archipelago. to treat colds and flu and the fruits are edible. </p>Bahamians would cut branches and fray the ends and then light them on fire to use as a light source while crabbing or fishing. </p>Oils can be extracted that have been used in the pharmaceutical industry. </p>The caterpillars of the Bahamian Swallow Tail forage on <i>Amyris elemifera</i>.,Ethan Freid,,,2012-12-12,Ethan Freid,ref-0000532633.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001277421,use,EN,<i>Vachellia choriophylla</i> is useful for attracting butterflies and birds and in southern Florida <i>Vachellia choriophylla</i> is used in the horticultural industry.  It is highly drought and salt tolerant. </p>The pulp surrounding the seeds is edible but <i>Vachellia choriophylla</i> has no known medicinal use in the Bahamas.,Ethan Freid,,,2013-01-14,Ethan Freid,ref-0001277421.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000179164,use,EN,<i>Centrosema virginianum</i> has no known medicinal usage in the Lucayan Archipelago.,Ethan Freid,,,2013-04-16,Ethan Freid,ref-0000179164.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000352910,use,EN,<i>Catopsis floribunda</i> is not used medicinally in the Lucayan Archipelago. ,Ethan Freid,,,2013-04-16,Ethan Freid,ref-0000352910.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001218673,use,EN,<i>Catopsis berteroniana</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2013-04-16,Ethan Freid,ref-0001218673.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000063804,use,EN,<i>Iva imbricata</i> is not know to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2013-04-23,Ethan Freid,ref-0000063804.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000612436,use,EN,<i>Clusia rosea</i> is not known to be used medicinally in the Lucayan Archipelago.  </p>It is part of the horticultural trade in Florida and the Lucayan Archipelago due to its distinctive flowers. </p>Historically <i>Clusia rosea</i> has been used to seal boats. </p>If the leaves are scratched the yellow exudate dries forming a permanent mark.  If one scratches out numbers or letters (i.e. your name) the leaf will then have that mark on them until it gets old and falls off the tree.,Ethan Freid,,,2013-04-23,Ethan Freid,ref-0000612436.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000962575,use,EN,"<i>Euphorbia hirta</i> is not used medicinally in the Lucayan Archipelago but has been used in other parts of the Caribbean to treat fevers, treat respiratory problems and urological issues.",Ethan Freid,,,2013-04-23,Ethan Freid,ref-0000962575.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001249857,use,EN,"<i>Malpighia polytricha</i> is used in the Lucayan Archipelago in strengthening teas (from the roots) as well as to treat respiratory problems (coughs, tuberculosis), and childhood issues (bed wetting).",Ethan Freid,,,2013-04-26,Ethan Freid,ref-0001249857.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001294624,use,EN,<i>Salicornia virginica</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2013-04-26,Ethan Freid,ref-0001294624.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000223194,use,EN,"<i>Lantana involucrata</i> and the closely related <>i>L. bahamensis</i> are primarily used to treat dermatological issues such as chicken pox, itching, and stings by boiling the leaves.<i> L. involucrata</i>  is also used to treat lung congestion.  The flowers have been used to treat high blood pressure. </p>The flowers are very attractive to butterflies and the fruits for birds.  <i>L. involucrata</i> does well in dry conditions and is used in the horticultural industry for xeriscaping as well as for its beautiful flowers.",Ethan Freid,,,2013-05-03,Ethan Freid,ref-0000223194.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000754171,use,EN,<i>Agave bahamana</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2014-01-07,Ethan Freid,ref-0000754171.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000754811,use,EN,<i>Agave sisalana</i> has long been grown as a source of fibers for rope and clothing. In the Lucayan Archipelago. it is often used in plait and straw work as well as to treat cardiovascular problems (jaundice).,Ethan Freid,,,2014-01-07,Ethan Freid,ref-0000754811.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000931547,use,EN,<i>Croton lucidus</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2014-01-07,Ethan Freid,ref-0000931547.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001434109,use,EN,"<i>Selenicereus undatus</i> is not known to be used medicinally in the Lucayan Archipelago but is grown throughout the world as a cultivated species due to its beautiful, extremely fragrant night blooming flowers. </p>As with all cacti it is CITES listed.",Ethan Freid,,,2014-01-07,Ethan Freid,ref-0001434109.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000132933,use,EN,"<i>Koanophyllon villosum</i> is used extensively in the Lucayan Archipelago for medicinal purposes including the treatment of circulatory problems, colds and fevers, diabetes, gastrointestinal illnesses, and infant issues. </p>Other species in the Caribbean are used to treat gas, gripes and dermatological problems such as sores and blisters.",Ethan Freid,,,2014-02-15,Ethan Freid,ref-0000132933.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000588009,use,EN,"<i>Carica papaya</i> has been used in the Lucayan Archipelago to treat hypertension, pain, and gastrointestinal issues (indigestion, ring worm, ulcers).  In other parts of the Caribbean region it is also used to treat colds and coughs, kidney flushing, and dermatological problems (sores and jiggers). </p>The fruits are delicious to eat raw or cooked.",Ethan Freid,,,2014-02-26,Ethan Freid,ref-0000588009.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000646036,use,EN,<i>Dicliptera sexangularis</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2014-10-15,Ethan Freid,ref-0000646036.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000235813,use,EN,"<i>Manilkara bahamensis</i> has been used in the Lucayan Archipelago for soothing and aphrodisiac teas.  It is edible but has a milky, gummy sap.  The wood has been used for carving and furniture. It is used in the horticultural industry in coastal areas because of its salt tolerance. </p>There is a closely related species <i>M. zapota</i> (Dilly Tree) that is grown for food.",Ethan Freid,,,2014-11-18,Ethan Freid,ref-0000235813.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000375822,use,EN,<i>Morisonia flexuosa</i> is not used medicinally in the Lucayan Archipelago. </p><i>Morisonia flexuosa</i> is used in the horticultural industry for its beautiful and fragrant flowers that are good to attract birds and butterflies.,Ethan Freid,,,2014-11-18,Ethan Freid,ref-0000375822.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000401516,use,EN,<i>Rochefortia spinosa</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2014-11-18,Ethan Freid,ref-0000401516.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000960055,use,EN,<While there are no medicinal uses of <i>Eulophia maculata</i> like all orchids they are prized for their beautiful flowers. ALL orchids are protected internationally by the Convention on the International Trade of Endangered Species (CITES) and should not be collected from the wild.,Ethan Freid,,,2014-11-18,Ethan Freid,ref-0000960055.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001140621,use,EN,<i>Helicteres semitriloba</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2014-11-18,Ethan Freid,ref-0001140621.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296365,use,EN,<i>Terminalia buceras</i> is not used medicinally in the Lucayan Archipelago.  It is used in the horticultural trade.,Ethan Freid,,,2014-11-18,Ethan Freid,ref-0001296365.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000137991,use,EN,<i>Baccharis dioica</i> is not used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2014-11-19,Ethan Freid,ref-0000137991.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000537770,use,EN,<i>Annona glabra</i> is not used medicinally in the Lucayan Archipelago..  The fruits are edible and tasting; slightly like Mango. The wood has been used for floats for fishing.,Ethan Freid,,,2014-11-19,Ethan Freid,ref-0000537770.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000567008,use,EN,<i>Blutaparon vermiculare</i> is not used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2014-11-19,Ethan Freid,ref-0000567008.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000576185,use,EN,<i>Bursera frenningiae</i> is not used medicinally in the Bahamas.,Ethan Freid,,,2014-11-19,Ethan Freid,ref-0000576185.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000594096,use,EN,<i>Centella asiatica</i> is not known to be used medicinally in the Lucayan Archipelago. ,Ethan Freid,,,2014-11-19,Ethan Freid,ref-0000594096.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000766369,use,EN,<i>Echinodorus berteroi</i> is not known to be used medicinally in The Lucayan Archipelago.,Ethan Freid,,,2014-11-19,Ethan Freid,ref-0000766369.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000250005,use,EN,<i>Neobracea bahamensis</i> is not used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2014-12-09,Ethan Freid,ref-0000250005.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000283521,use,EN,While there are no medicinal uses of <i>Prosethechea boothiana</i> like all orchids they are prized for their beautiful flowers. ALL orchids are protected internationally by the Convention on the International Trade of Endangered Species (CITES) and should not be collected from the wild.,Ethan Freid,,,2014-12-09,Ethan Freid,ref-0000283521.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000419850,use,EN,<i>Fimbristylis cymosa</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2014-12-09,Ethan Freid,ref-0000419850.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000420815,use,EN,<i>Fimbristylis ferruginea</i> is not used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2014-12-09,Ethan Freid,ref-0000420815.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000948591,use,EN,While there are no medicinal uses of <i>Encyclia altissima</i> like all orchids they are prized for their beautiful flowers. ALL orchids are protected internationally by the Convention on the International Trade of Endangered Species (CITES) and should not be collected from the wild. </p><i>Encyclia altissima</i> also smells wonderful when in flower!,Ethan Freid,,,2014-12-09,Ethan Freid,ref-0000948591.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001332875,use,EN,<i>Tiedemannia filiformis</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2014-12-09,Ethan Freid,ref-0001332875.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000544266,use,EN,<i>Ardisia escallonioides</i> is not used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2015-04-10,Ethan Freid,ref-0000544266.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000018953,use,EN,<i>Wedelia bahamensis</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000018953.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000314854,use,EN,<i>Stachytarpheta fruticosa</i> is not known to be used medicinally in the Lucayan Archipelago. </p>It is listed by the International Union for the Conservation of Nature (IUCN) as a species of Least Concern due to extensive populations across the Lucayan Archipelago and Cuba.,Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000314854.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000429855,use,EN,<i>Zamia angustifolia</i> is not known to be used medicinally or culturally in the Lucayan Archipelago but is now in the horticultural trade.,Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000429855.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000736828,use,EN,<i>Sagittaria lancifolia</i> is not kown to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000736828.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000752420,use,EN,<i>Zephyranthes puertoricensis</i> is not known to be used medicinally in the Lucayan Archipelago but its two related species (<i>Z. citrina</i> and <i>Z. rosea</i>) have been used to treat respiratory problems. </p><i>Zephyranthes puertoricensis</i> is not used in the horticultural trade but easily could due to its showy white flowers.,Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000752420.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000752509,use,EN,The bulbs of<i> Zephyranthes citrina</i> are used medicinally in the Lucayan Archipelago to treat respiratory problems although the bulbs are considered toxic if ingested. </p><i>Zephyranthes citrina</i> is used in the horticultural industry for its bright yellow flowers.,Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000752509.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000752515,use,EN,"<i>Zephyranthes rosea</i> is used medicinally in the Lucayan Archipelago to treat respiratory problems (cough, tuberculosis) although the bulbs are considered toxic if ingested.  DO NOT EAT THE BULBS!</p><i>Zephyranthes rosea</i> has been used in the horticultural trade for its intensely pink flowers.",Ethan Freid,,,2015-04-11,Ethan Freid,ref-0000752515.04,Leon Levy Native Plant Preserve.,All rights Preserved
