WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license
wfo-0000000074,use,EN,"<i>Bidens alba</i> is used medicinally in the Lucayan Archipelago to treat circulatory problems (cooling of the blood), colds, fevers, and flu, dermatological issues, intestinal problems (worms and upset stomachs), and urinary tract complications.  <i>Bidens alba</i> is used in the southern Caribbean to treat eye infections and in Africa to treat wounds and earaches. </p>The vegetative parts are also edible.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000000074.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000008040,use,EN,<i>Lactuca intybacea</i> leaves are edible although bitter.  The bitterness is reduced when the leaves are cooked.  It is also eaten by farm animals.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000008040.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000060874,use,EN,"<i>Neurolaena lobata</i> is used medicinally in the Lucayan Archipelago to treat dermatological problems, and colds and fevers (including measles). It is used elsewhere in the Caribbean to treat sprains and dislocations. The leaves have been used as a tobacco substitute.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000060874.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000063690,use,EN,"<i>Gundlachia corymbosa</i> is used in the Lucayan Archipelago to treat pain, dermatological problems (blisters from Poison wood and Manchineel), as well as for colds and flu.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000063690.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000067484,use,EN,<i>Chromolaena odorata</i>  is not used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000067484.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000137401,use,EN,"<i>Ambrosia hispida</i> is widely used in the Lucayan Archipelago. for a variety of illness categories including to treat colds and flu, gastrointestinal issues (increasing appetite, diarrhea, indigestion and vomiting), as well as dermatological problems (blisters and general skin irritation). </p>Elsewhere in the Caribbean it is used to treat worms and high blood pressure.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000137401.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000164084,use,EN,"<i>Leucaena leucocephala</i> is used in the Lucayan Archipelago to treat colds, fevers and flu, in strengthening teas, circulatory problems (heart issues), to calm nerves, to treat tuberculosis, and to reduce back pain and menstrual cramps. The leaves and seeds are edible if sufficiently cooked.  The seeds can be roasted, ground and used as a coffee substitute. </p><i>Leucaena leucocephala</i> was originally introduced as feed for animals since it grew so quickly.  Unbeknownst it actually contains trace amounts of toxin that causes certain animals to lose their hair. </p>As <i>Leucaena leucocephala</i> grows rapidly it has also been used for charcoal production and to provide shade for coffee and cacao.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000164084.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000167701,use,EN,<i>Centrosema angustifolium</i> has no medicinal usage in the Lucayan Archipelago .,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000167701.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000178702,use,EN,The seeds of <i>Abrus precatorius</i> are highly poisonous! The seeds should not be used for anything and if children are around the species should be removed from yards!</p> Boiling the seeds breaks down the toxins and in areas of the Caribbean after boiling the seeds have been boiled with milk to form a tonic. The roots and stems are edible and taste like licorice. </p> It is advised NOT to use this species without having been given guidance by a knowledgeable bush practioner.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000178702.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000179451,use,EN,<i>Zapoteca formosa</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000179451.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000182089,use,EN,<i>Stylosanthes hamata</i> is not known to be used medicinally in the Lucayan Archipelago. </p><i>Stylosanthes hamata</i> is used as feed for livestock in Africa and India and in other tropical and subtropical areas.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000182089.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000184175,use,EN,"<i>Desmodium incanum</i> is used in the Lucayan Archipelago medicinally for strengthening teas, treating afterbirth, general pain, and cleaning wounds.  Other species in the Caribbean region are used in bath water.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000184175.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000255938,use,EN,<i>Oncidium ensatum</i> is not used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000255938.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000268379,use,EN,<i>Phialanthus myrtilloides</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000268379.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000286416,use,EN,"<i>Psychotria ligustrifolia</i> is not known to be used medicinally in the Lucayan Archipelago. </p>While it is related to true coffee plants, there is not enough caffeine within this species to be usable as a true coffee substitute. </p>The flowers are attractive to butterflies and the fruits are attractive to birds.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000286416.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000286803,use,EN,<i>Psychotria nervosa</i> is not known to be used medicinally in the Lucayan Archipelago. </p>While it is related to true coffee plants there is not enough caffeine within this species to be usable as a coffee substitute. </p>The flowers are attractive to butterflies and the fruits are attractive to birds..,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000286803.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000295109,use,EN,<i>Rauvolfia nitida</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000295109.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000297077,use,EN,<i>Ricinus communis</i> is used in the Lucayan Archipelago to treat gastrointestinal problems (constipation) and pain (headaches). </p>Elsewhere in the Caribbean it is used parturition as well as to treat gonorrhea. </p>The seeds are considered poisonous to eat but oils produced from it are used as an emetic and for machine oil. </p>This is the species that the deadly biotoxin Ricin is produced from.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000297077.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000302286,use,EN,"<i>Salvia serotina</i> is used in the Lucayan Archipelago to treat gastrointestinal problems (loss of appetite, cascading, worms, constipation), obstetrics and gynecology (nausea during pregnancy, afterbirth, pain during periods, to make babies sleep, colic, gripe) colds and fevers (coughs, sinus infections), treating pink eye, and dermatological issues (rashes, cuts and sores, itchiness). </p>This is a different species than the one that attracts cats (<i>Nepeta cataria</i>).",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000302286.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000330954,use,EN,<i>Vallesia antillana</i> is used to treat gastrointestinal problems.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000330954.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000331420,use,EN,<i>Vanilla barbellata</i> has been used in the Lucayan Archipelago in general strengthening and soothing teas.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000331420.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000356032,use,EN,"<i>Krugiodendron ferreum</i> is used in the Lucayan Archipelago for general strengthening teas, pain (backaches), and infections of the mouth. The wood is very dense (considered densest in North America) and has been used for woodcarvings and other wood products. </p>The fruits are edible.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000356032.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000356458,use,EN,<i>Cladium mariscus</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000356458.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000357656,use,EN,"While not native to the Lucayan Archipelago <i>Kalanchoe pinnata</i> is used widely for medicinal purposes including respiratory illnesses (asthma, coughing, tuberculosis) and pain (headaches strains, painful urination/kidney infections). In other areas of the Caribbean it is used as a cooling tea or as a poultice for sores. </p>It is also grown as an ornamental but can become problematic as it spreads rapidly by vegetative reproduction.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000357656.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000371248,use,EN,"<i>Mangifera indica</i> is not known to be used medicinally in the Lucayan Archipelago.<i>Mangifera indica</i> is a highly desired cultivated species for its extremely tasty fruits.  As it is related to species such as Poison Ivy and Poison Wood, the fruit may cause dermatitis in some individuals when eaten.  Reactions can vary.  Some individuals can not eat <i>Mangifera indica</i> at all, while others can eat it if the fruit is peeled, whereas others have no reaction of any kind.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000371248.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000386573,use,EN,"<i>Opuntia cochenillifera</i> is used in the Lucayan Archipelago for various issues associated with circulatory problems (cooling the blood), obstetrics/gynecology (pain after birth), gastrointestinal issues (ring worm), and urinary tract problems (burning).  It is drunk as a tea to treat inflammation (rheumatism, arthritis, and gout) as well as for bathing and as a shampoo. </p>As with all cacti, <i>Opuntia cochenillifera</i>  is CITES listed.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000386573.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000408851,use,EN,<i>Terminalia molinetii</i> is used in the horticultural industry for its unique branching pattern as well as for creating bonsai’s. </p><i>Terminalia molinetii</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000408851.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000427365,use,EN,<i>Waltheria indica</i> Waltheria indica is used medicinally in the Lucayan Archipelago to treat blood issues such as bruising and for postpartum blood clots and infections.. It is used elsewhere in Caribbean for treating colds as well as a soothing drink.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000427365.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000429502,use,EN,<i>Zanthoxylum fagara</i> is used medicinally for general strengthening teas. </p><i>Zanthoxylum fagara</i> has also been used in the horticultural trade as well as a sought after wood for cabinetry.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000429502.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000429509,use,EN,<i>Zanthoxylum flavum</i> is not known to be used medicinally in the Lucayan Archipelago. </p><i>Zanthoxylum flavum</i> is used in the horticultural industry and is a highly prized for cabinetry and other wood working for its distinctive wood color.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000429509.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000429943,use,EN,<i>Zamia pumila</i> stems have been collected and used as a food source but are not used medicinally in the Lucayan Archipelago. </p><i>Zamia pumila</i> is used in the horticultural industry.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000429943.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000457708,use,EN,"<i>Turnera ulmifolia</i> is used to treat gastrointestinal problems (constipation, diarrhea), colds and flu, and circulatory problems (heart palpitations), infant care (gripe), ob/gyn issues (menstrual cramps), and dermatological issues. </p><i>Turnera ulmifolia</i> is in the horticultural trade.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000457708.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000474744,use,EN,"<i>Picramnia pentandra</i> is used extensively for bush medicine in the Lucayan Archipelago.  It is used to treat colds and flu, dermatological problems, gastrointestinal issues (increasing appetite and induce vomiting), in OB/GYN care, general strengthening teas and respiratory illnesses. It has also been used to treat cancer. </p><i>Picramnia pentandra</i> is used in the horticultural industry for its ability to grow in low light situations.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000474744.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000480120,use,EN,<i>Passiflora suberosa</i> is not known to be used medicinally in the Lucayan Archipelago.  The fruits are edible although not particularly tasty.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000480120.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000492142,use,EN,"<i>Simarouba glauca</i> has been used to treat fevers (malaria) and colds, dermatological problems (wounds, sores) and gastrointestinal issues (dysentery). </p>It has been harvested for resin, an edible oil, and other pharmaceutically useful chemicals and is used in the horticultural industry.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000492142.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000529101,use,EN,<i>Alvaradoa amorphoides</i> is not used medicinally in the Lucayan Archipelago. </p>It is used in the horticultural industry.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000529101.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000606414,use,EN,<i>Cissus intermedia</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000606414.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000610519,use,EN,<i>Clematis plukenetii</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000610519.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000613423,use,EN,<i>Coccoloba tenuifolia</i> is not used medicinally in the Lucayan Archipelago. The fruits are edible although very acidic.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000613423.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000613437,use,EN,<i>Coccoloba uvifera</i> is used in the Lucayan Archipelago to treat gastrointestinal problems. (A drink made from boiling all the parts of the plant together are used to treat diarrhea).  The leaves can be used as a compress for boils. Putting the leaves on a person’s head is said to stop headaches. </p>The fruit is edible although slightly acidic.  It has been used to make jams and jellies as well as wine.  The sap has been used to produce a red dye and used in the tanning process. The wood has been used to make boats.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000613437.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000620951,use,EN,<i>Cordia sebestena</i> is used in the Lucayan Archipelago for gastrointestinal issues (decrease indigestion and increase appetite). </p><i>Cordia sebestena</i> is used in the horticultural industry.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000620951.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000626424,use,EN,<i>Crossopetalum aquifolium</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000626424.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000626468,use,EN,<i>Crossopetalum rhacoma</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000626468.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000648730,use,EN,<i>Diospyros crassinervis</i> is used in the Lucayan Archipelago for strengthening (male virility) teas.  Additionally it is used for gastrointestinal issues (to induce vomiting).,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000648730.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000679681,use,EN,<i>Erythroxylum areolatum</i> is not known to be used medicinally in the Lucayan Archipelago.  The wood produces a large volume of smoke when burned and has been used to repel mosquitoes.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000679681.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000680090,use,EN,<i>Erythroxylum rotundifolium</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000680090.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000684512,use,EN,"<i>Exothea paniculata</i> is not used medicinally in the Lucayan Archipelago. </p>It has been used for cabinetry, making tool handles, toy boats for children and other toys. </p><i>Exothea paniculata</i> is used in the horticultural industry.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000684512.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000687419,use,EN,"<i>Ficus aurea</i> is used in the Lucayan to treat cancer, gastrointestinal problems (constipation, worms), circulatory issues (heart ailments), dermatological matters, and pain (tooth aches).",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000687419.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000687833,use,EN,"<i>Ficus citrifolia</i> is used in the Lucayan Archipelago to treat cancer, gastrointestinal problems (constipation, worms), circulatory issues (heart ailments), dermatological matters, and pain (tooth aches). </p>The “fruits” are edible although tasteless.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000687833.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718386,use,EN,"<i>Heliotropium angiospermum</i> is used in The Bahamas to treat dermatological problems (itches, stings), wounds (sores and cuts), infant issues (colic) and strains. </p>In the Turks and Caicos Islands it is used to treat conjunctivitis.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000718386.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000758977,use,EN,"<i>Aloe vera</i> has numerous medicinal uses including dermatological (burns, blisters, wounds), gastrointestinal (cascading, constipation, stimulating appetite, indigestion, worms), colds and fevers (coughs), circulatory (diabetes), pain (sprains), and gynecology/obstetrics (improve menstrual flow, abortion, wean children from breasts or thumb sucking).",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000758977.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000778816,use,EN,<i>Jacaranda caerulea</i> is used medicinally in the Lucayan for obstetric and gynecological issues and dermatological problems (skin cancer and other skin ailments). </p><i>Jacaranda caerulea</i> is also used in the horticultural industry for its beautiful spring flowering.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000778816.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000779838,use,EN,<i>Tecoma stans</i> is not known to be used medicinally in the Lucayan Archipelago. </p>It is used in the horticultural industry because it is drought and semi-salt tolerant. </p>It is considered invasive in areas of the South Pacific. </p><i>Tecoma stans</i> is the national flower of The Bahamas.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000779838.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000813266,use,EN,<i>Leucothrinax morrisii</i> is used medicinally in the Lucayan Archipelago for general strengthening teas as well as to treat pain.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000813266.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000835709,use,EN,<i>Heterosavia bahamensis</i> is not used medicinally in the Lucayan Archipelago. </p>It is part of the horticultural industry.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000835709.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000844784,use,EN,"<i>Chiococca alba</i> is used in the Lucayan Archipelago for general strengthening teas, and to treat bed wetting, and tuberculosis. </p>Elsewhere in the Caribbean it is used for strengthening teas, gastrointestinal issues (gas, indigestion), pain (menstrual cramps, rheumatism), and dermatological problems (acne).",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000844784.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000856745,use,EN,<i>Chrysophyllum oliviforme</i> is used in the Lucayan Archipelago to treat circulatory problems. </p>The fruits are edible. </p><i>Chrysophyllum oliviforme</i> is used in the horticultural industry for the interesting contrast between the adaxial and abaxial leaf surfaces.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000856745.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000860994,use,EN,<i>Cymbopogon flexuosus</i> is used medicinally in the Lucayan Archipelago to treat colds and flu and in general strengthening teas. </p>Elsewhere in the Caribbean it has been used in bath water to prevent poisoning.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000860994.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000877532,use,EN,<i>Lasiacis divaricata</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000877532.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000953791,use,EN,<i>Ernodea littoralis</i> is not known to be used medicinally in the Lucayan Archipelago . </p> <i>Ernodea littoralis<i> is now part of the horticultural industry and is a great hummingbird and butterfly attractor.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000953791.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000956446,use,EN,"<i>Eugenia axillaris</i> is used in the Lucayan Archipelago to treat gastrointestinal problems (diarrhea), respiratory issues, and pain, as well as general strengthening teas for men and a bathing solution for women. </p>The fruits are sweet and edible when ripe. </p><i>Eugenia axillaris</i> is part of the horticultural industry and is great for attracting birds.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000956446.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000957334,use,EN,<i>Eugenia foetida</i> is not known to be used medicinally in the Lucayan Archipelago. <p><i>Eugenia foetida</i> is part of the horticultural industry and is great for attracting birds.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000957334.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976093,use,EN,<i>Guettarda elliptica</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000976093.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976242,use,EN,<i>Guettarda scabra</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000976242.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976758,use,EN,"<i>Gymnanthes lucida</i> is used in the Lucayan Archipelago to treat gastrointestinal problems (stomach pain, diarrhea) and pain (toothaches) as well as hemorrhoids. </p><i>Gymnanthes lucida</i> is sought by wood carvers and bowl makers for the interesting contrast between the sapwood and heartwood. </p>WARNING: The sap can be a skin irritant!",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000976758.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000982521,use,EN,<i>Hippomane mancinella</i> is not known to be used medicinally in the Lucayan Archipelago.  Elsewhere in the Caribbean it has been used to treat ulcers (although some say it can cause them) and used as a poison for arrow tips. </p>If a tree is girdled and left to slowly die the toxins in the wood break down and it can be used for cabinetry. </p>DO NOT SIT UNDER THIS TREE!!!! Rainfall will cause the sap to come off and will cause EXTREME BLISTERING!!!!,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0000982521.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001040951,use,EN,"<i>Senna chapmanii</i> is used in the Lucayan Archipelago to treat eye infections/irritations, to fight colds and fevers and for dermatological issues. </p>It is also used in the horticultural industry. </p>Other species of <i>Senna</i> have been used to make teas, and to treat ringworm, dermatological inflammation, hemorrhoids, and general gastrointestinal distress.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001040951.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001044468,use,EN,<i>Oplonia spinosa</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001044468.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001109597,use,EN,<i>Psilotum nudum</i> is not known to be used medicinally in the Bahamas. </p><i>Psilotum nudum</i> has been used in the horticultural trade.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001109597.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001132901,use,EN,<i>Zanthoxylum coriaceum</i> is not known to be used medicinally in the Lucayan Archipelago. </p>In Florida it is a host plant to the Schaus Swallow Tail Butterfly.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001132901.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001143151,use,EN,<i>Trema lamarckiana</i> is used in strengthening and aphrodisiac teas.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001143151.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001215702,use,EN,<i>Myriopus volubilis</i> is used in the Lucayan Archipelago to treat dermatological problems as well as in strengthening (aphrodisiac) teas.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001215702.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001289057,use,EN,"<i>Pilocereus millspaughii</i> is not known to be used medicinally in the Lucayan Archipelago. </p>As with all cacti, <i>Pilocereus millspaughii</i> is CITES listed. </p><i>Pilocereus millspaughii</i> has a high ecological value. The large flowers support birds, (maybe bats), butterflies, moths and other insects with its large nectaries and numerous pollen-bearing stamens. The fruits support a diverse bird population and the hairs on the fruit base are known to be used for bird nests.",Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001289057.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296668,use,EN,<i>Ipomoea hederifolia</i> is not known to be used medicinally in the Lucayan Archipelago. </p><i>Ipomoea hederifolia</i> is used in the horticultural industry.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001296668.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296683,use,EN,<i>Merremia dissecta</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001296683.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297277,use,EN,<i>Jacquemontia havanensis</i> is not known to be used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001297277.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297295,use,EN,<i>Ipomoea indica</i> is not used medicinally in the Lucayan Archipelago.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001297295.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001329116,use,EN,While there are no medicinal uses of <i>Encyclia correllii</i> like all orchids they are prized for their beautiful flowers. ALL orchids are protected internationally by the Convention on the International Trade of Endangered Species (CITES) and should not be collected from the wild.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001329116.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001330440,use,EN,<i>Tara vesicaria</i> has a long history in the Lucayan Archipelago. It has been used medicinally to treat low blood pressure. The wood has been highly sought after for producing a red dye. </p>The Eleutheran Adventurers sent 10 tons of it back to Massachusetts in the 16th century to repay for supplies that were sent to them. The money that came from the sale of the Brasilletto went to purchasing the first building at Harvard University.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001330440.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001423854,use,EN,<i>Morisonia cynophallophora</i> is not used medicinally in the Lucayan Archipelago. </p><i>Morisonia cynophallophora</i> is used in the horticultural industry for its beautiful and fragrant flowers that are good to attract birds and butterflies.,Ethan Freid,,,2012-09-13,Ethan Freid,ref-0001423854.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-1000003016,use,EN,<i>Rhodopis rudolphioides</i> is not known to be used used medicinally in the Lucayan Archipelago.  ,Ethan Freid,,,2012-09-13,Ethan Freid,ref-1000003016.03,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000302902,use,EN,"<i>Avicennia germinans</i> as with all mangrove species are builders of land, trapping organic debris before it enters aquatic systems and building up humus. Additionally they protect shorelines during hurricanes. They have been used as a source for honey production. The wood is purple in color and has been used for woodcarvings. </p><i>Avicennia germinans</i> has a long history of medicinal usage. Teas are used to treat gastrointestinal and dermatological problems as well as hemorrhoids.",Ethan Freid,,,2012-10-10,Ethan Freid,ref-0000302902.04,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000547034,use,EN,"<i>Argemone mexicana</i> has been used in the Lucayan Archipelago. to treat a wide variety of diseases including respiratory problems (asthma, coughing, hiccups) as well as blood related diseases (hepatitis, jaundice, and high blood pressure), ringworm, and to remove warts. </p>Oils can be extracted from the seeds and roots and have been used for lighting. Extracts can also be used as a pesticide. </p>In general extracts from <i>Argemone mexicana</i> are considered poisonous and care should be taken when ingesting it.",Ethan Freid,,,2012-10-10,Ethan Freid,ref-0000547034.04,Leon Levy Native Plant Preserve.,All rights Preserved
