WFOID,vernacularName,isPreferredName,identifier,source,language,countryCode,url,rights,license
wfo-0000708315,Chew Stick,1,vrn-0000708315.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000975561,Little Manchineel,1,vrn-0000975561.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000975561,Poison Bush,1,vrn-0000975561.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000975561,Grimms Tree,1,vrn-0000975561.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000710683,Lignum Vitae,1,vrn-0000710683.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000710712,Small Leaved Blolly,1,vrn-0000710712.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000710751,Big Leaf Blolly,1,vrn-0000710751.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000710751,Broad Leaf Blolly,1,vrn-0000710751.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000710751,Beefwood,1,vrn-0000710751.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000710751,Blood Berry,1,vrn-0000710751.04,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000710751,Beef Tree,1,vrn-0000710751.05,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976093,Smooth Velvet Seed,1,vrn-0000976093.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976093,Common Velvet Seed,1,vrn-0000976093.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976141,Frog Wood,1,vrn-0000976141.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976141,Frog Bush,1,vrn-0000976141.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976141,Frog Tree,1,vrn-0000976141.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976242,Rough Leaf Velvet Seed,1,vrn-0000976242.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976242,Velvet Berry,1,vrn-0000976242.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000063690,Horse Bush,1,vrn-0000063690.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000712103,False Boxwood,1,vrn-0000712103.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000712103,Walla Berry,1,vrn-0000712103.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000712103,West Indian False Box,1,vrn-0000712103.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976758,Crab Wood,1,vrn-0000976758.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976758,Oyster Wood,1,vrn-0000976758.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000976758,False Lignum Vitae,1,vrn-0000976758.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000168536,Log Wood,1,vrn-0000168536.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000979110,Fire Bush,1,vrn-0000979110.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001289819,Brooks Dildo,1,vrn-0001289819.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001289819,Apple Cactus,1,vrn-0001289819.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000255432,Creeping Bluet,1,vrn-0000255432.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718115,Salz-Bush,1,vrn-0000718115.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718115,Cow Bush,1,vrn-0000718115.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718115,Blind-eye Bush ,1,vrn-0000718115.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001140621,Wild Salve,1,vrn-0001140621.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718386,Sore Bush,1,vrn-0000718386.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718386,Scorpion Tail,1,vrn-0000718386.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718386,Rooster Comb,1,vrn-0000718386.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718386,Cat Tongue,1,vrn-0000718386.04,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718386,Bright Eye Bush,1,vrn-0000718386.05,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718508,Seaside Heliotrope,1,vrn-0000718508.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000718508,Pond Weed,1,vrn-0000718508.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000720286,Bladder Mallow,1,vrn-0000720286.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000022894,Grass Leaved Golden Aster,1,vrn-0000022894.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001077055,Bahama Hibiscus,1,vrn-0001077055.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000982521,Manchineel,1,vrn-0000982521.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000982521,Little Apple of Death,1,vrn-0000982521.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001434109,Nigh Blooming Cereus,1,vrn-0001434109.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000666424,Spider Lily,1,vrn-0000666424.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000666424,Bay Lily,1,vrn-0000666424.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000666424,Sea Lily,1,vrn-0000666424.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000727199,White Iron Wood,1,vrn-0000727199.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000727199,Ebony,1,vrn-0000727199.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000727755,St. Andrews Cross,1,vrn-0000727755.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000242198,Comb Bush Mint,1,vrn-0000242198.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000195655,Wild Indigo,1,vrn-0000195655.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296668,Scarlet Morning Glory,1,vrn-0001296668.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297294,Beach Morning Glory,1,vrn-0001297294.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297295,Morning Glory,1,vrn-0001297295.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297252,Wild Potato,1,vrn-0001297252.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296638,Railroad Vine,1,vrn-0001296638.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296638,Goats Foot,1,vrn-0001296638.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296638,Bay Hops,1,vrn-0001296638.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001296638,Bay Winders,1,vrn-0001296638.04,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297271,Little Bell,1,vrn-0001297271.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001046047,Coastal Iresine,1,vrn-0001046047.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000063804,Beach Iva,1,vrn-0000063804.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000063804,Sea Coast Marsh Elder,1,vrn-0000063804.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000063804,Dune Marsh Elder,1,vrn-0000063804.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000778816,Cancer Tree,1,vrn-0000778816.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000778816,What O’clock,1,vrn-0000778816.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000778816,Clock Bush,1,vrn-0000778816.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000778816,Knucker Box,1,vrn-0000778816.04,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297070,Sandy Plain Cluster Vine,1,vrn-0001297070.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297277,Havanna Cluster Vine,1,vrn-0001297277.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000355259,Bert's Joe Wood,1,vrn-0000355259.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000355243,Joe Wood,1,vrn-0000355243.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000355243,Joe Bush,1,vrn-0000355243.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000355243,Iron Wood,1,vrn-0000355243.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000355243,Wash Wood,1,vrn-0000355243.04,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000355243,Cudjoe Wood,1,vrn-0000355243.05,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000813884,Azors Jasmine,1,vrn-0000813884.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000355559,Red Cedar,1,vrn-0000355559.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000357656,Life Leaf,1,vrn-0000357656.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000357656,Leaf of Life,1,vrn-0000357656.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000357656,Life Plant,1,vrn-0000357656.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000356032,Ironwood,1,vrn-0000356032.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000356032,Leadwood,1,vrn-0000356032.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000356032,Black Ironwood,1,vrn-0000356032.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000008040,Chicory,1,vrn-0000008040.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000008040,Wild Lettuce,1,vrn-0000008040.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000358854,White Mangrove,1,vrn-0000358854.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000222990,Wild Sage,1,vrn-0000222990.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000222998,Inagua Sage,1,vrn-0000222998.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000223103,Bahama Sagebrush,1,vrn-0000223103.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000223194,White Sage,1,vrn-0000223194.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000223194,Big Sage,1,vrn-0000223194.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000877532,Bamboo Grass,1,vrn-0000877532.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000877532,Wild Cane,1,vrn-0000877532.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000877532,Cane Grass,1,vrn-0000877532.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000877532,Tibisee,1,vrn-0000877532.04,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000224027,Wild Oak,1,vrn-0000224027.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000224027,Lightwood,1,vrn-0000224027.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000224027,Bitters,1,vrn-0000224027.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000422338,Parasitic Ghost Plant,1,vrn-0000422338.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000360833,Wild Pepper Grass,1,vrn-0000360833.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000906645,Spike Grass,1,vrn-0000906645.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000164084,Jumbay,1,vrn-0000164084.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000164084,Cow Bush,1,vrn-0000164084.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000164084,Jump and Go Jumbie Bean,1,vrn-0000164084.03,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000164084,Lead Tree,1,vrn-0000164084.04,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000813266,Thatch Palm,1,vrn-0000813266.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000813266,Buffalo Top,1,vrn-0000813266.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001272291,Bahama Flax,1,vrn-0001272291.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001046051,Moss like Lithophila,1,vrn-0001046051.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000183559,Geno-Geno,1,vrn-0000183559.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000443162,Primrose,1,vrn-0000443162.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000183523,Wild Tamarind,1,vrn-0000183523.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000182223,Horse Flesh,1,vrn-0000182223.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000182223,Horse Flesh Mahogany,1,vrn-0000182223.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000181730,Wild Bush Bean,1,vrn-0000181730.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001249857,Touch Me Not,1,vrn-0001249857.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001249857,Wild Cherry,1,vrn-0001249857.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000449489,False Mallow,1,vrn-0000449489.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000449492,Wax Mallow,1,vrn-0000449492.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000449492,Turk's Turban,1,vrn-0000449492.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001287101,Wooly Nipple Cactus,1,vrn-0001287101.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000371248,Mango,1,vrn-0000371248.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000235813,Wild Dilly,1,vrn-0000235813.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000235813,Wild Sapodilly,1,vrn-0000235813.02,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000235995,Dilly,1,vrn-0000235995.01,Flora by Common Names. Leon Levy Native Plant Preserve.,EN,BS,https://levypreserve.org/flora-by-common-name/,Leon Levy Native Plant Preserve.,All rights Preserved
