WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation,Volume,Part
wfo-0000520275,ver-THA-0000520275.01,ya khao kam (หญ้าข้าวกล่ำ)(Northeastern),0.0,ref-THA-0000520275,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01081,Forest Herbarium,All rights reserved,"Adenosma caerulea. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 147. Accessed 2021-07-31",5,2
wfo-0000520275,ver-THA-0000520275.02,sanam chao rai (สนำชาวไร่)(Southeastern),0.0,ref-THA-0000520275,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01081,Forest Herbarium,All rights reserved,"Adenosma caerulea. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 147. Accessed 2021-07-31",5,2
wfo-0000520282,ver-THA-0000520282.01,hom kratai (ห้อมกระต่าย)(Northeastern),0.0,ref-THA-0000520282,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01084,Forest Herbarium,All rights reserved,"Adenosma debilis . Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 151. Accessed 2021-07-31",5,2
wfo-0000520284,ver-THA-0000520284.01,khanam chao rai (ขนำชาวไร่)(Southeastern),0.0,ref-THA-0000520284,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01086,Forest Herbarium,All rights reserved,"Adenosma elshollzioides. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 151. Accessed 2021-07-31",5,2
wfo-0000520291,ver-THA-0000520291.01,phrik nai phran (พริกนายพราน)(Southwestern),0.0,ref-THA-0000520291,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01082,Forest Herbarium,All rights reserved,"Adenosma hirsuta. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 148. Accessed 2021-07-31",5,2
wfo-0000520291,ver-THA-0000520291.02,thong theng (โทงเทง)(Peninsular),0.0,ref-THA-0000520291,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01082,Forest Herbarium,All rights reserved,"Adenosma hirsuta. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 148. Accessed 2021-07-31",5,2
wfo-0000520291,ver-THA-0000520291.03,sose (โซเซ)(Peninsular),0.0,ref-THA-0000520291,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01082,Forest Herbarium,All rights reserved,"Adenosma hirsuta. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 148. Accessed 2021-07-31",5,2
wfo-0000520292,ver-THA-0000520292.01,phrik kratai (พริกกระต่าย)(Southeastern),0.0,ref-THA-0000520292,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01083,Forest Herbarium,All rights reserved,"Adenosma indiana. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 150. Accessed 2021-07-31",5,2
wfo-0000520292,ver-THA-0000520292.02,kratai cham (กระต่ายจาม)(Southwestern),0.0,ref-THA-0000520292,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01083,Forest Herbarium,All rights reserved,"Adenosma indiana. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 150. Accessed 2021-07-31",5,2
wfo-0000520292,ver-THA-0000520292.03,sose (โซเซ)(Eastern),0.0,ref-THA-0000520292,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01083,Forest Herbarium,All rights reserved,"Adenosma indiana. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 150. Accessed 2021-07-31",5,2
wfo-0000520292,ver-THA-0000520292.04,khao kam (ข้าวก่ำ)(Eastern),0.0,ref-THA-0000520292,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01083,Forest Herbarium,All rights reserved,"Adenosma indiana. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 150. Accessed 2021-07-31",5,2
wfo-0000536492,ver-THA-0000536492.01,thian yipun (เทียนญี่ปุ่น)(Central),0.0,ref-THA-0000536492,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01180,Forest Herbarium,All rights reserved,"Angelonia goyazensis. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 217. Accessed 2021-07-31",5,2
wfo-0000536492,ver-THA-0000536492.02,waeo wichian (แวววิเชียร)(Central),0.0,ref-THA-0000536492,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01180,Forest Herbarium,All rights reserved,"Angelonia goyazensis. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 217. Accessed 2021-07-31",5,2
wfo-0000549895,ver-THA-0000549895.01,kao nam (กาวน้ำ)(Northeastern),0.0,ref-THA-0000549895,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01123,Forest Herbarium,All rights reserved,"Artanema longifolium. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 176. Accessed 2021-07-31",5,2
wfo-0000549895,ver-THA-0000549895.02,ya-khai na (หญ้าไข่นา)(Northeastern),0.0,ref-THA-0000549895,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01123,Forest Herbarium,All rights reserved,"Artanema longifolium. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 176. Accessed 2021-07-31",5,2
wfo-0000558282,ver-THA-0000558282.01,phak mi (ผักมิ)(Central),0.0,ref-THA-0000558282,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01078,Forest Herbarium,All rights reserved,"Bacopa monnieri. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 145. Accessed 2021-07-31",5,2
wfo-0000558282,ver-THA-0000558282.02,phrom mi (พรมมิ)(Central),0.0,ref-THA-0000558282,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01078,Forest Herbarium,All rights reserved,"Bacopa monnieri. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 145. Accessed 2021-07-31",5,2
wfo-0000573579,ver-THA-0000573579.01,ya khao kam (หญ้าข้าวกล่ำ)(Southeastern),0.0,ref-THA-0000573579,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01203,Forest Herbarium,All rights reserved,"Buchnera cruciata. Flora of Thailand. Vol. 5. Part 2, 1990. Pg. 230. Accessed 2021-07-31",5,2
