WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-0000211685,use,EN,Timber used for indoor construction and for plywood.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000211685,Forest Herbarium,All rights reserved,"Acrocarpus fraxinifolius. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 50. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00688,4,1
wfo-0000186209,use,EN,"Timber used for construction, e.g. bridges, components of houses; young seeds edible.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000186209,Forest Herbarium,All rights reserved,"Afzelia xylocarpa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 127. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00777,4,1
wfo-0000214186,use,EN,"Seeds are like cat’s eyes and used as medicine in India, Malay Peninsular and Archipelago; no such medicinal use reported for Thailand.","K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000214186,Forest Herbarium,All rights reserved,"Caesalpinia bonduc. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 72. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00708,4,1
wfo-0000196945,use,EN,Young shoots are locally consumed as fresh vegetable.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000196945,Forest Herbarium,All rights reserved,"Caesalpinia mimosoides. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 67. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00704,4,1
wfo-0000214430,use,EN,From the wood a red dye can be obtained. The shrub is used also in hedges.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000214430,Forest Herbarium,All rights reserved,"Caesalpinia sappan. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 65. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00702,4,1
wfo-0000214708,use,EN,Ornamental. Pods used as in <i>C. fistula</i>.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000214708,Forest Herbarium,All rights reserved,"Cassia agnes. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 106. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00750,4,1
wfo-0000214719,use,EN,Decoction of leaves used against ring-worm and other skin diseases.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000214719,Forest Herbarium,All rights reserved,"Cassia alata. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 108. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00753,4,1
wfo-0000192840,use,EN,Timber. Pods used as in <i>C. fistula</i>.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000192840,Forest Herbarium,All rights reserved,"Cassia bakeriana. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 105. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00749,4,1
wfo-0000163802,use,EN,Timber used locally; pods harvested for medical purposes (laxative).,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000163802,Forest Herbarium,All rights reserved,"Cassia fistula. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 103. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00747,4,1
wfo-0000163856,use,EN,Roots said to be of medical value.,"K. Larsen, S.S. Larsen, J.E. Vidal",,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000163856,Forest Herbarium,All rights reserved,"Cassia fruticosa. Flora of Thailand. Vol. 4. Part 1, 1984. Pg. 116. Accessed 2021-07-31",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=00761,4,1
