wfo_id,AssessmentID,TaxonID,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,url,citation
wfo-0000381827,241175792,31629,Neea ekmanii,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,NYCTAGINACEAE,Neea,ekmanii,,,,Heimerl,Critically Endangered,"B1ab(iii,iv); D",3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t31629a241175792.es,"(2022). Neea ekmanii: Verdecia Pérez, R.M. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t31629a241175792.es"
wfo-0000780731,241183991,31690,Synapsis ilicifolia,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,SCHLEGELIACEAE,Synapsis,ilicifolia,,,,Griseb.,Critically Endangered,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v); D",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t31690a241183991.es,"(2022). Synapsis ilicifolia: González Gutiérrez, P. &amp; Gómez Hechavarría, J.L. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t31690a241183991.es"
wfo-0000720599,241184322,31620,Hernandia cubensis,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,HERNANDIACEAE,Hernandia,cubensis,,,,Griseb.,Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t31620a241184322.es,"(2022). Hernandia cubensis: Hérnandez-Rodríguez, S. &amp; Gómez Hechavarría, J.L. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t31620a241184322.es"
wfo-0000427285,241184616,241178720,Wallenia maestrensis,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,PRIMULACEAE,Wallenia,maestrensis,,,,Panfet & Ventosa,Critically Endangered,"B1ab(ii,iii,v); D",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2025-1.rlts.t241178720a241184616.es,"(2022). Wallenia maestrensis: Torres, E. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2025-1.rlts.t241178720a241184616.es"
wfo-0000422274,241261968,241248216,Vaccinium shaferi,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,ERICACEAE,Vaccinium,shaferi,,,,Acuña & Roíg,Critically Endangered,"B1ab(iii,v)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241248216a241261968.es,"(2022). Vaccinium shaferi: Berazaín, R. &amp; Hérnandez-Rodríguez, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241248216a241261968.es"
wfo-0000457577,241262477,241243592,Tetralix cristalensis,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Tetralix,cristalensis,,,,Bisse,Critically Endangered,"B2ab(iii,v)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241243592a241262477.es,"(2022). Tetralix cristalensis: Gómez Hechavarría, J.L. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241243592a241262477.es"
wfo-0000457585,241262784,241243542,Tetralix jaucoensis,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Tetralix,jaucoensis,,,,Bisse,Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241243542a241262784.es,"(2022). Tetralix jaucoensis: Gómez Hechavarría, J.L. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241243542a241262784.es"
wfo-0001040616,241263165,241232468,Varronia intricata,PLANTAE,TRACHEOPHYTA,BORAGINALES,MAGNOLIOPSIDA,CORDIACEAE,Varronia,intricata,,,,(C.Wright) Borhidi ex Feuillet,Critically Endangered,"A3ce; B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241232468a241263165.es,"(2022). Varronia intricata: Gómez Hechavarría, J.L. &amp; García-Lahera, J.P. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241232468a241263165.es"
wfo-0000621086,241263597,241230983,Cordia vanhermannii,PLANTAE,TRACHEOPHYTA,BORAGINALES,MAGNOLIOPSIDA,CORDIACEAE,Cordia,vanhermannii,,,,Alain,Critically Endangered,"B1ab(iii,v); D",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241230983a241263597.es,"(2022). Cordia vanhermannii: Gómez Hechavarría, J.L. &amp; Testé, E. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241230983a241263597.es"
wfo-0001418071,241264524,241243609,Tetralix moaensis,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Tetralix,moaensis,,,,Bisse,Critically Endangered,"A3c; B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241243609a241264524.es,"(2022). Tetralix moaensis: González Gutiérrez, P. &amp; Gómez Hechavarría, J.L. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241243609a241264524.es"
wfo-0000332911,241264672,31698,Vitex acunae,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,LAMIACEAE,Vitex,acunae,,,,Borhidi & O.Muñiz,Critically Endangered,"B2ab(ii,iii,v)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2025-1.rlts.t31698a241264672.es,"(2022). Vitex acunae: González-Oliva, L. &amp; Torres, E. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2025-1.rlts.t31698a241264672.es"
wfo-0000422980,241264998,38927,Vaccinium bissei,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,ERICACEAE,Vaccinium,bissei,,,,R.Berazaín,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t38927a241264998.es,"(2022). Vaccinium bissei: Berazaín, R. &amp; Hérnandez-Rodríguez, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t38927a241264998.es"
wfo-0001336659,241270318,241269572,Buxus koehleri,PLANTAE,TRACHEOPHYTA,BUXALES,MAGNOLIOPSIDA,BUXACEAE,Buxus,koehleri,,,,P.A.González & Borsch,Critically Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-1.rlts.t241269572a241270318.es,"(2023). Buxus koehleri: González Gutiérrez, P. &amp; Gómez Hechavarría, J. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-1.rlts.t241269572a241270318.es"
wfo-0000576440,241271122,241269088,Buxus acuminata,PLANTAE,TRACHEOPHYTA,BUXALES,MAGNOLIOPSIDA,BUXACEAE,Buxus,acuminata,,,,(Griseb.) Müll.Arg.,Critically Endangered,"B1ab(ii,iii,v)+2ab(ii,iii,v)",3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241269088a241271122.es,"(2023). Buxus acuminata: González Gutiérrez, P. &amp; Testé, E. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241269088a241271122.es"
wfo-0000923827,241274558,241274556,Casearia angustifolia,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Casearia,angustifolia,,,,A.C.Sm.,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241274556a241274558.en,"(2023). Casearia angustifolia: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241274556a241274558.en"
wfo-0000239450,241274578,241274576,Antidesma trichophyllum,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PHYLLANTHACEAE,Antidesma,trichophyllum,,,,A.C.Sm.,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241274576a241274578.en,"(2023). Antidesma trichophyllum: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241274576a241274578.en"
wfo-0000238006,241274588,241274586,Antidesma pacificum,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PHYLLANTHACEAE,Antidesma,pacificum,,,,Müll.Arg.,Critically Endangered,B2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241274586a241274588.en,"(2023). Antidesma pacificum: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241274586a241274588.en"
wfo-0001342033,241274778,241274776,Huberantha capillata,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,ANNONACEAE,Huberantha,capillata,,,,(A.C.Sm.) Chaowasku,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241274776a241274778.en,"(2023). Huberantha capillata: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241274776a241274778.en"
wfo-0000218770,241274828,241274826,Ixora myrsinoides,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Ixora,myrsinoides,,,,A.C.Sm.,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241274826a241274828.en,"(2023). Ixora myrsinoides: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241274826a241274828.en"
wfo-0000973216,241275139,241275137,Glochidion euryoides,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PHYLLANTHACEAE,Glochidion,euryoides,,,,A.C.Sm.,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275137a241275139.en,"(2023). Glochidion euryoides: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275137a241275139.en"
wfo-0000973390,241275159,241275157,Glochidion melvilleorum,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,PHYLLANTHACEAE,Glochidion,melvilleorum,,,,Airy Shaw,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275157a241275159.en,"(2023). Glochidion melvilleorum: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275157a241275159.en"
wfo-0001340759,241275318,241275316,Meiogyne insularis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,ANNONACEAE,Meiogyne,insularis,,,,(A.C.Sm.) B.Xue & R.M.K.Saunders,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275316a241275318.en,"(2023). Meiogyne insularis: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275316a241275318.en"
wfo-0000452971,241275328,241275326,Melicope flaviflora,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,RUTACEAE,Melicope,flaviflora,,,,A.C.Sm.,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275326a241275328.en,"(2023). Melicope flaviflora: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275326a241275328.en"
wfo-0001260905,241275378,241275376,Melochia roseiflora,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Melochia,roseiflora,,,,A.C.Sm.,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275376a241275378.en,"(2023). Melochia roseiflora: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275376a241275378.en"
wfo-0001338819,241275398,241275396,Myrsine crassiramea,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,PRIMULACEAE,Myrsine,crassiramea,,,,(A.C.Sm.) Ricketson & Pipoly,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275396a241275398.en,"(2023). Myrsine crassiramea: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275396a241275398.en"
wfo-0000284917,241275528,241275526,Psychotria araiosantha,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Psychotria,araiosantha,,,,A.C.Sm. & S.P.Darwin,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275526a241275528.en,"(2023). Psychotria araiosantha: Tuiwawa, M., Vido, S., Naikatini, A., Navuso, J., Tubuitamana, P., Beech, E. &amp; Tuiwawa, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t241275526a241275528.en"
