wfo_id,AssessmentID,TaxonID,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes,url,citation
wfo-0000520932,211813910,31806,Adinandra maculosa,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,PENTAPHYLACACEAE,Adinandra,maculosa,,,,T. Anderson ex Dyer,Near Threatened,B2b(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2025-2.rlts.t31806a211813910.en,"(2021). Adinandra maculosa: de Kok, R. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2025-2.rlts.t31806a211813910.en"
wfo-0000694257,211813956,211716087,Garcinia cuspidata,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,CLUSIACEAE,Garcinia,cuspidata,,,,King,Near Threatened,A4c,3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2024-1.rlts.t211716087a211813956.en,"(2022). Garcinia cuspidata: de Kok, R. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-1.rlts.t211716087a211813956.en"
wfo-0000694286,211813961,211716104,Garcinia dryobalanoides,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,CLUSIACEAE,Garcinia,dryobalanoides,,,,Pierre,Near Threatened,B2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2025-2.rlts.t211716104a211813961.en,"(2022). Garcinia dryobalanoides: de Kok, R. &amp; Barstow, M. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2025-2.rlts.t211716104a211813961.en"
wfo-0000694494,211813981,211716415,Garcinia mottleyana,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,CLUSIACEAE,Garcinia,mottleyana,,,,Pierre,Near Threatened,B2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2023-1.rlts.t211716415a211813981.en,"(2023). Garcinia mottleyana: de Kok, R. &amp; Julia, S. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2023-1.rlts.t211716415a211813981.en"
wfo-0000520912,211814261,211764248,Adinandra laotica,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,PENTAPHYLACACEAE,Adinandra,laotica,,,,Gagnep.,Near Threatened,B2b(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t211764248a211814261.en,"(2022). Adinandra laotica: de Kok, R. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t211764248a211814261.en"
wfo-0000927227,211832277,209947177,Croton aequatoris,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Croton,aequatoris,,,,Croizat,Near Threatened,B2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t209947177a211832277.es,"(2023). Croton aequatoris: Román-RR, R., Fernández Fernández, D. &amp; Palacios, W.A. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t209947177a211832277.es"
wfo-0000809435,211832427,210026959,Palicourea cutucuana,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Palicourea,cutucuana,,,,C.M.Taylor,Near Threatened,B2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t210026959a211832427.es,"(2023). Palicourea cutucuana: Román-RR, R., Fernández Fernández, D. &amp; Palacios, W.A. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t210026959a211832427.es"
wfo-0000317075,211832442,46114,Stilpnophyllum grandifolium,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Stilpnophyllum,grandifolium,,,,L.Andersson,Near Threatened,B2ab(iii),3.1,Unknown,Global,https://doi.org/10.2305/iucn.uk.2024-2.rlts.t46114a211832442.es,"(2023). Stilpnophyllum grandifolium: Román-RR, R., Palacios, W.A. &amp; Fernández Fernández, D. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2024-2.rlts.t46114a211832442.es"
wfo-0000513786,211923885,211564732,Acanthosyris falcata,PLANTAE,TRACHEOPHYTA,SANTALALES,MAGNOLIOPSIDA,SANTALACEAE,Acanthosyris,falcata,,,,Griseb.,Near Threatened,A2c,3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211564732a211923885.en,"(2022). Acanthosyris falcata: Rivers, M.C. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211564732a211923885.en"
wfo-0000756280,211923895,211564881,Adelia membranifolia,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Adelia,membranifolia,,,,(Müll.Arg.) Chodat & Hassl.,Near Threatened,A2c,3.1,Decreasing,Global,https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211564881a211923895.en,"(2021). Adelia membranifolia: Rivers, M.C. *IUCN Red List of Threatened Species*, https://doi.org/10.2305/iucn.uk.2022-2.rlts.t211564881a211923895.en"
