taxonID,scientificName,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,url
wfo-0000426378,Valerianella locusta,reproductive,en,Flowers: April to June.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426378,Valerianella locusta,diagnosis,en,"Plants from coastal sand-dunes are often much shorter (maximally 5 cm), with only a couple of rosette-leaves (as opposed to c. 5 normally).",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426318,Valerianella carinata,diagnosis,en,"Similar to V. locusta but with oblong fruits, longer than wide with a deep, wide groove on one side and with the outer wall of fertile cell not spongy",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426318,Valerianella carinata,ecology,en,"Similar habitats to V. locusta but much rarer; seemingly rather rare, although probably under-recorded.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426318,Valerianella carinata,reproductive,en,Flowers: April to June.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426144,Valerianella rimosa,diagnosis,en,"Similar to V. locusta but more erect and taller (15–40 cm) with narrower leaves and with the flowers on longer stalks and so in more open cymes; the fruits smooth, not grooved, clearly crowned by a single calyx tooth, the fertile cell smaller than the sterile cells and with the outer wall of fertile cell not spongy.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426144,Valerianella rimosa,ecology,en,Tilled fields; mainly in the south and east; rare and declining.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426144,Valerianella rimosa,reproductive,en,Flowers: April to June.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426267,Valerianella dentata,diagnosis,en,"Similar in general appearance to V. locusta but more erect and taller; the calyx with distinct, persistent teeth, one of which is much larger than the others; the fruit sometimes smooth but often distinctly hairy, with 2 small ribs incorporating the 2, very small, sterile cells ",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426267,Valerianella dentata,ecology,en,Tilled fields; now largely in the south; very rare and declining.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426267,Valerianella dentata,reproductive,en,Flowers: April to June.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426953,Valeriana officinalis,morphology,en,"Perennial, with unbranched, erect stems 50–125 cm high. Leaves pinnate, with 9–13, lanceolate, usually toothed leaflets. Flowers 5 mm across in large terminal corymbs. Calyx-teeth minute in flower, developing into a feathery pappus in fruit. Corolla pink, regular, with a long tube. Stamens 3; styles 3-lobed; both clearly protruding. Fruit achene-like. ",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426953,Valeriana officinalis,ecology,en,"Ditches, river sides, reed-beds and damp woods; very frequent and widespread.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426953,Valeriana officinalis,reproductive,en,Flowers: May to August.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000426953,Valeriana officinalis,general,en,"The great variability in leaflet size and shape which this species exhibits is, to some extent, related to variability in chromosome number. Small plants, with narrow leaves and with twice the normal number of chromosomes, are found on dry, calcareous ground. Larger plants, with broader leaves and four times the normal number of chromosomes, occur in damper places. Intermediates abound, however, and Irish plants require further investigation.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000594324,Centranthus ruber,morphology,en,"A hairless, upright, bushy perennial, slightly woody at the base, 25–60 cm high. Leaves oval to lanceolate, usually undivided, untoothed and slightly pale bluish-green, the upper ones stalkless. Flowers in dense, elongated panicles. Calyx as in Valeriana. Corolla with a long tube, usually bright red, rarely pink or white; with one lobe of the corolla widely separated from the other four, and with a long, slender spur at the base. Stamen and stigma 1, protruding. Fruit achene-like.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000594324,Centranthus ruber,ecology,en,"Old walls and rocks and waste-ground and railway banks; mainly near the south and east coasts; locally abundant, especially near towns in the south and in Dublin.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000594324,Centranthus ruber,reproductive,en,Flowers: May to June.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000594324,Centranthus ruber,distribution,en,Native of the Mediterranean.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000521309,Adoxa moschatellina,morphology,en,"A delicate, hairless perennial herb, 7–18 cm high. Leaves twice- to thrice-ternate, all basal except for one pair halfway up the stem. Flowers small, green in crowded, cuboidal, 5-flowered heads. The top, terminal flower of each head with 4 petals, 8 stamens and 4 styles; the surrounding 4 flowers with 5 petals, 10 stamens and 5 styles. Ovary inferior. Fruit, rarely formed, a dry drupe.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000521309,Adoxa moschatellina,ecology,en,"Scrubby woods. Doubtfully native at Cave Hill, near Belfast.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000521309,Adoxa moschatellina,reproductive,en,Flowering: April to May,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000439387,Sambucus ebulus,morphology,en,"An evergreen shrub up to 3 m high. Young shoots sticky with glandular down. Leaves alternate, stalkless, oval, finely toothed, shining, rather leathery, hairless, 3–6 cm long. Flowers in terminal racemes or panicles. Sepals 5, united at the base with the hypanthium. Petals 5, deep reddish-pink, free but with their lower parts forming an apparent tube. Stamens 5. Ovary 2-celled, semi-inferior; style single. Fruit a capsule (rarely formed in Ireland).",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000439387,Sambucus ebulus,ecology,en,Cultivated for ornament and as a wind-break near the sea; very locally naturalised in the south and west.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000439387,Sambucus ebulus,reproductive,en,Flowering: June to September.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000439387,Sambucus ebulus,distribution,en,Native of temperate South America,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000450682,Menyanthes trifoliata,morphology,en,"Usually an aquatic perennial herb with long creeping, submerged stems. Leaves all basal, raised above the surface of the water on long stalks; with three oval entire leaflets, about 5 cm long. Flowering stems 12–30 cm tall with a dense terminal raceme of 10–20 pinkish-white flowers. Calyx deeply 5-lobed. Corolla 5-lobed; each lobe conspicuously fringed with many long white hairs on the inside. Stamens inserted either near the top of the corolla-tube or near its base. ",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000450682,Menyanthes trifoliata,ecology,en,"Wet bogs and margins of pools and lakes; very frequent in most districts, though somewhat less common in the south-east.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000450682,Menyanthes trifoliata,reproductive,en,Flowering: April to July.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000382361,Nymphoides peltata. ,morphology,en,"An aquatic perennial with floating leaves and flowers. Leaves 3–10 cm; orbicular and deeply cordate at the base on long stalks; leaves on flowering stems opposite; others alternate. Flowers in few-flowered clusters on long (3–10 cm) pedicels. Calyx deeply divided. Corolla yellow, 3 cm across.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000382361,Nymphoides peltata. ,ecology,en,"Known from a number of loughs near Belfast, ponds near Cork and Dublin and the lower Lake at Killarney.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000382361,Nymphoides peltata. ,reproductive,en,Flowering: Julyl to September.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000828550,Campanula rotundifolia,morphology,en,"Stems very slender. Basal leaves round or heart-shaped, crenate; lower stem-leaves lanceolate, upper linear. Flowers drooping, blue, solitary or in a short raceme, shortly pedicelled. Calyx-teeth very slender.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000828550,Campanula rotundifolia,ecology,en,"Pastures, heaths, sandhills and mountain cliffs; locally abundant in parts of the north and west, rare elsewhere.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000828550,Campanula rotundifolia,reproductive,en,Flowers: July to August,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000827620,Campanula latifolia,morphology,en,"Stems rounded or bluntly ridged, erect, usually softly hairy, 50–120 cm high. Leaves broadly lanceolate, shallowly toothed with a tapering base. Flowers erect or slightly spreading, on very long pedicels. Calyx-teeth spreading in flower and turned back in fruit. Corolla violet-blue, 40–50 mm across.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000827620,Campanula latifolia,ecology,en,"Shady riverbanks and by the sides Lough Neagh; occasional in the north especially Tyrone, Down, Antrim and Londonderry, very rare elsewhere.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000827620,Campanula latifolia,reproductive,en,Flowers: July to August,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000829176,Campanula trachelium,diagnosis,en,"Similar to C. latifolia but with sharply 4-angled stems up to 100 cm, shortly stalked and coarsely toothed stem-leaves, cut-off square at the base; calyx-teeth which are not spreading in flower or turned back in fruit and a corolla 25–35 mm across.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000829176,Campanula trachelium,ecology,en,Wooded riverbanks in the south-east (mainly in the Nore Valley) as a native; very rare and alien elsewhere.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000829176,Campanula trachelium,reproductive,en,Flowers: July to August,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000828416,Campanula rapunculoides,morphology,en,"Stems rounded, erect, sparsely hairy, 30–60 cm high. Leaves oval or triangular, toothed, stalkless. Flowers drooping. Calyx-teeth erect and held against the corolla, turning back soon after flowering. Corolla violet-blue, 20–30 mm across. ",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000828416,Campanula rapunculoides,ecology,en,"Roadsides, waste-places and as a garden weed, mainly in the east; rather rare; but sometimes persistent and in great quantity.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000828416,Campanula rapunculoides,reproductive,en,Flowers: July to September,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000828416,Campanula rapunculoides,general,en,"The somewhat similar Campanula portenschlagiana, with greyish-blue flowers, is barely naturalised in a few places on walls and road sides mainly in the south. It may be confused with the violet-flowered Campanula poscharskyana, however. The distribution of these species in Ireland requires clarification.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000828416,Campanula rapunculoides,distribution,en,Native of Eurasia.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000819828,Wahlenbergia hederacea,morphology,en,"A delicate perennial with slender, prostrate stems. Leaves broadly triangular or nearly round, palmately lobed, stalked. Flowers solitary, borne opposite the leaves, on very long, slender pedicels. Corolla bell-shaped, pale blue. Stigmas 3.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000819828,Wahlenbergia hederacea,ecology,en,"Riverbanks and damp grassy places, in the south-west; rare and declining and now almost absent from the south-east.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000819828,Wahlenbergia hederacea,reproductive,en,Flowers: July to August,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000813712,Jasione montana,morphology,en,"Usually biennial, 5–50 cm high. Leaves oblong-lanceolate or spoon-shaped, undulate and hairy; the basal ones narrowing towards the base and forming a rosette. Flowering stems leafy and unbranched in the upper half, leafy and often branched in the lower. Flowers small and numerous, bright blue, stalked, in terminal heads 10–20 mm across, surrounded by a series of toothed, green bracts. Calyx-teeth narrow; corolla very deeply cut into 5 narrow lobes. Anthers releasing their pollen onto the curved hairs at the top of the style; the style eventually protrudes carrying the pollen with it. Style single, stigmas 2.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000813712,Jasione montana,ecology,en,"Heaths, walls, rocky and sandy places in the mountains or by the coast; very rare in the centre; frequent elsewhere.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000813712,Jasione montana,reproductive,en,Flowers: June to August,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000813712,Jasione montana,general,en,"Easily mistaken for a member of the Asteraceae or Dipsacaceae, but the flowers are stalked, have a 5-toothed calyx and the fruits are capsules containing several seeds. Plants from coastal cliffs and walls are often rather robust with larger than normal bracts; those from sand-dunes are often decumbent.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000815533,Lobelia dortmanna,morphology,en,"A submerged, aquatic perennial with a rosette of linear, blunt, thick basal leaves 3–7 cm long, hollow and with a partition down the centre, forming two longitudinal tubes. Flowering stem leafless and unbranched, erect, rising 15–25 cm above the water surface. Flowers pale violet, drooping, in a graceful raceme. Corolla irregular, with a long, slender tube, slit along the top, and 2 lips, the upper with 2 narrow, erect lobes, the lower with 3 broader, spreading lobes. Stamens concealed within the corolla-tube.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000815533,Lobelia dortmanna,ecology,en,"Lake-margins; frequent in the extreme west (Kerry to Donegal), very rare elsewhere.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000815533,Lobelia dortmanna,reproductive,en,Flowers: July to August,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000815533,Lobelia dortmanna,general,en,"This species can be confused with Isoetes lacustris (2. Isoetaceae) which looks vegetatively similar and is found in similar situations. It differs in possessing 4 longitudinal air-canals in its leaves, which also contain easily visible, horizontal partitions.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000729203,Ilex aquifolium,morphology,en,"A dioecious, evergreen shrub or small tree, with smooth, grey bark and green twigs. Leaves alternate, thick and leathery, shining, oval, shortly stalked, those on young trees and the lower branches of old trees with a wavy margin armed with spiny teeth; those on the upper branches of older trees flat, entire, without spines. Flowers 8–10 mm across, regular, in small, axillary cymes. Sepals and petals 4, free; stamens 4, present but sterile in female flowers; ovary superior, 4-celled, abortive but visible in male flowers. Petals white. Fruit a scarlet, berry-like drupe with several seeds, each enclosed in a stony endocarp.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000729203,Ilex aquifolium,ecology,en,"Woods, hedges and rocky ground; very frequent.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000729203,Ilex aquifolium,reproductive,en,Flowers: May to August,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
