taxonID,scientificName,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,url
wfo-0000538624,Anthriscus caucalis,morphology,en,"Annual. Stem weak, hollow, hairless, 25–50 cm high. Leaves hairy, rather small, twice- or thrice-pinnate. Umbels small, shortly stalked, opposite the leaves with 3–6 rays. Bracts 0 or rarely 1. Fruit 2 mm, ovoid, covered, except for the beak, with hooked bristles.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000538624,Anthriscus caucalis,ecology,en,"Sandy banks and road sides near the sea, mainly from Lough Foyle to Waterford; rare.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000434334,Scandix pecten-veneris,morphology,en,"A hairy annual, 15–50 cm high, with spreading branches. Leaves narrow, twice- or thrice-pinnate; segments linear. Umbels small, with 2 or 3 rays, or sometimes unbranched. Bracts absent; bracteoles about 5; fruit long, slender, consisting mainly of a long beak 3–4 times as long as the remainder. ",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000434334,Scandix pecten-veneris,ecology,en,"Tilled fields; very rare, possibly extinct.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000371898,Myrrhis odorata,morphology,en,"A hairy, aromatic perennial, smelling of aniseed; stem stout, hollow, grooved, branched, 60–100 cm high. Leaves large, twice- or thrice-pinnate, fern-like, flecked with white; leaflets toothed and pinnatifid. Umbels terminal, small, with 8–12 rays. Bracts absent; bracteoles 5–8, membranous, drooping. Flowers white. Fruit 15–20 mm, black, 3–4 times as long as broad, sharply ridged.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000371898,Myrrhis odorata,ecology,en,"Road sides and waste-places; occasional in the north, extremely rare in the south. A former pot-herb.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000431292,Smyrnium olusatrum,morphology,en,"A coarse, hairless biennial or perennial, 50–120 cm high, with hollow, grooved stems. Leaves shining, ternate or biternate, the upper ones with a strongly inflated sheathing stalk; leaflets oval, toothed 4–5 cm long. Flowers yellowish-green, usually hermaphrodite though sometimes male, in umbels with 8–12 rays; bracts absent, bracteoles very small. Fruit broadly ovoid, strongly ridged, with diverging styles.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000431292,Smyrnium olusatrum,ecology,en,"Hedges, road sides and waste-places; locally abundant near the coast, rarer inland. Formerly cultivated for culinary use.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000619241,Conopodium majus,morphology,en,"A hairless perennial, with a slender, smooth, often zig-zag stem 30–50 cm high, hollow after flowering, arising from a globular, deeply buried, underground tuber. Leaves few, mostly basal, triangular, mostly thrice-pinnate, withering early; upper stem-leaves twice-pinnate with almost linear leaf segments, with sheathing stalks. Umbels terminal, with 6–10 slender rays, drooping in bud; bracts very few or absent, bracteoles 2–5. Flowers small, white. Fruit 3–4 mm, ovoid-oblong, faintly ridged, with straight, almost erect styles.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000999868,Alchemilla glaucescens,ecology,en,"Woods, heaths and pastures; very frequent.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000391166,Pimpinella saxifraga,morphology,en,"Hairless or very minutely downy. Stem slender, solid, wiry, nearly smooth, 25–50 cm high. Leaves mostly basal, pinnate, with 4–7 pairs of toothed or pinnatifid, stalkless leaflets 15–20 mm long; upper stem-leaves usually finely dissected into numerous narrow segments. Flowers white in terminal umbels. Bracts and bracteoles absent. Fruit 2–2.5 mm, broadly ovoid.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000391166,Pimpinella saxifraga,ecology,en,"Pastures and dry banks; frequent in the centre and south-east, rare elsewhere.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000391450,Pimpinella major,morphology,en,"Stem hollow, brittle, ridged, hairless, often 1 m high. Leaves large, coarse. Leaflets usually 3–4 pairs, stalked, 25–60 mm long, irregularly toothed and lobed. Flowers white or pink.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000391450,Pimpinella major,ecology,en,"Road sides and bushy places; locally frequent in parts of the south and west, absent elsewhere.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000521573,Aegopodium podagraria,morphology,en,"A hairless perennial with creeping rhizomes; flowering stems erect, hollow, grooved, up to 70 cm high. Lower leaves biternate, the upper ternate and often opposite; leaflets broadly lanceolate, pointed, toothed. Umbels terminal, with 12–20 rays; bracts and bracteoles absent. Flowers white. Fruit small, ovoid with long, downwardly curved styles. ",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000521573,Aegopodium podagraria,ecology,en,"Woods, gardens and waste-places, usually near houses; frequent in most districts. Formerly cultivated for medicinal and culinary use.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000431539,Sium latifolium,morphology,en,"A hairless perennial with erect stems 1–2 m high. Leaves simply pinnate; leaflets large, 4–5 on each side, finely and regularly toothed. Umbels large, terminal, with about 25 equal rays; bracts and bracteoles conspicuous, often leafy. Flowers white. Fruit ridged, longer than broad.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000431539,Sium latifolium,ecology,en,Marshes and riverbanks in the centre; rare.,,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000431539,Sium latifolium,morphology,en,"A hairless perennial with erect stems 1–2 m high. Leaves simply pinnate; leaflets large, 4–5 on each side, finely and regularly toothed. Umbels large, terminal, with about 25 equal rays; bracts and bracteoles conspicuous, often leafy. Flowers white. Fruit ridged, longer than broad.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000431539,Sium latifolium,ecology,en,Marshes and riverbanks in the centre; rare.,,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000564539,Berula erecta,morphology,en,"A hairless stoloniferous perennial, about 60 cm high. Leaves simply pinnate; leaflets 7–9 pairs, finely, or coarsely and jaggedly toothed or even lobed. Umbels small, mostly opposite the leaves, with about 12 unequal rays. Bracts and bracteoles present. Flowers white. Fruit smooth, broader than long.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000564539,Berula erecta,ecology,en,"Ditches, streams and canals; frequent in the east and centre, occasional elsewhere.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0001068458,Crithmum maritimum,morphology,en,"A hairless, slightly blue-greyish-green perennial 15–30 cm high. Stem solid. Leaves biternate or bipinnate ; leaflets linear, very fleshy, almost cylindrical, entire. Umbels terminal, on stout peduncles, with 10–20 equal stout rays. Bracts and bracteoles numerous. Flowers greenish-yellow; calyx-teeth absent; petals small, incurved. Fruit ovoid, spongy, ridged.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0001068458,Crithmum maritimum,ecology,en,"Seaside walls, rocks and cliffs. Frequent in most of the south, much rarer in the north.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000384714,Oenanthe lachenalii,morphology,en,"Root club-shaped. Stem slender, thin-walled, 30–60 cm. Leaves long-stalked, the stalk much longer than the blade; upper leaves sub-erect, once-pinnate with 3–6 pairs of entire linear-oblong leaflets; lower leaves sometimes twice-pinnate. Umbels terminal, with 2–5 short stout rays; bracts 0, rarely 1, bracteoles several. Fertile flowers stalkless, the barren ones stalked. Fruit 3–4 mm, ovoid, somewhat flattened, with long (4–5 mm), rigid styles and calyx-teeth.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000385427,Oenanthe fluviatilis,ecology,en,Canals and marshes; mainly in the east and centre; rare.,,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000384714,Oenanthe lachenalii,morphology,en,"Roots with more or less cylindrical tubers developing from the base of the stem. Stem slender, solid or with a slight hollow when older, 30–80 cm high, ribbed. Lower leaves twice-pinnate with lanceolate leaflets, withering early; upper leaves pinnate to twice-pinnate, with linear leaf segments. Umbels terminal, with 7–12 slender rays. Bracts and bracteoles usually present. Pedicels not thickening in fruit. Fruit 2 mm, ovoid, styles about 1 mm.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000384714,Oenanthe lachenalii,ecology,en,Salt- and brackish marshes; frequent but local.,,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000385083,Oenanthe pimpinelloides,morphology,en,"Roots with several rounded tubers 3–5 mm diameter developing some distance from the base of the stem. Stem solid, grooved. Lower leaves twice-pinnate, the segments lanceolate to ovate; upper leaf segments linear. Pedicels thickening in fruit. Fruit 3 mm, cylindrical, ribbed, styles about 3 mm, stout, erect.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000385083,Oenanthe pimpinelloides,ecology,en,"Damp ground near the sea near Mullagh, Co. Clare and Cahersiveen, Co. Kerry.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000385433,Oenanthe crocata,morphology,en,"Stem stout, hollow, grooved, 80–150 cm high. Sap, especially of roots, turning yellow on exposure to air. Leaves large, triangular, thrice-pinnate, leaflets oblong to ovate, with 2 or 3 angular lobes. Umbels large, terminal, with 15–25 long slender rays; bracts and bracteoles present. Flowers white or greenish-white; calyx-teeth rather short. Styles 2 mm, erect in fruit. Very poisonous.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000385433,Oenanthe crocata,ecology,en,"River sides, drains and canals; frequent in the south, east and north, rare in the centre and west.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000385414,Oenanthe aquatica,morphology,en,"Stem erect, hollow, grooved, stout, 50–120 cm high. Leaves twice- or thrice-pinnate; submerged leaflets narrow-linear or hair-like; aerial leaves oblong, usually pinnately-lobed, lanceolate to ovate. Umbels small, opposite the leaves, short-stalked, with 7–12 slender rays; bracts absent, bracteoles several. Flowers all stalked and hermaphrodite. Fruit 3–4 mm, narrowly ovoid .Calyx-teeth short.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000385414,Oenanthe aquatica,ecology,en,"River sides, canals, drains and lake-margins; locally frequent in the centre and more common in the northern half, rare elsewhere.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000385427,Oenanthe fluviatilis,morphology,en,"Stem weak, submerged or floating, later erect, grooved, stout, 50–120 cm high. Segments of submerged leaves twice-pinnate, wedge-shaped, deeply incised. Upper leaf segments shallowly lobed. Umbels rather small, opposite the leaves, short-stalked, with 7–12 slender rays; bracts absent, bracteoles several. Fruit 5–6 mm long and narrow. Calyx-teeth short.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000385427,Oenanthe fluviatilis,ecology,en,Rivers and canals mainly in the centre; rare.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000522564,Aethusa cynapium,morphology,en,"A dark green, hairless, annual. Stem hollow, slightly pale bluish-green (especially on larger plants), leafy, branched, 20–80 cm high. Leaves triangular, twice- or thrice-pinnate; leaflets oval-lanceolate, deeply pinnatifid. Umbels long-stalked, with 6–20 unequal rays. Bracts 0 or 1; bracteoles 3–5 on outer side of each partial umbel, long and directed downwards. Flowers white. Fruit ovoid, 3 mm, sharply ridged. ",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000522564,Aethusa cynapium,ecology,en,"Tilled fields, gardens and waste-places; frequent.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000522564,Aethusa cynapium,diagnosis,en,"Tall plants with pedicels longer than the fruits have been called subsp. cynapium; small plants with pedicels shorter than the fruits subsp. agrestis. However, Irish plants appear variable and require investigation.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000691487,Foeniculum vulgare,morphology,en,"A hairless, aromatic perennial smelling of aniseed, up to 150 cm high. Stem stout, finely grooved, nearly solid. Leaves thrice-pinnate, with hair-like, yellowish-green leaflets. Umbels large, terminal, with 10–25 rays; bracts and bracteoles absent. Flowers small, yellow; calyx-teeth absent. Fruit ovoid-oblong, shallowly ridged.",,,,2024-03-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000691487,Foeniculum vulgare,ecology,en,"Dry banks and waste-places; occasional near the coast in the south, very rare elsewhere. A garden herb.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000691487,Foeniculum vulgare,distribution,en,Native of the Mediterranean.,,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000617964,Conium maculatum,morphology,en,"A hairless, leafy, unpleasant-smelling, very poisonous biennial, 100–150 cm high, with a smooth, hollow stem spotted with purple in the lower part. Leaves large, triangular, thrice-pinnate, with finely-toothed leaflets. Umbels terminal, relatively small, with 10–20 rays; bracts and bracteoles present. Flowers white. Fruit broadly ovoid 2.5–3 mm, with longitudinal, wavy ridges.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
wfo-0000617964,Conium maculatum,ecology,en,"Farmyards and waste-ground, castle ruins; frequent, somewhat more common in the south. A very long-established introduction.",,,,2024-02-27,"Parnell, John","Parnell J., Curtis T. & Cullen E. 2012. Webb’s an Irish Flora. [8th ed.] Cork: Cork University Press.",CC BY-ND,https://creativecommons.org/licenses/by-nd/4.0/,https://www.corkuniversitypress.com/9781859184783/webbs-an-irish-flora/
