wfo_ID,Hábito,Familia,Nombre,Autor,Pub.,BibliographicCitation,url
wfo-0000597705,Árbol,Cactaceae,Cereus stenogonus, K.Schum.,"Monatsschr. Kakteenk. 9: 165, 1899.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cereus-stenogonus
wfo-0000715881,Árbol,Cactaceae,Harrisia bonplandii, (Parm. ex Pfeiff.) Britton & Rose,"Cactaceae [Britton & Rose] 2: 157, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/harrisia-bonplandii
wfo-0000593764,Árbol,Cannabaceae,Celtis tala, Gillies ex Planch.,"Ann. Sci. Nat., Bot. sér. 3, 10: 311, 1848.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/celtis-tala
wfo-0000457786,Árbol,Cannabaceae,Trema micranthum, (L.) Blume,"Mus. Bot. 2: 58, 1856.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/trema-micranthum
wfo-0000607705,Árbol,Cardiopteridaceae,Citronella gongonha, (Mart.) R.A.Howard,"J. Arnold Arbor. 21(4): 471, 1940.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/citronella-gongonha
wfo-0000607716,Árbol,Cardiopteridaceae,Citronella paniculata, (Mart.) R.A.Howard,"J. Arnold Arbor. 21(4): 473, 1940.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/citronella-paniculata
wfo-0001291251,Árbol,Caricaceae,Vasconcellea quercifolia, A.St.-Hil.,"Deux. Mém. Réséd 13, 1837.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/vasconcellea-quercifolia
wfo-0001296437,Árbol,Combretaceae,Terminalia australis, Cambess.,"Fl. Bras. Merid. [A. St.-Hil.] 2: 240, 1830.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/terminalia-australis
wfo-0000024215,Árbol,Compositae,Baccharis longiattenuata, A.S.Oliveira,"Balduinia 9: 5, 2006.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/baccharis-longiattenuata
wfo-0000121371,Árbol,Compositae,Dasyphyllum spinescens, (Less.) Cabrera,"Revista Mus. La Plata, Secc. Bot. 9(38): 57, 1959.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dasyphyllum-spinescens
wfo-0001337709,Árbol,Compositae,Moquiniastrum polymorphum, (Less.) G.Sancho,"Phytotaxa 147(1): 32, 2013.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/moquiniastrum-polymorphum
wfo-0000060221,Árbol,Compositae,Tessaria integrifolia, Ruiz & Pav.,"Syst. Veg. Fl. Peruv. Chil. 1: 213, 1798.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tessaria-integrifolia
wfo-0000620236,Árbol,Cordiaceae,Cordia americana, (L.) Gottschling & J.S.Mill.,"Syst. Bot. 31(2): 364, 2006.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cordia-americana
wfo-0000620441,Árbol,Cordiaceae,Cordia ecalyculata, Vell.,"Fl. Flumin. 96, 1829.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cordia-ecalyculata
wfo-0001119458,Árbol,Cyatheaceae,Cyathea atrovirens, (Langsd. & Fisch.) Domin,"Pteridophyta 262, 1929.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cyathea-atrovirens
wfo-0001112345,Árbol,Dicksoniaceae,Dicksonia sellowiana, (C.Presl) Hook.,"Sp. Fil. [W. J. Hooker] 1: 67, t.22B, 1844.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dicksonia-sellowiana
wfo-0000649105,Árbol,Ebenaceae,Diospyros inconstans, Jacq.,"Enum. Syst. Pl. 34, 1760, (emend.  Jacq. Select. Stirp. Amer. Hist.  276, t. 174, fig. 67, 1763.).","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/diospyros-inconstans
wfo-0000523212,Árbol,Ericaceae,Agarista eucalyptoides, (Cham. & Schltdl.) G.Don,"Gen. Hist. 3: 837, 1834.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/agarista-eucalyptoides
wfo-0000932652,Árbol,Euphorbiaceae,Croton urucurana, Baill.,"Adansonia 4: 335, 1864.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/croton-urucurana
wfo-0000976755,Árbol,Euphorbiaceae,Gymnanthes klotzschiana, Müll.Arg.,"Linnaea 32(1): 98, 1863.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gymnanthes-klotzschiana
wfo-0000235545,Árbol,Euphorbiaceae,Manihot grahamii, Hook.,"Icon. Pl. 6: t. 530, 1843.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/manihot-grahamii
wfo-0000302804,Árbol,Euphorbiaceae,Sapium glandulosum, (L.) Morong,"Ann. New York Acad. Sci. 7: 227, 1893.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/sapium-glandulosum
wfo-0000302812,Árbol,Euphorbiaceae,Sapium haematospermum, Müll.Arg.,"Linnaea 34: 227, 1865.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/sapium-haematospermum
wfo-1000024708,Árbol,Euphorbiaceae,Sebastiania ramosissima, (A.St.-Hil.) A.L.Melo & M.F.Sales,"Brittonia 72(3): 235, 2020.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/sebastiania-ramosissima
wfo-0000798580,Árbol,Labiatae,Aegiphila brachiata, Vell.,"Fl. Flumin. 38, t. 93, t. 1, 1829.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/aegiphila-brachiata
wfo-0000333263,Árbol,Labiatae,Vitex megapotamica, (Spreng.) Moldenke,"Amer. J. Bot. 38: 327, 1951.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/vitex-megapotamica
wfo-0001421695,Árbol,Lauraceae,Aiouea amoena, (Nees & Mart.) R.Rohde,"Taxon 66(5): 1098, 2017.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/aiouea-amoena
wfo-0000364153,Árbol,Lauraceae,Laurus nobilis, L.,"Sp. Pl. [Linnaeus] 1: 369, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/laurus-nobilis
wfo-0000379182,Árbol,Lauraceae,Nectandra angustifolia, (Schrad.) Nees & Mart. ex Nees,"Linnaea 8(1): 48, 1833.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/nectandra-angustifolia
wfo-0000379191,Árbol,Lauraceae,Nectandra falcifolia, (Nees) J.A.Castigl. ex Mart.Crov. & Piccinini,"Revista Invest. Agric. 4: 206, 1950.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/nectandra-falcifolia
wfo-0000382960,Árbol,Lauraceae,Ocotea acutifolia, (Nees) Mez,"Jahrb. Königl. Bot. Gart. Berlin 5: 340, 1889.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/ocotea-acutifolia
wfo-0000383318,Árbol,Lauraceae,Ocotea puberula, (Rich.) Nees,"Syst. Laur. [Nees] 472, 1836.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/ocotea-puberula
wfo-0000736845,Árbol,Lauraceae,Ocotea pulchella, (Nees & Mart.) Mez,"Jahrb. Königl. Bot. Gart. Berlin 5: 317, 1889.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/ocotea-pulchella
wfo-0000192338,Árbol,Leguminosae,Acacia dealbata, Link,"Enum. Hort. Berol. Alt. 2: 445, 1822.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/acacia-dealbata
wfo-0000210768,Árbol,Leguminosae,Acacia longifolia, (Andrews) Willd.,"Sp. Pl., ed. 4 [Willdenow] 4(2): 1052, 1806.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/acacia-longifolia
wfo-0000204086,Árbol,Leguminosae,Acacia melanoxylon, R.Br.,"Hort. Kew., ed. 2 [W.T. Aiton] 5: 462, º813.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/acacia-melanoxylon
wfo-0000181109,Árbol,Leguminosae,Acacia retinodes, Schltdl.,"Linnaea 20: 664, 1847.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/acacia-retinodes
wfo-0000173906,Árbol,Leguminosae,Bauhinia forficata, Link,"Enum. Hort. Berol. Alt. 1: 404, 1821.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/bauhinia-forficata
wfo-0001332668,Árbol,Leguminosae,Dahlstedtia muehlbergiana, (Hassl.) M.J.Silva & A.M.G.Azevedo,"Taxon 61(1): 105, 2012.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dahlstedtia-muehlbergiana
wfo-0000194820,Árbol,Leguminosae,Enterolobium contortisiliquum, (Vell.) Morong,"Ann. New York Acad. Sci. 7: 102, 1892.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/enterolobium-contortisiliquum
wfo-0000180641,Árbol,Leguminosae,Erythrina crista-galli, L.,"Mant. Pl. 99, 1767.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/erythrina-crista-galli
wfo-0000163989,Árbol,Leguminosae,Geoffroea decorticans, (Gillies ex Hook. & Arn.) Burkart,"Darwiniana 9(1): 19, 1949.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/geoffroea-decorticans
wfo-0000168124,Árbol,Leguminosae,Gleditsia amorphoides, (Griseb.) Taub.,"Ber. Deutsch. Bot. Ges. 10: 638, 1892.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gleditsia-amorphoides
wfo-0000168133,Árbol,Leguminosae,Gleditsia triacanthos, L.,"Sp. Pl. [Linnaeus] 2: 1056, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gleditsia-triacanthos
wfo-0000165830,Árbol,Leguminosae,Inga uraguensis, Hook. & Arn.,"Bot. Misc. 3: 202, 1833.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/inga-uraguensis
wfo-0000165838,Árbol,Leguminosae,Inga virescens, Benth.,"London J. Bot. 4: 605, 1845.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/inga-virescens
wfo-0000186930,Árbol,Leguminosae,Lonchocarpus nitidus, (Vogel) Benth.,"J. Proc. Linn. Soc., Bot. 4(Suppl.): 92, 1860.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/lonchocarpus-nitidus
wfo-0000169338,Árbol,Leguminosae,Machaerium paraguariense, Hassl.,"Bull. Herb. Boissier sér. 2, 7: 358, 1907.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/machaerium-paraguariense
wfo-1000040064,Árbol,Leguminosae,Neltuma affinis, (Spreng.) C.E.Hughes & G.P.Lewis,"PhytoKeys 205: 171, 2022.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/neltuma-affinis
wfo-1000040097,Árbol,Leguminosae,Neltuma nigra, (Griseb.) C.E.Hughes & G.P.Lewis,"PhytoKeys 205: 181, 2022.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/neltuma-nigra
wfo-0000168342,Árbol,Leguminosae,Parapiptadenia rigida, (Benth.) Brenan,"Kew Bull. 17(2): 228, 1963.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/parapiptadenia-rigida
wfo-0000170206,Árbol,Leguminosae,Parkinsonia aculeata, L.,"Sp. Pl. [Linnaeus] 1: 375, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/parkinsonia-aculeata
wfo-0000168369,Árbol,Leguminosae,Peltophorum dubium, (Spreng.) Taub.,"Nat. Pflanzenfam. [Engler & Prantl] 3(3): 176, 1892.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/peltophorum-dubium
wfo-0000174234,Árbol,Leguminosae,Poecilanthe parviflora, Benth.,"J. Proc. Linn. Soc., Bot. 4(Suppl.): 80, 1860.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/poecilanthe-parviflora
