wfo_ID,Familia,Column1,Nombre,Autor,Pub.,Hábito,Formaciones vegetales,Forma de vida,Link stand alone
wfo-0001044033,Acanthaceae,Justicia polygaloides (S.Moore) Lindau,Justicia polygaloides, (S.Moore) Lindau,"Bull. Herb. Boissier 2(3): 633, 1933.",Hierba perenne,Pastizales higrófilos,,https://florauruguaya.org/taxonomias/justicia-polygaloides
wfo-0001045288,Acanthaceae,Justicia tweedieana (Nees) Griseb.,Justicia tweedieana, (Nees) Griseb.,"Abh. Königl. Ges. Wiss. Göttingen 19: 225, 1874.",Arbusto,"Algarrobales, Pastizales xerófilos, Herbazales halófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/justicia-tweedieana
wfo-0000398720,Acanthaceae,Poikilacanthus glandulosus (Nees) Ariza,Poikilacanthus glandulosus, (Nees) Ariza,"Kurtziana 17: 159, 1984.",Arbusto,"Bosques ribereños, Matorrales mesófilos",Nanofanerófita,https://florauruguaya.org/taxonomias/poikilacanthus-glandulosus
wfo-0000737403,Acanthaceae,Ruellia angustiflora (Nees) Lindau ex Rambo,Ruellia angustiflora, (Nees) Lindau ex Rambo,"Iheringia, Bot. 12: 23, 1964.",Arbusto,Bosques de quebradas,Nanofanerófita,https://florauruguaya.org/taxonomias/ruellia-angustiflora
wfo-0001045381,Acanthaceae,Ruellia hygrophila Mart.,Ruellia hygrophila, Mart.,"Flora 24(2): 65, 1841.",Hierba perenne,"Matorrales xerófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/ruellia-hygrophila
wfo-0000401879,Acanthaceae,Ruellia hypericoides (Nees) Lindau,Ruellia hypericoides, (Nees) Lindau,"Bot. Jahrb. Syst. 19(4): 16, 1894.",Hierba perenne,Pastizales xerófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/ruellia-hypericoides
wfo-0001045173,Acanthaceae,Ruellia morongii Britton,Ruellia morongii, Britton,"Ann. New York Acad. Sci. 7: 192, 1893.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/ruellia-morongii
wfo-0000400995,Acanthaceae,Ruellia simplex C.Wright,Ruellia simplex, C.Wright,"Anales Acad. Ci. Méd. Habana 6(41): 321, 1870.",Hierba perenne,"Bosques ribereños, Algarrobales, Pastizales higrófilos, Herbazales halófilos",Caméfita,https://florauruguaya.org/taxonomias/ruellia-simplex
wfo-0001045348,Acanthaceae,Stenandrium diphyllum Nees,Stenandrium diphyllum, Nees,"Fl. Bras. [Martius] 9: 75, 1847.",Hierba perenne,"Matorrales xerófilos, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/stenandrium-diphyllum
wfo-0001044785,Acanthaceae,Stenandrium dulce (Cav.) Nees,Stenandrium dulce, (Cav.) Nees,"Prodr. [A. P. de Candolle] 11: 282, 1847.",Hierba perenne,"Algarrobales, Palmares, Pastizales xerófilos, Pastizales mesófilos, Herbazales halófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/stenandrium-dulce
wfo-0001354429,Acanthaceae,Thyrsacanthus sulcatus (Nees) C.Ezcurra & A.L.A.Côrtes,Thyrsacanthus sulcatus, (Nees) C.Ezcurra & A.L.A.Côrtes,"Phytotaxa 395(2): 85, 2019.",Hierba perenne,"Algarrobales, Herbazales halófilos",,https://florauruguaya.org/taxonomias/thyrsacanthus-sulcatus
wfo-0000515942,Achatocarpaceae,Achatocarpus praecox Griseb.,Achatocarpus praecox, Griseb.,"Abh. Königl. Ges. Wiss. Göttingen 24: 32, 1879.",Árbol,Algarrobales,Fanerófita,https://florauruguaya.org/taxonomias/achatocarpus-praecox
wfo-0000588263,Aizoaceae,Carpobrotus edulis (L.) N.E.Br.,Carpobrotus edulis, (L.) N.E.Br.,"Gen. S. Afr. Fl. Pl. 249, 1926.",Hierba perenne,"Ambientes urbanos, Matorrales psamófilos, Pastizales xerófilos, Herbazales psamófilos",Caméfita,https://florauruguaya.org/taxonomias/carpobrotus-edulis
wfo-0000361350,Aizoaceae,Lampranthus multiradiatus (Jacq.) N.E.Br.,Lampranthus multiradiatus, (Jacq.) N.E.Br.,"Gard. Chron. 3(87): 71, 1830.",Sufrútice,Herbazales psamófilos,,https://florauruguaya.org/taxonomias/lampranthus-multiradiatus
wfo-0001292821,Aizoaceae,Sesuvium sessile Pers.,Sesuvium sessile, Pers.,"Syn. Pl. [Persoon] 2(1): 39, 1806.",Hierba perenne,"Ambientes urbanos, Herbazales halófilos",Caméfita,https://florauruguaya.org/taxonomias/sesuvium-sessile
wfo-0000414976,Aizoaceae,Tetragonia tetragonoides (Pall.) Kuntze,Tetragonia tetragonoides, (Pall.) Kuntze,"Revis. Gen. Pl. 1: 264, 1891.",Hierba perenne,Herbazales hidrófilos,Caméfita,https://florauruguaya.org/taxonomias/tetragonia-tetragonoides
wfo-0000755470,Alismataceae,Alisma plantago-aquatica L.,Alisma plantago-aquatica, L.,"Sp. Pl. [Linnaeus] 1: 342, 1753.",Hierba perenne,Dulce y salobre,,https://florauruguaya.org/taxonomias/alisma-plantago-aquatica
wfo-0000766394,Alismataceae,Echinodorus floribundus (Seub.) Seub. ex Warm.,Echinodorus floribundus, (Seub.) Seub. ex Warm.,"Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn 1872: 113, 1872.",Hierba perenne,Herbazales hidrófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/echinodorus-floribundus
wfo-0000766401,Alismataceae,Echinodorus grandiflorus (Cham. & Schltdl.) Micheli,Echinodorus grandiflorus, (Cham. & Schltdl.) Micheli,"Monogr. Phan. [A.DC. & C.DC.] 3: 57, 1881.",Hierba perenne,"Bosques higrófilos, Algarrobales, Palmares, Herbazales hidrófilos, Dulce y salobre",Hemicriptófita,https://florauruguaya.org/taxonomias/echinodorus-grandiflorus
wfo-0000766423,Alismataceae,Echinodorus longiscapus Arechav.,Echinodorus longiscapus, Arechav.,"Anales Mus. Nac. Montevideo 4(1): 67, pl. 2, 1903.",Hierba perenne,"Pastizales higrófilos, Herbazales hidrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/echinodorus-longiscapus
wfo-0000766491,Alismataceae,Echinodorus uruguayensis Arechav.,Echinodorus uruguayensis, Arechav.,"Anales Mus. Nac. Montevideo 4(1): 66, pl. 2, 1903.",Hierba perenne,Dulce y salobre,Hemicriptófita,https://florauruguaya.org/taxonomias/echinodorus-uruguayensis
wfo-0000834478,Alismataceae,Helanthium tenellum (Mart. ex Schult.f.) Britton,Helanthium tenellum, (Mart. ex Schult.f.) Britton,"Man. Fl. N. States [Britton], ed. 2. 54, 1905.",Hierba anual o bienal,"Pastizales higrófilos, Herbazales hidrófilos, Dulce y salobre",Terófita,https://florauruguaya.org/taxonomias/helanthium-tenellum
wfo-0000666030,Alismataceae,Hydrocleys nymphoides (Humb. & Bonpl. ex Willd.) Buchenau,Hydrocleys nymphoides, (Humb. & Bonpl. ex Willd.) Buchenau,"Abh. Naturwiss. Vereins Bremen 2: 2, 1871.",Hierba perenne,"Pastizales higrófilos, Herbazales hidrófilos, Dulce y salobre",Hidrófita,https://florauruguaya.org/taxonomias/hydrocleys-nymphoides
wfo-0000666074,Alismataceae,Hydrocleys uruguayensis (Buchenau) Pedersen,Hydrocleys uruguayensis, (Buchenau) Pedersen,"Bot. Tidsskr. 57: 41, 1961.",Hierba perenne,"Herbazales hidrófilos, Dulce y salobre",,https://florauruguaya.org/taxonomias/hydrocleys-uruguayensis
wfo-0000738022,Alismataceae,Sagittaria montevidensis Cham. & Schltdl.,Sagittaria montevidensis, Cham. & Schltdl.,"Linnaea 2: 2, 156, 1827.",Hierba perenne,"Algarrobales, Herbazales hidrófilos, Dulce y salobre",Hidrófita,https://florauruguaya.org/taxonomias/sagittaria-montevidensis
wfo-0000759175,Alstroemeriaceae,Alstroemeria isabellana Herb.,Alstroemeria isabellana, Herb.,"Amaryllidaceae 88, t. 6, f. 4-6, 1837.",Hierba perenne,"Bosques higrófilos, Pastizales higrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/alstroemeria-isabellana
wfo-0000759283,Alstroemeriaceae,Alstroemeria psittacina Lehm.,Alstroemeria psittacina, Lehm.,"Sem. Hort. Bot. Hamburg. 1826: 17, 1826.",Hierba perenne,Bosques ribereños,Hemicriptófita,https://florauruguaya.org/taxonomias/alstroemeria-psittacina
wfo-0000528632,Amaranthaceae,Alternanthera kurtzii Schinz ex Pedersen,Alternanthera kurtzii, Schinz ex Pedersen,"Darwiniana 14(2-3): 435, 1967.",Hierba perenne,"Bosques ribereños, Algarrobales, Pastizales higrófilos",,https://florauruguaya.org/taxonomias/alternanthera-kurtzii
wfo-0000528686,Amaranthaceae,Alternanthera micrantha R.E.Fr.,Alternanthera micrantha, R.E.Fr.,"Ark. Bot. 16(12): 14, 1920.",Hierba perenne,Bosques ribereños,Caméfita,https://florauruguaya.org/taxonomias/alternanthera-micrantha
wfo-0000528723,Amaranthaceae,Alternanthera paronychioides A.St.-Hil.,Alternanthera paronychioides, A.St.-Hil.,"Voy. Distr. Diam. 2: 439, 1833.",Hierba perenne,Pastizales higrófilos,Caméfita,https://florauruguaya.org/taxonomias/alternanthera-paronychioides
wfo-0000528743,Amaranthaceae,Alternanthera philoxeroides (Mart.) Griseb.,Alternanthera philoxeroides, (Mart.) Griseb.,"Abh. Königl. Ges. Wiss. Göttingen 24: 36, 1879.",Hierba perenne,"Bosques ribereños, Bosques higrófilos, Palmares, Pastizales higrófilos, Herbazales hidrófilos, Dulce y salobre",Caméfita,https://florauruguaya.org/taxonomias/alternanthera-philoxeroides
wfo-0000528787,Amaranthaceae,Alternanthera pungens Kunth,Alternanthera pungens, Kunth,"Nov. Gen. Sp. [H.B.K.] 2: 206, 1818.",Hierba perenne,Ambientes ruderales,Caméfita,https://florauruguaya.org/taxonomias/alternanthera-pungens
wfo-0000528801,Amaranthaceae,Alternanthera reineckii Briq.,Alternanthera reineckii, Briq.,"Annuaire Conserv. Jard. Bot. Genève 3: 151, 1899.",Hierba anual o bienal,"Bosques ribereños, Algarrobales",Terófita,https://florauruguaya.org/taxonomias/alternanthera-reineckii
wfo-0000530018,Amaranthaceae,Amaranthus albus L.,Amaranthus albus, L.,"Syst. Nat., ed. 10. 2: 1268, 1759.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/amaranthus-albus
wfo-0000530085,Amaranthaceae,Amaranthus blitum L.,Amaranthus blitum, L.,"Sp. Pl. [Linnaeus] 2: 990, 1753.",Hierba anual o bienal,Herbazales psamófilos,Terófita,https://florauruguaya.org/taxonomias/amaranthus-blitum
wfo-0000530163,Amaranthaceae,Amaranthus crispus (Lesp. & Thévenau) A.Braun ex S.Watson & J.M.Coult.,Amaranthus crispus, (Lesp. & Thévenau) A.Braun ex S.Watson & J.M.Coult.,"Manual (Gray), ed. 6. 428, 1890.",Hierba anual o bienal,"Pastizales mesófilos, Herbazales psamófilos",Terófita,https://florauruguaya.org/taxonomias/amaranthus-crispus
wfo-0000530173,Amaranthaceae,Amaranthus deflexus L.,Amaranthus deflexus, L.,"Mant. Pl. Altera 295, 1771.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Palmares",Caméfita,https://florauruguaya.org/taxonomias/amaranthus-deflexus
wfo-0000530251,Amaranthaceae,Amaranthus hybridus L.,Amaranthus hybridus, L.,"Sp. Pl. [Linnaeus] 2: 990, 1753.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/amaranthus-hybridus
wfo-0000530332,Amaranthaceae,Amaranthus lombardoi Hunz.,Amaranthus lombardoi, Hunz.,"Bol. Soc. Argent. Bot. 4: 141, fig. 4, 1951.",Hierba anual o bienal,Herbazales hidrófilos,Terófita,https://florauruguaya.org/taxonomias/amaranthus-lombardoi
wfo-0000530370,Amaranthaceae,Amaranthus muricatus (Moq.) Hieron.,Amaranthus muricatus, (Moq.) Hieron.,"Bol. Acad. Nac. Ci. 4(2): 421, 1882.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Algarrobales",Caméfita,https://florauruguaya.org/taxonomias/amaranthus-muricatus
wfo-0000530390,Amaranthaceae,Amaranthus palmeri S.Watson,Amaranthus palmeri, S.Watson,"Proc. Amer. Acad. Arts 12: 274, 1877.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/amaranthus-palmeri
wfo-0000530447,Amaranthaceae,Amaranthus retroflexus L.,Amaranthus retroflexus, L.,"Sp. Pl. [Linnaeus] 2: 991, 1753.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/amaranthus-retroflexus
wfo-0000530460,Amaranthaceae,Amaranthus rosengurttii Hunz.,Amaranthus rosengurttii, Hunz.,"Kurtziana 3: 201, fig. 1, 1966.",Hierba perenne,Pastizales xerófilos,Caméfita,https://florauruguaya.org/taxonomias/amaranthus-rosengurttii
wfo-0000530499,Amaranthaceae,Amaranthus standleyanus Parodi ex Covas,Amaranthus standleyanus, Parodi ex Covas,"Darwiniana 5: 339, 1941.",Hierba anual o bienal,"Ambientes urbanos, Algarrobales",Terófita,https://florauruguaya.org/taxonomias/amaranthus-standleyanus
wfo-0000530532,Amaranthaceae,Amaranthus tuberculatus (Moq.) J.D.Sauer,Amaranthus tuberculatus, (Moq.) J.D.Sauer,"Madroño 13: 18, 1955.",Hierba anual o bienal,,Terófita,https://florauruguaya.org/taxonomias/amaranthus-tuberculatus
wfo-0000530552,Amaranthaceae,Amaranthus viridis L.,Amaranthus viridis, L.,"Sp. Pl., ed. 2. 2: 1405, 1763.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos",Terófita,https://florauruguaya.org/taxonomias/amaranthus-viridis
wfo-0000530556,Amaranthaceae,Amaranthus vulgatissimus Speg.,Amaranthus vulgatissimus, Speg.,"Anales Soc. Ci. Argent. 53(1): 281, 1902.",Hierba perenne,Algarrobales,Caméfita,https://florauruguaya.org/taxonomias/amaranthus-vulgatissimus
wfo-0000556302,Amaranthaceae,Atriplex montevidensis Spreng.,Atriplex montevidensis, Spreng.,"Syst. Veg., ed. 16 [Sprengel] 3: 918, 1826.",Hierba perenne,"Algarrobales, Herbazales halófilos",Caméfita,https://florauruguaya.org/taxonomias/atriplex-montevidensis
wfo-0000556421,Amaranthaceae,Atriplex patula L.,Atriplex patula, L.,"Sp. Pl. [Linnaeus] 2: 1053, 1753.",Hierba anual o bienal,Herbazales halófilos,Terófita,https://florauruguaya.org/taxonomias/atriplex-patula
wfo-0000556490,Amaranthaceae,Atriplex prostrata Boucher ex DC.,Atriplex prostrata, Boucher ex DC.,"Fl. Franç. [de Candolle & Lamarck], ed. 3. 3: 387, 1805.",Hierba anual o bienal,Herbazales halófilos,Terófita,https://florauruguaya.org/taxonomias/atriplex-prostrata
wfo-0000561206,Amaranthaceae,Bassia scoparia (L.) A.J.Scott,Bassia scoparia, (L.) A.J.Scott,"Feddes Repert. 89(2-3): 108, 1978.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/bassia-scoparia
wfo-0000564998,Amaranthaceae,Beta vulgaris L.,Beta vulgaris, L.,"Sp. Pl. [Linnaeus] 1: 222, 1753.",Hierba perenne,Ambientes urbanos,Caméfita,https://florauruguaya.org/taxonomias/beta-vulgaris
wfo-0001440519,Amaranthaceae,"Chenopodiastrum murale (L.) S.Fuentes, Uotila & Borsch",Chenopodiastrum murale," (L.) S.Fuentes, Uotila & Borsch","Willdenowia 42(1): 14, 2012.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos",Terófita,https://florauruguaya.org/taxonomias/chenopodiastrum-murale
wfo-0000600897,Amaranthaceae,Chenopodium album L.,Chenopodium album, L.,"Sp. Pl. [Linnaeus] 1: 219, 1753.",Hierba anual o bienal,Ambientes urbanos,Terófita,https://florauruguaya.org/taxonomias/chenopodium-album
wfo-0000601305,Amaranthaceae,Chenopodium giganteum D.Don,Chenopodium giganteum, D.Don,"Prodr. Fl. Nepal. 75, 1825.",Hierba anual o bienal,Ambientes ruderales,Terófita,https://florauruguaya.org/taxonomias/chenopodium-giganteum
wfo-0000601364,Amaranthaceae,Chenopodium hircinum Schrad.,Chenopodium hircinum, Schrad.,"Index Seminum [Gottingen] 1833: 2, 1833.",Hierba anual o bienal,"Ambientes ruderales, Ambientes urbanos",Terófita,https://florauruguaya.org/taxonomias/chenopodium-hircinum
wfo-0000658867,Amaranthaceae,Dysphania ambrosioides (L.) Mosyakin & Clemants,Dysphania ambrosioides, (L.) Mosyakin & Clemants,"Ukrayins&#39;k. Bot. Zhurn. 59(4): 382, 2002.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Algarrobales, Palmares, Pastizales xerófilos, Pastizales mesófilos",,https://florauruguaya.org/taxonomias/dysphania-ambrosioides
wfo-1000094821,Amaranthaceae,Dysphania bonariensis (Hook.f.) Mosyakin & Clemants ex Sukhor.,Dysphania bonariensis, (Hook.f.) Mosyakin & Clemants ex Sukhor.,"Willdenowia 42(2): 175, 2012.",Hierba perenne,Pastizales xerófilos,Caméfita,https://florauruguaya.org/taxonomias/dysphania-bonariensis
wfo-0000743784,Amaranthaceae,Dysphania burkartii (Aellen) Mosyakin & Clemants,Dysphania burkartii, (Aellen) Mosyakin & Clemants,"J. Bot. Res. Inst. Texas 2(1): 428, 2008.",Hierba perenne,"Matorrales xerófilos, Pastizales xerófilos",Caméfita,https://florauruguaya.org/taxonomias/dysphania-burkartii
wfo-0000658883,Amaranthaceae,Dysphania multifida (L.) Mosyakin & Clemants,Dysphania multifida, (L.) Mosyakin & Clemants,"Ukrayins&#39;k. Bot. Zhurn. 59(4): 382, 2002.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos",Caméfita,https://florauruguaya.org/taxonomias/dysphania-multifida
wfo-0000743796,Amaranthaceae,Dysphania retusa (Moq.) Mosyakin & Clemants,Dysphania retusa, (Moq.) Mosyakin & Clemants,"J. Bot. Res. Inst. Texas 2(1): 428, 2008.",Hierba perenne,Herbazales psamófilos,Caméfita,https://florauruguaya.org/taxonomias/dysphania-retusa
wfo-0000692606,Amaranthaceae,Froelichia tomentosa (Mart.) Moq.,Froelichia tomentosa, (Mart.) Moq.,"Prodr. [A. P. de Candolle] 13(2): 421, 1849.",Hierba perenne,Herbazales psamófilos,Hemicriptófita,https://florauruguaya.org/taxonomias/froelichia-tomentosa
wfo-0000705896,Amaranthaceae,Gomphrena celosioides Mart.,Gomphrena celosioides, Mart.,"Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 13: 301, 1826.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos, Algarrobales, Pastizales xerófilos, Pastizales mesófilos",,https://florauruguaya.org/taxonomias/gomphrena-celosioides
wfo-0000705978,Amaranthaceae,Gomphrena elegans Mart.,Gomphrena elegans, Mart.,"Nov. Gen. Sp. Pl. [Martius] 2(1): 17, t. 119, 1826.",Sufrútice,"Bosques ribereños, Matorrales mesófilos, Pastizales higrófilos",,https://florauruguaya.org/taxonomias/gomphrena-elegans
wfo-0000706038,Amaranthaceae,Gomphrena graminea Moq.,Gomphrena graminea, Moq.,"Prodr. [A. P. de Candolle] 13(2): 416, 1849.",Hierba perenne,"Matorrales xerófilos, Pastizales xerófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/gomphrena-graminea
wfo-0000706167,Amaranthaceae,Gomphrena perennis L.,Gomphrena perennis, L.,"Sp. Pl. [Linnaeus] 1: 224, 1753.",Hierba perenne,"Palmares, Matorrales psamófilos, Pastizales xerófilos, Herbazales psamófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/gomphrena-perennis
wfo-1000088132,Amaranthaceae,Gomphrena portulacoides (A.St.-Hil.) T.Ortuño & Borsch,Gomphrena portulacoides, (A.St.-Hil.) T.Ortuño & Borsch,"Willdenowia 50(3): 366, 2020.",Hierba perenne,Herbazales psamófilos,,https://florauruguaya.org/taxonomias/gomphrena-portulacoides
wfo-0000706206,Amaranthaceae,Gomphrena pulchella Mart.,Gomphrena pulchella, Mart.,"Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 13: 302, 1826.",Hierba perenne,"Algarrobales, Herbazales halófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/gomphrena-pulchella
wfo-0000706261,Amaranthaceae,Gomphrena sellowiana Mart.,Gomphrena sellowiana, Mart.,"Nov. Gen. Sp. Pl. [Martius] 2(1): 15, t. 117, 1826.",Hierba perenne,Matorrales xerófilos,,https://florauruguaya.org/taxonomias/gomphrena-sellowiana
wfo-0000706303,Amaranthaceae,Gomphrena uruguayensis Suess.,Gomphrena uruguayensis, Suess.,"Lilloa 4: 130, 1939.",Hierba perenne,Pastizales xerófilos,,https://florauruguaya.org/taxonomias/gomphrena-uruguayensis
wfo-0000711756,Amaranthaceae,Guilleminea elongata Mears,Guilleminea elongata, Mears,"Sida 3: 145, 1967.",Hierba perenne,Pastizales xerófilos,Caméfita,https://florauruguaya.org/taxonomias/guilleminea-elongata
wfo-1000085903,Amaranthaceae,Holmbergia tweediei (Moq.) Speg.,Holmbergia tweediei, (Moq.) Speg.,"Physis [Buenos Aires] 2: 178, 1916.",Sufrútice,"Algarrobales, Matorrales mesófilos, Herbazales halófilos",Caméfita,https://florauruguaya.org/taxonomias/holmbergia-tweediei
wfo-0000732153,Amaranthaceae,Iresine diffusa Humb. & Bonpl. ex Willd.,Iresine diffusa, Humb. & Bonpl. ex Willd.,"Sp. Pl., ed. 4 [Willdenow] 4(2): 765, 1806.",Hierba perenne,"Bosques ribereños, Algarrobales, Palmares, Matorrales mesófilos, Herbazales hidrófilos",Caméfita,https://florauruguaya.org/taxonomias/iresine-diffusa
wfo-1000085904,Amaranthaceae,"Oxybasis macrosperma (Hook.f.) S.Fuentes, Uotila & Borsch",Oxybasis macrosperma," (Hook.f.) S.Fuentes, Uotila & Borsch","Willdenowia 42(1): 15, 2012.",Hierba anual o bienal,Herbazales halófilos,Terófita,https://florauruguaya.org/taxonomias/oxybasis-macrosperma
wfo-0000394259,Amaranthaceae,Pfaffia glomerata (Spreng.) Pedersen,Pfaffia glomerata, (Spreng.) Pedersen,"Darwiniana 14(2-3): 450, 1967.",Hierba perenne,"Algarrobales, Matorrales mesófilos, Pastizales higrófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/pfaffia-glomerata
wfo-0000394258,Amaranthaceae,Pfaffia gnaphalioides (L.f.) Mart.,Pfaffia gnaphalioides, (L.f.) Mart.,"Nov. Gen. Sp. Pl. [Martius] 2(1): 24, 1826.",Hierba perenne,"Algarrobales, Palmares, Matorrales xerófilos, Matorrales psamófilos, Pastizales xerófilos, Pastizales mesófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/pfaffia-gnaphalioides
wfo-0000394294,Amaranthaceae,Pfaffia ninae Pedersen,Pfaffia ninae, Pedersen,"Adansonia sér. 3, 19(2): 237, fig. 9, 1997.",Hierba perenne,"Matorrales xerófilos, Pastizales xerófilos",,https://florauruguaya.org/taxonomias/pfaffia-ninae
wfo-0000737404,Amaranthaceae,Pfaffia tuberosa (Spreng.) Hicken,Pfaffia tuberosa, (Spreng.) Hicken,"Apuntes Hist. Nat. 2: 93, 1910.",Hierba perenne,"Algarrobales, Palmares, Matorrales xerófilos, Matorrales psamófilos, Pastizales xerófilos, Pastizales mesófilos, Herbazales psamófilos",Hemicriptófita,https://florauruguaya.org/taxonomias/pfaffia-tuberosa
wfo-0000435495,Amaranthaceae,Salicornia ambigua Michx.,Salicornia ambigua, Michx.,"Fl. Bor. Amer. [Michaux] 1: 2, 1803.",Hierba perenne,Herbazales halófilos,Caméfita,https://florauruguaya.org/taxonomias/salicornia-ambigua
wfo-0000435928,Amaranthaceae,Salsola kali L.,Salsola kali, L.,"Sp. Pl. [Linnaeus] 1: 222, 1753.",Hierba anual o bienal,Herbazales halófilos,Terófita,https://florauruguaya.org/taxonomias/salsola-kali
wfo-0000756802,Amaryllidaceae,Allium neapolitanum Cirillo,Allium neapolitanum, Cirillo,"Pl. Rar. Neapol. 1: 13, 1788.",Hierba perenne,Ambientes urbanos,Geófita,https://florauruguaya.org/taxonomias/allium-neapolitanum
wfo-0000757618,Amaryllidaceae,Allium triquetrum L.,Allium triquetrum, L.,"Sp. Pl. [Linnaeus] 1: 300, 1753.",Hierba perenne,Ambientes urbanos,Geófita,https://florauruguaya.org/taxonomias/allium-triquetrum
wfo-0000757711,Amaryllidaceae,Allium vineale L.,Allium vineale, L.,"Sp. Pl. [Linnaeus] 1: 299, 1753.",Hierba perenne,Ambientes ruderales,Geófita,https://florauruguaya.org/taxonomias/allium-vineale
wfo-0000759455,Amaryllidaceae,Amaryllis belladonna L.,Amaryllis belladonna, L.,"Sp. Pl. [Linnaeus] 1: 293, 1753.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos",Geófita,https://florauruguaya.org/taxonomias/amaryllis-belladonna
wfo-0000764603,Amaryllidaceae,Crinum moorei Hook.f.,Crinum moorei, Hook.f.,"Bot. Mag. 100: t. 6113, 1874.",Hierba perenne,"Ambientes ruderales, Ambientes urbanos",Geófita,https://florauruguaya.org/taxonomias/crinum-moorei
wfo-0000659388,Amaryllidaceae,Hippeastrum angustifolium Pax,Hippeastrum angustifolium, Pax,"Bot. Jahrb. Syst. 11(3): 331, 1889.",Hierba perenne,Herbazales hidrófilos,Geófita,https://florauruguaya.org/taxonomias/hippeastrum-angustifolium
wfo-0000661646,Amaryllidaceae,Hippeastrum striatum (Lam.) H.E.Moore,Hippeastrum striatum, (Lam.) H.E.Moore,"Baileya 11: 16, 1963.",Hierba perenne,Bosques ribereños,Geófita,https://florauruguaya.org/taxonomias/hippeastrum-striatum
wfo-0000661874,Amaryllidaceae,Hippeastrum vittatum (L&#39;Hér.) Herb.,Hippeastrum vittatum, (L&#39;Hér.) Herb.,"Appendix [Herbert] 31, 1821.",Hierba perenne,Bosques de quebradas,Geófita,https://florauruguaya.org/taxonomias/hippeastrum-vittatum
wfo-0000672323,Amaryllidaceae,Ipheion recurvifolium (C.H.Wright) Traub,Ipheion recurvifolium, (C.H.Wright) Traub,"Pl. Life (Stanford) 9: 69, 1953.",Hierba perenne,"Pastizales xerófilos, Pastizales mesófilos",Geófita,https://florauruguaya.org/taxonomias/ipheion-recurvifolium
wfo-0000672385,Amaryllidaceae,Ipheion tweedieanum (Baker) Traub,Ipheion tweedieanum, (Baker) Traub,"Pl. Life (Stanford) 5: 50, 1949.",Hierba perenne,"Algarrobales, Herbazales halófilos",Geófita,https://florauruguaya.org/taxonomias/ipheion-tweedieanum
wfo-0001072921,Amaryllidaceae,Ipheion uniflorum (Graham) Raf.,Ipheion uniflorum, (Graham) Raf.,"Fl. Tellur. 2: 12, 1837.",Hierba perenne,"Ambientes urbanos, Matorrales xerófilos, Matorrales mesófilos, Pastizales xerófilos, Pastizales mesófilos",Geófita,https://florauruguaya.org/taxonomias/ipheion-uniflorum
wfo-0000700066,Amaryllidaceae,Narcissus tazetta L.,Narcissus tazetta, L.,"Fam. Pl. [Adanson] 1: 290, 1753.",Hierba perenne,Ambientes urbanos,,https://florauruguaya.org/taxonomias/narcissus-tazetta
wfo-0000699293,Amaryllidaceae,Nothoscordum arenarium Herter,Nothoscordum arenarium, Herter,"Revista Sudamer. Bot. 2: 126, 1935.",Hierba perenne,"Bosques ribereños, Herbazales psamófilos",Geófita,https://florauruguaya.org/taxonomias/nothoscordum-arenarium
