wfo_ID,Forma de vida,Familia,Nombre,Autor,Pub.,bibliogrpahicCitation,URL
wfo-0001089448,Geófita,Oxalidaceae,Oxalis rupestris, A.St.-Hil.,"Fl. Bras. Merid. [A. St.-Hil.] 1: 126, 1825.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-rupestris
wfo-0001089336,Geófita,Oxalidaceae,Oxalis sellowiana, Zucc.,"Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss. 1: 198, 1831.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-sellowiana
wfo-0001089468,Geófita,Oxalidaceae,Oxalis triangularis, A.St.-Hil.,"Fl. Bras. Merid. [A. St.-Hil.] 1: 128, 1825.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-triangularis
wfo-0001091525,Geófita,Phytolaccaceae,Phytolacca tetramera, Hauman,"Apuntes Hist. Nat. 1: 108, 1909.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/phytolacca-tetramera
wfo-0000535223,Geófita,Ranunculaceae,Anemone decapetala, Ard.,"Animadv. Bot. Spec. Alt. 27, t. 12, 1764.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/anemone-decapetala
wfo-0000461562,Geófita,Ranunculaceae,Ranunculus bulbosus, L.,"Sp. Pl. [Linnaeus] 1: 554, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/ranunculus-bulbosus
wfo-0001026946,Geófita,Solanaceae,Solanum chacoense, Bitter,"Repert. Spec. Nov. Regni Veg. 11: 18, 1912.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/solanum-chacoense
wfo-0001027157,Geófita,Solanaceae,Solanum commersonii, Poir.,"Encycl. [J. Lamarck & al.] Suppl. 3. 746, 1814.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/solanum-commersonii
wfo-0001027770,Geófita,Solanaceae,Solanum elaeagnifolium, Cav.,"Icon. [Cavanilles] 3(1): 22, t. 243, 1795.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/solanum-elaeagnifolium
wfo-0001029334,Geófita,Solanaceae,Solanum malmeanum, Bitter,"Repert. Spec. Nov. Regni Veg. 12: 447, 1913.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/solanum-malmeanum
wfo-0000454617,Geófita,Talinaceae,Talinum paniculatum, (Jacq.) Gaertn.,"Fruct. Sem. Pl. 2: 219, 1791.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/talinum-paniculatum
