wfo_ID,Forma de vida,Familia,Nombre,Autor,Pub.,bibliogrpahicCitation,URL
wfo-0000342044,Geófita,Orchidaceae,Bipinnula biplumata, (L.f.) Rchb.f.,"Xenia Orchid. 3: 62, 1883.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/bipinnula-biplumata
wfo-0000342109,Geófita,Orchidaceae,Bipinnula gibertii, Rchb.f.,"Linnaea 41(5): 51, 1876.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/bipinnula-gibertii
wfo-0000342118,Geófita,Orchidaceae,Bipinnula montana, Arechav.,"Anales Mus. Nac. Montevideo 2: 282, pl. 1, 1899.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/bipinnula-montana
wfo-0001334047,Geófita,Orchidaceae,Bipinnula penicillata, (Rchb.f.) Cisternas & Salazar,"Phytotaxa 64: 10, 2012.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/bipinnula-penicillata
wfo-0000342161,Geófita,Orchidaceae,Bipinnula polysyka, Kraenzl.,"Bot. Jahrb. Syst. 9(3): 317, 1887.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/bipinnula-polysyka
wfo-0000384320,Geófita,Orchidaceae,Brachystele arechavaletae, (Kraenzl.) Schltr.,"Beih. Bot. Centralbl., Abt. 2. 37(2): 372, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/brachystele-arechavaletae
wfo-0000384627,Geófita,Orchidaceae,Brachystele camporum, (Lindl.) Schltr.,"Beih. Bot. Centralbl., Abt. 2. 37(2): 372, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/brachystele-camporum
wfo-0000384798,Geófita,Orchidaceae,Brachystele cyclochila, (Kraenzl.) Schltr.,"Beih. Bot. Centralbl., Abt. 2. 37(2): 373, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/brachystele-cyclochila
wfo-0000384965,Geófita,Orchidaceae,Brachystele dilatata, (Lindl.) Schltr.,"Beih. Bot. Centralbl., Abt. 2. 37(2): 373, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/brachystele-dilatata
wfo-0000386353,Geófita,Orchidaceae,Brachystele widgrenii, (Rchb.f.) Schltr.,"Arch. Bot. Sao Paulo 1: 188, 1926.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/brachystele-widgrenii
wfo-0000847051,Geófita,Orchidaceae,Chloraea bella, Hauman,"Anales Soc. Ci. Argent. 90: 99, fig. 2, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/chloraea-bella
wfo-0000847876,Geófita,Orchidaceae,Chloraea membranacea, Lindl.,"Gen. Sp. Orchid. Pl. 401, 1840.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/chloraea-membranacea
wfo-0000933927,Geófita,Orchidaceae,Cyclopogon apricus, (Lindl.) Schltr.,"Beih. Bot. Centralbl., Abt. 2. 37(2): 384, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cyclopogon-apricus
wfo-0001088657,Geófita,Orchidaceae,Cyclopogon chloroleucus, (Barb.Rodr.) Schltr.,"Repert. Spec. Nov. Regni Veg. 16: 322, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cyclopogon-chloroleucus
wfo-0000933945,Geófita,Orchidaceae,Cyclopogon congestus, (Vell.) Hoehne,"Fl. Bras. (Hoehne) 12(2): 209, 1945.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cyclopogon-congestus
wfo-0000933955,Geófita,Orchidaceae,Cyclopogon elatus, (Sw.) Schltr.,"Repert. Spec. Nov. Regni Veg. Beih. 6: 53, 1919.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cyclopogon-elatus
wfo-0000933957,Geófita,Orchidaceae,Cyclopogon elegans, Hoehne,"Arq. Bot. Estado São Paulo 1(6): 132, 1944.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cyclopogon-elegans
wfo-0000933961,Geófita,Orchidaceae,Cyclopogon eugenii, (Rchb.f. & Warm.) Schltr.,"Beih. Bot. Centralbl., Abt. 2. 37(2): 388, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cyclopogon-eugenii
wfo-0000933980,Geófita,Orchidaceae,Cyclopogon longibracteatus, (Barb.Rodr.) Schltr.,"Beih. Bot. Centralbl., Abt. 2. 37(2): 390, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cyclopogon-longibracteatus
wfo-0001088788,Geófita,Orchidaceae,Cyclopogon micranthus, (Barb.Rodr.) Schltr.,"Repert. Spec. Nov. Regni Veg. 16: 322, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cyclopogon-micranthus
wfo-0000933998,Geófita,Orchidaceae,Cyclopogon oliganthus, (Hoehne) Hoehne & Schltr.,"Arch. Bot. Sao Paulo 1: 189, 1926.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cyclopogon-oliganthus
wfo-0000934030,Geófita,Orchidaceae,Cyclopogon taquaremboensis, (Barb.Rodr.) Schltr.,"Beih. Bot. Centralbl., Abt. 2. 37(2): 394, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/cyclopogon-taquaremboensis
wfo-0000977093,Geófita,Orchidaceae,Habenaria alpestris, Cogn.,"Fl. Bras. [Martius] 3(4): 74, 1893.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-alpestris
wfo-0000977146,Geófita,Orchidaceae,Habenaria aranifera, Lindl.,"Gen. Sp. Orchid. Pl. 313, 1835.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-aranifera
wfo-0000977258,Geófita,Orchidaceae,Habenaria bractescens, Lindl.,"Gen. Sp. Orchid. Pl. 308, 1835.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-bractescens
wfo-0000977535,Geófita,Orchidaceae,Habenaria dutrae, Schltr.,"Repert. Spec. Nov. Regni Veg. Beih. 35: 19, 1925.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-dutrae
wfo-0000977590,Geófita,Orchidaceae,Habenaria exaltata, Barb.Rodr.,"Gen. Sp. Orchid. 1: 156, 1877.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-exaltata
wfo-0000977709,Geófita,Orchidaceae,Habenaria gourlieana, Gillies ex Lindl.,"Gen. Sp. Orchid. Pl. 309, 1835.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-gourlieana
wfo-0000977775,Geófita,Orchidaceae,Habenaria henscheniana, Barb.Rodr.,"Gen. Sp. Orchid. 1: 157, 1877.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-henscheniana
wfo-0000977988,Geófita,Orchidaceae,Habenaria leucosantha, Barb.Rodr.,"Gen. Sp. Orchid. 1: 151, 1877.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-leucosantha
wfo-0000978075,Geófita,Orchidaceae,Habenaria macronectar, (Vell.) Hoehne,"Bot. Jahrb. Syst. 68(2-3): 128, 1937.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-macronectar
wfo-0000978193,Geófita,Orchidaceae,Habenaria montevidensis, Spreng.,"Syst. Veg., ed. 16 [Sprengel] 3: 692, 1826.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-montevidensis
wfo-0000978345,Geófita,Orchidaceae,Habenaria parviflora, Lindl.,"Gen. Sp. Orchid. Pl. 314, 1835.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-parviflora
wfo-0000978368,Geófita,Orchidaceae,Habenaria pentadactyla, Lindl.,"Gen. Sp. Orchid. Pl. 307, 1835.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-pentadactyla
wfo-1000053863,Geófita,Orchidaceae,Habenaria platanthera, Rchb.f.,"Linnaea 41(1): 55, 1876.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-platanthera
wfo-0000978527,Geófita,Orchidaceae,Habenaria regnellii, Cogn.,"Fl. Bras. [Martius] 3(4): 60, 1893.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-regnellii
wfo-0000978533,Geófita,Orchidaceae,Habenaria repens, Nutt.,"Gen. N. Amer. Pl. [Nuttall]. 2: 190, 1818.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/habenaria-repens
wfo-0000979296,Geófita,Orchidaceae,Hapalorchis lineatus, (Lindl.) Schltr.,"Beih. Bot. Centralbl., Abt. 2. 37(3): 363, 1920.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hapalorchis-lineata
wfo-1000027928,Geófita,Orchidaceae,Microchilus kuczynskii, (Porsch) E.C.Smidt & M.W.Chase,"Bot. J. Linn. Soc. 197(3): 340, 2021.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/microchilus-kuczynskii
wfo-0001338635,Geófita,Orchidaceae,Orthochilus ruwenzoriensis, (Rendle) Bytebier,"Taxon 63(1): 20, 2014.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/orthochilus-ruwenzoriensis
wfo-0000261942,Geófita,Orchidaceae,Pachygenium bonariense," (Lindl.) Szlach., R.González & Rutk.","Polish Bot. J. 46(1): 4, 2001.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/pachygenium-bonariense
wfo-0000261967,Geófita,Orchidaceae,Pachygenium pteryganthum," (Rchb.f. & Warm.) Szlach., R.González & Rutk.","Polish Bot. J. 46(1): 5, 2001.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/pachygenium-pteryganthum
wfo-0000266607,Geófita,Orchidaceae,Pelexia lindmanii, Kraenzl.,"Kungl. Svenska Vetenskapsakad. Handl. 46(10): 18, t. 3, 4, 1911.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/pelexia-lindmanii
wfo-0000282939,Geófita,Orchidaceae,Prescottia oligantha, (Sw.) Lindl.,"Gen. Sp. Orchid. Pl. 454, 1840.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/prescottia-oligantha
wfo-0000282943,Geófita,Orchidaceae,Prescottia ostenii, Pabst,"Bradea 3(3): 19, 1979.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/prescottia-ostenii
wfo-0000503184,Geófita,Orchidaceae,Pteroglossa roseoalba, (Rchb.f.) Salazar & M.W.Chase,"Lindleyana 17(3): 176, 2002.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/pteroglossa-roseoalba
wfo-0000299980,Geófita,Orchidaceae,Sacoila lanceolata, (Aubl.) Garay,"Bot. Mus. Leafl. 28(4): 352, 1982.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/sacoila-lanceolata
wfo-0000311389,Geófita,Orchidaceae,Skeptrostachys arechavaletanii, (Barb.Rodr.) Garay,"Bot. Mus. Leafl. 28(4): 359, 1982.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/skeptrostachys-arechavaletanii
wfo-0000311390,Geófita,Orchidaceae,Skeptrostachys balanophorostachya, (Rchb.f. & Warm.) Garay,"Bot. Mus. Leafl. 28(4): 359, 1982.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/skeptrostachys-balanophorostachya
wfo-0000311391,Geófita,Orchidaceae,Skeptrostachys berroana, (Kraenzl.) Garay,"Bot. Mus. Leafl. 28(4): 359, 1982.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/skeptrostachys-berroana
wfo-0000311395,Geófita,Orchidaceae,Skeptrostachys gigantea, (Cogn.) Garay,"Bot. Mus. Leafl. 28(4): 359, 1982.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/skeptrostachys-gigantea
wfo-0000311398,Geófita,Orchidaceae,Skeptrostachys montevidensis, (Barb.Rodr.) Garay,"Bot. Mus. Leafl. 28(4): 360, 1982.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/skeptrostachys-montevidensis
wfo-0000311399,Geófita,Orchidaceae,Skeptrostachys paraguayensis, (Rchb.f.) Garay,"Bot. Mus. Leafl. 28(4): 360, 1982.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/skeptrostachys-paraguayensis
wfo-0000311401,Geófita,Orchidaceae,Skeptrostachys rupestris, (Lindl.) Garay,"Bot. Mus. Leafl. 28(4): 360, 1982.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/skeptrostachys-rupestris
wfo-0000590070,Geófita,Orobanchaceae,Castilleja arvensis, Cham. & Schltdl.,"Linnaea 5(1): 103, 1830.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/castilleja-arvensis
wfo-0000387301,Geófita,Oxalidaceae,Oxalis articulata, Savigny,"Encycl. [J. Lamarck & al.] 4(2): 686, 1798.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-articulata
wfo-0001089492,Geófita,Oxalidaceae,Oxalis bipartita, A.St.-Hil.,"Fl. Bras. Merid. [A. St.-Hil.] 1(4): 125, pl. 25, 1825.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-bipartita
wfo-0000387473,Geófita,Oxalidaceae,Oxalis debilis, Kunth,"Nov. Gen. Sp. [H.B.K.] 5: 236, 1822.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-debilis
wfo-0001089398,Geófita,Oxalidaceae,Oxalis hispidula, Zucc.,"Denkschr. Königl. Akad. Wiss. München 9: 143, 1825.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-hispidula
wfo-0001089406,Geófita,Oxalidaceae,Oxalis kurtziana, Arechav.,"Anales Mus. Nac. Montevideo 3: 213, 1900.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-kurtziana
wfo-0001090096,Geófita,Oxalidaceae,Oxalis linarantha, Lourteig,"Fl. Ilustr. Catarin. 1: 146, 1983.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-linarantha
wfo-0001089331,Geófita,Oxalidaceae,Oxalis macachin, Arechav.,"Anales Mus. Nac. Montevideo 3: 219, pl. 1, 1900.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-macachin
wfo-0001260578,Geófita,Oxalidaceae,Oxalis maldonadoensis, R.Knuth,"Repert. Spec. Nov. Regni Veg. 48: 4, 1940.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-maldonadoensis
wfo-0000386848,Geófita,Oxalidaceae,Oxalis perdicaria, (Molina) Bertero,"Mercurio Chileno 16: 739, 1829.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-perdicaria
wfo-0000386852,Geófita,Oxalidaceae,Oxalis pes-caprae, L.,"Sp. Pl. [Linnaeus] 1: 434, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-pes-caprae
wfo-0001234445,Geófita,Oxalidaceae,Oxalis pudica, R.Knuth,"Notizbl. Bot. Gart. Berlin-Dahlem 7: 309, 1919.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/oxalis-pudica
