wfo_ID,Hábito,Familia,Nombre,Autor,Pub.,BibliographicCitation,url
wfo-0000528743,Hierba perenne,Amaranthaceae,Alternanthera philoxeroides, (Mart.) Griseb.,"Abh. Königl. Ges. Wiss. Göttingen 24: 36, 1879.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/alternanthera-philoxeroides
wfo-0000528787,Hierba perenne,Amaranthaceae,Alternanthera pungens, Kunth,"Nov. Gen. Sp. [H.B.K.] 2: 206, 1818.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/alternanthera-pungens
wfo-0000530173,Hierba perenne,Amaranthaceae,Amaranthus deflexus, L.,"Mant. Pl. Altera 295, 1771.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/amaranthus-deflexus
wfo-0000530370,Hierba perenne,Amaranthaceae,Amaranthus muricatus, (Moq.) Hieron.,"Bol. Acad. Nac. Ci. 4(2): 421, 1882.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/amaranthus-muricatus
wfo-0000530460,Hierba perenne,Amaranthaceae,Amaranthus rosengurttii, Hunz.,"Kurtziana 3: 201, fig. 1, 1966.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/amaranthus-rosengurttii
wfo-0000530556,Hierba perenne,Amaranthaceae,Amaranthus vulgatissimus, Speg.,"Anales Soc. Ci. Argent. 53(1): 281, 1902.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/amaranthus-vulgatissimus
wfo-0000556302,Hierba perenne,Amaranthaceae,Atriplex montevidensis, Spreng.,"Syst. Veg., ed. 16 [Sprengel] 3: 918, 1826.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/atriplex-montevidensis
wfo-0000564998,Hierba perenne,Amaranthaceae,Beta vulgaris, L.,"Sp. Pl. [Linnaeus] 1: 222, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/beta-vulgaris
wfo-0000658867,Hierba perenne,Amaranthaceae,Dysphania ambrosioides, (L.) Mosyakin & Clemants,"Ukrayins&#39;k. Bot. Zhurn. 59(4): 382, 2002.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dysphania-ambrosioides
wfo-1000094821,Hierba perenne,Amaranthaceae,Dysphania bonariensis, (Hook.f.) Mosyakin & Clemants ex Sukhor.,"Willdenowia 42(2): 175, 2012.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dysphania-bonariensis
wfo-0000743784,Hierba perenne,Amaranthaceae,Dysphania burkartii, (Aellen) Mosyakin & Clemants,"J. Bot. Res. Inst. Texas 2(1): 428, 2008.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dysphania-burkartii
wfo-0000658883,Hierba perenne,Amaranthaceae,Dysphania multifida, (L.) Mosyakin & Clemants,"Ukrayins&#39;k. Bot. Zhurn. 59(4): 382, 2002.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dysphania-multifida
wfo-0000743796,Hierba perenne,Amaranthaceae,Dysphania retusa, (Moq.) Mosyakin & Clemants,"J. Bot. Res. Inst. Texas 2(1): 428, 2008.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/dysphania-retusa
wfo-0000692606,Hierba perenne,Amaranthaceae,Froelichia tomentosa, (Mart.) Moq.,"Prodr. [A. P. de Candolle] 13(2): 421, 1849.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/froelichia-tomentosa
wfo-0000705896,Hierba perenne,Amaranthaceae,Gomphrena celosioides, Mart.,"Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 13: 301, 1826.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gomphrena-celosioides
wfo-0000706038,Hierba perenne,Amaranthaceae,Gomphrena graminea, Moq.,"Prodr. [A. P. de Candolle] 13(2): 416, 1849.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gomphrena-graminea
wfo-0000706167,Hierba perenne,Amaranthaceae,Gomphrena perennis, L.,"Sp. Pl. [Linnaeus] 1: 224, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gomphrena-perennis
