wfo_ID,Formaciones vegetales,Familia,Nombre,Autor,Pub.,biblographicCitation,url
wfo-0000904446,"Algarrobales, Pastizales mesófilos, Herbazales hidrófilos",Gramineae,Tridens brasiliensis, (Nees ex Steud.) Parodi,"Revista Argent. Agron. 4(4): 245, 1937.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tridens-brasiliensis
wfo-0000904463,"Pastizales xerófilos, Pastizales mesófilos",Gramineae,Tridens hackelii, (Arechav.) Parodi,"Revista Argent. Agron. 4: 247, 1937.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tridens-hackelii
wfo-0000904725,Pastizales xerófilos,Gramineae,Tripogon ekmanii, Nicora & Rúgolo,"Candollea 46(2): 533, 1991.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tripogon-ekmanii
wfo-0001348188,Pastizales xerófilos,Gramineae,Tripogonella spicata, (Nees) P.M.Peterson & Romasch.,"Taxon 65(6): 1279, 2016.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/tripogonella-spicata
wfo-0000906881,Ambientes ruderales,Gramineae,Urochloa plantaginea, (Link) R.D.Webster,"Syst. Bot. 13: 607, 1988.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/urochloa-plantaginea
wfo-0000906883,Ambientes ruderales,Gramineae,Urochloa platyphylla, (Munro ex C.Wright) R.D.Webster,"Syst. Bot. 13(4): 606, 1988.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/urochloa-platyphylla-copy
wfo-0000907550,Algarrobales,Gramineae,Willkommia texana, Hitchc.,"Bot. Gaz. 35: 283, 1903.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/willkommia-texana
wfo-0000908027,"Pastizales higrófilos, Herbazales hidrófilos",Gramineae,Zizaniopsis bonariensis, (Balansa  & Poitr.) Speg.,"Anales Mus. Nac. Hist. Nat. Buenos Aires 7: 183, 1902.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/zizaniopsis-bonariensis
wfo-0000833221,"Pastizales higrófilos, Herbazales psamófilos, Herbazales hidrófilos",Gunneraceae,Gunnera herteri, Osten,"Comun. Herb. Corn. Osten 2: 33, figs. 2-4, 1932.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/gunnera-herteri
wfo-0000364064,"Pastizales higrófilos, Herbazales hidrófilos",Haloragaceae,Laurembergia tetrandra, (Schott) Kanitz,"Fl. Bras. [Martius] 13(2): 378, 1882.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/laurembergia-tetrandra
wfo-0000373510,"Bosques higrófilos, Herbazales hidrófilos, Dulce y salobre",Haloragaceae,Myriophyllum aquaticum, (Vell.) Verdc.,"Kew Bull. 28(1): 36, 1973.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/myriophyllum-aquaticum
wfo-0000373487,"Herbazales hidrófilos, Dulce y salobre",Haloragaceae,Myriophyllum quitense, Kunth,"Nov. Gen. Sp. [H.B.K.] 6: 71 (ed. fol.); 89 (ed. qto.), 1823.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/myriophyllum-quitense
wfo-0001065210,"Herbazales hidrófilos, Dulce y salobre",Haloragaceae,Proserpinaca palustris, L.,"Sp. Pl. [Linnaeus] 1: 88, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/proserpinaca-palustris
wfo-0000743886,"Matorrales xerófilos, Pastizales xerófilos",Heliotropiaceae,Euploca krapovickasii, J.I.M.Melo & Semir,"Kew Bull. 64(2): 285, 2009.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/euploca-krapovickasii
wfo-0000743887,Herbazales hidrófilos,Heliotropiaceae,Euploca ocellata, (Cham.) J.I.M.Melo & Semir,"Kew Bull. 64(2): 289, 2009.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/euploca-ocellata
wfo-0000682800,Pastizales xerófilos,Heliotropiaceae,Euploca procumbens, (Mill.) Diane & Hilger,"Bot. Jahrb. Syst. 125(1): 48, 2003.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/euploca-procumbens
wfo-0000718382,"Ambientes ruderales, Algarrobales, Palmares, Matorrales xerófilos, Pastizales xerófilos, Pastizales mesófilos",Heliotropiaceae,Heliotropium amplexicaule, Vahl,"Symb. Bot. [Vahl] 3: 21, 1794.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/heliotropium-amplexicaule
wfo-0000718508,"Algarrobales, Herbazales halófilos",Heliotropiaceae,Heliotropium curassavicum, L.,"Sp. Pl. [Linnaeus] 1: 130, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/heliotropium-curassavicum
wfo-0000718546,Herbazales hidrófilos,Heliotropiaceae,Heliotropium elongatum, (Lehm.) Gürke,"Nat. Pflanzenfam. [Engler & Prantl] 4, 3a: 96, 1893.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/heliotropium-elongatum
wfo-0000718658,"Ambientes ruderales, Herbazales psamófilos",Heliotropiaceae,Heliotropium indicum, L.,"Sp. Pl. [Linnaeus] 1: 130, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/heliotropium-indicum
wfo-0001215172,"Pastizales xerófilos, Pastizales mesófilos",Heliotropiaceae,Heliotropium nicotianifolium, Poir.,"Encycl. [J. Lamarck & al.] Suppl. 3. 23, 1813.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/heliotropium-nicotianifolium
wfo-0000718835,"Matorrales xerófilos, Pastizales xerófilos",Heliotropiaceae,Heliotropium phylicoides, Cham.,"Linnaea 4(4): 460, 1829.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/heliotropium-phylicoides
wfo-0000719007,Bosques ribereños,Heliotropiaceae,Heliotropium transalpinum, Vell.,"Fl. Flumin. 68, 1829.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/heliotropium-transalpinum
wfo-0001421808,"Bosques serranos, Bosques psamófilos, Palmares",Heliotropiaceae,Myriopus breviflorus, (DC.) Luebert,"Darwiniana 4(2): 193, 2016.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/myriopus-breviflorus
wfo-0000509824,Bosques ribereños,Heliotropiaceae,Myriopus paniculatus, (Cham.) Feuillet,"J. Bot. Res. Inst. Texas 2(1): 264, 2008.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/myriopus-paniculatus
wfo-0000770732,Dulce y salobre,Hydrocharitaceae,Egeria densa, Planch.,"Ann. Sci. Nat., Bot. sér. 3, 11: 80, 1849.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/egeria-densa
wfo-0000770735,Dulce y salobre,Hydrocharitaceae,Egeria naias, Planch.,"Ann. Sci. Nat., Bot. sér. 3, 11: 80, 1849.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/egeria-naias
wfo-0000770738,Dulce y salobre,Hydrocharitaceae,Elodea callitrichoides, (Rich.) Casp.,"Monatsber. Königl. Preuss. Akad. Wiss. Berlin 47, 1857.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/elodea-callitrichoides
wfo-0000769444,"Herbazales hidrófilos, Dulce y salobre",Hydrocharitaceae,Limnobium laevigatum, (Humb. & Bonpl. ex Willd.) Heine,"Adansonia n.s. 8(3): 315, 1968.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/limnobium-laevigatum
wfo-0000769464,Dulce y salobre,Hydrocharitaceae,Najas arguta, Kunth,"Nov. Gen. Sp. [H.B.K.] 1:  371 (quarto ed.), 1816.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/najas-arguta
wfo-0000769498,Dulce y salobre,Hydrocharitaceae,Najas guadalupensis, (Spreng.) Magnus,"Beitr. Kenntn. Najas viii, 1870.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/najas-guadalupensis
wfo-0000726657,"Bosques higrófilos, Pastizales higrófilos, Herbazales hidrófilos",Hydroleaceae,Hydrolea elatior, Schott,"Syst. Veg., ed. 16 [Sprengel] 4(2): 404, 1827.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hydrolea-elatior
wfo-0000726687,"Pastizales higrófilos, Herbazales hidrófilos",Hydroleaceae,Hydrolea spinosa, L.,"Sp. Pl., ed. 2. 1: 328, 1762.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hydrolea-spinosa
wfo-0001066637,Herbazales psamófilos,Hydrophyllaceae,Phacelia artemisioides, Griseb.,"Abh. Königl. Ges. Wiss. Göttingen 19: 230, 1874.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/phacelia-artemisioides
wfo-0001112259,Bosques de quebradas,Hymenophyllaceae,Didymoglossum hymenoides, (Hedw.) Copel.,"Philipp. J. Sci. 67: 77, 1938.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/didymoglossum-hymenoides
wfo-0001282509,"Bosques serranos, Bosques de quebradas",Hymenophyllaceae,Polyphlebium angustatum, (Carmich.) Ebihara & Dubuisson,"Blumea 51(2): 240, 2006.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/polyphlebium-angustatum
wfo-0001119879,Bosques de quebradas,Hymenophyllaceae,Trichomanes anadromum, Rosenst.,"Repert. Spec. Nov. Regni Veg. 21: 344, 1925.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/trichomanes-anadromum
wfo-0001111932,Bosques de quebradas,Hymenophyllaceae,Trichomanes cristatum, Kaulf.,"Enum. Filic. 265, 1824.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/trichomanes-cristatum
wfo-0001119695,Bosques de quebradas,Hymenophyllaceae,Trichomanes pilosum, Raddi,"Opusc. Sci. 3: 296, 1819.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/trichomanes-pilosum
wfo-0001296104,"Bosques higrófilos, Palmares, Matorrales mesófilos, Pastizales mesófilos, Pastizales higrófilos",Hypericaceae,Hypericum brasiliense, Choisy,"Prodr. [A. P. de Candolle] 1: 547, 1824.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-brasiliense
wfo-0001295705,"Matorrales mesófilos, Pastizales xerófilos, Pastizales mesófilos",Hypericaceae,Hypericum caprifoliatum, Cham. & Schltdl.,"Linnaea 3(2): 125, 1828.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-caprifoliatum
wfo-0001296167,Pastizales higrófilos,Hypericaceae,Hypericum carinatum, Griseb.,"Abh. Königl. Ges. Wiss. Göttingen 24: 41, 1879.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-carinatum
wfo-0001296168,"Matorrales xerófilos, Pastizales xerófilos",Hypericaceae,Hypericum cavernicola, L.B.Sm.,"Wrightia 2: 90, 1960.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-cavernicola
wfo-0001295708,"Palmares, Matorrales xerófilos, Pastizales xerófilos",Hypericaceae,Hypericum connatum, Lam.,"Encycl. [J. Lamarck & al.] 4(1): 168, 1797.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-connatum
wfo-0001295709,Matorrales xerófilos,Hypericaceae,Hypericum denudatum, A.St.-Hil.,"Fl. Bras. Merid. [A. St.-Hil.] 1(9): 336, 1828.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-denudatum
wfo-0001296177,Pastizales xerófilos,Hypericaceae,Hypericum legrandii, L.B.Sm.,"J. Wash. Acad. Sci. 48: 314, 1958.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-legrandii
wfo-0001295715,Pastizales higrófilos,Hypericaceae,Hypericum lorentzianum, Gilg ex R.Keller,"Bot. Jahrb. Syst. 58(3): 199, 1923.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-lorentzianum
wfo-0000727986,"Bosques higrófilos, Pastizales higrófilos",Hypericaceae,Hypericum mutilum, L.,"Sp. Pl. [Linnaeus] 2: 787, 1753.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-mutilum
wfo-0001295717,"Matorrales xerófilos, Pastizales xerófilos",Hypericaceae,Hypericum myrianthum, Cham. & Schltdl.,"Linnaea 3(2): 123, 1828.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-myrianthum
wfo-0000728128,"Matorrales xerófilos, Pastizales xerófilos",Hypericaceae,Hypericum piriai, Arechav.,"Anales Mus. Nac. Montevideo 3: 108, 1898.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-piriai
wfo-0001295722,"Matorrales xerófilos, Pastizales xerófilos",Hypericaceae,Hypericum polyanthemum, Klotzsch ex Reichardt,"Fl. Bras. [Martius] 12(1): 189, 1878.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-polyanthemum
wfo-0001254150,"Matorrales xerófilos, Pastizales xerófilos, Herbazales psamófilos",Hypericaceae,Hypericum tamariscinum, Cham. & Schltdl.,"Linnaea 3: 124, 1829.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypericum-tamariscinum
wfo-0000668560,"Algarrobales, Palmares, Pastizales xerófilos, Pastizales mesófilos",Hypoxidaceae,Hypoxis decumbens, L.,"Syst. Nat., ed. 10. 2: 986, 1759.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/hypoxis-decumbens
wfo-0000805499,"Pastizales xerófilos, Pastizales higrófilos",Iridaceae,Calydorea alba, Roitman & J.A.Castillo,"Bol. Soc. Argent. Bot. 40(3-4): 311, 2005.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/calydorea-alba
wfo-0000788397,Bosques ribereños,Iridaceae,Calydorea amabilis, (Ravenna) Goldblatt & Henrich,"Ann. Missouri Bot. Gard. 78: 511, 1991.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/calydorea-amabilis
wfo-0000788398,Pastizales mesófilos,Iridaceae,Calydorea approximata, R.C.Foster,"Contr. Gray Herb. 155: 46, 1945.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/calydorea-approximata
wfo-0000788399,"Pastizales xerófilos, Pastizales mesófilos",Iridaceae,Calydorea azurea, Klatt,"Abh. Naturf. Ges. Halle 15: 387, 1882.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/calydorea-azurea
wfo-0001336523,"Palmares, Pastizales xerófilos, Pastizales mesófilos",Iridaceae,Calydorea charruana, Deble,"Balduinia 40: 2, 2013.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/calydorea-charruana
wfo-0000788409,Pastizales xerófilos,Iridaceae,Calydorea luteola, (Klatt) Baker,"J. Bot. 14: 188, 1876.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/calydorea-luteola
wfo-0001345139,"Pastizales xerófilos, Pastizales mesófilos",Iridaceae,Calydorea minuana, Deble & F.S.Alves,"Phytotaxa 253(1): 82, 2016.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/calydorea-minuana
wfo-0000788411,"Palmares, Pastizales mesófilos",Iridaceae,Calydorea nuda, (Herb.) Baker,"J. Bot. 14: 188, 1876.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/calydorea-nuda
wfo-0000788433,"Ambientes ruderales, Ambientes urbanos",Iridaceae,Chasmanthe floribunda, (Salisb.) N.E.Br.,"Trans. Roy. Soc. South Africa 20: 274, 1932.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/chasmanthe-floribunda
wfo-0000788487,"Ambientes ruderales, Ambientes urbanos",Iridaceae,Crocosmia x crocosmiiflora, (Lemoine ex Burb. & Dean) N.E.Br.,"Trans. Roy. Soc. South Africa 20(3): 264, 1932.","Marchesi, E., Mailhos, A., & Bonifacino, J. M. (2026). Flora Uruguaya: Flora Vascular del Uruguay. ISSN 3121-2050, V. 1.3. [Data set]. Zenodo. https://doi.org/10.5281/zenodo.20547117",https://florauruguaya.org/taxonomias/crocosmia-x-crocosmiiflora
