Volume,Part,type,description,bibliographicCitation,WFOID,language,contributor,audience,rightsHolder,created,creator,source,rights,license,URI
11,4,distribution,"Thailand, India (Khasia, type); Bhutan; N Myanmar; China (Tibet, Sichuan, Yunnan).","Adenophora khasiana . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 501. Accessed 2022-04-21",wfo-0001290318,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0001290318,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05301
11,4,distribution,"Widespread: Africa (Egypt, type of A. auriculata); tropical and subtropical N & S America; SE & E Asia (India, type of A. multiflora); east to Australia.","Ammannia auriculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 549. Accessed 2022-04-21",wfo-0000530923,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000530923,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05350
11,4,distribution,"Widespread: Africa; S & SE Asia (China, type); Australia; introduced in America and Europe.","Ammannia baccifera . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 549. Accessed 2022-04-21",wfo-0000530936,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000530936,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05351
11,4,distribution,"Thailand, India, Sri Lanka, Nepal (type), Bhutan, Myanmar, S China.","Asyneuma fulgens . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 503. Accessed 2022-04-21",wfo-0000823083,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000823083,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05303
11,4,distribution,"Thailand, India, Sri Lanka, China (Guangdong), Vietnam, Malaysia, SW Asia (Iran), Africa, Europe, tropical America (naturalised).","Bergia capensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 543. Accessed 2022-04-21",wfo-0000564313,EN,G.C. Tucker & H. Razifard,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000564313,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05344
11,4,distribution,"Thailand, Northern India (type), Nepal, Bhutan, through northern Myanmar to northern Laos and southern China.","Campanula cana . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 504. Accessed 2022-04-21",wfo-0000826725,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000826725,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05305
11,4,distribution,"Thailand, Afghanistan, India, Nepal (type), through Myanmar to southern China.","Campanula pallida . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 504. Accessed 2022-04-21",wfo-0000828038,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000828038,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05306
11,4,distribution,"Thailand, Endemic.","Campanula rosmarinifolia . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 507. Accessed 2022-04-21",wfo-0000828547,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000828547,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05307
11,4,distribution,"Thailand, Bhutan, NE India, China, Myanmar, Nepal, Laos, Vietnam, Indonesia (Java, type).","Campanumoea javanica javanica. Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 509. Accessed 2022-04-21",wfo-0001290348,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0001290348,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05310_0
11,4,distribution,"Thailand, Tropical America (West Indies-type), cultivated throughout the tropics.","Chrysophyllum cainito . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 611. Accessed 2022-04-21",wfo-0000854556,EN,P. Chantaranothai,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000854556,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05418
11,4,distribution,"Thailand, Sri Lanka, India, S. China, Hong Kong, Indo-China, Peninsular Malaysia, Sumatra, Java (type), Riau, Belitung.","Chrysophyllum roxburghii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 612. Accessed 2022-04-21",wfo-0000857328,EN,P. Chantaranothai,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000857328,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05419
11,4,distribution,"Thailand, Afghanistan, Bhutan, China, India, N. Myanmar, Nepal, NW Vietnam.","Circaea alpina imaicola. Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 599. Accessed 2022-04-21",wfo-0000605602,EN,D. Boufford & P.H. Raven,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000605602,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05402
11,4,distribution,"Thailand, Nepal to S China (Yunnan), Bhutan, Myanmar (type).","Codonopsis convolvulacea . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 511. Accessed 2022-04-21",wfo-0000830497,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000830497,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05311
11,4,distribution,"Originally from South America (Mexico (type, not seen) and Guatemala), now widely cultivated and sometimes running wild.","Cuphea hyssopifolia . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 552. Accessed 2022-04-21",wfo-0000630082,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000630082,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05353
11,4,distribution,"Thailand, South China (no material seen), S Myanmar, through Malesia (Java, type) to New Guinea. Not found in Indochina.","Cyclocodon celebicus . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 512. Accessed 2022-04-21",wfo-0000831033,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000831033,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05313
11,4,distribution,"Thailand, NE India (Assam, Sikkim (type)), Bangladesh, Bhutan, S China, Myanmar, Laos.","Cyclocodon parviflorus . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 514. Accessed 2022-04-21",wfo-0000831038,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000831038,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05314
11,4,distribution,"Thailand, Endemic.","Diploknema siamensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 613. Accessed 2022-04-21",wfo-0000944055,EN,P. Chantaranothai,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000944055,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05421
11,4,distribution,"Thailand, India, China (Yunnan), Vietnam, Malaysia, Australasia, Europe, N America (California, naturalised).","Elatine ambigua . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 545. Accessed 2022-04-21",wfo-0000665297,EN,G.C. Tucker & H. Razifard,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000665297,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05346
11,4,distribution,"Thailand, S China, India (type), Malaysia, Japan, Philippines, Australasia, Europe (introduced), N America (introduced).","Elatine triandra . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 545. Accessed 2022-04-21",wfo-0000665387,EN,G.C. Tucker & H. Razifard,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000665387,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05347
11,4,distribution,"Thailand, Bhutan, China, India (Assam), Laos, Myanmar, Philippines (Luzon), Vietnam.","Epilobium brevifolium trichoneurum. Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 600. Accessed 2022-04-21",wfo-0000668848,EN,D. Boufford & P.H. Raven,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000668848,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05404
11,4,distribution,"Thailand, China, Myanmar (type).","Epilobium kermodei . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 601. Accessed 2022-04-21",wfo-0000669263,EN,D. Boufford & P.H. Raven,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000669263,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05405
11,4,distribution,"A monotypic New World genus from the West Indies (Jamaica, type), but widely naturalized in the tropics and subtropics.","Hippobroma longiflora . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 515. Accessed 2022-04-21",wfo-0000833400,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000833400,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05316
11,4,distribution,"Thailand, Myanmar (Martaban, type of L. calyculata); Cambodia; Laos; Vietnam (Pierre 4993, lectotype of L. angustifolia); Peninsular Malaysia (Perlis).","Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",wfo-0000366837,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366837,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356
11,4,distribution,"Thailand, Myanmar; China (Hainan); Cambodia; Laos; Vietnam (Pierre 820, lectotype of L. cochinchinensis, and Balansa 3865, type of L. balansae).","Lagerstroemia cochinchinensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 559. Accessed 2022-04-21",wfo-0000366833,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366833,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05357
11,4,distribution,"Thailand, Vietnam (Bien Hoa, Pierre 4995, type of L. crispa).","Lagerstroemia crispa . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 561. Accessed 2022-04-21",wfo-0000366797,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366797,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05358
11,4,distribution,"Thailand, Endemic, but probably also in Laos.","Lagerstroemia duperreana saxatilis. Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 562. Accessed 2022-04-21",wfo-0001384948,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0001384948,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05361
11,4,distribution,"Thailand, Myanmar (Wallich 2166, type of L. cuspidata); Peninsular Malaysia (Kedah).","Lagerstroemia floribunda cuspidata. Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 564. Accessed 2022-04-21",wfo-0001428181,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0001428181,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05364
11,4,distribution,"Thailand, Peninsular Malaysia (King s.n., neotype of L. floribunda, and Maingay 653/2, type of L. turbinata); Myanmar; Cambodia; Laos; Vietnam.","Lagerstroemia floribunda floribunda. Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 563. Accessed 2022-04-21",wfo-0001443461,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0001443461,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05363
11,4,distribution,"Thailand, Endemic.","Lagerstroemia huamotensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 565. Accessed 2022-04-21",wfo-0001337654,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0001337654,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05366
11,4,distribution,"Thailand, Himalayan regions; China; Indochina; Japan; Indonesia (Ambon, type, where apparently early introduced); widely cultivated all over the world.","Lagerstroemia indica . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 565. Accessed 2022-04-21",wfo-0000366809,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366809,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05367
11,4,distribution,"Thailand, Peninsular Malaysia (Langkawi, type).","Lagerstroemia langkawiensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 567. Accessed 2022-04-21",wfo-0000366805,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366805,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05368
11,4,distribution,"Thailand, Cambodia; Laos; Vietnam; cultivated elsewhere. Most collections are from doubtfully wild localities.","Lagerstroemia loudonii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 569. Accessed 2022-04-21",wfo-0000366803,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366803,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05369
11,4,distribution,"Thailand, Myanmar (Pegu, Kurz 1972, lectotype of L. macrocarpa); Cambodia; Laos.","Lagerstroemia macrocarpa . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 570. Accessed 2022-04-21",wfo-0000366801,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366801,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05370
11,4,distribution,"Thailand, Cambodia and Laos.","Lagerstroemia noei . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 572. Accessed 2022-04-21",wfo-0000366674,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366674,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05371
11,4,distribution,"Thailand, Vietnam; Peninsular Malaysia (Pahang, Burkill & Haniff SING 17179, type of L. ovalifolia var. exapiculata); Indonesia (Sumatra, W Java (type)).","Lagerstroemia ovalifolia . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 573. Accessed 2022-04-21",wfo-0000366673,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366673,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05372
