WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0001290318,"Scattered in open grassy pine forest and near streams; 1,000–1,200 m altitude. Flowering in December and January.",ecology,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0001290318,11,4,"Adenophora khasiana . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 501. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05301
wfo-0000530923,Scattered in wet localities at low altitudes. Fruiting in November.,ecology,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000530923,11,4,"Ammannia auriculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 549. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05350
wfo-0000530936,"Lowland; soggy rice fields, wet open places; granite and shale bedrock, also on limestone. Flowering and fruiting throughout the year, but mainly from October to March.",ecology,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000530936,11,4,"Ammannia baccifera . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 549. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05351
wfo-0000823083,"Scattered in grassy moist places in open deciduous dipterocarp or mixed pine-dipterocarp forest, at 1,000–1,200 m altitude; flowering & fruiting in July and December.",ecology,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000823083,11,4,"Asyneuma fulgens . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 503. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05303
wfo-0000564313,"Paddy fields, moist places along ditch sides.",ecology,EN,G.C. Tucker & H. Razifard,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000564313,11,4,"Bergia capensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 543. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05344
wfo-0000826725,"Exposed or among shrubs on rocky and grassy slopes, and in open hill evergreen forest; on limestone; 1,660–1,850 m altitude. Flowering & fruiting from September to December.",ecology,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000826725,11,4,"Campanula cana . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 504. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05305
wfo-0000828038,"Open grassy and rocky places; limestone ridges; 1,700–2,150 m altitude. Flowering & fruiting from September to December.",ecology,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000828038,11,4,"Campanula pallida . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 504. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05306
wfo-0000828547,Dry open rocky grassy places; hills of ordovician limestone; 800–950 m altitude. Flowering in June and in December.,ecology,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000828547,11,4,"Campanula rosmarinifolia . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 507. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05307
wfo-0001290348,"Along tracks and forest edges in dry evergreen forest, oak forest, mixed primary evergreen hardwood and pine forest, thickets and grass fields in light shade; granite bedrock, seldom on limestone; (600–)1,200–2,000 m altitude. Flowering & fruiting from September to January.",ecology,EN,W.J.J.O. de Wilde & B.E.E. Duyfjes,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0001290348,11,4,"Campanumoea javanica javanica. Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 509. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05310_0
wfo-0000857328,"In evergreen forest, along streams, 100–500 m alt.",ecology,EN,P. Chantaranothai,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000857328,11,4,"Chrysophyllum roxburghii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 612. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05419
