WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation,Volume,Part
wfo-0000530936,ver-THA-0000530936.01,kaeo rak na (แก้วรักนา)(Ratchaburi),,ref-THA-0000530936,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05351,Forest Herbarium,All rights reserved,"Ammannia baccifera . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 549. Accessed 2022-04-21",11,4
wfo-0000530936,ver-THA-0000530936.02,mafai na (มะไฟนา)(Ratchaburi),,ref-THA-0000530936,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05351,Forest Herbarium,All rights reserved,"Ammannia baccifera . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 549. Accessed 2022-04-21",11,4
wfo-0000530936,ver-THA-0000530936.03,mafai nok khum (มะไฟนกคุ่ม)(Bangkok),,ref-THA-0000530936,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05351,Forest Herbarium,All rights reserved,"Ammannia baccifera . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 549. Accessed 2022-04-21",11,4
wfo-0000530936,ver-THA-0000530936.04,sadao na (สะเดานา)(Chon Buri),,ref-THA-0000530936,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05351,Forest Herbarium,All rights reserved,"Ammannia baccifera . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 549. Accessed 2022-04-21",11,4
wfo-0000530936,ver-THA-0000530936.05,ya rak na (หญ้ารักนา)(Northern),,ref-THA-0000530936,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05351,Forest Herbarium,All rights reserved,"Ammannia baccifera . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 549. Accessed 2022-04-21",11,4
wfo-0000854556,ver-THA-0000854556.01,mak nam nom (หมากน้ำนม)(Northeastern),,ref-THA-0000854556,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05418,Forest Herbarium,All rights reserved,"Chrysophyllum cainito . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 611. Accessed 2022-04-21",11,4
wfo-0000854556,ver-THA-0000854556.02,sata aeppoen (สตาร์แอปเปิ้ล)(Bangkok),,ref-THA-0000854556,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05418,Forest Herbarium,All rights reserved,"Chrysophyllum cainito . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 611. Accessed 2022-04-21",11,4
wfo-0000857328,ver-THA-0000857328.01,"khi phueng (ขี้ผึ้ง)(Chanthaburi, Nakhon Ratchasima)",,ref-THA-0000857328,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05419,Forest Herbarium,All rights reserved,"Chrysophyllum roxburghii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 612. Accessed 2022-04-21",11,4
wfo-0000857328,ver-THA-0000857328.02,nam pheung (น้ำผึ้ง)(Peninsular),,ref-THA-0000857328,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05419,Forest Herbarium,All rights reserved,"Chrysophyllum roxburghii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 612. Accessed 2022-04-21",11,4
wfo-0000857328,ver-THA-0000857328.03,hua tao (หัวเต่า)(Peninsular),,ref-THA-0000857328,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05419,Forest Herbarium,All rights reserved,"Chrysophyllum roxburghii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 612. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.01,tabaek (ตะแบก)(Central),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.02,tabaek khao yai (ตะแบกขาวใหญ่)(Prachin Buri),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.03,tabaek daeng (ตะแบกแดง)(Prachuap Khiri Khan),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.04,tabaek nang (ตะแบกหนัง)(Chanthaburi),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.05,"tabaek yai (ตะแบกใหญ่)(Nakhon Ratchasima, Ratchaburi)",,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.06,"plueai (เปลือย)(Phitsanulok, Sukhothai)",,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.07,plueai dong (เปลือยดง)(Nakhon Ratchasima),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.08,pueai khao (เปื๋อยขาว)(Northern),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.09,pueai dang (เปื๋อยด่าง)(Northern),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.10,pueai tui (เปื๋อยตุ้ย)(Northern),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.11,pueai nam (เปื๋อยน้ำ)(Northern),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.12,pueai plueak na (เปื๋อยเปลือกหนา)(Northern),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.13,pueai lua (เปื๋อยลัวะ)(Northern),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.14,laen hai (แลนไห้)(Chiang Mai),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.15,ai (อ้าย)(Surat Thani),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.16,ta-khu-ho (ตะคู้ฮอ)(Karen-Mae Hong Son),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366837,ver-THA-0000366837.17,bo-ngo-ya-mu (บองอยามู)(Malay-Pattani),,ref-THA-0000366837,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356,Forest Herbarium,All rights reserved,"Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",11,4
wfo-0000366833,ver-THA-0000366833.01,"tabaek kriap (ตะแบกเกรียบ)(Chon Buri, Nakhon Ratchasima)",,ref-THA-0000366833,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05357,Forest Herbarium,All rights reserved,"Lagerstroemia cochinchinensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 559. Accessed 2022-04-21",11,4
wfo-0000366833,ver-THA-0000366833.02,tabaek kriap daeng (ตะแบกเกรียบแดง)(Ratchaburi),,ref-THA-0000366833,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05357,Forest Herbarium,All rights reserved,"Lagerstroemia cochinchinensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 559. Accessed 2022-04-21",11,4
wfo-0000366833,ver-THA-0000366833.03,pueai ka aeng (เปื๋อยกะแอ่ง)(Sukhothai),,ref-THA-0000366833,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05357,Forest Herbarium,All rights reserved,"Lagerstroemia cochinchinensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 559. Accessed 2022-04-21",11,4
wfo-0000366833,ver-THA-0000366833.04,pueai daeng (เปื๋อยแดง)(Northern),,ref-THA-0000366833,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05357,Forest Herbarium,All rights reserved,"Lagerstroemia cochinchinensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 559. Accessed 2022-04-21",11,4
wfo-0000366833,ver-THA-0000366833.05,pueai plueak bang (เปื๋อยเปลือกบาง)(Northern),,ref-THA-0000366833,TH,THA,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05357,Forest Herbarium,All rights reserved,"Lagerstroemia cochinchinensis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 559. Accessed 2022-04-21",11,4
