Volume,Part,type,description,bibliographicCitation,WFOID,language,contributor,audience,rightsHolder,created,creator,source,rights,license,URI
11,4,use,Ripe fruits edible.,"Chrysophyllum cainito . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 611. Accessed 2022-04-21",wfo-0000854556,EN,P. Chantaranothai,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000854556,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05418
11,4,use,"In Thailand, where trees can reach a tall size, the trunks become hollow with age and are said to be used by hill mynas and hornbills for nesting.","Lagerstroemia calyculata . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 557. Accessed 2022-04-21",wfo-0000366837,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366837,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05356
11,4,use,"Commonly cultivated as an ornamental tree, especially along roads.","Lagerstroemia floribunda floribunda. Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 563. Accessed 2022-04-21",wfo-0001443461,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0001443461,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05363
11,4,use,Commonly planted as an ornamental shrub or treelet.,"Lagerstroemia indica . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 565. Accessed 2022-04-21",wfo-0000366809,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366809,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05367
11,4,use,"Ornamental tree, commonly planted along roads.","Lagerstroemia loudonii . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 569. Accessed 2022-04-21",wfo-0000366803,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366803,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05369
11,4,use,"Ornamental tree, commonly planted along roads. In Cambodia the liquid from boiled bark is used as a tonic drink (<i>Maxwell 07-586</i>).","Lagerstroemia macrocarpa . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 570. Accessed 2022-04-21",wfo-0000366801,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366801,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05370
11,4,use,"Ornamental tree, commonly planted along roads; the inflorescences are exserted from the general crown of the tree; the wood is employed as timber.","Lagerstroemia speciosa . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 574. Accessed 2022-04-21",wfo-0000366693,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366693,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05373
11,4,use,"Cultivated as an ornamental tree, especially along roads.","Lagerstroemia spireana . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 575. Accessed 2022-04-21",wfo-0000366692,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366692,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05374
11,4,use,"In Thailand, where trees can reach a tall size, the trunks become hollow with age and are used by hornbills for nesting.","Lagerstroemia tomentosa . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 576. Accessed 2022-04-21",wfo-0001075940,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0001075940,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05376
11,4,use,"<i>Lawsonia</i> is cultivated for the leaves which are the source of the red-brown dye, henna, used for colouring skin, nails or hair.","Lawsonia inermis . Flora of Thailand. Vol. 11. Part 4, 2014. Pg. 581. Accessed 2022-04-21",wfo-0000366658,EN,"W.J.J.O. de Wilde, B.E.E. Duyfjes & P. Phonsena",,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000366658,Forest Herbarium,All rights reserved,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05380
