WFO_ID,Distribution,Country_code,scientificName,Rank,ScientificAuthorship,Family,NamePublishedIn,Catalogue of the Plants of Madagascar record,Citation
wfo-0000947007,Endemic to Madagascar,MG,Dypsis andapae,species,Beentje,Arecaceae,Palms of Madagascar 300–301. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059427?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000917577,Endemic to Madagascar,MG,Dypsis andilamenensis,species,Rakotoarin. & J. Dransf.,Arecaceae,"Kew Bulletin 65(2): 295–298, Fig. 11. 2010. (Kew Bull.) ",http://www.tropicos.org/Name/100365599?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947008,Endemic to Madagascar,MG,Dypsis andrianatonga,species,Beentje,Arecaceae,Palms of Madagascar 203–205. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059201?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947011,Endemic to Madagascar,MG,Dypsis angusta,species,Jum.,Arecaceae,"Annales du Musée Colonial de Marseille, sér. 3, 6(1): 34. 1918. (Ann. Mus. Colon. Marseille, sér. 3,) ",http://www.tropicos.org/Name/2400039?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947012,Endemic to Madagascar,MG,Dypsis angustifolia,species,(H. Perrier) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 336. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059473?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000917578,Endemic to Madagascar,MG,Dypsis anjae,species,Rakotoarin. & J. Dransf.,Arecaceae,"Kew Bulletin 65(2): 290–293, Fig.8. 2010. (Kew Bull.) ",http://www.tropicos.org/Name/100365594?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947013,Endemic to Madagascar,MG,Dypsis ankaizinensis,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 182. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059194?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000912335,Endemic to Madagascar,MG,Dypsis ankirindro,species,"W.J. Baker, Rakotoarin. & M.S. Trudgen",Arecaceae,"Palms 53(3): 136–138, f. 15. 2009. (Palms) ",http://www.tropicos.org/Name/100351845?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947015,Endemic to Madagascar,MG,Dypsis antanambensis,species,Beentje,Arecaceae,Palms of Madagascar 367–369. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059556?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947016,Endemic to Madagascar,MG,Dypsis aquatilis,species,Beentje,Arecaceae,Palms of Madagascar 371–372. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059561?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947017,Endemic to Madagascar,MG,Dypsis arenarum,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 215. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059208?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947018,Endemic to Madagascar,MG,Dypsis baronii,species,(Becc.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 198. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50070501?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947019,Endemic to Madagascar,MG,Dypsis basilonga,species,(Jum. & H. Perrier) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 193. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059198?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947020,Endemic to Madagascar,MG,Dypsis beentjei,species,J. Dransf.,Arecaceae,Palms of Madagascar 401–403. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059583?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947022,Endemic to Madagascar,MG,Dypsis bejofo,species,Beentje,Arecaceae,Palms of Madagascar 146–148. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059048?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947023,Endemic to Madagascar,MG,Dypsis bernierana,species,(Baill.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 304. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059437?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947024,Endemic to Madagascar,MG,Dypsis betamponensis,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 295. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059420?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947025,Endemic to Madagascar,MG,Dypsis boiviniana,species,Baill.,Arecaceae,Bulletin Mensuel de la Société Linnéenne de Paris 2: 1164. 1894. (Bull. Mens. Soc. Linn. Paris) ,http://www.tropicos.org/Name/2400072?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947026,Endemic to Madagascar,MG,Dypsis bonsai,species,Beentje,Arecaceae,Palms of Madagascar 251–253. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50005489?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947027,Endemic to Madagascar,MG,Dypsis bosseri,species,J. Dransf.,Arecaceae,Palms of Madagascar 392–393. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059574?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947028,Endemic to Madagascar,MG,Dypsis brevicaulis,species,(Guillaumet) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 323. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059458?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000912336,Endemic to Madagascar,MG,Dypsis brittiana,species,Rakotoarin.,Arecaceae,"Palms 53(3): 138–140, f. 16. 2009. (Palms) ",http://www.tropicos.org/Name/100351846?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947030,Endemic to Madagascar,MG,Dypsis canaliculata,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 149. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059049?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947031,Endemic to Madagascar,MG,Dypsis canescens,species,(Jum. & H. Perrier) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 410. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50072025?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000401222,Endemic to Madagascar,MG,Dypsis carlsmithii,species,J. Dransf. & J. Marcus,Arecaceae,"Palms 46(1): 47, f. 1–6. 2002. (18 Mar 2002) (Palms) ",http://www.tropicos.org/Name/50216112?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947033,Endemic to Madagascar,MG,Dypsis catatiana,species,(Baill.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 308. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059440?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947034,Endemic to Madagascar,MG,Dypsis caudata,species,Beentje,Arecaceae,Palms of Madagascar 253–255. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059288?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947035,Endemic to Madagascar,MG,Dypsis ceracea,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 151. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059051?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947036,Endemic to Madagascar,MG,Dypsis commersoniana,species,(Baill.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 236. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059245?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947037,Endemic to Madagascar,MG,Dypsis concinna,species,Baker,Arecaceae,"Journal of the Linnean Society, Botany 22: 526. 1886. (J. Linn. Soc., Bot.) ",http://www.tropicos.org/Name/2400076?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947038,Endemic to Madagascar,MG,Dypsis confusa,species,Beentje,Arecaceae,Palms of Madagascar 287–289. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059321?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947039,Endemic to Madagascar,MG,Dypsis cookei,species,J. Dransf.,Arecaceae,Palms of Madagascar 399–401. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059580?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947040,Endemic to Madagascar,MG,Dypsis coriacea,species,Beentje,Arecaceae,Palms of Madagascar 310–312. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059442?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947041,Endemic to Madagascar,MG,Dypsis corniculata,species,(Becc.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 280–281. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059308?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947042,Endemic to Madagascar,MG,Dypsis coursii,species,Beentje,Arecaceae,Palms of Madagascar 230–231. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059229?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947044,Endemic to Madagascar,MG,Dypsis crinita,species,(Jum. & H. Perrier) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 361. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059507?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000917557,Endemic to Madagascar,MG,Dypsis culminis,species,Rakotoarin. & J. Dransf.,Arecaceae,"Kew Bulletin 65(2): 288–290, Fig. 7. 2010. (Kew Bull.) ",http://www.tropicos.org/Name/100365593?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947045,Endemic to Madagascar,MG,Dypsis curtisii,species,Baker,Arecaceae,"Journal of the Linnean Society, Botany 22: 526–527. 1886. (J. Linn. Soc., Bot.) ",http://www.tropicos.org/Name/2401012?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947046,Endemic to Madagascar,MG,Dypsis decaryi,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 187. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059196?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947047,Endemic to Madagascar,MG,Dypsis decipiens,species,(Becc.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 191. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059197?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000794139,Endemic to Madagascar,MG,Dypsis delicatula,species,Britt & J. Dransf.,Arecaceae,"Palms 49: 41–45, pl. 2. 2005. (Palms) ",http://www.tropicos.org/Name/50280696?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947048,Endemic to Madagascar,MG,Dypsis digitata,species,(Becc.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 320. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059453?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000917558,Endemic to Madagascar,MG,Dypsis dracaenoides,species,Rakotoarin. & J. Dransf.,Arecaceae,"Kew Bulletin 65(2): 280–282, Fig. 2. 2010. (Kew Bull.) ",http://www.tropicos.org/Name/100365587?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947049,Endemic to Madagascar,MG,Dypsis dransfieldii,species,Beentje,Arecaceae,Palms of Madagascar 355–357. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059504?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947050,Endemic to Madagascar,MG,Dypsis elegans,species,Beentje,Arecaceae,Palms of Madagascar 271–272. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059306?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947051,Endemic to Madagascar,MG,Dypsis eriostachys,species,J. Dransf.,Arecaceae,Palms of Madagascar 291–292. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059410?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947052,Endemic to Madagascar,MG,Dypsis faneva,species,Beentje,Arecaceae,Palms of Madagascar 257–258. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059293?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947053,Endemic to Madagascar,MG,Dypsis fanjana,species,Beentje,Arecaceae,Palms of Madagascar 258–260. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059295?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947055,Endemic to Madagascar,MG,Dypsis fasciculata,species,Jum.,Arecaceae,"Annales du Musée Colonial de Marseille, sér. 3, 6(1): 37. 1918. (Ann. Mus. Colon. Marseille, sér. 3,) ",http://www.tropicos.org/Name/2400026?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947056,Endemic to Madagascar,MG,Dypsis fibrosa,species,(C.H. Wright) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 366. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059554?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947058,Endemic to Madagascar,MG,Dypsis furcata,species,J. Dransf.,Arecaceae,Palms of Madagascar 393–395. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059576?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000917559,Endemic to Madagascar,MG,Dypsis gautieri,species,Rakotoarin. & J. Dransf.,Arecaceae,"Kew Bulletin 65(2): 298, Fig. 12. 2010. (Kew Bull.) ",http://www.tropicos.org/Name/100365600?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947059,Endemic to Madagascar,MG,Dypsis glabrescens,species,(Becc.) Becc.,Arecaceae,"Palme del Madagascar 16, f. 10, t. 13. 1912. (Palme Madagascar) ",http://www.tropicos.org/Name/2400038?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000917560,Endemic to Madagascar,MG,Dypsis gronophyllum,species,Rakotoarin. & J. Dransf.,Arecaceae,"Kew Bulletin 65(2): 285–288, Fig. 5. 2010. (Kew Bull.) ",http://www.tropicos.org/Name/100365591?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000803590,Endemic to Madagascar,MG,Dypsis henrici,species,"J. Dransf., Beentje & Govaerts",Arecaceae,Palms 50(4): 184. 2006. (Palms) ,http://www.tropicos.org/Name/50312311?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947062,Endemic to Madagascar,MG,Dypsis heteromorpha,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 198. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059200?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947063,Endemic to Madagascar,MG,Dypsis heterophylla,species,Baker,Arecaceae,"Journal of the Linnean Society, Botany 22: 525. 1886. (J. Linn. Soc., Bot.) ",http://www.tropicos.org/Name/2401016?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947064,Endemic to Madagascar,MG,Dypsis hiarakae,species,Beentje,Arecaceae,Palms of Madagascar 286–287. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059319?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947065,Endemic to Madagascar,MG,Dypsis hildebrandtii,species,(Baill.) Becc.,Arecaceae,"Palme del Madagascar 14, t. 9–10. 1912. (Palme Madagascar) ",http://www.tropicos.org/Name/2400029?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947067,Endemic to Madagascar,MG,Dypsis hovomantsina,species,Beentje,Arecaceae,Palms of Madagascar 149–151. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059050?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947068,Endemic to Madagascar,MG,Dypsis humbertii,species,H. Perrier,Arecaceae,Notulae Systematicae. Herbier du Museum de Paris 8: 46–47. 1939. (Notul. Syst. (Paris)) ,http://www.tropicos.org/Name/2400023?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000912337,Endemic to Madagascar,MG,Dypsis humilis,species,"M.S. Trudgen, Rakotoarin. & W.J. Baker",Arecaceae,"Palms 53(3): 140–142, f. 18 [sic]. 2009. (Palms) ",http://www.tropicos.org/Name/100351847?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947072,Endemic to Madagascar,MG,Dypsis ifanadianae,species,Beentje,Arecaceae,Palms of Madagascar 171–173. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059127?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947073,Endemic to Madagascar,MG,Dypsis integra,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 319. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059452?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947074,Endemic to Madagascar,MG,Dypsis intermedia,species,Beentje,Arecaceae,Palms of Madagascar 243–244. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059279?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947076,Endemic to Madagascar,MG,Dypsis interrupta,species,J. Dransf.,Arecaceae,Palms of Madagascar 327–329. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059461?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000917561,Endemic to Madagascar,MG,Dypsis jeremiei,species,Rakotoarin. & J. Dransf.,Arecaceae,"Kew Bulletin 65(2): 293, Fig. 9. 2010. (Kew Bull.) ",http://www.tropicos.org/Name/100365596?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947077,Endemic to Madagascar,MG,Dypsis jumelleana,species,Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 247. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059285?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947078,Endemic to Madagascar,MG,Dypsis laevis,species,J. Dransf.,Arecaceae,Palms of Madagascar 386–387. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059571?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947080,Endemic to Madagascar,MG,Dypsis lantzeana,species,Baill.,Arecaceae,Bulletin Mensuel de la Société Linnéenne de Paris 2: 1163. 1894. (Bull. Mens. Soc. Linn. Paris) ,http://www.tropicos.org/Name/2400033?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947082,Endemic to Madagascar,MG,Dypsis lanuginosa,species,J. Dransf.,Arecaceae,Palms of Madagascar 395–396. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059577?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947083,Endemic to Madagascar,MG,Dypsis lastelliana,species,(Baill.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 175. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059130?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947084,Endemic to Madagascar,MG,Dypsis leptocheilos,species,(Hodel) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 176. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059133?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947085,Endemic to Madagascar,MG,Dypsis ligulata,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 178. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059135?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947086,Endemic to Madagascar,MG,Dypsis linearis,species,Jum.,Arecaceae,"Annales du Musée Colonial de Marseille, sér. 3, 6(1): 35. 1918. (Ann. Mus. Colon. Marseille, sér. 3,) ",http://www.tropicos.org/Name/2400040?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947089,Endemic to Madagascar,MG,Dypsis lokohoensis,species,J. Dransf.,Arecaceae,Palms of Madagascar 349–350. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059483?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947091,Endemic to Madagascar,MG,Dypsis louvelii,species,Jum. & H. Perrier,Arecaceae,"Annales du Musée Colonial de Marseille, sér. 3, 1(1): 21–22, f. 6. 1913. (Ann. Mus. Colon. Marseille, sér. 3,) ",http://www.tropicos.org/Name/2400021?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947092,Endemic to Madagascar,MG,Dypsis lucens,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 315. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059450?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947093,Endemic to Madagascar,MG,Dypsis lutea,species,(Jum.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 293. 1995. (Palms of Madagascar) ,http://www.tropicos.org/Name/50059419?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947094,Endemic to Madagascar,MG,Dypsis lutescens,species,(H. Wendl.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 212. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/50059207?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000947095,Endemic to Madagascar,MG,Dypsis madagascariensis,species,(Becc.) Beentje & J. Dransf.,Arecaceae,Palms of Madagascar 185. 1995. (Palms Madagascar) ,http://www.tropicos.org/Name/2401027?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
