WFO_ID,Distribution,Country_code,scientificName,Rank,ScientificAuthorship,Family,NamePublishedIn,Catalogue of the Plants of Madagascar record,Citation
wfo-0000292500,Endemic to Madagascar,MG,Asteropeia amblyocarpa,species,Tul.,Asteropeiaceae,"Annales des Sciences Naturelles; Botanique, série 4 8: 81. 1857. (Ann. Sci. Nat., Bot., sér. 4,) ",http://www.tropicos.org/Name/31600155?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000292533,Endemic to Madagascar,MG,Asteropeia densiflora,species,Baker,Asteropeiaceae,"Journal of Botany, British and Foreign 20: 49. 1882. (J. Bot.) ",http://www.tropicos.org/Name/31600161?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000292544,Endemic to Madagascar,MG,Asteropeia labatii,species,"G.E. Schatz, Lowry & A.-E. Wolf",Asteropeiaceae,"Adansonia, série 3, 21(2): 260, f. 2, 3A(map), 5(A–C). 1999. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50136175?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000292555,Endemic to Madagascar,MG,Asteropeia matrambody,species,"(Capuron) G.E. Schatz, Lowry & A.-E. Wolf",Asteropeiaceae,"Adansonia, série 3, 21(2): 262. 1999. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50136176?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000292566,Endemic to Madagascar,MG,Asteropeia mcphersonii,species,"G.E. Schatz, Lowry & A.-E. Wolf",Asteropeiaceae,"Adansonia, série 3, 21(2): 263, f. 3A(map), 4. 1999. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50136177?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000292575,Endemic to Madagascar,MG,Asteropeia micraster,species,Hallier f.,Asteropeiaceae,Beihefte zum Botanischen Centralblatt 39(2): 30. 1923. (Beih. Bot. Centralbl.) ,http://www.tropicos.org/Name/31600159?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000292585,Endemic to Madagascar,MG,Asteropeia multiflora,species,Thouars,Asteropeiaceae,"Histoire des Végétaux Recueillis dans les Isles Australes d'Afrique 51–52, t. 15. 1805. (Hist. Vég. Isles Austral. Afriq.) ",http://www.tropicos.org/Name/31600157?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000292596,Endemic to Madagascar,MG,Asteropeia rhopaloides,species,(Baker) Baill.,Asteropeiaceae,Bulletin Mensuel de la Société Linnéenne de Paris 1: 561. 1886. (Bull. Mens. Soc. Linn. Paris) ,http://www.tropicos.org/Name/31600162?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000316678,Endemic to Madagascar,MG,Barbeuia madagascariensis,species,Steud.,Barbeuiaceae,Nomenclator Botanicus. Editio secunda 1: 186. 1841. (Nomencl. Bot. (ed. 2)) ,http://www.tropicos.org/Name/24800055?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627027,Endemic to Madagascar,MG,Leptolaena masoalensis,species,G.E. Schatz & Lowry,Sarcolaenaceae,"Adansonia, série 3, 23(2): 183, f. 6(map), 7. 2001. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50195243?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627048,Endemic to Madagascar,MG,Leptolaena pauciflora,species,Baker,Sarcolaenaceae,"Journal of the Linnean Society, Botany 20: 96–97. 1883. (J. Linn. Soc., Bot.) ",http://www.tropicos.org/Name/28800011?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627065,Endemic to Madagascar,MG,Leptolaena multiflora,species,Thouars,Sarcolaenaceae,"Histoire des Végétaux Recueillis dans les Isles Australes d'Afrique 41, t. 11. 1805[1805]. (Hist. Vég. Isles Austral. Afriq.) ",http://www.tropicos.org/Name/28800008?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627096,Endemic to Madagascar,MG,Leptolaena raymondii,species,G.E. Schatz & Lowry,Sarcolaenaceae,"Adansonia, série 3, 23(2): 186, f. 6(map), 8. 2001. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50200392?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627119,Endemic to Madagascar,MG,Leptolaena gautieri,species,G.E. Schatz & Lowry,Sarcolaenaceae,"Adansonia, série 3, 23(2): 180, f. 5, 6(map). 2001. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50191047?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627130,Endemic to Madagascar,MG,Leptolaena delphinensis,species,G.E. Schatz & Lowry,Sarcolaenaceae,"Adansonia, série 3, 23(2): 178, f. 2(map), 4. 2001. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50176663?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627139,Endemic to Madagascar,MG,Leptolaena abrahamii,species,G.E. Schatz & Lowry,Sarcolaenaceae,"Adansonia, série 3, 23(2): 175, f. 1, 2(map). 2001. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50194961?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627175,Endemic to Madagascar,MG,Leptolaena cuspidata,species,Baker,Sarcolaenaceae,"Journal of the Linnean Society, Botany 25: 296–297. 1889. (J. Linn. Soc., Bot.) ",http://www.tropicos.org/Name/28800010?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627303,Endemic to Madagascar,MG,Mediusella bernieri,species,(Baill.) Hutch.,Sarcolaenaceae,The Families of Flowering Plants 348. 1973. (Fam. Fl. Pl. (ed. 3)) ,http://www.tropicos.org/Name/50059578?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627390,Endemic to Madagascar,MG,Pentachlaena orientalis,species,Capuron,Sarcolaenaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 13(3): 289–291, t. 1. 1973. (Adansonia, n.s.) ",http://www.tropicos.org/Name/28800072?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627401,Endemic to Madagascar,MG,Perrierodendron boinense,species,(H. Perrier) Cavaco,Sarcolaenaceae,"Bulletin du Muséum d'Histoire Naturelle, sér. 2 23: 138. 1951. (Bull. Mus. Natl. Hist. Nat., sér. 2) ",http://www.tropicos.org/Name/28800044?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627411,Endemic to Madagascar,MG,Pentachlaena latifolia,species,H. Perrier,Sarcolaenaceae,Bulletin du Muséum National d'Histoire Naturelle 26: 669. 1920. (Bull. Mus. Natl. Hist. Nat.) ,http://www.tropicos.org/Name/28800063?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627474,Endemic to Madagascar,MG,Physena sessiliflora,species,Tul.,Physenaceae,"Annales des Sciences Naturelles; Botanique, série 4 8: 55. 1857. (Ann. Sci. Nat., Bot., sér. 4,) ",http://www.tropicos.org/Name/5900293?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627494,Endemic to Madagascar,MG,Rhodolaena coriacea,species,"G.E. Schatz, Lowry & A.-E. Wolf",Sarcolaenaceae,"Adansonia, série 3, 22(2): 244, f. 2(A–E), 3(map). 2000. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50177045?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627505,Endemic to Madagascar,MG,Rhopalocarpus crassinervius,species,"(Capuron) G.E. Schatz, Lowry & A.-E. Wolf",Sphaerosepalaceae,"Adansonia, série 3, 21(1): 117. 1999. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50118410?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627516,Endemic to Madagascar,MG,Rhodolaena macrocarpa,species,"G.E. Schatz, Lowry & A.-E. Wolf",Sarcolaenaceae,"Adansonia, série 3, 22(2): 248, f. 2(F–J), 4(map), 6(E–F). 2000. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50177043?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627528,Endemic to Madagascar,MG,Rhodolaena altivola,species,Thouars,Sarcolaenaceae,"Histoire des Végétaux Recueillis dans les Isles Australes d'Afrique 47, t. 13. 1805[1805]. (Hist. Vég. Isles Austral. Afriq.) ",http://www.tropicos.org/Name/28800059?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627539,Endemic to Madagascar,MG,Rhodolaena leroyana,species,"G.E. Schatz, Lowry & A.-E. Wolf",Sarcolaenaceae,"Adansonia, série 3, 22(2): 247, f. 1(map), 5, 6(D). 2000. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50177044?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627550,Endemic to Madagascar,MG,Rhopalocarpus undulatus,species,Capuron,Sphaerosepalaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 251–252, f. 3(10–13). 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/29900016?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627560,Endemic to Madagascar,MG,Rhodolaena bakeriana,species,Baill.,Sarcolaenaceae,"Bulletin Mensuel de la Société Linnéenne de Paris 1: 566, 570–571. 1886. (Bull. Mens. Soc. Linn. Paris) ",http://www.tropicos.org/Name/28800061?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627581,Endemic to Madagascar,MG,Rhodolaena humblotii,species,Baill.,Sarcolaenaceae,Bulletin Mensuel de la Société Linnéenne de Paris 1: 566. 1886. (Bull. Mens. Soc. Linn. Paris) ,http://www.tropicos.org/Name/28800062?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627591,Endemic to Madagascar,MG,Rhopalocarpus macrorhamnifolius,species,Capuron,Sphaerosepalaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 247–249, f. 3(1–6). 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/29900012?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627601,Endemic to Madagascar,MG,Rhopalocarpus coriaceus,species,(Scott Elliot) Capuron,Sphaerosepalaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 254. 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/29900018?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627611,Endemic to Madagascar,MG,Rhopalocarpus parvifolius,species,"(Capuron) G.E. Schatz, Lowry & A.-E. Wolf",Sphaerosepalaceae,"Adansonia, série 3, 21(1): 120. 1999. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50128923?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627622,Endemic to Madagascar,MG,Rhopalocarpus binervius,species,Capuron,Sphaerosepalaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 252–254, f. 4(1). 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/29900017?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627643,Endemic to Madagascar,MG,Rhopalocarpus excelsus,species,Capuron,Sphaerosepalaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 258, f. 5(1–4). 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/29900021?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627654,Endemic to Madagascar,MG,Rhodolaena acutifolia,species,Baker,Sarcolaenaceae,"Journal of the Linnean Society, Botany 21: 322. 1884. (J. Linn. Soc., Bot.) ",http://www.tropicos.org/Name/28800060?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627665,Endemic to Madagascar,MG,Rhopalocarpus louvelii,species,(Danguy) Capuron,Sphaerosepalaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 245. 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/29900010?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627675,Endemic to Madagascar,MG,Rhopalocarpus alternifolius,species,(Baker) Capuron,Sphaerosepalaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 2: 250. 1962. (Adansonia, n.s.) ",http://www.tropicos.org/Name/29900014?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627686,Endemic to Madagascar,MG,Sarcolaena codonochlamys,species,Baker,Sarcolaenaceae,"Bulletin of Miscellaneous Information, Royal Gardens, Kew 1893: 11–12. 1893. (Bull. Misc. Inform. Kew) ",http://www.tropicos.org/Name/28800006?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627697,Endemic to Madagascar,MG,Sarcolaena eriophora,species,Thouars,Sarcolaenaceae,Histoire des Végétaux Recueillis dans les Isles Australes d'Afrique 40. 1805[1805]. (Hist. Vég. Isles Austral. Afriq.) ,http://www.tropicos.org/Name/28800001?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627715,Endemic to Madagascar,MG,Sarcolaena delphinensis,species,Cavaco,Sarcolaenaceae,"Bulletin du Muséum d'Histoire Naturelle, sér. 2 22: 615. 1950. (Bull. Mus. Natl. Hist. Nat., sér. 2) ",http://www.tropicos.org/Name/28800004?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627726,Endemic to Madagascar,MG,Sarcolaena humbertiana,species,Cavaco,Sarcolaenaceae,Bulletin de la Société Botanique de France 97: 96. 1950. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/28800007?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627776,Endemic to Madagascar,MG,Schizolaena pectinata,species,Capuron,Sarcolaenaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 3: 396, t. 6(8–10). 1963. (Adansonia, n.s.) ",http://www.tropicos.org/Name/28800066?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627787,Endemic to Madagascar,MG,Schizolaena hystrix,species,Capuron,Sarcolaenaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 3: 393–394, t. 6(1–7). 1963. (Adansonia, n.s.) ",http://www.tropicos.org/Name/28800065?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627884,Endemic to Madagascar,MG,Schizolaena exinvolucrata,species,Baker,Sarcolaenaceae,"Journal of the Linnean Society, Botany 20: 97. 1883. (J. Linn. Soc., Bot.) ",http://www.tropicos.org/Name/28800055?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627895,Endemic to Madagascar,MG,Sarcolaena multiflora,species,Thouars,Sarcolaenaceae,"Histoire des Végétaux Recueillis dans les Isles Australes d'Afrique 40, t. 10. 1805[1805]. (Hist. Vég. Isles Austral. Afriq.) ",http://www.tropicos.org/Name/28800005?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627905,Endemic to Madagascar,MG,Sarcolaena oblongifolia,species,F. Gérard,Sarcolaenaceae,Compte Rendu de l'Association Française pour l'Avancement des Sciences 43rd Session 1914: 406. 1915. (Compt. Rend. Assoc. Franç. Avancem. Sci.) ,http://www.tropicos.org/Name/50264106?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627927,Endemic to Madagascar,MG,Schizolaena elongata,species,Thouars,Sarcolaenaceae,Histoire des Végétaux Recueillis dans les Isles Australes d'Afrique 43. 1807. (Hist. Vég. Isles Austral. Afriq.) ,http://www.tropicos.org/Name/28800050?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627938,Endemic to Madagascar,MG,Sarcolaena grandiflora,species,Thouars,Sarcolaenaceae,"Histoire des Végétaux Recueillis dans les Isles Australes d'Afrique 40, t. 9. 1805[1805]. (Hist. Vég. Isles Austral. Afriq.) ",http://www.tropicos.org/Name/28800002?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627961,Endemic to Madagascar,MG,Schizolaena microphylla,species,H. Perrier,Sarcolaenaceae,Bulletin de la Société Botanique de France 72: 308. 1925. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/28800058?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627972,Endemic to Madagascar,MG,Schizolaena rosea,species,Thouars,Sarcolaenaceae,"Histoire des Végétaux Recueillis dans les Isles Australes d'Afrique 44, t. 12. 1805[1805]. (Hist. Vég. Isles Austral. Afriq.) ",http://www.tropicos.org/Name/28800051?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000627994,Endemic to Madagascar,MG,Sarcolaena isaloensis,species,Randrian. & J.S. Mill.,Sarcolaenaceae,"Novon 4(3): 290, f. 1. 1994. (Novon) ",http://www.tropicos.org/Name/28800077?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628016,Endemic to Madagascar,MG,Schizolaena cauliflora,species,Thouars,Sarcolaenaceae,Histoire des Végétaux Recueillis dans les Isles Australes d'Afrique 44. 1805[1805]. (Hist. Vég. Isles Austral. Afriq.) ,http://www.tropicos.org/Name/28800049?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628078,Endemic to Madagascar,MG,Xyloolaena speciosa,species,Lowry & G.E. Schatz,Sarcolaenaceae,"Adansonia, série 3, 24: 15, f. 3. 2002. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50214090?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628089,Endemic to Madagascar,MG,Xyloolaena sambiranensis,species,Lowry & G.E. Schatz,Sarcolaenaceae,"Adansonia, série 3, 24: 13, f. 2. 2002. (Adansonia, sér. 3,) ",http://www.tropicos.org/Name/50214026?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628111,Endemic to Madagascar,MG,Xerochlamys villosa,species,F. Gérard,Sarcolaenaceae,Compte Rendu de l'Association Française pour l'Avancement des Sciences 1914: 408. 1915. (Compt. Rend. Assoc. Franç. Avancem. Sci.) ,http://www.tropicos.org/Name/50264224?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628132,Endemic to Madagascar,MG,Xerochlamys tampoketsensis,species,F. Gérard,Sarcolaenaceae,Compte Rendu de l'Association Française pour l'Avancement des Sciences 1914: 409. 1915. (Compt. Rend. Assoc. Franç. Avancem. Sci.) ,http://www.tropicos.org/Name/50264278?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628207,Endemic to Madagascar,MG,Xerochlamys elliptica,species,F. Gérard,Sarcolaenaceae,Compte Rendu de l'Association Française pour l'Avancement des Sciences 1914: 407. 1915. (Compt. Rend. Assoc. Franç. Avancem. Sci.) ,http://www.tropicos.org/Name/50264128?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628342,Endemic to Madagascar,MG,Rhopalocarpus similis,species,Hemsl.,Sphaerosepalaceae,"Icones Plantarum 28: sub t. 2774, p. 3. 1903. (Icon. Pl.) ",http://www.tropicos.org/Name/29900007?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628353,Endemic to Madagascar,MG,Rhopalocarpus triplinervius,species,Baill.,Sphaerosepalaceae,Adansonia 10: 106. 1871. (Adansonia) ,http://www.tropicos.org/Name/29900009?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628405,Endemic to Madagascar,MG,Rhopalocarpus longipetiolatus,species,Hemsl.,Sphaerosepalaceae,"Icones Plantarum 28: sub t. 2774, p. 3. 1903. (Icon. Pl.) ",http://www.tropicos.org/Name/29900022?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628415,Endemic to Madagascar,MG,Rhopalocarpus thouarsianus,species,Baill.,Sphaerosepalaceae,Bulletin Mensuel de la Société Linnéenne de Paris 1: 393. 1883. (Bull. Mens. Soc. Linn. Paris) ,http://www.tropicos.org/Name/29900023?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628425,Endemic to Madagascar,MG,Rhopalocarpus suarezensis,species,Capuron ex Bosser,Sphaerosepalaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 13(1): 55. 1973. (Adansonia, n.s.) ",http://www.tropicos.org/Name/29900031?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628461,Endemic to Madagascar,MG,Schizolaena parviflora,species,(F. Gérard) H. Perrier,Sarcolaenaceae,Bulletin de la Société Botanique de France 72: 307. 1925. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/28800052?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628471,Endemic to Madagascar,MG,Schizolaena viscosa,species,F. Gérard,Sarcolaenaceae,"Annales du Musée Colonial de Marseille, sér. 3, 7(1): 72–75, t. 8–9. 1919. (Ann. Mus. Colon. Marseille, sér. 3,) ",http://www.tropicos.org/Name/28800054?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628474,Endemic to Madagascar,MG,Xerochlamys bojeriana,species,(Baill.) F. Gérard,Sarcolaenaceae,Compte Rendu de l'Association Française pour l'Avancement des Sciences sess. 43: 406. 1915. (Compt. Rend. Assoc. Franç. Avancem. Sci.) ,http://www.tropicos.org/Name/28800034?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628477,Endemic to Madagascar,MG,Xyloolaena richardii,species,(Baill.) Baill.,Sarcolaenaceae,Bulletin Mensuel de la Société Linnéenne de Paris 1: 412. 1884. (Bull. Mens. Soc. Linn. Paris) ,http://www.tropicos.org/Name/28800041?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628483,Endemic to Madagascar,MG,Xyloolaena perrieri,species,F. Gérard,Sarcolaenaceae,"Annales du Musée Colonial de Marseille, sér. 3, 7(1): 90–92, t. 11–12. 1919. (Ann. Mus. Colon. Marseille, sér. 3,) ",http://www.tropicos.org/Name/28800042?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628493,Endemic to Madagascar,MG,Xyloolaena humbertii,species,Cavaco,Sarcolaenaceae,Bulletin de la Société Botanique de France 97: 224. 1950. (Bull. Soc. Bot. France) ,http://www.tropicos.org/Name/28800043?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628521,Endemic to Madagascar,MG,Dialyceras coriaceum,species,(Capuron) J.-F. Leroy,Sphaerosepalaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 13(1): 39. 1973. (Adansonia, n.s.) ",http://www.tropicos.org/Name/29900029?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
wfo-0000628533,Endemic to Madagascar,MG,Dialyceras discolor,species,J.-F. Leroy,Sphaerosepalaceae,"Adansonia: recueil périodique d'observations botanique, n.s. 13(1): 39. 1973. (Adansonia, n.s.) ",http://www.tropicos.org/Name/29900030?projectid=17,"Catalogue of the Plants of Madagascar. Missouri Botanical Garden, St. Louis, U.S.A. & Antananarivo, Madagascar"
