"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-1-ALLOPLECTUS","Crantzia","Intr. Hist. Nat. 173 1777","synonym"
"taxon-1-Alloplectus_cristatus","Besleria cristata","Sp. Pl. 619 1753","synonym"
"taxon-1-Alloplectus_cristatus","Columnea cristata","Revis. Gen. Pl. 2 471 1891","synonym"
"taxon-1-Alloplectus_cristatus","Crantzia cristata","Engl. & Prantl Nat. Pflanzenfam. 4 3b 168 1894","synonym"
"taxon-2-Alloplectus_savannarum","Columnea steyermarkii","Steyerm. et al. Bol. Soc. Venez. Ci. Nat. 23 76 1962","synonym"
"taxon-5-Besleria_patrisii","Besleria verecunda","Phytologia 1 152 1935","synonym"
"taxon-5-Besleria_patrisii","Besleria maasii","Selbyana 5 73 1978","synonym"
"taxon-1-Chrysothemis_pulchella","Besleria pulchella","Bot. Mag. 28 ad pl. 1146 1808","synonym"
"taxon-1-Chrysothemis_pulchella","Episcia pulchella","Gen. Hist. 4 656 1838","synonym"
"taxon-1-Chrysothemis_pulchella","Tussacia pulchella","London J. Bot. 5 363 1846","synonym"
"taxon-1-Chrysothemis_pulchella","Skiophila pulchella","Linnaea 26 207 1854 ('1853')","synonym"
"taxon-1-Chrysothemis_pulchella","Tussacia villosa","London J. Bot. 5 363 1846","synonym"
"taxon-1-Chrysothemis_pulchella","Chrysothemis villosa","Acta Bot. Neerl. 7 338 fig. 3V 1958","synonym"
"taxon-1-Chrysothemis_pulchella","Chrysothemis aurantiaca","Rev. Hortic. (Paris) ser. 3. 4 381 1850","synonym"
"taxon-2-Chrysothemis_rupestris","Tussacia rupestris","London J. Bot. 5 363 1846","synonym"
"taxon-4-CODONANTHE","Hypocyrta","Nov. Gen. Sp. Pl. 3 49 1829","synonym"
"taxon-1-Codonanthe_calcarata","Nematanthus calcaratus","Linnaea 22 472 1849","synonym"
"taxon-1-Codonanthe_calcarata","Codonanthe bipartita","Bull. Torrey Bot. Club 60 657 f. 1-6 1933","synonym"
"taxon-2-Codonanthe_crassifolia","Hypocyrta crassifolia","Tijdschr. Wis- Natuurk. Wetensch. Eerste Kl. Kon Ned. Inst. Wetensch. 5 199 1852","synonym"
"taxon-2-Codonanthe_crassifolia","Codonanthe confusa","Bull. Misc. Inform. Kew 1931 492 1931","synonym"
"taxon-5-CODONANTHOPSIS","Codonanthe","Baileya 19 25 1973","synonym"
"taxon-1-Codonanthopsis_dissimulata","Codonanthe dissimulata","Baileya 19 25 1973","synonym"
"taxon-6-COLUMNEA","Dalbergaria","Fl. Antill. 1 141 pl. 19 1811-13","synonym"
"taxon-6-COLUMNEA","Trichantha","Icon. Pl. 7 ad pl. 666 1844","synonym"
"taxon-6-COLUMNEA","Ortholoma","Linnaea 26 209 1854 ('1853')","synonym"
"taxon-6-COLUMNEA","Pentadenia","Linnaea 26 211 1854 ('1853')","synonym"
"taxon-1-Columnea_calotricha","Alloplectus calotrichus","Bull. Brit. Mus. (Nat. Hist.) Bot. 4 189 1969","synonym"
"taxon-1-Columnea_calotricha","Ortholoma calotrichum","Phytologia 27 321 1973","synonym"
"taxon-1-Columnea_calotricha","Trichantha calotricha","Selbyana 1 34 1975","synonym"
"taxon-1-Columnea_calotricha","Columnea calotricha","Bol. Soc. Venez. Ci. Nat. 23 78 1962","synonym"
"taxon-1-Columnea_calotricha","Columnea calotricha","Bol. Soc. Venez. Ci. Nat. 23 78 1962","synonym"
"taxon-2-Columnea_guianensis","Alloplectus guianensis","Bull. Brit. Mus. (Nat. Hist.) Bot. 4 189 1969","synonym"
"taxon-2-Columnea_guianensis","Dalbergaria guianensis","Phytologia 27 317 1973","synonym"
"taxon-4-Columnea_sanguinea","Besleria sanguinea","Syn. Pl. 2 165 1807","synonym"
"taxon-4-Columnea_sanguinea","Alloplectus sanguineus","Gen. Hist. 4 655 1838","synonym"
"taxon-4-Columnea_sanguinea","Dalbergaria sanguinea","Nomencl. Bot. ed. 2. 1 479 1840","synonym"
"taxon-4-Columnea_sanguinea","Collandra sanguinea","Pl. Wright. 526 1862","synonym"
"taxon-4-Columnea_sanguinea","Columnea aureonitens","Bot. Mag. 73 ad pl. 4294 1847","synonym"
"taxon-4-Columnea_sanguinea","Collandra aureonitens","Linnaea 26 209 1854 ('1853')","synonym"
"taxon-4-Columnea_sanguinea","Dalbergaria aureonitens","Phytologia 27 316 1973","synonym"
"taxon-1-Corytoplectus_deltoideus","Alloplectus deltoideus","Fieldiana Bot. 28 521 1953","synonym"
"taxon-2-Drymonia_coccinea","Besleria coccinea","Hist. Pl. Guiane 2 632 4: pl. 255 1775","synonym"
"taxon-2-Drymonia_coccinea","Alloplectus coccineus","Nov. Gen. 3 189 1832","synonym"
"taxon-2-Drymonia_coccinea","Lophalix coccinea","Sylva Tellur. 71 1838","synonym"
"taxon-2-Drymonia_coccinea","Columnea coccinea","Revis. Gen. Pl. 2 472 1891","synonym"
"taxon-2-Drymonia_coccinea","Crantzia coccinea","Engl. & Prantl Nat. Pflanzenfam. 4 3b 168 1894","synonym"
"taxon-2-Drymonia_coccinea","Alloplectus patrisii","Prodr. 7 545 1839","synonym"
"taxon-2-Drymonia_coccinea","Macrochlamys patrisii","Rev. Hort. (Paris) ser. 3. 3 243 1849","synonym"
"taxon-2-Drymonia_coccinea","Columnea patrisii","Revis. Gen. Pl. 2 472 1891","synonym"
"taxon-2-Drymonia_coccinea","Crantzia patrisii","Engl. & Prantl Nat. Pflanzenfam. 4 3b 168 1894","synonym"
"taxon-2-Drymonia_coccinea","Alloplectus coccineus","Acta Bot. Neerl. 7 300, 361 fig. 8 1958","synonym"
"taxon-3-Drymonia_psilocalyx","Drymonia psila","Misc. Pap. Landbouwhogeschool 19 239 fig. 1 1980 (non Gibson 1972)","synonym"
"taxon-4-Drymonia_serrulata","Besleria serrulata","Pl. Hort. Schoenbr. 3 21 pl. 290 1798","synonym"
"taxon-4-Drymonia_serrulata","Drymonia calcarata","Nov. Gen. Sp. Pl. 3 58 pl. 224 1829","synonym"
"taxon-4-Drymonia_serrulata","Besleria drymonia","Nomencl. Bot. ed. 2. 1 200 1840 (non Besleria calcarata Kunth 1818).","synonym"
"taxon-4-Drymonia_serrulata","Drymonia cristata","Linnaea 18 26 1844","synonym"
"taxon-10-EPISCIA","Cyrtodeira","Linnaea 26 207 1854 ('1853')","synonym"
"taxon-10-EPISCIA","Episcia","Acta Bot. Neerl. 7 309 1958","synonym"
"taxon-11-GLOXINIA","Seemannia","Gartenflora 4 183 1855 nom. cons.","synonym"
"taxon-1-Gloxinia_perennis","Martynia perennis","Sp. Pl. 618 1753","synonym"
"taxon-1-Gloxinia_perennis","Gloxinia suaveolens","Rev. Hort. (Paris) ser. 3. 2 463 1848","synonym"
"taxon-1-Gloxinia_perennis","Salisia suaveolens","Bot. Zeitung (Berlin) 9 894 1851","synonym"
"taxon-1-Gloxinia_perennis","Gloxinia trichantha","Linnaea 22 473 1849","synonym"
"taxon-2-Gloxinia_purpurascens","Seemannia purpurascens","Mem. Torrey Bot. Club 4 237 1895","synonym"
"taxon-2-Gloxinia_purpurascens","Fritschiantha purpurascens","Revis. Gen. Pl. 3 3 241 1898","synonym"
"taxon-1-Kohleria_hirsuta","Gesneria hirsuta","Humboldt, Bonpland & Kunth Nov. Gen. Sp. ed. fol. 2 317 pl. 189 1818 ('1817')","synonym"
"taxon-1-Kohleria_hirsuta","Isoloma hirsutum","Bot. Zeit. (Berlin) 9 893 1851","synonym"
"taxon-1-Kohleria_hirsuta","Brachyloma hirsutum","Linnaea 26 203 1854 ('1853')","synonym"
"taxon-16-NAUTILOCALYX","Episcia","Gen. Pl. 2 1007 1876","synonym"
"taxon-16-NAUTILOCALYX","Centrosolenia","Lond. J. Bot. 5 362 1864 nom. rej.","synonym"
"taxon-16-NAUTILOCALYX","Episcia","Gen. Pl. 2 1007 1876","synonym"
"taxon-16-NAUTILOCALYX","Episcia","Acta Bot. Neerl. 7 310 1958","synonym"
"taxon-16-NAUTILOCALYX","Episcia","Acta Bot. Neerl. 7 312 1958","synonym"
"taxon-1-Nautilocalyx_adenosiphon","Episcia adenosiphon","Acta Bot. Neerl. 18 858 1969","synonym"
"taxon-2-Nautilocalyx_bryogeton","Episcia bryogeton","Acta Bot. Neerl. 7 312, 400 fig. 22 1958","synonym"
"taxon-4-Nautilocalyx_cordatus","Episcia cordata","Bull. Torrey Bot. Club 58 466 1931","synonym"
"taxon-4-Nautilocalyx_cordatus","Centrosolenia hirsuta","London J. Bot. 5 362 1846","synonym"
"taxon-4-Nautilocalyx_cordatus","Episcia hirsuta","Linnaea 34 350 1865 ('1865-1866') (non Nautilocalyx hirsutus (Sprague) Sprague 1912)","synonym"
"taxon-6-Nautilocalyx_kohlerioides","Episcia kohlerioides","Acta Bot. Neerl. 13 61 fig. 2 1964","synonym"
"taxon-7-Nautilocalyx_mimuloides","Episcia mimuloides","London J. Bot. 5 362 1846","synonym"
"taxon-8-Nautilocalyx_pallidus","Alloplectus pallidus","Bull. Misc. Inform. Kew 1911 346 1911","synonym"
"taxon-9-Nautilocalyx_pictus","Centrosolenia picta","Bot. Mag. 77 ad pl. 4611 1851","synonym"
"taxon-9-Nautilocalyx_pictus","Collandra picta","Jardin Fleuriste 2 ad pl. 214 1852","synonym"
"taxon-9-Nautilocalyx_pictus","Episcia picta","Mart. Fl. Bras. 8 1 403 1864","synonym"
"taxon-9-Nautilocalyx_pictus","Columnea picta","Mart. Fl. Bras. 8 1 422 1864","synonym"
"taxon-9-Nautilocalyx_pictus","Nautilocalyx lacteus","Bull. Misc. Inform. Kew 1931 489 1931","synonym"
"taxon-10-Nautilocalyx_porphyrotrichus","Episcia porphyrotricha","Acta Bot. Neerl. 7 311, 411 fig. 26 1958","synonym"
"taxon-17-PARADRYMONIA","Episcia","Acta Bot. Neerl. 7 311 1958","synonym"
"taxon-17-PARADRYMONIA","Episcia","Acta Bot. Neerl. 7 312 1958","synonym"
"taxon-17-PARADRYMONIA","Episcia","Acta Bot. Neerl. 7 313 1958","synonym"
"taxon-3-Paradrymonia_campostyla","Drymonia campostyla","Acta Bot. Neerl. 7 305, 393 fig. 19, 20 1958","synonym"
"taxon-4-Paradrymonia_ciliosa","Hypocyrta ciliosa","Nov. Gen. Sp. Pl. 3 53 1829","synonym"
"taxon-4-Paradrymonia_ciliosa","Episcia ciliosa","Mart. Fl. Bras. 8 1 403 1864","synonym"
"taxon-4-Paradrymonia_ciliosa","Columnea ciliosa","Revis. Gen. Pl. 2 472 1891","synonym"
"taxon-4-Paradrymonia_ciliosa","Centrosolenia glabra","Bot. Mag. 76 ad pl. 4552 1850","synonym"
"taxon-4-Paradrymonia_ciliosa","Paradrymonia glabra","Linnaea 26 207 1854 ('1853')","synonym"
"taxon-4-Paradrymonia_ciliosa","Episcia glabra","Linnaea 34 349 1865 ('1865-1866')","synonym"
"taxon-5-Paradrymonia_densa","Episcia densa","Bull. Misc. Inform. Kew 1895 17 1895","synonym"
"taxon-5-Paradrymonia_densa","Centrosolenia densa","Bull. Misc. Inform. Kew 1912 87 1912","synonym"
"taxon-6-Paradrymonia_longifolia","Drymonia longifolia","Poepp. & Endl. Nov. Gen. Sp. Pl. 3 4 1840","synonym"
"taxon-6-Paradrymonia_longifolia","Episcia longifolia","Linnaea 34 347 1865 ('1865-1866')","synonym"
"taxon-7-Paradrymonia_maculata","Episcia maculata","Bot. 116 ad pl. 7131 1890","synonym"
"taxon-2-Rhoogeton_viviparus","Rhoogeton leeuwenbergianus","Bol. Soc. Venez. Ci. Nat. 23 80 1962","synonym"
"taxon-1-Sinningia_incarnata","Besleria incarnata","Hist. Pl. Guiane 2 635 4: pl. 256 1775","synonym"
"taxon-1-Sinningia_incarnata","Fimbrolina incarnata","Sylva Tellur. 71 1838","synonym"
"taxon-1-Sinningia_incarnata","Rechsteineria incarnata","Acta Bot. Neerl. 7 320, 425 1858","synonym"
"taxon-1-Sinningia_incarnata","","Gesnera aurantiaca Hanst. Ind. Sem. Hort. Berol. App. 1861 8 1861 as 'Gesnera aurantiaca'.","synonym"
"taxon-1-Sinningia_incarnata","Rechsteineria aurantiaca","Revis. Gen. Pl. 2 474 1891","synonym"
"taxon-1-Sinningia_incarnata","Rechsteineria faucidens","Sellowia 9 75 1958","synonym"
"taxon-2-Sinningia_schomburgkiana","Gesneria schomburgkiana","Ind. Sem. Hort. Bot. Berol. 1844 [10] 1844","synonym"
"taxon-2-Sinningia_schomburgkiana","Rechsteineria schomburgkiana","Revis. Gen. Pl. 2 474 1891","synonym"
"taxon-2-Sinningia_schomburgkiana","Gesneria guianensis","London J. Bot. 5 360 1846","synonym"
