"multimediaID","taxonID","identifier","title","description"
"media-ID_154","taxon-1-Tylopsacas_cuneata","fotg-a-26-154.gif","Fig. 1",""
"media-ID_155","taxon-1-Tylopsacas_cuneata","fotg-a-26-155.gif","Fig. 2",""
"media-ID_156","taxon-1-Tylopsacas_cuneata","fotg-a-26-156.gif","Fig. 3",""
"media-ID_157","taxon-1-Tylopsacas_cuneata","fotg-a-26-157.gif","Fig. 4",""
"media-ID_158","taxon-1-Tylopsacas_cuneata","fotg-a-26-158.gif","Fig. 5",""
"media-ID_159","taxon-1-Tylopsacas_cuneata","fotg-a-26-159.gif","Fig. 6",""
"media-ID_160","taxon-1-Tylopsacas_cuneata","fotg-a-26-160.gif","Fig. 7",""
"media-ID_161","taxon-1-Tylopsacas_cuneata","fotg-a-26-161.gif","Fig. 8",""
"media-ID_162","taxon-1-Tylopsacas_cuneata","fotg-a-26-162.gif","Fig. 9",""
"media-ID_163","taxon-1-Tylopsacas_cuneata","fotg-a-26-163.gif","Fig. 10",""
"media-ID_164","taxon-1-Tylopsacas_cuneata","fotg-a-26-164.gif","Fig. 11",""
"media-ID_165","taxon-1-Tylopsacas_cuneata","fotg-a-26-165.gif","Fig. 12",""
"media-ID_166","taxon-1-Tylopsacas_cuneata","fotg-a-26-166.gif","Fig. 13",""
"media-ID_167","taxon-1-Tylopsacas_cuneata","fotg-a-26-167.gif","Fig. 14",""
"media-ID_168","taxon-1-Tylopsacas_cuneata","fotg-a-26-168.gif","Fig. 15",""
"media-ID_169","taxon-1-Tylopsacas_cuneata","fotg-a-26-169.gif","Fig. 16",""
"media-ID_170","taxon-1-Tylopsacas_cuneata","fotg-a-26-170.gif","Fig. 17",""
"media-ID_171","taxon-1-Tylopsacas_cuneata","fotg-a-26-171.gif","Fig. 18",""
"media-ID_172","taxon-1-Tylopsacas_cuneata","fotg-a-26-172.gif","Fig. 19",""
"media-ID_173","taxon-1-Tylopsacas_cuneata","fotg-a-26-173.gif","Fig. 20",""
"media-ID_174","taxon-1-Tylopsacas_cuneata","fotg-a-26-174.gif","Fig. 21",""
"media-ID_175","taxon-1-Tylopsacas_cuneata","fotg-a-26-175.gif","Fig. 22",""
"media-ID_176","taxon-1-Tylopsacas_cuneata","fotg-a-26-176.gif","Fig. 23",""
"media-ID_177","taxon-1-Tylopsacas_cuneata","fotg-a-26-177.gif","Fig. 24",""
"media-ID_178","taxon-1-Tylopsacas_cuneata","fotg-a-26-178.gif","Fig. 25",""
