"taxonID","description"
"taxon-155-GESNERIACEAE","Terrestrial or epiphytic perennial herbs, subshrubs, shrubs, small trees or lianas, sometimes arising from tubers, scaly rhizomes or stolons, rarely acaulescent; above ground stems sometimes annual, usually terete, erect, ascending, pendent or scandent , branched or not, usually pubescent at least towards apex , and often producing adventitious roots. Leaves estipulate, usually petiolate, opposite, rarely whorled or alternate, simple; blades equal to strongly unequal in a pair, membranous, fleshy or coriaceous , entire to variously toothed , often at least pubescent , stomata scattered on lower leaf surface or rarely in clusters (only Napeanthus ). Inflorescences derived from cymes, but sometimes in modified racemes, occasionally fasciculate, or reduced to a single flower, axillary or terminal , usually pedunculate, bracteate or not. Flowers perfect, often protandrous, usually zygomorphic, rarely nearly actinomorphic; calyx lobes free or connate, (2 or 4)5 , equal or unequal, usually imbricate, green or colored , entire or variously toothed; corolla with a short or long tube of 5 connate petals, variously colored , often oblique in calyx and gibbous to saccate at base, cylindric, ventricose, or ampliate above , limb of (4)5 equal or unequal lobes, sometimes 2-lipped , erect or spreading to reflexed ; stamens usually adnate to base of corolla tube, 4, with or without staminode and usually didynamous, or rarely 5, included or exserted , usually coiling or retracting after pollen shedding, anthers more or less coherent at first, thecae dehiscing by pores or longitudinal slits; disc annular, or of 1-5 separate or connate nectariferous glands, or rarely absent; pistil 2-carpellate , ovary superior to inferior, 1-loculed , placentae parietal, ovules numerous, style simple, stigma usually 2-lobed or stomatomorphic. Fruit a berry, or a dry or fleshy capsule, 2- or 4-valved ; seeds numerous , more or less fusiform or oblong , very small, usually striate."
"taxon-1-ALLOPLECTUS","Terrestrial or epiphytic, caulescent, clambering or erect , coarse herbs or shrubs, without modified stems. Stems rarely branched. Leaves opposite, usually equal in a pair, venation pinnate, foliar nectaries absent. Flowers solitary or in fasciculate few-flowered , epedunculate inflorescences; bracteoles small; pedicellate. Calyx lobes 5 , nearly free, ovate to cordate at base ; corolla yellow or red , tubular , limb of 5 lobes; stamens included, filaments basally connate, anthers coherent or becoming free, dehiscing by longitudinal slits, thecae parallel; staminode small; disc a single dorsal, large, sometimes 2-lobed gland; ovary superior, stigma stomatomorphic to 2-lobed . Fruit a fleshy , green capsule, loculicidally dehiscent, 2-valved , valves opening slightly."
"taxon-1-Alloplectus_cristatus","Epiphytic subshrub, woody climber or liana, to 3 m . Stem woody at base, scandent , glabrescent below, hirsutulous at apex . Leaves equal or subequal in a pair; petiole 0.3-3.5 cm long , densely strigose to subtomentose, densely pilosulous ; blade papyraceous when dry , oblong-elliptic to oblong-ovate , 3-10 x 1.5-4.5 cm , margin crenate-serrulate , apex acute to acuminate, base somewhat rounded , above strigose or substrigose, below strigillose, hirsutulous on midvein and veins . Flowers solitary in reduced cymes; pedicel red , 2.5-8 cm long , hirsutulous Calyx angulate, pale pink to dark red , lobes connate at base, tube ca. 0.3 cm long , free portion of lobes erect , 4 subequal and dorsal lobe smaller and narrower, broadly ovate , 1.2-2 x 2 cm , margin sharply dentate-serrate , apex acute to acuminate, on both sides strigillose ; corolla oblique in calyx, yellow , 2.5-3.5 cm long , tube cylindric , 2-3 cm long , base gibbous posteriorly, 0.3-0.5 cm wide , middle subventricose, throat slightly constricted, 0.5-0.8 cm wide , outside densely pilose, pilosulous, inside glabrous , limb 0.9-1.4 cm wide , lobes subequal, spreading , rounded , 0.2-0.4 x 0.25-0.4 cm wide , margin minutely dentate ; stamens adnate ca. 0.4 cm to base of corolla tube ; ovary ovoid , 0.4-0.5 x 0.3 cm , strigillose , style ca. 2.5 cm long , glabrous , stigma stomatomorphic. Mature capsule white , globose , ca. 1 x 1 cm ."
"taxon-1-Alloplectus_cristatus","Epiphytic subshrub, woody climber or liana, to 3 m . Stem woody at base, scandent , glabrescent below, hirsutulous at apex . Leaves equal or subequal in a pair; petiole 0.3-3.5 cm long , densely strigose to subtomentose, densely pilosulous ; blade papyraceous when dry , oblong-elliptic to oblong-ovate , 3-10 x 1.5-4.5 cm , margin crenate-serrulate , apex acute to acuminate, base somewhat rounded , above strigose or substrigose, below strigillose, hirsutulous on midvein and veins . Flowers solitary in reduced cymes; pedicel red , 2.5-8 cm long , hirsutulous . Calyx angulate, pale pink to dark red , lobes connate at base, tube ca. 0.3 cm long , free portion of lobes erect , 4 subequal and dorsal lobe smaller and narrower, broadly ovate , 1.2-2 x 2 cm , margin sharply dentate-serrate , apex acute to acuminate, on both sides strigillose ; corolla oblique in calyx, yellow , 2.5-3.5 cm long , tube cylindric , 2-3 cm long , base gibbous posteriorly, 0.3-0.5 cm wide , middle subventricose, throat slightly constricted, 0.5-0.8 cm wide , outside densely pilose, pilosulous, inside glabrous , limb 0.9-1.4 cm wide , lobes subequal, spreading , rounded , 0.2-0.4 x 0.25-0.4 cm wide , margin minutely dentate ; stamens adnate ca. 0.4 cm to base of corolla tube ; ovary ovoid , 0.4-0.5 x 0.3 cm , strigillose , style ca. 2.5 cm long , glabrous , stigma stomatomorphic. Mature capsule white , globose , ca. 1 x 1 cm ."
"taxon-2-Alloplectus_savannarum","Epiphytic liana or subshrub, to 5 m tall . Stem woody at base, scandent , yellow-tomentose or reddish brown with white hairs near apex, glabrescent below . Leaves mostly unequal in a pair; petiole 2-5.5 cm long , yellow -tomentose ; blade papyraceous when dry , obliquely oblong-elliptic to broadly elliptic , larger blade 7.5-16 x 3-7 cm , margin serrate , apex shortly acuminate, base obliquely cuneate, not decurrent, above pilosulous, below hirsute to pilose . Flowers 1-2 in reduced cymes; pedicel 0.9-1.2 cm long , hirsute to densely tomentose . Calyx angulate, red , lobes free, erect , subequal, ovate , 2-3 x 1-1.25(-2) cm , margin dentate-serrate to entire at apex , apex acute, on both sides hirsute ; corolla oblique in calyx, yellow , 2.0-2.8 cm long , tube cylindric , 1.8-2.4 cm long , base slightly gibbous, 0.5 cm wide , middle curved, ampliate, throat contracted, 0.5 cm wide , outside glabrous at base, densely yellow -sericeous towards apex, inside pilosulous towards apex , limb 0.3-0.4 cm wide , lobes equal, erect , triangular , 0.2 x 0.2 cm wide , margin nearly entire; stamens adnate to base of corolla tube; ovary ovoid , ca. 0.3 x 0.25 cm , densely pilose , style ca. 2 cm long , glabrous , stigma 2-lobed . Mature capsule white , subglobose , ca. 1.2 x 1 cm ."
"taxon-2-BESLERIA","Terrestrial or rarely epiphytic, caulescent, erect, rarely scandent herbs or shrubs, without modified stems. Stems rarely branched. Leaves opposite, rarely ternate, equal to unequal in a pair, venation pinnate, foliar nectaries absent. Flowers axillary , rarely solitary , but more usually in few-many fasciculate, epedunculate to long-pedunculate, cymose or subumbellate inflorescences; bracteoles absent; short or long pedicellate. Calyx lobes 5 , usually connate at base into a short or long tube; corolla yellow, orange, red, or white , usually cylindric with 5 lobes; stamens included, filaments usually not connate, anthers coherent at first, becoming free, dehiscing by longitudinal slits, thecae parallel to divergent; staminode occasionally developing; disc annular, entire; ovary superior, stigma stomatomorphic to 2-lobed . Fruit a fleshy , indehiscent, red, orange, or white berry."
"taxon-1-Besleria_flavovirens","Terrestrial herb or subshrub, 0.5-2 m tall . Stem woody at base, erect or ascending , puberulous at apex, glabrescent below . Leaves equal in a pair; petiole 1.4-6 cm long , nearly glabrous ; blade papyraceous when dry , oblong lanceolate , 12.5-32 x 5-12 cm , margin serrulate , apex acuminate, base cuneate, above glabrous, below appressed pubescent especially on midrib and veins . Flowers in cymose or congested-paniculate, numerous-flowered inflorescences; peduncle (0.5-)1-2.5 cm long , nearly glabrous ; pedicel 0.3-1 cm long , puberulous . Calyx subcampanulate, green or rarely purplish , lobes nearly free, tube ca. 0.1 cm long , free portion of lobes erect , subequal, suborbicular , 0.2-0.3 x 0.2-0.25 cm , margin entire , apex rounded or subemarginate , outside puberulous when young, inside glabrous ; corolla erect in calyx , white , 0.35-0.6 cm long , tube cylindric , 0.35-0.4 cm long , base not spurred or gibbous, 0.2 cm wide , middle ventricose, throat contracted, 0.2 cm wide , outside glabrous, inside with a ring of glandular hairs below attachment of filaments , limb 0.3-0.4 cm wide , lobes subequal, spreading , orbicular , 0.1-0.2 x 0.1-0.2 cm , margin entire ; stamens subincluded, inserted at middle of corolla tube; ovary broadly ovoid , 0.7 x 0.7 cm wide , glabrous , style 0.3 cm long , glabrous , stigma stomatomorphic. Mature berry reddish , globose-ovoid , 0.4-0.6 x 0.4-0.6 cm ."
"taxon-2-Besleria_insolita","Terrestrial herb, subshrub or shrub, 0.5-2.5(-3) m tall . Stem sappy, erect , apically strigose, glabrescent below . Leaves equal to subequal in a pair; petiole 2.5-11.5 cm long , strigillose ; blade papyraceous when dry , elliptic to oblong , 9.5-30 x 4-13 cm , margin serrate to dentate towards apex , apex shortly acuminate, base cuneate, above sparsely strigose, below strigillose especially along midrib and veins . Flowers fasciculate, in 1-6-flowered , epedunculate inflorescences; pedicel (0.5-)1-1.5(-2) cm long , hirto-puberulous . Calyx fusiform-cylindric , yellow , lobes connate about 2/3 their length , tube 0.7-1.5 cm long , free portion of lobes erect , equal, lanceolate , 0.3-0.6 x 0.1-0.2 cm , margin entire , apex mucronate-bifid, outside hirto-puberulous, inside glabrous ; corolla erect in calyx , cream to pale yellow or white , 1.6-2 cm long , tube cylindric , 1.2-2 cm long , base not spurred, 0.3-0.4 cm wide , middle not ventricose, throat slightly constricted, 0.3-0.4 cm wide , outside glabrous, inside with a ring of glandular hairs in throat , limb 0.6-1 cm wide , lobes subequal, erect to recurved , orbicular to ovoid , 0.3 x 0.2 cm wide , margin entire ; stamens included, inserted on corolla tube at 0.4-0.5 cm above base ; ovary ovoid , 0.5 x 0.4 cm , glabrous , style 0.7-0.9 cm long , glabrous , stigma 2-lobed . Mature berry red or rarely orange , subglobose , 0.7-1 x 0.6-0.8 cm ."
"taxon-3-Besleria_laxiflora","Terrestrial suffrutescent herb or low shrub, 0.5-4(-7) m tall . Stem sappy, more or less erect , strigose at apex, glabrescent below . Leaves subequal in a pair; petiole 1.5-7 cm long , sparsely strigillose ; blade membranous when dry , elliptic, narrowly oblong, or rarely ovate , 3-21 x 1-8.5 cm , margin shallowly toothed, apex acuminate, base cuneate, above sparsely strigillose on midvein to glabrate, below sparsely strigillose on veins . Flowers umbellate to cymose, in 1- to several-flowered inflorescences; peduncle 1.5-4.5(-6.5) cm long , sparsely strigillose ; pedicel 0.8-2.5 cm long , sparsely strigillose . Calyx tubular-campanulate , green to yellow or orange , lobes free or rarely connate to 1/4 their length , tube 0.6-1.7 cm long , free portion of lobes erect , equal, ovate to narrowly lanceolate , 0.5-0.7 x 0.2-0.5 cm , margin entire to minutely fimbriate or ciliate , apex mucronate, outside glabrescent, inside glabrous ; corolla erect in calyx , yellow, orange, salmon red, pink to golden red , 1.3-2.3 cm long , tube cylindric , 1.2-2 cm long , base not spurred or gibbous, 0.3-0.7 cm wide , middle slightly ventricose, throat slightly constricted, 0.4-0.7 cm wide , outside glabrous, inside with pubescent ring near attachment of filaments and second ring in throat , limb 0.3-0.5 cm wide , lobes subequal, spreading , ovate , ca. 0.2 x 0.1-0.3 cm wide , margin entire ; stamens included, inserted below middle of corolla tube; ovary ovoid , 0.2-0.4 x 0.2-0.3 cm , glabrous , style ca. 0.8 cm long , puberulent , stigma stomatomorphic (in the Guianas). Mature berry orange or red , globose to ovoid , 0.7-1.2 x 1-1.2 cm ."
"taxon-4-Besleria_parviflora","Terrestrial suffrutescent herb or shrub, 0.7-4 m tall . Stem woody at base, erect , strigillose to pubescent near apex, glabrescent below . Leaves subequal in a pair; petiole 0.7-5.5 cm long , strigillose to puberulent ; blade subcoriaceous to papyraceous when dry , elliptic to lanceolate , 8.5-20.5 x 3.2-7.9 cm , margin minutely denticulate to entire , apex acuminate, base acute to cuneate, above glabrous to sparsely puberulent, below glabrous to sparsely puberulent . Flowers solitary or in 2-8-flowered umbellate inflorescences; peduncle 0-0.4 cm long , puberulous ; pedicel 0.2-0.7 cm long , strigillose . Calyx campanulate, green , lobes connate 1/4 to 1/3 their length , tube 0.2 cm long , free portion of lobes erect , equal, lanceolate to ovate , 0.1-0.3 x 0.1-0.2 cm wide , margin entire , apex acute to acuminate, outside strigillose, inside glabrous ; corolla erect in calyx , greenish white to yellow , 0.4-0.7 cm long , tube cylindric , 0.3-0.6 cm long , base not spurred, 0.15 cm wide , middle not ventricose, throat slightly constricted, 0.2-0.3 cm wide , outside minutely puberulent, inside lacking a ring of glandular hairs, minutely puberulent at mouth , limb 0.3-0.6 cm wide , lobes subequal, slightly spreading , broadly ovate to suborbicular , 0.2-0.25 x 0.2-0.25 cm wide , margin entire ; stamens included, inserted ca. 0.15 cm above base of corolla tube ; ovary ovoid , ca. 0.2 x 0.12-0.15 cm wide , glabrous , style 0.17-0.2 cm long , glabrous , stigma 2-lobed . Mature berry reddish , globose , 0.3-0.5 x 0.3-0.5 cm ."
