"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-5-CODONANTHOPSIS","CODONANTHOPSIS","Mansf.","genus","","","CODONANTHOPSIS","Repert. Spec. Nov. Regni Veg. 36 120 1934","accepted"
"taxon-1-Codonanthopsis_dissimulata","Codonanthopsis dissimulata","Wiehler","species","","","Codonanthopsis","Selbyana 5 61 1978","accepted"
"taxon-6-COLUMNEA","COLUMNEA","L.","genus","","","COLUMNEA","Sp. Pl. 2 638 1753","accepted"
"taxon-1-Columnea_calotricha","Columnea calotricha","Donn. Sm.","species","","","Columnea","Bot. Gaz. 40 9 1905","accepted"
"taxon-2-Columnea_guianensis","Columnea guianensis","C.V. Morton","species","","","Columnea","Maguire et al. Bull. Torrey Bot. Club 75 564 1948","accepted"
"taxon-3-Columnea_oerstediana","Columnea oerstediana","Klotzsch ex Oerst.","species","","","Columnea","Centralamer. Gesner. 61 pl. 8 1858","accepted"
"taxon-4-Columnea_sanguinea","Columnea sanguinea","Hanst.","species","","","Columnea","Linnaea 34 384 1865 ('1865-1866')","accepted"
"taxon-5-Columnea_scandens","Columnea scandens","L.","species","","","Columnea","Sp. Pl. 638 1753","accepted"
"taxon-7-CORYTOPLECTUS","CORYTOPLECTUS","Oerst.","genus","","","CORYTOPLECTUS","Centralamer. Gesner. 45 1858","accepted"
"taxon-1-Corytoplectus_deltoideus","Corytoplectus deltoideus","Wiehler","species","","","Corytoplectus","Phytologia 27 313 1973","accepted"
"taxon-8-CREMERSIA","CREMERSIA","Feuillet & L.E. Skog","genus","","","CREMERSIA","Brittonia 54 347 2003 ('2002')","accepted"
"taxon-1-Cremersia_platula","Cremersia platula","Feuillet & L.E. Skog","species","","","Cremersia","Brittonia 54 348 2003 ('2002')","accepted"
"taxon-9-DRYMONIA","DRYMONIA","Mart.","genus","","","DRYMONIA","Nov. Gen. Sp. Pl. 3 57 1829","accepted"
"taxon-1-Drymonia_antherocycla","Drymonia antherocycla","Leeuwenb.","species","","","Drymonia","Acta Bot. Neerl. 14 155 fig. 1 1965","accepted"
"taxon-2-Drymonia_coccinea","Drymonia coccinea","Wiehler","species","","","Drymonia","Phytologia 27 324 1973","accepted"
"taxon-3-Drymonia_psilocalyx","Drymonia psilocalyx","Leeuwenb.","species","","","Drymonia","Phytologia 48 437 1981","accepted"
"taxon-4-Drymonia_serrulata","Drymonia serrulata","Mart.","species","","","Drymonia","Nov. Gen. Sp. Pl. 3 192 1832","accepted"
"taxon-10-EPISCIA","EPISCIA","Mart.","genus","","","EPISCIA","Nov. Gen. Sp. Pl. 3 39 1829","accepted"
"taxon-Episcia_cupreata","Episcia cupreata","","species","","","Episcia","","accepted"
"taxon-Episcia_lilacina","Episcia lilacina","","species","","","Episcia","","accepted"
"taxon-1-Episcia_reptans","Episcia reptans","Mart.","species","","","Episcia","Nov. Gen. 3 41 pl. 217 1829","accepted"
"taxon-2-Episcia_sphalera","Episcia sphalera","Leeuwenb.","species","","","Episcia","Acta Bot. Neerl. 7 310, 413 fig. 27 1958","accepted"
"taxon-3-Episcia_xantha","Episcia xantha","Leeuwenb.","species","","","Episcia","Misc. Pap. Landbouwhogeschool 19 241 fig. 2 1980","accepted"
"taxon-11-GLOXINIA","GLOXINIA","L'Hér.","genus","","","GLOXINIA","Aiton Hort. Kew. 2 331 1789","accepted"
"taxon-1-Gloxinia_perennis","Gloxinia perennis","Fritsch","species","","","Gloxinia","Engl. & Prantl Nat. Pflanzenfam. 4 3b 174 1894","accepted"
"taxon-2-Gloxinia_purpurascens","Gloxinia purpurascens","Wiehler","species","","","Gloxinia","Selbyana 1 387 1976","accepted"
"taxon-12-KOHLERIA","KOHLERIA","Regel","genus","","","KOHLERIA","Ind. Sem. Hort. Bot. Turic. [4] 1847","accepted"
"taxon-1-Kohleria_hirsuta","Kohleria hirsuta","Regel","species","","","Kohleria","Flora 31 250 1848","accepted"
"taxon-Kohleria_hirsuta","Kohleria hirsuta","Regel","species","","","Kohleria","","accepted"
"taxon-13-LAMPADARIA","LAMPADARIA","Feuillet & L.E. Skog","genus","","","LAMPADARIA","Brittonia 54 344 2003 ('2002')","accepted"
"taxon-1-Lampadaria_rupestris","Lampadaria rupestris","Feuillet & L.E. Skog","species","","","Lampadaria","Brittonia 54 345 2003 ('2002')","accepted"
"taxon-14-LEMBOCARPUS","LEMBOCARPUS","Leeuwenb.","genus","","","LEMBOCARPUS","Acta Bot. Neerl. 7 318, 418 1958","accepted"
"taxon-1-Lembocarpus_amoenus","Lembocarpus amoenus","Leeuwenb.","species","","","Lembocarpus","Acta Bot. Neerl. 7 319, 418 fig. 28 1958","accepted"
"taxon-15-NAPEANTHUS","NAPEANTHUS","Gardner","genus","","","NAPEANTHUS","London J. Bot. 2 13 1843","accepted"
"taxon-1-Napeanthus_angustifolius","Napeanthus angustifolius","Feuillet & L.E. Skog","species","","","Napeanthus","Brittonia 54 358 2003 ('2002')","accepted"
"taxon-2-Napeanthus_jelskii","Napeanthus jelskii","Fritsch","species","","","Napeanthus","Sitzungsber. Akad. Wiss. Wien Math.-Naturwiss. Kl. Abt. 1. 134 124 1925","accepted"
"taxon-3-Napeanthus_macrostoma","Napeanthus macrostoma","Leeuwenb.","species","","","Napeanthus","Acta Bot. Neerl. 13 64 1964","accepted"
"taxon-4-Napeanthus_rupicola","Napeanthus rupicola","Feuillet & L.E. Skog","species","","","Napeanthus","Brittonia 54 360 2003 ('2002')","accepted"
"taxon-16-NAUTILOCALYX","NAUTILOCALYX","Linden ex Hanst.","genus","","","NAUTILOCALYX","Linnaea 26 207 1854 ('1853') nom. cons.","accepted"
"taxon-Nautilocalyx_melittifolius","Nautilocalyx melittifolius","","species","","","Nautilocalyx","","accepted"
"taxon-1-Nautilocalyx_adenosiphon","Nautilocalyx adenosiphon","Wiehler","species","","","Nautilocalyx","Selbyana 5 29 1978","accepted"
"taxon-2-Nautilocalyx_bryogeton","Nautilocalyx bryogeton","Wiehler","species","","","Nautilocalyx","Selbyana 5 30 1978","accepted"
"taxon-3-Nautilocalyx_coccineus","Nautilocalyx coccineus","Feuillet & L.E. Skog","species","","","Nautilocalyx","Brittonia 54 352 2003 ('2002')","accepted"
"taxon-4-Nautilocalyx_cordatus","Nautilocalyx cordatus","L.E. Skog","species","","","Nautilocalyx","L.E. Skog & Steyerm. Novon 1 217 1991","accepted"
"taxon-5-Nautilocalyx_fasciculatus","Nautilocalyx fasciculatus","L.E. Skog & Steyerm.","species","","","Nautilocalyx","Novon 1 219 1991","accepted"
"taxon-6-Nautilocalyx_kohlerioides","Nautilocalyx kohlerioides","Wiehler","species","","","Nautilocalyx","Selbyana 5 34 1978","accepted"
"taxon-7-Nautilocalyx_mimuloides","Nautilocalyx mimuloides","C.V. Morton","species","","","Nautilocalyx","Fl. Trinidad Tobago 2 304 1954","accepted"
"taxon-8-Nautilocalyx_pallidus","Nautilocalyx pallidus","Sprague","species","","","Nautilocalyx","Bull. Misc. Inform. Kew 1912 89 1912","accepted"
"taxon-9-Nautilocalyx_pictus","Nautilocalyx pictus","Sprague","species","","","Nautilocalyx","Bull. Misc. Inform. Kew 1912 88 1912","accepted"
"taxon-10-Nautilocalyx_porphyrotrichus","Nautilocalyx porphyrotrichus","Wiehler","species","","","Nautilocalyx","Phytologia 27 308 1973","accepted"
"taxon-11-Nautilocalyx_punctatus","Nautilocalyx punctatus","Wiehler","species","","","Nautilocalyx","Selbyana 5 40 1978","accepted"
"taxon-17-PARADRYMONIA","PARADRYMONIA","Hanst.","genus","","","PARADRYMONIA","Linnaea 26 207 1854 ('1853')","accepted"
"taxon-1-Paradrymonia_anisophylla","Paradrymonia anisophylla","Feuillet & L.E. Skog","species","","","Paradrymonia","Brittonia 54 354 2003 ('2002')","accepted"
"taxon-2-Paradrymonia_barbata","Paradrymonia barbata","Feuillet & L.E. Skog","species","","","Paradrymonia","Brittonia 54 356 2003 ('2002')","accepted"
"taxon-3-Paradrymonia_campostyla","Paradrymonia campostyla","Wiehler","species","","","Paradrymonia","Selbyana 5 49 1978","accepted"
"taxon-4-Paradrymonia_ciliosa","Paradrymonia ciliosa","Wiehler","species","","","Paradrymonia","Phytologia 27 308 1973","accepted"
"taxon-5-Paradrymonia_densa","Paradrymonia densa","Wiehler","species","","","Paradrymonia","Selbyana 5 50 1978","accepted"
"taxon-6-Paradrymonia_longifolia","Paradrymonia longifolia","Wiehler","species","","","Paradrymonia","Selbyana 5 54 1978","accepted"
"taxon-7-Paradrymonia_maculata","Paradrymonia maculata","Wiehler","species","","","Paradrymonia","Selbyana 5 57 1978","accepted"
"taxon-18-RHOOGETON","RHOOGETON","Leeuwenb.","genus","","","RHOOGETON","Acta Bot. Neerl. 7 321 1958","accepted"
"taxon-1-Rhoogeton_cyclophyllus","Rhoogeton cyclophyllus","Leeuwenb.","species","","","Rhoogeton","Acta Bot. Neerl. 7 322, 429 fig. 31 1958","accepted"
"taxon-2-Rhoogeton_viviparus","Rhoogeton viviparus","Leeuwenb.","species","","","Rhoogeton","Acta Bot. Neerl. 7 323, 431 fig. 32 1958","accepted"
"taxon-19-SINNINGIA","SINNINGIA","Nees","genus","","","SINNINGIA","Ann. Sci. Nat. (Paris) 6 297 1825","accepted"
"taxon-1-Sinningia_incarnata","Sinningia incarnata","D.L. Denham","species","","","Sinningia","Baileya 19 126 1974","accepted"
"taxon-2-Sinningia_schomburgkiana","Sinningia schomburgkiana","Chautems","species","","","Sinningia","Candollea 45 386 1990","accepted"
"taxon-20-TYLOPSACAS","TYLOPSACAS","Leeuwenb.","genus","","","TYLOPSACAS","Taxon 9 220 1960","accepted"
"taxon-1-Tylopsacas_cuneata","Tylopsacas cuneata","Leeuwenb.","species","","","Tylopsacas","Taxon 9 221 1960","accepted"
