"taxonID","scientificName","scientificNameAuthorship","taxonRank","family","subfamily","genus","namePublishedIn","taxonomicStatus"
"taxon-155-GESNERIACEAE","GESNERIACEAE","","family","GESNERIACEAE","","","","accepted"
"taxon-1-ALLOPLECTUS","ALLOPLECTUS","Mart.","genus","","","ALLOPLECTUS","Nov. Gen. Sp. Pl. 3 53 1829 nom. cons.","accepted"
"taxon-1-Alloplectus_cristatus","Alloplectus cristatus","Mart.","species","","","Alloplectus","Nov. Gen. Sp. Pl. 3 189 1832","accepted"
"taxon-1-Alloplectus_cristatus","Alloplectus cristatus","Mart.","species","","","Alloplectus","Acta Bot. Neerl. 7 298, 363 1958","accepted"
"taxon-2-Alloplectus_savannarum","Alloplectus savannarum","C.V. Morton","species","","","Alloplectus","Maguire et al. Bull. Torrey Bot. Club 75 563 1948","accepted"
"taxon-2-BESLERIA","BESLERIA","L.","genus","","","BESLERIA","Sp. Pl. 619 1753","accepted"
"taxon-1-Besleria_flavovirens","Besleria flavovirens","Nees & Mart.","species","","","Besleria","Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 11 49 1823","accepted"
"taxon-2-Besleria_insolita","Besleria insolita","C.V. Morton","species","","","Besleria","Phytologia 1 153 1935","accepted"
"taxon-3-Besleria_laxiflora","Besleria laxiflora","Benth.","species","","","Besleria","London J. Bot. 5 361 1846","accepted"
"taxon-4-Besleria_parviflora","Besleria parviflora","L.E. Skog & Steyerm.","species","","","Besleria","Novon 1 211 1991","accepted"
"taxon-5-Besleria_patrisii","Besleria patrisii","DC.","species","","","Besleria","Prodr. 7 538 1839","accepted"
"taxon-6-Besleria_penduliflora","Besleria penduliflora","Fritsch","species","","","Besleria","Repert. Spec. Nov. Regni Veg. 18 9 1922","accepted"
"taxon-7-Besleria_saxicola","Besleria saxicola","C.V. Morton","species","","","Besleria","Phytologia 1 151 1935","accepted"
"taxon-3-CHRYSOTHEMIS","CHRYSOTHEMIS","Decne.","genus","","","CHRYSOTHEMIS","Rev. Hort. (Paris) ser. 3. 3 242 1849","accepted"
"taxon-1-Chrysothemis_pulchella","Chrysothemis pulchella","Decne.","species","","","Chrysothemis","Rev. Hort. (Paris) 21 [ser. 3. 3] 242 1849","accepted"
"taxon-2-Chrysothemis_rupestris","Chrysothemis rupestris","Leeuwenb.","species","","","Chrysothemis","Acta Bot. Neerl. 7 336 fig. 2, 3R 1958","accepted"
"taxon-4-CODONANTHE","CODONANTHE","Hanst.","genus","","","CODONANTHE","Linnaea 26 209 1854 ('1853') nom. cons.","accepted"
"taxon-1-Codonanthe_calcarata","Codonanthe calcarata","Hanst.","species","","","Codonanthe","Linnaea 34 416 1865 ('1865-1866')","accepted"
"taxon-2-Codonanthe_crassifolia","Codonanthe crassifolia","C.V. Morton","species","","","Codonanthe","Publ. Field Mus. Nat. Hist. Bot. Ser. 18 1159 1938","accepted"
