WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-4000001364,general,EN,"Evergreen or rarely deciduous trees or shrubs, with spiral primary branching; bark longitudinally striate or cracked into plates, rarely loose and longitudinally fissured. Indument of simple hairs. Leaves coriaceous to chartaceous, mostly elliptic to lanceolate or rarely oblong to ovate, base symmetrical or rarely asymmetrical, cuneate, rounded, cordate or rarely attenuate, midrib plane or sunken above, prominent below, secondary venation indistinct, usually not prominent, tertiary venation reticulate, forming a loose or close network. Inflorescences leaf-opposed or internodal, 1–20-flowered. Flowers hermaphroditic, conical in bud. Sepals 3, valvate, connate at base or free, much shorter than petals. Petals in two whorls of 3, valvate, free, mostly triangular-ovate to ovate, subequal or inner petals slightly shorter and narrower than outer petals, base expanded, saccate, apex reflexed at anthesis, outer petals spreading to strongly revolute and inner petals erect. Stamens 12–65, anthers aseptate, anther connective apex miliusoid (not covering anther thecae), apiculate. Carpels 1–15, stigmas U-shaped to globose; ovules few to many per ovary, biseriate. Receptacle conical, hairy. Fruits apocarpous, monocarps indehiscent, up to 8 per fruit, yellow, dull green or pale orange when mature, cylindrical, ellipsoid, ovoid or globose, glabrous or pubescent, smooth or verrucose, stipitate or subsessile; pericarp thick, leathery or woody when dried. Seeds attached laterally in 2 rows, up to 16 per monocarp, not separating from endocarp, smooth or wrinkled, glabrous, pale brown to dark brown, perichalazal ring raised, aril absent, endosperm ruminations lamellate.</br></br>A tropical Asian genus of about 38 species, bearing small flowers with saccate petals, reflexed at the tips, and miliusoid stamens; 17 species are represented in Thailand.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-4000001364,Forest Herbarium,All rights reserved,"Alphonsea  . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 10. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floragenus.html?tdcode=08239,16,1
wfo-1000025423,general,EN,"Tree ca 15 m tall; bark greyish brown, longitudinally striate. Twigs densely covered with brown appressed hairs when young, later moderately to sparsely hairy. Leaves subcoriaceous to coriaceous, oblong, elliptic, oblong-elliptic or lanceolate-oblong, 15–22 by 5–8 cm, base cuneate, apex acuminate or caudate, the acumen 10–20 mm long, margins revolute, glabrous, except densely hairy at base above, glabrous to sparsely hairy, with moderate to dense appressed hairs on midrib below, midrib plane above, secondary veins 7–12 per side, tertiary venation on lower surface forming a loose network; petioles 5–10 mm long. Inflorescences 1–3-flowered, peduncle 2–10 mm long, pedicels 10–15 mm long, each bearing a single bract near base; buds conical. Sepals connate at base to near midpoint, ovate, 1.5–2 mm long, obtuse. Outer petals brownish yellow, triangular-ovate to ovate, 12–16 by 6–8.5 mm, apex obtuse, hairy on both sides. Inner petals creamy white to whitish yellow, triangular-ovate, 12–17 by 7.5–9.5 mm, apex acute, hairy outside, glabrous, sometimes sparsely hairy at apex, inside. Stamens 42–52, oblong-elliptic to oblong, 0.8–1.2 mm long. Carpels 11–13, ovaries oblong, 2–3 mm long. Fruit of 2–6 monocarps borne on a pedicel 15–20 mm long. Monocarps yellow, ellipsoid, ovoid, ovoid-ellipsoid or globose, 1.5–3.5 by 1.5–2.3 cm, smooth, densely brown-hairy, with a longitudinal groove on one side, with 2–7 raised rings of transverse ridges on monocarp when dried, apex rounded, base contracted into a stipe 8–25 mm long. Seeds 2–8 per monocarp, ellipsoid-ovoid or reniform-ovoid, 8–15 by 5–8 mm.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-1000025423,Forest Herbarium,All rights reserved,"Alphonsea annulata . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 11. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08240,16,1
wfo-0000527334,general,EN,"Shrub or tree 2.5–20 m tall; bark blackish brown, longitudinally striate. Twigs densely covered with brown appressed hairs when young, later glabrous to sparsely hairy. Leaves subcoriaceous, elliptic to lanceolate or ovate-lanceolate, 3–13 by 1–4.5 cm, base cuneate, apex acuminate, the acumen 5–15 mm long, or acute, rarely obtuse or retuse, margins flat, glabrous above, glabrous, sometimes hairy on midrib below, midrib sunken above, secondary veins 8–15 per side, tertiary venation on lower surface forming a loose network; petioles 2.5–5 mm long. Inflorescences 1–3-flowered, peduncle 2.5–5 mm long, pedicels 5–12 mm long, each bearing a single bract at midpoint; buds conical. Sepals connate at base, ovate, 1.5–2 mm long, obtuse. Outer petals greenish yellow to yellow, triangular-ovate or elliptic-ovate, 8–13 by 5–6 mm, apex obtuse, hairy on both sides. Inner petals greenish yellow to yellow, triangular-elliptic, 8–10 by 3–4 mm, apex acute to obtuse, hairy outside, glabrous to sparsely hairy at apex inside. Stamens 15–20, oblong to elliptic-oblong, 1–1.5 mm long. Carpels 1–2, ovaries oblong, 2–2.5 mm long. Fruit of 1(–2) monocarps borne on a pedicel 5–22 mm long. Monocarps cylindrical, oblongoid or ellipsoid, (1.5–)3–5 by 1–2.5 cm, verrucose, with dense brown hairs, apex apiculate, base contracted into a stipe 2–6 mm long. Seeds 8–16 per monocarp, ellipsoid, 8–15 by 6–12 mm.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527334,Forest Herbarium,All rights reserved,"Alphonsea boniana . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 13. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08241,16,1
wfo-0000527338,general,EN,"Tree 14–20 m tall; bark greyish brown to brown, longitudinally striate. Twigs densely covered with brown appressed hairs when young, later sparsely hairy to glabrous. Leaves coriaceous, lanceolate, oblong-lanceolate or elliptic-lanceolate, 10–22 by 1.5–6.5 cm, base cuneate, apex acute or acuminate, the acumen 2–10 mm long, margins revolute, glabrous above, glabrous or sparsely brown appressed hairy, more densely on midrib below, midrib plane above, secondary veins 8–15 per side, tertiary venation on lower surface forming a close network; petioles (2–)5–13 mm long. Inflorescences 1–3-flowered, peduncle 1–3 mm long, pedicels 5–10 mm long, each bearing a single bract at the midpoint; buds conical. Sepals connate at base, ovate, 1–3 mm long, obtuse. Outer petals yellow, triangular ovate or ovate, 10–13 by 7.5–10 mm, apex obtuse, densely hairy on both sides. Inner petals yellow, triangular-ovate, 10–14 by 7–9 mm, apex obtuse to acute, hairy outside, glabrous or distally hairy inside. Stamens 30–40, oblong, 1–1.5 mm long. Carpels 2–3, ovaries oblong or oblong-elliptic, 3–5 mm long. Fruit of 1–3 monocarps borne on a pedicel 10–15 mm long. Monocarps ellipsoid or ovoid-ellipsoid, 4.5–7 by 3–4.5 cm, smooth, densely hairy, apex rounded, base subsessile or contracted into a stipe 3–5 mm long. Seeds 4–7 per monocarp, ellipsoid, 20–28 by 10–15 mm.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527338,Forest Herbarium,All rights reserved,"Alphonsea curtisii . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 14. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08242,16,1
wfo-0000527339,general,EN,"Tree ca 9 m tall; bark blackish brown. Twigs densely covered with brown straight hairs when young, later sparsely to moderately hairy. Leaves subcoriaceous, elliptic to lanceolate, 5–15 by 2–5.5 cm, base rounded or slightly cordate, apex acuminate, the acumen 8–15 mm long, acute or rarely obtuse, margins revolute, glabrous or only with sparse to moderate hairs on midrib above, glabrous or sparsely brown appressed hairy, more densely on midrib or margins below, midrib sunken above, secondary veins 8–12 per side, tertiary venation on lower surface forming a loose network; petioles 2–5 mm long. Inflorescences 1–3-flowered, peduncle 2–5 mm long, pedicels 4–10 mm long, each bearing a single bract near the base; buds broadly conical. Sepals connate at base, ovate, ca 1.5 mm long, obtuse. Outer petals greenish yellow or yellow, triangular-ovate, 6–8 by 5–6 mm, apex obtuse, hairy on both sides. Inner petals greenish yellow to whitish yellow, triangular-ovate, 5.5–7.5 by 4–5.5 mm, apex obtuse, hairy outside, glabrous inside. Stamens 30–35, ovate to elliptic, 0.5–1 mm long. Carpels 3–4, ovaries oblong, 2.5–3 mm long. Fruit of 1–3 monocarps borne on a pedicel ca 15 mm long. Monocarps elliptic to subglobose, 1.7–4 by 1.5–2.5 cm, smooth, densely brown-hairy, apex rounded, base contracted into a stipe 2–5 mm long. Seeds not seen.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527339,Forest Herbarium,All rights reserved,"Alphonsea cylindrica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08243,16,1
wfo-0000527340,general,EN,"Tree 10–30 m tall; bark greyish brown, longitudinally striate to slightly cracked into plates. Twigs sparsely covered with brown appressed hairs or glabrous. Leaves subcoriaceous to coriaceous, lanceolate, oblong-lanceolate, oblong, elliptic or ovate, 7–18 by 3–8 cm, base cuneate or attenuate, apex acute or acuminate, the acumen 5–10 mm long, margins revolute, glabrous above, glabrous or sometimes with very sparse appressed hairs on midrib below, midrib plane to slightly sunken above, secondary veins 7–12 per side, tertiary venation on lower surface forming a loose network; petioles 4–12 mm long. Inflorescences 1–3-flowered, peduncle 2–10 mm long, pedicels (5–)10–23 mm long, each bearing a single bract near the base or near midpoint; buds conical. Sepals connate at base, ovate, 1–2 mm long, obtuse. Outer petals whitish yellow to yellow, triangular-ovate, 16–20 by 6–10 mm, apex obtuse to slightly acute, densely hairy outside, sparsely hairy except glabrous near base inside. Inner petals creamy white to whitish yellow, triangular-ovate or triangular-elliptic, 15–19 by 5–9 mm, apex obtuse, hairy outside, glabrous or sometimes hairy at apex inside. Stamens 25–40, ovate-elliptic to elliptic, 0.5–1.2 mm long. Carpels (4–)6–8, ovaries oblong, 2.5–3.5 mm long. Fruit of 2–8 monocarps borne on a pedicel 13–30 mm long. Monocarps cylindrical, ellipsoid, ovoid-ellipsoid or ovoid, 2–8 by 2–4.5 cm, smooth, sometimes constricted between seeds, densely blackish brown-hairy, apex rounded or rarely apiculate, base contracted into a stipe 15–35 mm long. Seeds 1–8 per monocarp, ellipsoid-reniform, 8–20 by 6–15 mm.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527340,Forest Herbarium,All rights reserved,"Alphonsea elliptica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08244,16,1
wfo-0001347494,general,EN,"Tree 9–40 m tall; bark brown, greyish brown or grey, loose, longitudinally fissured. Twigs densely covered with brown appressed hairs when young, later glabrous. Leaves subcoriaceous to chartaceous, lanceolate to elliptic, oblong-lanceolate or ovate, 4–18 by 1.5–8 cm, base cuneate or slightly rounded, apex acuminate, the acumen 2–15 mm long, or acute, glabrous, sometimes brown-pubescent on midrib above, glabrous or sparsely brown appressed-pubescent below, margins revolute, midrib sunken above, secondary veins 7–12 per side, tertiary venation on lower surface forming a loose network; petioles 2–5 mm long. Inflorescences 3–13-flowered, peduncle 2–5 mm long, pedicels 6–20 mm long, each bearing a single bract near the midpoint; buds conical. Sepals connate at base, ovate, 1–2 mm long, obtuse. Outer petals greenish yellow to yellow, ovate or triangular-ovate, 8–12 by 5–7 mm, apex obtuse or acute, densely hairy outside, moderately hairy inside. Inner petals greenish yellow to whitish yellow, triangular-ovate or ovate, 7.5–11 by 4.5–7 mm, apex obtuse, hairy outside, glabrous except hairy at apex inside, with glandular tissue apparent as a transverse ridge near the inner base. Stamens 25–35, oblong, 0.8–1 mm long. Carpels 4–7, ovaries ellipsoid-oblong, 2–3 mm long. Fruit of 4–6 monocarps borne on a pedicel 10–30 mm long. Monocarps ovoid, ellipsoid-ovoid or subglobose, 2–3.5 by 1.7–3 cm, smooth, with a longitudinal groove on outer surface, sometimes constricted between seeds, densely brown-pubescent, apex rounded, base contracted into a stipe 2–10 mm long. Seeds 6–13 per monocarp, ellipsoid-reniform, 10–15 by 5–8 mm.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0001347494,Forest Herbarium,All rights reserved,"Alphonsea glandulosa . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 16. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08245,16,1
wfo-1000001306,general,EN,"Tree 10–24 m tall; bark dark grey or dark brown, longitudinally striate. Twigs sparsely covered with brown or greyish brown appressed hairs or glabrous when young, later glabrous. Leaves chartaceous or subcoriaceous, elliptic or lanceolate-elliptic, 3.5–9 by 1.5–3.5 cm, base cuneate, apex acute or acuminate, the acumen 2–10 mm long, margins revolute, glabrous or sometimes with long appressed greyish brown hairs on midrib above, glabrous or with sparse brown hairs only on midrib below, midrib plane above, secondary veins 10–12 per side, tertiary venation on lower surface forming a close network; petioles 2–5 mm long. Inflorescences 1–4-flowered, peduncle 1.5–3 mm long, pedicels 3–10 mm long, each bearing a single bract near the base; buds conical. Sepals connate to midpoint, ovate, 1–1.5 mm long, acute or obtuse. Outer petals whitish yellow or yellow, ovate or triangular-ovate, 8–12 by 4–5.5 mm, apex acute, grey-hairy on both sides. Inner petals whitish yellow, lanceolate-ovate to triangular-ovate, 8.5–13 by 3–6 mm, apex obtuse to acute, densely grey-hairy outside, glabrous or sparsely hairy inside. Stamens 20–30, oblong to elliptic, 0.6–1 mm long. Carpels (2–)3–5, ovaries oblong, 1.5–2 mm long. Fruit of 2–5 monocarps borne on a pedicel 8–15 mm long. Monocarps ellipsoid to ovoid, 2.7–5 by 2–3 cm, smooth, densely brown-hairy, apex rounded, base contracted into a stipe 7–10 mm long. Seeds 3–6 per monocarp, ellipsoid, 10–15 by 8–15 mm.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-1000001306,Forest Herbarium,All rights reserved,"Alphonsea isthmicola . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 17. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08246,16,1
wfo-0000527348,general,EN,"Tree 6–22 m tall; bark blackish brown to reddish brown, longitudinally striate to cracked into plates. Twigs moderately covered with brown appressed hairs when young, later glabrous to sparsely hairy. Leaves subcoriaceous or coriaceous, oblong, elliptic, ovate-oblong, elliptic-oblong or rarely ovate, 6–25 by 2–10 cm, base rounded or cordate, apex obtuse, acute or acuminate, the acumen 5–10 mm long, margins revolute, glabrous or only with sparse hairs on midrib above, glabrous or with sparse brown appressed hairs below, midrib sunken above, secondary veins 6–14 per side, tertiary venation on lower surface forming a loose network; petioles 3–15 mm long. Inflorescences 1–5-flowered, peduncle 5–12 mm long, pedicels (15–)18–30 mm long, each bearing a single bract near the apex or at the midpoint; buds conical. Sepals connate at base, broadly ovate, 1–2 mm long, obtuse. Outer petals greenish yellow to yellow, triangular-oblong to triangular-ovate, (15–)18–23 by (6–)9–10 mm, apex obtuse, densely hairy outside, sparsely hairy, except glabrous at base inside. Inner petals greenish yellow to yellow, ovate-triangular, (14–)17–20 by (5–)8–9 mm, apex acute to obtuse, hairy outside, glabrous or sparsely hairy at apex inside. Stamens (25–)40–65, elliptic to ovate-elliptic, 0.8–1.2 mm long. Carpels (4–)6–9, ovaries oblong, 3–5 mm long. Fruit of (1–)4–7 monocarps borne on a pedicel 15–25 mm long. Monocarps cylindrical or ellipsoid, 3–7 by 1.5–4 cm, smooth, glabrous to very sparsely covered with blackish brown hairs, apex rounded or sometimes slightly apiculate, base contracted into a stipe 4–15 mm long. Seeds 6–16 per monocarp, ellipsoid, 10–18 by 10–12 mm.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527348,Forest Herbarium,All rights reserved,"Alphonsea javanica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 18. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08247,16,1
wfo-0000527350,general,EN,"Tree ca 9 m tall; bark brownish black. Twigs lenticellate, densely covered with reddish brown appressed hairs when young, later glabrous to sparsely hairy. Leaves subcoriaceous to coriaceous, ovate or ovate-elliptic, 6–12 by 3.5–6 cm, base rounded or cuneate, apex acute, obtuse or acuminate, the acumen 5–10 mm long, margins flat, glabrous on both sides, midrib plane above, secondary veins 6–10 per side, tertiary venation on lower surface forming a close network; petioles 3–8 mm long. Inflorescences 15–20-flowered, peduncle 3–5 mm long, pedicels 6–13 mm long, each bearing a single bract near the midpoint; buds conical. Sepals connate at base, ovate, 0.8–1.5 mm long, obtuse. Outer petals greenish yellow, ovate or triangular-ovate, 3–6 by 3–5 mm, apex obtuse, hairy on both sides. Inner petals greenish yellow, triangular-ovate, 3–5.5 by 3–5 mm, apex obtuse, hairy outside, glabrous inside. Stamens ca 12, oblong. Carpels 2, ovaries oblong-elliptic or elliptic, 1.8–2 mm long. Fruits unknown.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527350,Forest Herbarium,All rights reserved,"Alphonsea keithii . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 18. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08248,16,1
