WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation,Volume,Part
wfo-1000025423,ver-THA-1000025423.01,tam yao si khit(ตำหยาวสี่ขีด),,ref-THA-1000025423,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08240,Forest Herbarium,All rights reserved,"Alphonsea annulata . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 11. Accessed 2024-06-07",16,1
wfo-0000527334,ver-THA-0000527334.01,kluai khang (กล้วยค่าง)(Chaiyaphum),,ref-THA-0000527334,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08241,Forest Herbarium,All rights reserved,"Alphonsea boniana . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 13. Accessed 2024-06-07",16,1
wfo-0000527334,ver-THA-0000527334.02,mai lueang (ไม้เหลือง)(Chanthaburi),,ref-THA-0000527334,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08241,Forest Herbarium,All rights reserved,"Alphonsea boniana . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 13. Accessed 2024-06-07",16,1
wfo-0000527334,ver-THA-0000527334.03,tam yao phon tum(ตำหยาวผลตุ่ม),,ref-THA-0000527334,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08241,Forest Herbarium,All rights reserved,"Alphonsea boniana . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 13. Accessed 2024-06-07",16,1
wfo-0000527338,ver-THA-0000527338.01,tam yao (ตำหยาว)(Narathiwat),,ref-THA-0000527338,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08242,Forest Herbarium,All rights reserved,"Alphonsea curtisii . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 14. Accessed 2024-06-07",16,1
wfo-0000527338,ver-THA-0000527338.02,sang yu (สังหยู)(Narathiwat),,ref-THA-0000527338,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08242,Forest Herbarium,All rights reserved,"Alphonsea curtisii . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 14. Accessed 2024-06-07",16,1
wfo-0000527339,ver-THA-0000527339.01,tam yao lek (ตำหยาวเล็ก)(Peninsular),,ref-THA-0000527339,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08243,Forest Herbarium,All rights reserved,"Alphonsea cylindrica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",16,1
wfo-0000527340,ver-THA-0000527340.01,sang yu (สังหยู)(Narathiwat)(Peninsular),,ref-THA-0000527340,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08244,Forest Herbarium,All rights reserved,"Alphonsea elliptica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",16,1
wfo-0000527340,ver-THA-0000527340.02,tam yao (ตำหยาว)(Peninsular),,ref-THA-0000527340,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08244,Forest Herbarium,All rights reserved,"Alphonsea elliptica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",16,1
wfo-0000527340,ver-THA-0000527340.03,bi-sae-ka-yu (บีแซกายู)(Malay-Narathiwat),,ref-THA-0000527340,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08244,Forest Herbarium,All rights reserved,"Alphonsea elliptica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",16,1
