WFOID,type,language,description,contributor,audience,rightsHolder,created,creator,source,rights,license,bibliographicCitation,URI,Volume,Part
wfo-1000025423,distribution,EN,"Thailand, Endemic.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-1000025423,Forest Herbarium,All rights reserved,"Alphonsea annulata . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 11. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08240,16,1
wfo-0000527334,distribution,EN,"Thailand, Myanmar, China, Vietnam (type), Peninsular Malaysia.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527334,Forest Herbarium,All rights reserved,"Alphonsea boniana . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 13. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08241,16,1
wfo-0000527338,distribution,EN,"Thailand, Peninsular Malaysia (type).",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527338,Forest Herbarium,All rights reserved,"Alphonsea curtisii . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 14. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08242,16,1
wfo-0000527339,distribution,EN,"Thailand, Peninsular Malaysia (type).",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527339,Forest Herbarium,All rights reserved,"Alphonsea cylindrica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08243,16,1
wfo-0000527340,distribution,EN,"Thailand, Peninsular Malaysia (type), Sumatra.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527340,Forest Herbarium,All rights reserved,"Alphonsea elliptica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 15. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08244,16,1
wfo-0001347494,distribution,EN,"Thailand, China (type).",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0001347494,Forest Herbarium,All rights reserved,"Alphonsea glandulosa . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 16. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08245,16,1
wfo-1000001306,distribution,EN,"Thailand, Peninsular Malaysia.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-1000001306,Forest Herbarium,All rights reserved,"Alphonsea isthmicola . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 17. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08246,16,1
wfo-0000527348,distribution,EN,"Thailand, Peninsular Malaysia, Sumatra, Java (type), Borneo, Sulawesi, Moluccas, the Philippines.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527348,Forest Herbarium,All rights reserved,"Alphonsea javanica . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 18. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08247,16,1
wfo-0000527350,distribution,EN,"Thailand, Endemic.",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527350,Forest Herbarium,All rights reserved,"Alphonsea keithii . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 18. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08248,16,1
wfo-0000527352,distribution,EN,"Thailand, Peninsular Malaysia (type).",D.M. Johnson et al.,,Forest Herbarium,2024-06-07,Rachun Pooma & Sawita Yooprasert,ref-THA-0000527352,Forest Herbarium,All rights reserved,"Alphonsea kingii . Flora of Thailand. Vol. 16. Part 1, 2022. Pg. 19. Accessed 2024-06-07",https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=08249,16,1
