WFOID,identifier,taxon,vernacularName,preferredName,source,language,countryCode,uri
wfo-0000514908,3,Acer pseudoplatanus,Seiceamóir,1,,ga,IE,
wfo-0000514908,4,Acer pseudoplatanus,Crann bán,0,,ga,IE,
wfo-0000514908,5,Acer pseudoplatanus,Crann sicimír,0,,ga,IE,
wfo-0000514908,6,Acer pseudoplatanus,Crann siceamóir,0,,ga,IE,
wfo-0000042097,11,Achillea millefolium,Athair thalún,0,,ga,IE,
wfo-0000042097,12,Achillea millefolium,Luibh an tinneas droma,0,,ga,IE,
wfo-0000042097,13,Achillea millefolium,Luibh na ndaitheacha,0,,ga,IE,
wfo-0000042097,14,Achillea millefolium,Athair talmhan,0,,ga,IE,
wfo-0000042097,15,Achillea millefolium,Lus na fola,0,,ga,IE,
wfo-0000042097,16,Achillea millefolium,Lus na gcluas,0,,ga,IE,
wfo-0000042097,17,Achillea millefolium,Athair talmhuin,0,,ga,IE,
wfo-0000042097,18,Achillea millefolium,Athairthalmhuin coitchion,0,,ga,IE,
wfo-0000033807,22,Achillea ptarmica,Lus corráin,1,,ga,IE,
wfo-0000033807,23,Achillea ptarmica,Roibhe,0,,ga,IE,
wfo-0000033807,24,Achillea ptarmica,Cruadhlus,0,,ga,IE,
wfo-0000517689,27,Aconitum napellus,Dathabha dubh,0,,ga,IE,
wfo-0000517689,28,Aconitum napellus,Fuath an mhadra,0,,ga,IE,
wfo-0000350733,30,Acorus calamus,Feileastram cumhra,1,,ga,IE,
wfo-0000521309,34,Adoxa moschatellina,Moscadal,1,,ga,IE,
wfo-0000521573,40,Aegopodium podagraria,Lus an easpaig,1,,ga,IE,
wfo-0000521573,41,Aegopodium podagraria,Lus an ghúta,0,,ga,IE,
wfo-0000521573,42,Aegopodium podagraria,Lus an easbuig,0,,ga,IE,
wfo-0000521573,43,Aegopodium podagraria,Gúta,0,,ga,IE,
wfo-0000522287,45,Aesculus hippocastanum,Crann cnó capaill,1,,ga,IE,
wfo-0000522287,46,Aesculus hippocastanum,Cran-geanmchno,0,,ga,IE,
wfo-0000522564,48,Aethusa cynapium,Peirsil amaide,1,,ga,IE,
wfo-0000522564,49,Aethusa cynapium,Peirsil na n-amadán,0,,ga,IE,
wfo-0001006654,51,Agrimonia eupatoria,Marbhdhraighean,1,,ga,IE,
wfo-0001006654,52,Agrimonia eupatoria,Méirín na mágh,0,,ga,IE,
wfo-0001006654,53,Agrimonia eupatoria,Geirbhileach airgeadán,0,,ga,IE,
wfo-0001006654,54,Agrimonia eupatoria,Marbhdhruidhm,0,,ga,IE,
wfo-0001006654,55,Agrimonia eupatoria,Méirínína maighe,0,,ga,IE,
wfo-0001006654,56,Agrimonia eupatoria,Mar-dhroighean,0,,ga,IE,
wfo-0001006000,58,Agrimonia procera,Marbhdhraighean cumhra,1,,ga,IE,
wfo-0000843382,60,Agrostis canina,Feorainn shlim,1,,ga,IE,
wfo-0000843382,61,Agrostis canina,Taenfhér donn,0,,ga,IE,
wfo-0000843693,63,Agrostis gigantea,Feorainn dhubh,1,,ga,IE,
wfo-0000844489,66,Agrostis stolonifera,Feorainn,1,,ga,IE,
wfo-0000844489,67,Agrostis stolonifera,Taenfheur ban,0,,ga,IE,
wfo-0000844489,68,Agrostis stolonifera,Taenfheur forin,0,,ga,IE,
wfo-0000844489,69,Agrostis stolonifera,Feorna,0,,ga,IE,
wfo-0000844489,70,Agrostis stolonifera,Feora,0,,ga,IE,
wfo-0000844489,71,Agrostis stolonifera,Taenfhér forín,0,,ga,IE,
wfo-0000844489,72,Agrostis stolonifera,Taenfhér bán,0,,ga,IE,
wfo-0000844922,75,Aira caryophyllea,Mionfhéar geal,1,,ga,IE,
wfo-0000844922,76,Aira caryophyllea,Gruagfhér airgid,0,,ga,IE,
wfo-0000845169,78,Aira praecox,Mionfhéar luath,1,,ga,IE,
wfo-0000845169,79,Aira praecox,Gruagfhér moch,0,,ga,IE,
wfo-0000934953,81,Ajuga pyramidalis,Glasair bheannach,1,,ga,IE,
wfo-0000935107,85,Ajuga reptans,Glasair choille,1,,ga,IE,
wfo-0000935107,86,Ajuga reptans,Meacan dubh fiadhain,0,,ga,IE,
wfo-0000935107,87,Ajuga reptans,Glasair choilleadh,0,,ga,IE,
wfo-0000935107,88,Ajuga reptans,Lasair léana,0,,ga,IE,
wfo-0000998050,90,Alchemilla alpina,Bratóg Mhuire,1,,ga,IE,
wfo-0000998050,91,Alchemilla alpina,Trusgán,0,,ga,IE,
wfo-0001013445,93,Alchemilla vulgaris,Dearna Mhuire,1,,ga,IE,
wfo-0001013445,94,Alchemilla vulgaris,Bratóg Mhuire,0,,ga,IE,
wfo-0001013445,95,Alchemilla vulgaris,Fallaing Mhuire,0,,ga,IE,
wfo-0001013445,96,Alchemilla vulgaris,Cóta preasach,0,,ga,IE,
wfo-0001013445,97,Alchemilla vulgaris,Leathach bhuidhe,0,,ga,IE,
wfo-0001013445,98,Alchemilla vulgaris,Mionán Mhuire,0,,ga,IE,
wfo-0001013445,99,Alchemilla vulgaris,Crúba-leomhain,0,,ga,IE,
wfo-0001013445,100,Alchemilla vulgaris,Leamhach mhaighe,0,,ga,IE,
wfo-0000986187,102,Alchemilla filicaulis,Dearna Mhuire chaol,1,,ga,IE,
wfo-0000984092,104,Alchemilla glabra,Dearna Mhuire mhín,1,,ga,IE,
wfo-0000999868,106,Alchemilla glaucescens,Dearna Mhuire bheag,1,,ga,IE,
wfo-0000985078,108,Alchemilla xanthochlora,Dearna Mhuire bhuí,1,,ga,IE,
wfo-0000755439,110,Alisma lanceolatum,Corrchopóg chaol,1,,ga,IE,
wfo-0000755439,111,Alisma lanceolatum,Biorshlánlus,0,,ga,IE,
wfo-0000755439,112,Alisma lanceolatum,Corchopóg beag,0,,ga,IE,
wfo-0000755470,115,Alisma plantago-aquatica,Corrchopóg,1,,ga,IE,
wfo-0000755470,116,Alisma plantago-aquatica,Biorshlánlus,0,,ga,IE,
wfo-0000755470,117,Alisma plantago-aquatica,Corchopóg mór,0,,ga,IE,
wfo-0000526081,121,Alliaria petiolata,Bóchoinneal,1,,ga,IE,
wfo-0000526081,122,Alliaria petiolata,Gáirleóg choilleadh,0,,ga,IE,
wfo-0000526081,123,Alliaria petiolata,Bó chuinneall,0,,ga,IE,
wfo-0000526081,124,Alliaria petiolata,Gairealach (-aigh) collaim,0,,ga,IE,
wfo-0000526081,125,Alliaria petiolata,Garbhlach cuilm (colaim),0,,ga,IE,
wfo-0000526081,126,Alliaria petiolata,Lus an óir,0,,ga,IE,
wfo-0000755744,129,Allium babingtonii,Cainneann,1,,ga,IE,
wfo-0000755744,130,Allium babingtonii,Gairleog fiáin,0,,ga,IE,
wfo-0000755744,131,Allium babingtonii,Oinniún fiáin,0,,ga,IE,
wfo-0000757278,133,Allium schoenoprasum,Síobhas,1,,ga,IE,
wfo-0000757278,134,Allium schoenoprasum,Siabal,0,,ga,IE,
wfo-0000757278,135,Allium schoenoprasum,Saidhbhín,0,,ga,IE,
wfo-0000757278,136,Allium schoenoprasum,Feurán,0,,ga,IE,
wfo-0000757278,137,Allium schoenoprasum,Fearan,0,,ga,IE,
wfo-0000757278,138,Allium schoenoprasum,Sibhín,0,,ga,IE,
wfo-0000757676,143,Allium ursinum,Creamh,0,,ga,IE,
wfo-0000757676,144,Allium ursinum,Cneamh,0,,ga,IE,
wfo-0000757676,145,Allium ursinum,Gáirleóg Mhuire,0,,ga,IE,
wfo-0000757676,146,Allium ursinum,Gáirleóg fhiadain,0,,ga,IE,
wfo-0000757676,147,Allium ursinum,Farach-dubh(-duibh),0,,ga,IE,
wfo-0000757676,148,Allium ursinum,Féarán,0,,ga,IE,
wfo-0000757676,149,Allium ursinum,Gairleog na mBos,0,,ga,IE,
wfo-0000757711,152,Allium vineale,Gairleog Mhuire,1,,ga,IE,
wfo-0000945215,154,Alnus glutinosa,Fearnóg,1,,ga,IE,
wfo-0000945215,155,Alnus glutinosa,Fearn (-a),0,,ga,IE,
wfo-0000945215,156,Alnus glutinosa,Ruaim (-me) (-meacha),0,,ga,IE,
wfo-0000945215,157,Alnus glutinosa,Crann feárna,0,,ga,IE,
wfo-0000945215,158,Alnus glutinosa,Crann fearnóige,0,,ga,IE,
wfo-0000845386,160,Alopecurus aequalis,Fiteog oráiste,1,,ga,IE,
wfo-0000845537,162,Alopecurus geniculatus,Fiteog cham,1,,ga,IE,
wfo-0000845537,163,Alopecurus geniculatus,Ulplosfhér glunlúbtha,0,,ga,IE,
wfo-0000845657,165,Alopecurus pratensis,Fiteog léana,1,,ga,IE,
wfo-0000845657,166,Alopecurus pratensis,Ulplosfhear leana,0,,ga,IE,
wfo-0000845657,167,Alopecurus pratensis,Ulplosfhér léna,0,,ga,IE,
wfo-0000529011,169,Althaea officinalis,Leamhach,1,,ga,IE,
wfo-0000529011,170,Althaea officinalis,Leamhach mhuighe,0,,ga,IE,
wfo-0000529011,171,Althaea officinalis,Leamhadh,0,,ga,IE,
wfo-0000529011,172,Althaea officinalis,Leamhach bUí (or Leamaigh),0,,ga,IE,
wfo-0000529011,173,Althaea officinalis,Leamh,0,,ga,IE,
wfo-0000845777,178,Ammophila arenaria,Muiríneach,1,,ga,IE,
wfo-0000845777,179,Ammophila arenaria,Cuile muiriunath,0,,ga,IE,
wfo-0000845777,180,Ammophila arenaria,Garbhán gaofar,0,,ga,IE,
wfo-0000845777,181,Ammophila arenaria,Muiruidhneach,0,,ga,IE,
wfo-0000845777,182,Ammophila arenaria,Cuile muiriunadh,0,,ga,IE,
wfo-0000845777,183,Ammophila arenaria,Muiriunach,0,,ga,IE,
wfo-0000845777,184,Ammophila arenaria,Mehain,0,,ga,IE,
wfo-0000968477,186,Anacamptis morio,Magairlín féitheach,1,,ga,IE,
wfo-0000968477,187,Anacamptis morio,Magairlín an sciatháin ghlais,0,,ga,IE,
wfo-0000968477,188,Anacamptis morio,Magairlín na stuaice,0,,ga,IE,
wfo-0000968551,190,Anacamptis pyramidalis,Magairlín na stuaice,1,,ga,IE,
wfo-0000533162,193,Anagallis arvensis,Falcaire fiáin,1,,ga,IE,
wfo-0000533162,194,Anagallis arvensis,Driofúr phine,0,,ga,IE,
wfo-0000533162,195,Anagallis arvensis,Falcaire fuar,0,,ga,IE,
wfo-0000533162,196,Anagallis arvensis,Falcaire fiadhain,0,,ga,IE,
wfo-0000533162,197,Anagallis arvensis,Luibh na muc,0,,ga,IE,
wfo-0000533162,198,Anagallis arvensis,Ruinruise,0,,ga,IE,
wfo-0000533162,199,Anagallis arvensis,Glan-rosc,0,,ga,IE,
wfo-0000533162,200,Anagallis arvensis,Sailín cuach,0,,ga,IE,
wfo-0000533245,203,Anagallis minima,Falcaire beag,1,,ga,IE,
wfo-0000533245,204,Anagallis minima,Cáth-luibh,0,,ga,IE,
wfo-0000533303,206,Anagallis tenella,Falcaire corraigh,1,,ga,IE,
wfo-0000533303,207,Anagallis tenella,Fruig na súl,0,,ga,IE,
wfo-0000533553,209,Anchusa arvensis,Boglas,1,,ga,IE,
wfo-0000534279,212,Andromeda polifolia,Lus na móinte,1,,ga,IE,
wfo-0000534279,213,Andromeda polifolia,Fraoch curraigh,0,,ga,IE,
wfo-0000534279,214,Andromeda polifolia,Fraoch corraigh,0,,ga,IE,
wfo-0000535569,217,Anemone nemorosa,Lus na gaoithe,1,,ga,IE,
wfo-0000535569,218,Anemone nemorosa,Cogal dearg,0,,ga,IE,
wfo-0000535569,219,Anemone nemorosa,Nead coille,0,,ga,IE,
wfo-0000535569,220,Anemone nemorosa,Nead chailleach,0,,ga,IE,
wfo-0000536043,222,Anethum graveolens,Dile,0,,ga,IE,
wfo-0000536043,223,Anethum graveolens,Lus mín,0,,ga,IE,
wfo-0000536413,228,Angelica sylvestris,Gallfheabhrán,1,,ga,IE,
wfo-0000536413,229,Angelica sylvestris,Bliúcán,0,,ga,IE,
wfo-0000536413,230,Angelica sylvestris,Geamhrán gléasta,0,,ga,IE,
wfo-0000536413,231,Angelica sylvestris,Galluanán fiadhain,0,,ga,IE,
wfo-0000536413,232,Angelica sylvestris,Cuinneóg mhighe,0,,ga,IE,
wfo-0000536413,233,Angelica sylvestris,Cuinneóg Mhuire,0,,ga,IE,
wfo-0000536413,234,Angelica sylvestris,Contran,0,,ga,IE,
wfo-0000536413,235,Angelica sylvestris,Aingealag,0,,ga,IE,
wfo-0000536413,236,Angelica sylvestris,Ainglice,0,,ga,IE,
wfo-0000536413,237,Angelica sylvestris,Galluran (-ain),0,,ga,IE,
wfo-0000536413,238,Angelica sylvestris,Gleóran,0,,ga,IE,
wfo-0000536413,239,Angelica sylvestris,Gunna pléascáin,0,,ga,IE,
wfo-0000536413,240,Angelica sylvestris,Pléascán mór,0,,ga,IE,
wfo-0000847873,242,Anisantha sterilis,Brómas aimrid,1,,ga,IE,
wfo-0000847873,243,Anisantha sterilis,Brumfhér aimrid,0,,ga,IE,
wfo-0000035189,247,Antennaria dioica,Catluibh,1,,ga,IE,
wfo-0000035189,248,Antennaria dioica,Cáth-luibh,0,,ga,IE,
wfo-0000035189,249,Antennaria dioica,Liath-lus,0,,ga,IE,
wfo-0000035189,250,Antennaria dioica,Cáithluibh,0,,ga,IE,
wfo-0000848178,254,Anthoxanthum odoratum,Féar cumhra,1,,ga,IE,
wfo-0000848178,255,Anthoxanthum odoratum,Earachfheur deadhbholadh,0,,ga,IE,
wfo-0000848178,256,Anthoxanthum odoratum,Errachfhér dedhbholadh,0,,ga,IE,
wfo-0000538624,259,Anthriscus caucalis,Peirsil bhog,1,,ga,IE,
wfo-0000538692,265,Anthriscus sylvestris,Peirsil bhó,1,,ga,IE,
wfo-0000538692,266,Anthriscus sylvestris,Cos uisce,0,,ga,IE,
wfo-0000538692,267,Anthriscus sylvestris,Cosuisge,0,,ga,IE,
wfo-0000212115,270,Anthyllis vulneraria,Méara Muire,1,,ga,IE,
wfo-0000212115,271,Anthyllis vulneraria,Meóir Mhuire,0,,ga,IE,
wfo-0000212115,272,Anthyllis vulneraria,Cosán uain,0,,ga,IE,
wfo-0000212115,273,Anthyllis vulneraria,Luanfhiatghal coitchion,0,,ga,IE,
wfo-0000212115,274,Anthyllis vulneraria,Cúig Muire,0,,ga,IE,
wfo-0000539365,276,Antirrhinum majus,Srubh lao,1,,ga,IE,
wfo-0000539365,277,Antirrhinum majus,Scrubh na laoch,0,,ga,IE,
wfo-0001003065,279,Aphanes arvensis,Mionán Muire,1,,ga,IE,
wfo-0001009199,281,Aphanes australis,Mionán Muire caol,1,,ga,IE,
wfo-0000540626,283,Apium graveolens,Smaileog,1,,ga,IE,
wfo-0000540626,284,Apium graveolens,Lus na smaileóg,0,,ga,IE,
wfo-0000540626,285,Apium graveolens,Peirsil mhór (-le moire),0,,ga,IE,
wfo-0000540643,287,Apium inundatum,Smaileog bháite,1,,ga,IE,
wfo-0000540680,289,Apium nodiflorum,Gunna uisce,1,,ga,IE,
wfo-0000540680,290,Apium nodiflorum,Fualactar,0,,ga,IE,
wfo-0000540680,291,Apium nodiflorum,Biolar bréige,0,,ga,IE,
wfo-0000541607,293,Aquilegia vulgaris,Colaimbín,1,,ga,IE,
wfo-0000541607,294,Aquilegia vulgaris,Lus an choluim,0,,ga,IE,
wfo-0000541607,295,Aquilegia vulgaris,Crúba leisín,0,,ga,IE,
wfo-0000541607,296,Aquilegia vulgaris,Lus an cholmhain,0,,ga,IE,
wfo-0000541607,297,Aquilegia vulgaris,Lus an cholaim,0,,ga,IE,
wfo-0000541607,298,Aquilegia vulgaris,Lus an choilm,0,,ga,IE,
wfo-0000541830,300,Arabidopsis thaliana,Tailís,1,,ga,IE,
wfo-0000542001,302,Arabis brownii,Gas caillí duimhche,1,,ga,IE,
wfo-0000542280,304,Arabis hirsuta,Gas caillí giobach,1,,ga,IE,
wfo-0000542280,305,Arabis hirsuta,Gas an chailligh (na caillighe),0,,ga,IE,
wfo-0000542657,307,Arabis petraea,Gas caillí Artach,1,,ga,IE,
wfo-0000543204,309,Arbutus unedo,Caithne,1,,ga,IE,
wfo-0000543204,310,Arbutus unedo,Crann sugh-thalmhain,0,,ga,IE,
wfo-0000095986,312,Arctium lappa,Cnádán mór,1,,ga,IE,
wfo-0000095986,313,Arctium lappa,Liodán liosta,0,,ga,IE,
wfo-0000095986,314,Arctium lappa,Suirichean suirich,0,,ga,IE,
wfo-0000095986,315,Arctium lappa,Cocoil,0,,ga,IE,
wfo-0000095986,316,Arctium lappa,Crádán,0,,ga,IE,
wfo-0000009190,320,Arctium minus,Cnádán,1,,ga,IE,
wfo-0000009190,321,Arctium minus,Liodán,0,,ga,IE,
wfo-0000009190,322,Arctium minus,Liost,0,,ga,IE,
wfo-0000009190,323,Arctium minus,Cradán (Cnadán),0,,ga,IE,
wfo-0000009190,324,Arctium minus,Meacan tobach,0,,ga,IE,
wfo-0000009190,325,Arctium minus,Meacan dogha,0,,ga,IE,
wfo-0000009190,326,Arctium minus,Capóg tuaithil,0,,ga,IE,
wfo-0000009190,327,Arctium minus,Copóg thuathail,0,,ga,IE,
wfo-0000009190,328,Arctium minus,Meacan tuathail,0,,ga,IE,
wfo-0000009190,329,Arctium minus,Meacan tuan,0,,ga,IE,
wfo-0000009190,330,Arctium minus,Leadán,0,,ga,IE,
wfo-0000009190,331,Arctium minus,Tobha,0,,ga,IE,
wfo-0000009190,332,Arctium minus,Meacan tua,0,,ga,IE,
wfo-0000009190,333,Arctium minus,Tuabhal,0,,ga,IE,
wfo-0000009190,334,Arctium minus,Lideán liosta,0,,ga,IE,
wfo-0000543738,338,Arctostaphylos uva-ursi,Lus na stalóg,1,,ga,IE,
wfo-0000543738,339,Arctostaphylos uva-ursi,Lus na m-breileóg,0,,ga,IE,
wfo-0000543738,340,Arctostaphylos uva-ursi,Lus na geire boisnighe,0,,ga,IE,
wfo-0000543738,341,Arctostaphylos uva-ursi,Stalóg,0,,ga,IE,
wfo-0000545685,343,Arenaria ciliata,Gaineamhlus gaelach,1,,ga,IE,
wfo-0000546335,345,Arenaria norvegica,Gaineamhlus Artach,1,,ga,IE,
wfo-0000546651,347,Arenaria serpyllifolia,Gaineamhlus tíme,1,,ga,IE,
wfo-0000546651,348,Arenaria serpyllifolia,Luibh na duimhche,0,,ga,IE,
wfo-0000549005,354,Armeria maritima,Rabhán,1,,ga,IE,
wfo-0000549005,355,Armeria maritima,Nóiníní ruáin,0,,ga,IE,
wfo-0000549005,356,Armeria maritima,Ruán,0,,ga,IE,
wfo-0000549005,357,Armeria maritima,Nóinín an chladaigh,0,,ga,IE,
wfo-0000549005,358,Armeria maritima,Pabhsaer aille,0,,ga,IE,
wfo-0000549005,359,Armeria maritima,Tonn an chladaigh,0,,ga,IE,
wfo-0000549005,360,Armeria maritima,Cíp trágha,0,,ga,IE,
wfo-0000549445,362,Armoracia rusticana,Meacan ragaim,1,,ga,IE,
wfo-0000549445,363,Armoracia rusticana,Meacan each,0,,ga,IE,
wfo-0000549445,364,Armoracia rusticana,Meacan ruguim,0,,ga,IE,
wfo-0000549445,365,Armoracia rusticana,Uisce beatha na mbráthar,0,,ga,IE,
wfo-0000549445,366,Armoracia rusticana,Rácadal,0,,ga,IE,
wfo-0000549445,367,Armoracia rusticana,Raidis fhiadhain,0,,ga,IE,
wfo-0000549445,368,Armoracia rusticana,Reagam,0,,ga,IE,
wfo-0000849608,371,Arrhenatherum elatius,Coirce bréige,1,,ga,IE,
wfo-0000849608,372,Arrhenatherum elatius,Coirce fiadhain,0,,ga,IE,
wfo-0000849608,373,Arrhenatherum elatius,Coirce airde,0,,ga,IE,
wfo-0000134589,375,Artemisia absinthium,Mormónta,1,,ga,IE,
wfo-0000134589,376,Artemisia absinthium,Bormónta,0,,ga,IE,
wfo-0000134589,377,Artemisia absinthium,Barramótar,0,,ga,IE,
wfo-0000013010,379,Artemisia maritima,Liath na trá,1,,ga,IE,
wfo-0000013010,380,Artemisia maritima,Liath-lus trágha,0,,ga,IE,
wfo-0000064690,384,Artemisia vulgaris,Mongach meisce,1,,ga,IE,
wfo-0000064690,385,Artemisia vulgaris,Buachalán bán,0,,ga,IE,
wfo-0000064690,386,Artemisia vulgaris,Mugárd,0,,ga,IE,
wfo-0000064690,387,Artemisia vulgaris,Liathlus,0,,ga,IE,
wfo-0000064690,388,Artemisia vulgaris,Buachalán liath,0,,ga,IE,
wfo-0000064690,389,Artemisia vulgaris,Mongach-measga,0,,ga,IE,
wfo-0000064690,390,Artemisia vulgaris,Bofulan ban,0,,ga,IE,
wfo-0000064690,391,Artemisia vulgaris,Buafannan ban,0,,ga,IE,
wfo-0000064690,392,Artemisia vulgaris,Buafanán,0,,ga,IE,
wfo-0000064690,393,Artemisia vulgaris,Buafanán bán,0,,ga,IE,
wfo-0000064690,394,Artemisia vulgaris,Buafanán liath,0,,ga,IE,
wfo-0000064690,395,Artemisia vulgaris,Mongach measca,0,,ga,IE,
wfo-0000064690,396,Artemisia vulgaris,Mugard,0,,ga,IE,
wfo-0000064690,397,Artemisia vulgaris,Bothalán bán,0,,ga,IE,
wfo-0000279961,407,Arum maculatum,Cluas chaoin,1,,ga,IE,
wfo-0000279961,408,Arum maculatum,Bod gear,0,,ga,IE,
wfo-0000279961,409,Arum maculatum,Gaoicín chúthaigh,0,,ga,IE,
wfo-0000279961,410,Arum maculatum,Geathar,0,,ga,IE,
wfo-0000279961,411,Arum maculatum,Áram,0,,ga,IE,
wfo-0000279961,412,Arum maculatum,Gachar,0,,ga,IE,
wfo-0000279961,413,Arum maculatum,Cluas caicin,0,,ga,IE,
wfo-0000634067,415,Asparagus officinalis subsp. prostratus,Lus súgach,1,,ga,IE,
wfo-0000634067,416,Asparagus officinalis subsp. prostratus,Lus praicidh,0,,ga,IE,
wfo-0000634067,417,Asparagus officinalis subsp. prostratus,Creamh muc fiadhain,0,,ga,IE,
wfo-0000634067,418,Asparagus officinalis subsp. prostratus,Lus súch,0,,ga,IE,
wfo-0000634067,419,Asparagus officinalis subsp. prostratus,Creamh muic fiadh,0,,ga,IE,
wfo-0000634067,420,Asparagus officinalis subsp. prostratus,Lus súghach,0,,ga,IE,
wfo-0000634067,421,Asparagus officinalis subsp. prostratus,Asparagas,0,,ga,IE,
wfo-0000634067,422,Asparagus officinalis subsp. prostratus,Lus spreagtha,0,,ga,IE,
wfo-0000634067,423,Asparagus officinalis subsp. prostratus,Prachlus,0,,ga,IE,
wfo-0000285663,425,Asperula cynanchica,Lus na haincise,1,,ga,IE,
wfo-0000060791,427,Aster tripolium,Luibh bhléine,1,,ga,IE,
wfo-0000060791,428,Aster tripolium,Lus glotáin,0,,ga,IE,
wfo-0000213553,430,Astragalus danicus,Bleachtphiseán,1,,ga,IE,
wfo-0000213553,431,Astragalus danicus,Bliochtphiseáin,0,,ga,IE,
wfo-0000556064,433,Atriplex glabriuscula,Eilifleog chladaigh,1,,ga,IE,
wfo-0000556184,435,Atriplex laciniata,Eilifleog phlúrach,1,,ga,IE,
wfo-0000556238,437,Atriplex littoralis,Eilifleog thrá,1,,ga,IE,
wfo-0000556421,441,Atriplex patula,Eilifleog chaol,1,,ga,IE,
wfo-0000556490,444,Atriplex prostrata,Eilifleog leathan,1,,ga,IE,
wfo-0000556490,445,Atriplex prostrata,Praiseach mhín,0,,ga,IE,
wfo-0001019409,447,Atropa bella-donna,Lus na hoíche,1,,ga,IE,
wfo-0001019409,448,Atropa bella-donna,Lus mór na coille,0,,ga,IE,
wfo-0001019409,449,Atropa bella-donna,Lus díoth mór,0,,ga,IE,
wfo-0001019409,450,Atropa bella-donna,Miotóg bhuidhe,0,,ga,IE,
wfo-0001019409,451,Atropa bella-donna,Lus na h-oidhche,0,,ga,IE,
wfo-0001019409,452,Atropa bella-donna,Lus mór na coilleadh,0,,ga,IE,
wfo-0001019409,453,Atropa bella-donna,Miotóg bhuí,0,,ga,IE,
wfo-0000852708,455,Avenula pubescens,Coirce clumhach,1,,ga,IE,
wfo-0000852708,456,Avenula pubescens,Coirce cluimhadh,0,,ga,IE,
wfo-0000761108,458,Baldellia ranunculoides,Corrchopóg bheag,1,,ga,IE,
wfo-0000315321,460,Ballota nigra,Grafán dubh,1,,ga,IE,
wfo-0000315321,461,Ballota nigra,Bréanlus,0,,ga,IE,
wfo-0000560064,464,Barbarea vulgaris,Treabhach,1,,ga,IE,
wfo-0000072578,467,Bellis perennis,Nóinín,1,,ga,IE,
wfo-0000072578,468,Bellis perennis,Bó dhonn,0,,ga,IE,
wfo-0000072578,469,Bellis perennis,Neóinín bán,0,,ga,IE,
wfo-0000564027,471,Berberis vulgaris,Barbróg,1,,ga,IE,
wfo-0000564539,473,Berula erecta,Ráib uisce,1,,ga,IE,
wfo-0000565017,476,Beta vulgaris subsp. maritima,Laíon na trá,1,,ga,IE,
wfo-0000565017,477,Beta vulgaris subsp. maritima,Biadhtas,0,,ga,IE,
wfo-0000565017,478,Beta vulgaris subsp. maritima,Bein-e fiadhain,0,,ga,IE,
wfo-0000565017,479,Beta vulgaris subsp. maritima,Biatas,0,,ga,IE,
wfo-0000335449,482,Betula pendula,Beith gheal,0,,ga,IE,
wfo-0000335449,483,Betula pendula,Beith charraigeach,0,,ga,IE,
wfo-0000335449,484,Betula pendula,Beith chluasach,0,,ga,IE,
wfo-0000335449,485,Betula pendula,Beith,0,,ga,IE,
wfo-0000335985,488,Betula pubescens,Beith gheal,1,,ga,IE,
wfo-0000335985,489,Betula pubescens,Beith charraigeach,0,,ga,IE,
wfo-0000335985,490,Betula pubescens,Beith chluasach,0,,ga,IE,
wfo-0000335985,491,Betula pubescens,Beith,0,,ga,IE,
wfo-0000335985,492,Betula pubescens,Beatha,0,,ga,IE,
wfo-0000335985,493,Betula pubescens,Beithe,0,,ga,IE,
wfo-0000335985,494,Betula pubescens,Cran-bheithe,0,,ga,IE,
wfo-0000335985,495,Betula pubescens,Beathóg,0,,ga,IE,
wfo-0000003695,497,Bidens cernua,Scothóg Mhuire,1,,ga,IE,
wfo-0000068428,499,Bidens tripartita,Scothóg leathan,1,,ga,IE,
wfo-0000068428,500,Bidens tripartita,Cnáib uisce,0,,ga,IE,
wfo-0000566247,502,Blackstonia perfoliata,Dréimire buí,1,,ga,IE,
wfo-0000566247,503,Blackstonia perfoliata,Dreimire buidhe,0,,ga,IE,
wfo-0000341582,505,Blysmus rufus,Searg rua,1,,ga,IE,
wfo-0000341695,507,Bolboschoenus maritimus,Bogshifín mara,1,,ga,IE,
wfo-0000341695,508,Bolboschoenus maritimus,Bróbh,0,,ga,IE,
wfo-0000341695,509,Bolboschoenus maritimus,Broibhe,0,,ga,IE,
wfo-0000568964,511,Borago officinalis,Borráiste gorm,1,,ga,IE,
wfo-0000854513,513,Brachypodium pinnatum,Brómas reatha,1,,ga,IE,
wfo-0000854513,514,Brachypodium pinnatum,Brumfhér fiodhbhadh,0,,ga,IE,
wfo-0000854513,515,Brachypodium pinnatum,Brumfhér sgiathanach,0,,ga,IE,
wfo-0000854603,517,Brachypodium sylvaticum,Brómas bréige,1,,ga,IE,
wfo-0000854603,518,Brachypodium sylvaticum,Fescufhér cainnemhuil,0,,ga,IE,
wfo-0000854603,519,Brachypodium sylvaticum,Brumfhér fiodhbhadh,0,,ga,IE,
wfo-0000571271,526,Brassica napus,Ráib,1,,ga,IE,
wfo-0000571271,527,Brassica napus,Praiseach bhuidhe,0,,ga,IE,
wfo-0000571350,531,Brassica oleracea,Cabáiste,1,,ga,IE,
wfo-0000571350,532,Brassica oleracea,Gabáiste,0,,ga,IE,
wfo-0000571350,533,Brassica oleracea,Praiseach bhaidhe,0,,ga,IE,
wfo-0000571544,535,Brassica rapa,Tornapa fiáin,1,,ga,IE,
wfo-0000571544,536,Brassica rapa,Neip,0,,ga,IE,
wfo-0000854755,543,Briza media,Féar gortach,1,,ga,IE,
