WFOID,identifier,taxon,vernacularName,preferredName,source,language,countryCode,uri
wfo-0000638442,1223,Daucus carota,Meacan buidhe,0,,ga,IE,
wfo-0000638442,1224,Daucus carota,Cuirdín (or Cuiridín),0,,ga,IE,
wfo-0000638442,1225,Daucus carota,Murlóg,0,,ga,IE,
wfo-0000862467,1227,Deschampsia cespitosa,Móinfhéar garbh,1,,ga,IE,
wfo-0000862467,1228,Deschampsia cespitosa,Gruagfheur sgrathogha,0,,ga,IE,
wfo-0000862467,1229,Deschampsia cespitosa,Gruagfhér sgrathagach,0,,ga,IE,
wfo-0000862476,1231,Deschampsia cespitosa subsp. alpina,Móinfhéar Alpach,1,,ga,IE,
wfo-0000862584,1233,Deschampsia flexuosa,Móinfhéar,1,,ga,IE,
wfo-0000862584,1234,Deschampsia flexuosa,Gruagfhér snímhain,0,,ga,IE,
wfo-0000862717,1236,Deschampsia setacea,Móinfhéar seascainn,1,,ga,IE,
wfo-0000641996,1238,Descurainia sophia,Finéal Muire,1,,ga,IE,
wfo-0000641996,1239,Descurainia sophia,Fineul mhuire (-éil mhuire),0,,ga,IE,
wfo-0000643086,1241,Dianthus armeria,Lus gile Deptford,1,,ga,IE,
wfo-0000647394,1251,Digitalis purpurea,Lus mór,1,,ga,IE,
wfo-0000647394,1252,Digitalis purpurea,Méaracáin dhearga na bpúcaí,0,,ga,IE,
wfo-0000647394,1253,Digitalis purpurea,Lus mór baineann,0,,ga,IE,
wfo-0000647394,1254,Digitalis purpurea,Méaracán na mban sídhe,0,,ga,IE,
wfo-0000647394,1255,Digitalis purpurea,Síodhán sléibhe,0,,ga,IE,
wfo-0000647394,1256,Digitalis purpurea,Lus na mban sídhe,0,,ga,IE,
wfo-0000647394,1257,Digitalis purpurea,Lus na mban sí,0,,ga,IE,
wfo-0000647394,1258,Digitalis purpurea,Méaracán púca,0,,ga,IE,
wfo-0000647394,1259,Digitalis purpurea,An siothan,0,,ga,IE,
wfo-0000647394,1260,Digitalis purpurea,Bolgan beic,0,,ga,IE,
wfo-0000647394,1261,Digitalis purpurea,Lus na m-ban sighe,0,,ga,IE,
wfo-0000647394,1262,Digitalis purpurea,Méaracán dearg,0,,ga,IE,
wfo-0000647394,1263,Digitalis purpurea,Méaracán daoine marbh,0,,ga,IE,
wfo-0000647394,1264,Digitalis purpurea,Méiríní púca,0,,ga,IE,
wfo-0000647394,1265,Digitalis purpurea,Digeatálas,0,,ga,IE,
wfo-0000647394,1266,Digitalis purpurea,Méaracán na mban sí,0,,ga,IE,
wfo-0000647394,1267,Digitalis purpurea,Sian-sleibhe,0,,ga,IE,
wfo-0000647394,1268,Digitalis purpurea,Maide méaracán,0,,ga,IE,
wfo-0000647394,1269,Digitalis purpurea,Meirinighe phúca,0,,ga,IE,
wfo-0000647394,1270,Digitalis purpurea,Mearacán sidhe,0,,ga,IE,
wfo-0000651022,1772,Dipsacus fullonum,Leadán úcaire,1,,ga,IE,
wfo-0000651022,1273,Dipsacus fullonum,Leadán liosta,0,,ga,IE,
wfo-0000651022,1274,Dipsacus fullonum,Lus na leadán,0,,ga,IE,
wfo-0000651022,1275,Dipsacus fullonum,Lus an fhúcadóir,0,,ga,IE,
wfo-0000651022,1276,Dipsacus fullonum,Taga,0,,ga,IE,
wfo-0000651022,1277,Dipsacus fullonum,Líodán an ucaire,0,,ga,IE,
wfo-0000651022,1278,Dipsacus fullonum,Lus an úcaire (-cadóra),0,,ga,IE,
wfo-0000651022,1279,Dipsacus fullonum,Cnádán úcaire,0,,ga,IE,
wfo-0000651022,1280,Dipsacus fullonum,Liosta,0,,ga,IE,
wfo-0000655499,1282,Draba incana,Araflasach,1,,ga,IE,
wfo-0000945816,1284,Drosera anglica,Cailís Mhuire mhór,1,,ga,IE,
wfo-0000945816,1285,Drosera anglica,Drúichtín móna,0,,ga,IE,
wfo-0000945816,1286,Drosera anglica,Rós an tsoluis,0,,ga,IE,
wfo-0000945976,1288,Drosera intermedia,Cailís Mhuire,1,,ga,IE,
wfo-0000946157,1290,Drosera rotundifolia,Guller-na-gat,0,,ga,IE,
wfo-0000946157,1291,Drosera rotundifolia,Drúchtín móna,1,,ga,IE,
wfo-0000946157,1292,Drosera rotundifolia,Dealtruaidh,0,,ga,IE,
wfo-0000946157,1293,Drosera rotundifolia,Lus na fearnaighe,0,,ga,IE,
wfo-0000946157,1294,Drosera rotundifolia,Eil druich,0,,ga,IE,
wfo-0000946157,1295,Drosera rotundifolia,Drúichtín na móna,0,,ga,IE,
wfo-0000946157,1296,Drosera rotundifolia,Durachdín-móna,0,,ga,IE,
wfo-0000946157,1297,Drosera rotundifolia,Gealdruigh (-ghe),0,,ga,IE,
wfo-0000946157,1298,Drosera rotundifolia,Cailís Mhuire,0,,ga,IE,
wfo-0000946157,1299,Drosera rotundifolia,Rós an tsolais,0,,ga,IE,
wfo-0000996365,1301,Dryas octopetala,Machal sléibhe,0,,ga,IE,
wfo-0000996365,1302,Dryas octopetala,Leaithín,1,,ga,IE,
wfo-0000663145,1304,Echium vulgare,Lus nathrach,1,,ga,IE,
wfo-0000663145,1305,Echium vulgare,Lus na teanga,0,,ga,IE,
wfo-0000663145,1306,Echium vulgare,Teanga na nathrach,0,,ga,IE,
wfo-0000663145,1307,Echium vulgare,Lus na nathrach,0,,ga,IE,
wfo-0000663145,1308,Echium vulgare,Lus nathrach,0,,ga,IE,
wfo-0000665329,1310,Elatine hexandra,Bosán na díge,1,,ga,IE,
wfo-0000665333,1312,Elatine hydropiper,Bosán te,1,,ga,IE,
wfo-0000402534,1314,Eleocharis acicularis,Spícíneach ghéar,1,,ga,IE,
wfo-0000405300,1316,Eleocharis multicaulis,Spícíneach thortógach,1,,ga,IE,
wfo-0000405590,1318,Eleocharis palustris,Cíb dhéise,1,,ga,IE,
wfo-0000405590,1319,Eleocharis palustris,Luchair shínte,0,,ga,IE,
wfo-0000405697,1321,Eleocharis parvula,Spícíneach bheag,1,,ga,IE,
wfo-0000405846,1323,Eleocharis quinqueflora,Spícíneach na gcúig bhláth,1,,ga,IE,
wfo-0000406316,1325,Eleocharis uniglumis,Spícíneach chaol,1,,ga,IE,
wfo-0000406452,1327,Eleogiton fluitans,Brobh ar snámh,1,,ga,IE,
wfo-0000666485,1335,Elodea canadensis,Tím uisce,1,,ga,IE,
wfo-0000666485,1336,Elodea canadensis,Gorlús,0,,ga,IE,
wfo-0000866095,1338,Elymus caninus,Broimfhéar colgach,1,,ga,IE,
wfo-0000866095,1339,Elymus caninus,Fiorthan,0,,ga,IE,
wfo-0000866095,1340,Elymus caninus,Aolfhér feusagach,0,,ga,IE,
wfo-0000866924,1342,Elytrigia atherica,Broimfhéar mara,0,,ga,IE,
wfo-0000866998,1344,Elytrigia juncea,Broimfhéar gainimh,1,,ga,IE,
wfo-0000866998,1345,Elytrigia juncea,Cruithneachd luachairamhuil,0,,ga,IE,
wfo-0000867052,1353,Elytrigia repens,Broimfhéar,1,,ga,IE,
wfo-0000867052,1354,Elytrigia repens,Bruimfhéur (-éir),0,,ga,IE,
wfo-0000867052,1355,Elytrigia repens,Cruithneachd bruimsean,0,,ga,IE,
wfo-0000867052,1356,Elytrigia repens,Cruithneacht bhruimsean,0,,ga,IE,
wfo-0000867052,1357,Elytrigia repens,Féar gaoil,0,,ga,IE,
wfo-0000867052,1358,Elytrigia repens,Bruimsean,0,,ga,IE,
wfo-0000867052,1359,Elytrigia repens,Bruimfheur,0,,ga,IE,
wfo-0000867052,1360,Elytrigia repens,Fiothran,0,,ga,IE,
wfo-0000867052,1361,Elytrigia repens,Urin,0,,ga,IE,
wfo-0000667231,1367,Empetrum nigrum,Lus na feannóige,1,,ga,IE,
wfo-0000667231,1368,Empetrum nigrum,Caor fionnóige,0,,ga,IE,
wfo-0000667231,1369,Empetrum nigrum,Fraoch na bhfraochóg,0,,ga,IE,
wfo-0000667231,1370,Empetrum nigrum,Fraochóg,0,,ga,IE,
wfo-0000667231,1371,Empetrum nigrum,Fraochán,0,,ga,IE,
wfo-0000668718,1373,Epilobium alsinifolium,Saileachán sléibhe,1,,ga,IE,
wfo-0000668750,1378,Epilobium angustifolium,Lus na tine,1,,ga,IE,
wfo-0000668750,1379,Epilobium angustifolium,Rós saileóg na mbileóg chúmhang,0,,ga,IE,
wfo-0000668750,1380,Epilobium angustifolium,Saileachán francach,0,,ga,IE,
wfo-0000668861,1382,Epilobium brunnescens,Saileachán sraoilleach,1,,ga,IE,
wfo-0000669196,1384,Epilobium hirsutum,Lus na Tríoinóide,1,,ga,IE,
wfo-0000669196,1385,Epilobium hirsutum,Saileachán mór,0,,ga,IE,
wfo-0000669196,1386,Epilobium hirsutum,Rás mór saileog,0,,ga,IE,
wfo-0000669421,1388,Epilobium montanum,Saileachán leathan,1,,ga,IE,
wfo-0000669499,1390,Epilobium obscurum,Sealeachán caol,1,,ga,IE,
wfo-0000669541,1392,Epilobium palustre,Saileachán corraigh,1,,ga,IE,
wfo-0000669541,1393,Epilobium palustre,Luibh na liaithe buí(the),0,,ga,IE,
wfo-0000669577,1395,Epilobium parviflorum,Saileachán liath,1,,ga,IE,
wfo-0000669712,1397,Epilobium roseum,Saileachán gasach,1,,ga,IE,
wfo-0000951956,1399,Epipactis atrorubens,Cuaichín dearg,1,,ga,IE,
wfo-0000952061,1401,Epipactis helleborine,Ealabairín,1,,ga,IE,
wfo-0000952061,1402,Epipactis helleborine,Magarlín cruadh-lus an leathan (,0,,ga,IE,
wfo-0000952194,1404,Epipactis palustris,Cuaichín corraigh,1,,ga,IE,
wfo-0000952194,1405,Epipactis palustris,Magarlín cruadh-lus an churraigh,0,,ga,IE,
wfo-0000952209,1407,Epipactis phyllanthes,Cuaichín glas,1,,ga,IE,
wfo-0000671674,1409,Erica ciliaris,Fraoch frainseach,1,,ga,IE,
wfo-0000671681,1415,Erica cinerea,Fraoch cloigíneach,1,,ga,IE,
wfo-0000671681,1416,Erica cinerea,Fraoch fireann,0,,ga,IE,
wfo-0000671681,1417,Erica cinerea,Fraoch an fhrínse,0,,ga,IE,
wfo-0000671681,1418,Erica cinerea,Fraoch Lochlannach,0,,ga,IE,
wfo-0000671969,1421,Erica erigena,Fraoch camógach,1,,ga,IE,
wfo-0000672530,1423,Erica mackayana,Fraoch Mhic Aoidh,1,,ga,IE,
wfo-0000673399,1425,Erica tetralix,Fraoch naoscaí,1,,ga,IE,
wfo-0000673399,1426,Erica tetralix,Fraoch an ruinnse,0,,ga,IE,
wfo-0000673399,1427,Erica tetralix,Fraoch naoscaighe,0,,ga,IE,
wfo-0000673399,1428,Erica tetralix,Het,0,,ga,IE,
wfo-0000673518,1430,Erica vagans,Fraoch gallda,1,,ga,IE,
wfo-0000014783,1432,Erigeron acer,Lus gorm na ndreancaidí,1,,ga,IE,
wfo-0000014783,1433,Erigeron acer,Lus gorm na ndeanathairtí,0,,ga,IE,
wfo-0000408969,1435,Eriocaulon aquaticum,Píbín uisce,1,,ga,IE,
wfo-0000408969,1436,Eriocaulon aquaticum,Píbín allaidh,0,,ga,IE,
wfo-0000414886,1438,Eriophorum angustifolium,Ceannbhán,1,,ga,IE,
wfo-0000414886,1439,Eriophorum angustifolium,Ceannabhán sléibhe,0,,ga,IE,
wfo-0000414886,1440,Eriophorum angustifolium,Bláth portaigh,0,,ga,IE,
wfo-0000414996,1442,Eriophorum gracile,Ceannbhán caol,1,,ga,IE,
wfo-0000414996,1443,Eriophorum gracile,Ceannbhán cumhang-dhuilleach,0,,ga,IE,
wfo-0000415025,1445,Eriophorum latifolium,Ceannbhán leathan,1,,ga,IE,
wfo-0000415025,1446,Eriophorum latifolium,Cennabhán lethandhuillech,0,,ga,IE,
wfo-0000415025,1447,Eriophorum latifolium,Keanuan ban,0,,ga,IE,
wfo-0000415025,1448,Eriophorum latifolium,Scabog fiona,0,,ga,IE,
wfo-0000415025,1449,Eriophorum latifolium,Ceanabhan mona,0,,ga,IE,
wfo-0000415025,1450,Eriophorum latifolium,Ceanach na mona,0,,ga,IE,
wfo-0000415025,1451,Eriophorum latifolium,Sioda mona,0,,ga,IE,
wfo-0000415025,1452,Eriophorum latifolium,Siodha mona,0,,ga,IE,
wfo-0000415025,1453,Eriophorum latifolium,Sgathoga fiona,0,,ga,IE,
wfo-0000415166,1455,Eriophorum vaginatum,Ceannbhán gaelach,1,,ga,IE,
wfo-0000415166,1456,Eriophorum vaginatum,Tóin fhionn,0,,ga,IE,
wfo-0000676799,1460,Erodium cicutarium,Creagach,1,,ga,IE,
wfo-0000676969,1462,Erodium maritimum,Creagach mara,1,,ga,IE,
wfo-0000677261,1464,Erophila verna,Bosán anagair,1,,ga,IE,
wfo-0000677261,1465,Erophila verna,Biolar greagáin,0,,ga,IE,
wfo-0000678057,1467,Eryngium maritimum,Cuileann trá,1,,ga,IE,
wfo-0000678057,1468,Eryngium maritimum,Cuileann duimhche,0,,ga,IE,
wfo-0000678057,1469,Eryngium maritimum,Cuileann trágha,0,,ga,IE,
wfo-0000681728,1471,Euonymus europaeus,Feoras,1,,ga,IE,
wfo-0000681728,1472,Euonymus europaeus,Oir (Oire),0,,ga,IE,
wfo-0000681728,1473,Euonymus europaeus,Donn réidh,0,,ga,IE,
wfo-0000681728,1474,Euonymus europaeus,Crann-feorais,0,,ga,IE,
wfo-0000035116,1477,Eupatorium cannabinum,Cnáib uisce,1,,ga,IE,
wfo-0000035116,1478,Eupatorium cannabinum,Scothóg Mhuire,0,,ga,IE,
wfo-0000035116,1479,Eupatorium cannabinum,Marbhdhraighean,0,,ga,IE,
wfo-0000962471,1486,Euphorbia helioscopia,Lus na bhfaithní,1,,ga,IE,
wfo-0000962471,1487,Euphorbia helioscopia,Bainne cích na n-éan,0,,ga,IE,
wfo-0000962471,1488,Euphorbia helioscopia,Fionneamh lus,0,,ga,IE,
wfo-0000962471,1489,Euphorbia helioscopia,Buí na n-iníon,0,,ga,IE,
wfo-0000962639,1492,Euphorbia hyberna,Bainne caoin,1,,ga,IE,
wfo-0000962639,1493,Euphorbia hyberna,Buidhe na n-ingean,0,,ga,IE,
wfo-0000962639,1494,Euphorbia hyberna,Bainnicín,0,,ga,IE,
wfo-0000962639,1495,Euphorbia hyberna,Meacan buidhe an t-sleibhe,0,,ga,IE,
wfo-0000962639,1496,Euphorbia hyberna,Lasair léana,0,,ga,IE,
wfo-0000963826,1499,Euphorbia paralias,Bainne léana,1,,ga,IE,
wfo-0000963920,1502,Euphorbia peplus,Gearr nimhe,1,,ga,IE,
wfo-0000682538,1506,Euphrasia officinalis,Glanrosc,1,,ga,IE,
wfo-0000682538,1507,Euphrasia officinalis,Driofúr bhán,0,,ga,IE,
wfo-0000682538,1508,Euphrasia officinalis,Líon radharc,0,,ga,IE,
wfo-0000682538,1509,Euphrasia officinalis,Soillse na súl,0,,ga,IE,
wfo-0000682538,1510,Euphrasia officinalis,Lus na leac,0,,ga,IE,
wfo-0000682538,1511,Euphrasia officinalis,Radharcain (-aircín),0,,ga,IE,
wfo-0000682538,1512,Euphrasia officinalis,Caoimín,0,,ga,IE,
wfo-0000682538,1513,Euphrasia officinalis,Linradharc (-radhairc),0,,ga,IE,
wfo-0000682538,1514,Euphrasia officinalis,Lus an Phápa,0,,ga,IE,
wfo-0000682538,1515,Euphrasia officinalis,Rinn roisc,0,,ga,IE,
wfo-0001137335,1517,Euphrasia salisburgensis,Glanrosc gaelach,1,,ga,IE,
wfo-0001137335,1518,Euphrasia salisburgensis,Róisnín radhairc,0,,ga,IE,
wfo-0001137335,1519,Euphrasia salisburgensis,Lus na súl,0,,ga,IE,
wfo-0000685460,1521,Fagopyrum esculentum,Lus na gcearc,1,,ga,IE,
wfo-0000685460,1522,Fagopyrum esculentum,Gluneagh romhan,0,,ga,IE,
wfo-0000685460,1523,Fagopyrum esculentum,Maol-chruithneacht,0,,ga,IE,
wfo-0000685460,1524,Fagopyrum esculentum,Ruadhan,0,,ga,IE,
wfo-0000966507,1526,Fagus sylvatica,Feá,1,,ga,IE,
wfo-0000966507,1527,Fagus sylvatica,Fáibhile,0,,ga,IE,
wfo-0000966507,1528,Fagus sylvatica,Feagha,0,,ga,IE,
wfo-0000966507,1529,Fagus sylvatica,Fáigh (-e),0,,ga,IE,
wfo-0000966507,1530,Fagus sylvatica,Fáidhbhile,0,,ga,IE,
wfo-0000685786,1533,Fallopia convolvulus,Glúineach dhubh,1,,ga,IE,
wfo-0000685798,1536,Fallopia japonica,Glúineach bhiorach,1,,ga,IE,
wfo-0000869734,1538,Festuca altissima,Feisciú coille,1,,ga,IE,
wfo-0000869819,1540,Festuca arundinacea,Feisciú ard,1,,ga,IE,
wfo-0000869819,1541,Festuca arundinacea,Fescufhér airde,0,,ga,IE,
wfo-0000870561,1543,Festuca gigantea,Feisciú capaill,1,,ga,IE,
wfo-0000871222,1545,Festuca ovina,Feisciú caorach,1,,ga,IE,
wfo-0000871222,1546,Festuca ovina,Feur caorach,0,,ga,IE,
wfo-0000871222,1547,Festuca ovina,Fescufheur caorach,0,,ga,IE,
wfo-0000871222,1548,Festuca ovina,Féar caorach,0,,ga,IE,
wfo-0000871222,1549,Festuca ovina,Fescufhér caorach,0,,ga,IE,
wfo-0000871673,1551,Festuca pratensis,Feisciú móinéir,1,,ga,IE,
wfo-0000871673,1552,Festuca pratensis,Fescufheur leana,0,,ga,IE,
wfo-0000871673,1553,Festuca pratensis,Fescufhér léna,0,,ga,IE,
wfo-0000871854,1556,Festuca rubra,Feisciú rua,1,,ga,IE,
wfo-0000871854,1557,Festuca rubra,Fescufhér cruan,0,,ga,IE,
wfo-0000871854,1558,Festuca rubra,Fescufhér cruadh,0,,ga,IE,
wfo-0000871854,1559,Festuca rubra,Fescufhér coilltemhuil,0,,ga,IE,
wfo-0000872559,1561,Festuca vivipara,Feisciú beobhreitheach,1,,ga,IE,
wfo-0000872559,1562,Festuca vivipara,Féar caorach,0,,ga,IE,
wfo-0000872559,1563,Festuca vivipara,Fescufhér beothuismighthach,0,,ga,IE,
wfo-0000687184,1566,Ficaria verna,Grán arcáin,1,,ga,IE,
wfo-0000687184,1567,Ficaria verna,Searraigh,0,,ga,IE,
wfo-0000687184,1568,Ficaria verna,Gráin arcáin,0,,ga,IE,
wfo-0000687184,1569,Ficaria verna,Na searraigh,0,,ga,IE,
wfo-0000687184,1570,Ficaria verna,Lus na gcnapán,0,,ga,IE,
wfo-0000687690,1572,Ficus carica,Crann fíge (fíghis),0,,ga,IE,
wfo-0000687690,1573,Ficus carica,Cran-fíge,0,,ga,IE,
wfo-0000687690,1574,Ficus carica,Crann figí,0,,ga,IE,
wfo-0000136486,1576,Filaginella uliginosa,Gnamhlus corraigh,1,,ga,IE,
wfo-0000136486,1577,Filaginella uliginosa,Liathlus,0,,ga,IE,
wfo-0000117694,1579,Filago minima,Cáithluibh bheag,1,,ga,IE,
wfo-0000130120,1581,Filago vulgaris,Cáithluibh,1,,ga,IE,
wfo-0000130120,1582,Filago vulgaris,Cádhluibh,0,,ga,IE,
wfo-0000130120,1583,Filago vulgaris,Gnabhlus,0,,ga,IE,
wfo-0000130120,1584,Filago vulgaris,Liath lus roid,0,,ga,IE,
wfo-0000130120,1585,Filago vulgaris,Gnamh-lus,0,,ga,IE,
wfo-0000983427,1591,Filipendula ulmaria,Airgead luachra,1,,ga,IE,
wfo-0000983427,1592,Filipendula ulmaria,Lus cneas,0,,ga,IE,
wfo-0000983427,1593,Filipendula ulmaria,Crios chonchulainn,0,,ga,IE,
wfo-0000983427,1594,Filipendula ulmaria,Crios Chu-chulainn,0,,ga,IE,
wfo-0000983427,1595,Filipendula ulmaria,Airgiod luchra,0,,ga,IE,
wfo-0000983427,1596,Filipendula ulmaria,Airgid luchra,0,,ga,IE,
wfo-0000983427,1597,Filipendula ulmaria,Cubhar léana,0,,ga,IE,
wfo-0000983427,1598,Filipendula ulmaria,Airgidín na luachra,0,,ga,IE,
wfo-0000999867,1600,Filipendula vulgaris,Lus braonach,1,,ga,IE,
wfo-0000999867,1601,Filipendula vulgaris,Greabhán,0,,ga,IE,
wfo-0000691487,1603,Foeniculum vulgare,Finéal,1,,ga,IE,
wfo-0000691487,1604,Foeniculum vulgare,Macánleonta,0,,ga,IE,
wfo-0000691487,1605,Foeniculum vulgare,Lus an tsaoi,0,,ga,IE,
wfo-0000691487,1606,Foeniculum vulgare,Fineal chumhthra,0,,ga,IE,
wfo-0000691487,1607,Foeniculum vulgare,Finéal cumhra,0,,ga,IE,
wfo-0000691487,1608,Foeniculum vulgare,Lus na croiche,0,,ga,IE,
wfo-0000691487,1609,Foeniculum vulgare,Finéal mhuice,0,,ga,IE,
wfo-0000691487,1610,Foeniculum vulgare,Meacan an leonta,0,,ga,IE,
wfo-0000993770,1612,Fragaria vesca,Sú talún fiáin,1,,ga,IE,
wfo-0000993770,1613,Fragaria vesca,Súgh-thalmhan,0,,ga,IE,
wfo-0000993770,1614,Fragaria vesca,Tlachtshugh,0,,ga,IE,
wfo-0000993770,1615,Fragaria vesca,Súgh-láir,0,,ga,IE,
wfo-0000993770,1616,Fragaria vesca,Oighreóg,0,,ga,IE,
wfo-0000993770,1617,Fragaria vesca,Sobha talmhuin,0,,ga,IE,
wfo-0000691852,1620,Frangula alnus,Draighean fearna,1,,ga,IE,
wfo-0000691852,1621,Frangula alnus,Ramhdhraighean mín,0,,ga,IE,
wfo-0000832453,1624,Fraxinus excelsior,Fuinseog,1,,ga,IE,
wfo-0000832453,1625,Fraxinus excelsior,Nuin,0,,ga,IE,
wfo-0000832453,1626,Fraxinus excelsior,Uinseann (-sin),0,,ga,IE,
wfo-0000832453,1627,Fraxinus excelsior,Uimhseann,0,,ga,IE,
wfo-0000832453,1628,Fraxinus excelsior,Cran-fuinseóige,0,,ga,IE,
wfo-0000832453,1629,Fraxinus excelsior,Crann fuinnse(oige),0,,ga,IE,
wfo-0000832453,1630,Fraxinus excelsior,Uinneas (-nse),0,,ga,IE,
wfo-0000832453,1631,Fraxinus excelsior,Crann fuinseoige,0,,ga,IE,
wfo-0000832453,1632,Fraxinus excelsior,Fuinse,0,,ga,IE,
wfo-0000692791,1634,Fuchsia magellanica,Fiúise,1,,ga,IE,
wfo-0000692791,1635,Fuchsia magellanica,Deora dé,0,,ga,IE,
wfo-0000692791,1636,Fuchsia magellanica,Mileanna dearg,0,,ga,IE,
wfo-0000692791,1637,Fuchsia magellanica,Na fiúsaíos,0,,ga,IE,
wfo-0000692791,1638,Fuchsia magellanica,Siogairlíní,0,,ga,IE,
wfo-0000692791,1639,Fuchsia magellanica,Singirlín,0,,ga,IE,
wfo-0000693355,1641,Fumaria officinalis,Camán searraigh díge,1,,ga,IE,
wfo-0000693355,1642,Fumaria officinalis,Dearg talmhan,0,,ga,IE,
wfo-0000693355,1643,Fumaria officinalis,Gidiríam,0,,ga,IE,
wfo-0000967942,1645,Galeopsis angustifolia,Ga corcra,1,,ga,IE,
wfo-0000968061,1647,Galeopsis tetrahit,Ga buí,1,,ga,IE,
wfo-0000968061,1648,Galeopsis tetrahit,Gath bhuidhe,0,,ga,IE,
wfo-0000968296,1659,Galium aparine,Garbhlus,1,,ga,IE,
wfo-0000968296,1660,Galium aparine,Garbh(l)ach,0,,ga,IE,
wfo-0000968296,1661,Galium aparine,Uirlis chríonna,0,,ga,IE,
wfo-0000968296,1662,Galium aparine,Lus garbh,0,,ga,IE,
wfo-0000968296,1663,Galium aparine,Briosclán(-áin)(-cán),0,,ga,IE,
wfo-0000968296,1664,Galium aparine,Caol-fhail,0,,ga,IE,
wfo-0000968464,1666,Galium boreale,Rúcrua,1,,ga,IE,
wfo-0000969693,1669,Galium odoratum,Lus moileas,1,,ga,IE,
wfo-0000969693,1670,Galium odoratum,Lus molach,0,,ga,IE,
wfo-0000969693,1671,Galium odoratum,Moleas,0,,ga,IE,
wfo-0000969740,1673,Galium palustre,Rú corraigh,1,,ga,IE,
wfo-0000970124,1675,Galium saxatile,Luibh na bhfear gonta,1,,ga,IE,
wfo-0000970124,1676,Galium saxatile,Lus na bhfear mbeag,0,,ga,IE,
wfo-0000970124,1677,Galium saxatile,Madar fraoigh,0,,ga,IE,
wfo-0000970124,1678,Galium saxatile,Luibh na bhfear ngonta,0,,ga,IE,
wfo-0000970264,1680,Galium sterneri,Rú beag,1,,ga,IE,
wfo-0000970490,1682,Galium uliginosum,Rough bog bedstraw,1,,ga,IE,
wfo-0000970490,1683,Galium uliginosum,Rú eanaigh,0,,ga,IE,
wfo-0000970562,1685,Galium verum,Boladh cnis,1,,ga,IE,
wfo-0000970562,1686,Galium verum,Rú Mhuire,0,,ga,IE,
wfo-0000970562,1687,Galium verum,Baladh chnis,0,,ga,IE,
wfo-0000970562,1688,Galium verum,Madadh (-aidh) fraoigh,0,,ga,IE,
wfo-0000970562,1689,Galium verum,Rú,0,,ga,IE,
wfo-0000698901,1691,Gentiana verna,Ceadharlach Bealtaine,1,,ga,IE,
wfo-0000698901,1692,Gentiana verna,Bláth (Pabhsaer) Mhuire,0,,ga,IE,
wfo-0000698901,1693,Gentiana verna,Lus an chrúbáin,0,,ga,IE,
wfo-0000699019,1696,Gentianella amarella,Muilcheann,1,,ga,IE,
wfo-0000699114,1698,Gentianella campestris,Lus an chrúbáin,1,,ga,IE,
wfo-0000700265,1700,Geranium columbinum,Crobh coilm,1,,ga,IE,
wfo-0000700265,1701,Geranium columbinum,Crobh colaim,0,,ga,IE,
wfo-0000700265,1702,Geranium columbinum,Crobh an colúr,0,,ga,IE,
wfo-0000700368,1704,Geranium dissectum,Crobh giobach,1,,ga,IE,
wfo-0000700368,1705,Geranium dissectum,Luibh an neorbhais,0,,ga,IE,
wfo-0000700368,1706,Geranium dissectum,Crobh choluim,0,,ga,IE,
wfo-0000700368,1707,Geranium dissectum,Creagrach,0,,ga,IE,
wfo-0000700368,1708,Geranium dissectum,Crobh gioblach,0,,ga,IE,
wfo-0000700774,1710,Geranium lucidum,Crobh geal,1,,ga,IE,
wfo-0000700868,1712,Geranium molle,Crobh bog,1,,ga,IE,
wfo-0000701108,1714,Geranium pratense,Crobh gorm,1,,ga,IE,
wfo-0000701154,1716,Geranium purpureum,Eireaball rí,1,,ga,IE,
wfo-0000701157,1718,Geranium pusillum,Crobh beag,1,,ga,IE,
wfo-0000701246,1725,Geranium robertianum,Ruithéal rí,1,,ga,IE,
wfo-0000701246,1726,Geranium robertianum,Luibh an chreatha,0,,ga,IE,
wfo-0000701246,1727,Geranium robertianum,Crobhdearg,0,,ga,IE,
wfo-0000701246,1728,Geranium robertianum,Ruithéal ríog,0,,ga,IE,
wfo-0000701246,1729,Geranium robertianum,Rian ríogh,0,,ga,IE,
wfo-0000701246,1730,Geranium robertianum,Earball rí,0,,ga,IE,
wfo-0000701246,1731,Geranium robertianum,Righeal cuil,0,,ga,IE,
wfo-0000701258,1733,Geranium rotundifolium,Crobh cruinn,1,,ga,IE,
wfo-0000701279,1735,Geranium sanguineum,Crobh dearg,1,,ga,IE,
wfo-0000701279,1736,Geranium sanguineum,Créachtach-dearg (-aighe-déirge),0,,ga,IE,
wfo-0000701279,1737,Geranium sanguineum,Creachtach dearg,0,,ga,IE,
wfo-0000701279,1738,Geranium sanguineum,Crobh preacháin,0,,ga,IE,
wfo-0000701279,1739,Geranium sanguineum,Earball riogh,0,,ga,IE,
wfo-0000701427,1741,Geranium sylvaticum,Crobh coille,1,,ga,IE,
wfo-0001004152,1743,Geum rivale,Machall uisce,1,,ga,IE,
wfo-0001004152,1744,Geum rivale,Machall-uisge (-aill-uisge,0,,ga,IE,
wfo-0001004152,1745,Geum rivale,Macall uisce,0,,ga,IE,
wfo-0001002693,1748,Geum urbanum,Machall coille,1,,ga,IE,
wfo-0001002693,1749,Geum urbanum,Machal coilleadh,0,,ga,IE,
