"taxonID","description"
"taxon-3-Clavija_macrophylla","Shrub to at least 2 m high ; young shoots glabrous or subglabrous . Petiole 0.5-3.5 cm long , 1.3-2.4 mm thick , glabrous ; blade coriaceous , oblanceolate or sometimes narrowly obovate , 16-37 x 4-13 cm , apex acute or short-acuminate , base narrowly attenuate or attenuate, margin spinose-serrate , with 15-35 teeth per side, glabrous ; lateral veins rather inconspicuous, surface between veinlets striate or sometimes smooth. Inflorescence in male and bisexual plants to 14 cm long with 5-35 flowers , in female plants to ca. 3.5 cm long with up to ca. 15 flowers ; rachis 0.5-1 mm thick , puberulous or subglabrous ; pedicels 1-2 mm long ; bracts 0.7-1 mm long , inserted at nodes Flowers 5-merous ; calyx lobes very broadly ovate , 1.5-2 x 1.8-2.2 mm long , glabrous ; corolla orange , tube 2-2.2 mm long , lobes 3-4 x 3-4.2 mm ; stamen filaments in male and bisexual flowers fused into a tube 0.5-1 mm long , in female flowers free, ca. 0.5 mm long ; pistil in male flowers sublinear , in bisexual flowers narrowly ovoid with 4-20 ovules , in pistillate flowers ovoid with 15-25 ovules Fruit orange-yellow , 1-3 cm diam. , pericarp 0.2-0.4 mm thick , outside smooth ; seeds 1-9 , 5.5-11 mm long ."
"taxon-86-RHABDODENDRACEAE","Shrubs or small trees. Leaves entire, alternate, gland-dotted, coriaceous , small peltate hairs on undersurface ; stipules small, subulate or obscure . Inflorescences of supra-axillary racemose panicles or racemes; bracts and bracteoles small, reduced to scales. Flowers hermaphrodite; receptacle broad, slightly concave; calyx very short, lobes 5 or indistinct; petals 5 , caducous, sepaloid, oblong or oblong-elliptic , apex rounded or minutely apiculate , minutely punctate, aestivation imbricate; disk absent; stamens numerous ( about 45 ), filaments short, flattened, persisting after flowering and then recurved , anthers linear , erect , basifixed, caducous, 4-locular , dehiscing longitudinally; ovary sessile, globose , glabrous , 1-locular , inserted at base of concave receptacle , ovule 1 , basally attached, campylotropous, style arising from base of ovary to one side of it, fairly thick, elongated, stigmatic surface on outermost side ascending from base or middle. Fruits small drupes, globose , terminating a short stipe in cup-shaped receptacle, exocarp thin, crustaceous when dry , endocarp slightly woody; seed 1 , reniform-globose , exalbuminous, with thin testa; cotyledons thickly fleshy , radicle small and bent inward towards hilum."
"taxon-1-RHABDODENDRON","Shrubs or small trees. Leaves entire, alternate, gland-dotted, coriaceous , small peltate hairs on undersurface ; stipules small, subulate or obscure . Inflorescences of supra-axillary racemose panicles or racemes; bracts and bracteoles small, reduced to scales. Flowers hermaphrodite; receptacle broad, slightly concave; calyx very short, lobes 5 or indistinct; petals 5 , caducous, sepaloid, oblong or oblong-elliptic , apex rounded or minutely apiculate , minutely punctate, aestivation imbricate; disk absent; stamens numerous ( about 45 ), filaments short, flattened, persisting after flowering and then recurved , anthers linear , erect , basifixed, caducous, 4-locular , dehiscing longitudinally; ovary sessile, globose , glabrous , 1-locular , inserted at base of concave receptacle, ovule 1 , basally attached, campylotropous, style arising from base of ovary to one side of it, fairly thick, elongated, stigmatic surface on outermost side ascending from base or middle. Fruits small drupes, globose , terminating a short stipe in cup-shaped receptacle, exocarp thin, crustaceous when dry , endocarp slightly woody; seed 1 , reniform-globose , exalbuminous, with thin testa; cotyledons thickly fleshy , radicle small and bent inward towards hilum."
"taxon-1-Rhabdodendron_amazonicum","Tree up to 15 m, usually smaller , 20 cm diam. ; stem with thin hard bark, wood with anomalous secondary phloem; young branches with scattered peltate hairs . Stipules absent. Petiole 1.5-3.5 cm long , with scattered peltate hairs , not winged, terete; blade coriaceous , oblanceolate, oblong to oblong-obovate , 2-39 x 3-10 cm , apex acute, acuminate or mucronate, most frequently with acumen 2-9 mm long , gradually narrowed to cuneate base , glabrous above, with few scattered peltate hairs beneath, not rugose on surfaces ; midvein plane to prominulous above, prominulous beneath, secondary veins 30-45 pairs , plane to prominulous above, prominulous beneath, anastomosing but not forming conspicuous marginal vein. Inflorescence supra-axillary and sometimes terminal panicles or occasionally reduced to racemes, 9-17 cm long , sparsely peltate pubescent becoming glabrous with age ; bracts and bracteoles ovate to lanceolate , 1-2 mm long , persistent, chartaceous ; pedicels 6-15 mm long , glabrescent , frequently recurved , often with 2 lanceolate bracteoles ; calyx-tube turbinate-campanulate, 2-4 mm long , exterior glabrescent , lobes small but distinct and apparent in young flowers only; petals 5 , oblong , 7-8 mm long , sepaloid, minutely punctate; stamens ca. 45 , anthers ca. 7 mm long ; stigmatic surface long and linear . Fruit subglobose , 6-10 mm diam. , exocarp glabrous , smooth but wrinkled when dry , mesocarp very thin, fleshy , endocarp thin, bony, fragile , with median line of fracture, glabrous within ."
"taxon-90-PROTEACEAE","Trees or shrubs. Leaves alternate, opposite or whorled, simple, pinnatifid, pinnate or bipinnate, usually coriaceous , exstipulate. Inflorescences simple or compound, axillary or terminal , racemose or paniculate. Flowers usually actinomorphic, bisexual, solitary or paired in axils of bracts, rarely ebracteate; tepals 4 valvate, free or variously united, each with a slightly expanded limb; stamens 4 , usually all fertile, opposite tepals, filaments partly or wholly adnate to tepals, rarely free; hypogynous glands usually present, 4 , scale-like or fleshy , free or fused; pistil 1, ovary superior, rarely perigynous, sessile or stipitate, 1-locular , ovules 1-many , variously inserted, style simple often persistent, often with apex expanded as a pollen presenter, stigma small, terminal or subterminal . Fruits dehiscent or indehiscent, woody or coriaceous follicles, drupes or achenes; seeds 1-many , usually endospermic."
"taxon-1-EUPLASSA","Trees, less frequently shrubs. Leaves spirally arranged, paripinnate, rhachis frequently ending in a terminal appendix extending up to 2 cm beyond terminal leaflet pair , rarely forming a terminal leaflet ; leaflets 2-10 pairs , opposite to strongly subopposite, subsessile to long-petiolate, shape various , basal pair consistently smaller than rest ; margin entire to remotely serrate . Inflorescences generally unbranched, pseudo-racemose, axillary or rarely terminal , solitary, occasionally with 2 inflorescences per leaf axil; flowers in pairs, each pair supported by a peduncle of variable length which is frequently altogether absent; each pair subtended by a small common bract; flowers sessile or pedicellate. Flowers weakly zygomorphic; tepals all recurving at anthesis or one (innermost) remaining erect ; stamens epitepalous, anthers ovate , subsessile, housed in concave distal end of tepals; hypogynous glands 4 , fleshy , distinct, lobed or fused to form a quadrangular structure (or nectary disk); ovary subsessile, glabrous to densely pubescent , with 2 pendulous , orthotropous ovules, style curved, stigma latero-apical. Fruit a nut or rarely a drupe, indehiscent, 1-2-seeded , subglobose to ovoid ; outer mesocarp thin and coriaceous or thick and fleshy ; inner mesocarp thin and woody or very thick and sclerous ; seeds fleshy , more or less compressed, not winged."
"taxon-1-Euplassa_glaziovii","Tree or shrub up to 12 m ; young branches orangeish to dull brown, ferrugineous - to rufous- velutinous to short-pubescent , weakly striate; older branches dark brown to grey/ black, glabrous to patchy short yellow/grey-velutinous, or with patches of a white cuticle , striations faint to very prominent, short-fissured ; lenticels numerous . Petiole terete, 3.2-10 cm long , 2-3.5 mm in diam. at base , glabrescent to densely whitish or ferrugineous-puberulent , indument closely appressed, rarely spreading ; leaf rhachis (3.5-)7-12.2 cm long , terminal appendix 2-7 x 0.5-1 mm ; leaflets sessile or subsessile, petiolules 3-10 mm long , 2-4 mm in diam. at base ; leaflets 2-4 pairs , opposite or subopposite, drying black , chartaceous to coriaceous , glabrous to sparsely puberulent above, ferrugineous-puberulent in young leaves, shiny or matt above, glabrous to sparsely white or ferrugineous-puberulent beneath , especially on and near midvein at base of leaflet, hairs generally closely appressed, rarely spreading , commonly asymmetrical, narrowly obovate to ovate, less frequently elliptic, often curving ; basal pair of leaflets similar to lateral ones but sometimes suborbicular , 3.2-10 x 3.5-5.6 cm ; other leaflets 8.4-14.4 x 3.9-5.8 cm ; base equal to weakly oblique, decurrent, apex acute to rounded, sometimes truncate in basal leaflets, commonly retuse to emarginate , margin entire, frequently revolute especially at apex or base of blade ; venation reticulodromous to cladodromous, with 3-5 pairs of secondary veins, midvein prominent throughout or only on lower half of blade, reaching apex or frequently inconspicuous or forking towards apex, secondaries wavy, faintly prominent, higher order venation conspicuous on both sides of blade. Inflorescence lax to moderately congested, unbranched, axillary or nearly terminal , 2-3.3 cm in diam. ; peduncle (2.3-)3.3-5.7 cm long , 1.5-3 mm in diam. ; floral rhachis (5.6-)7.8-24.5 cm long , densely rufous -puberulent to velutino-tomentose ; bracteoles heteromorphic, basal ones linear , up to 2 mm long , ferrugineous-hirsute , superior bracteoles smaller, <1 mm long , not recurved ; flower-pair peduncle 0.5-3 mm long , rufous-ferrugineous -velutinous to short-pilose ; pedicels 1.5-5 mm long . Flower buds not rostrate, 2.25-3 mm broad at apex , ca. 0.75-1 mm broad at midlength , descending to ascending, ferrugineous -velutinous to short-pilose Flowers 7-11 mm long , all tepals recurving at anthesis; tepals 0.5-0.75 mm across at midlength , not or weakly keeled; anthers subsessile, 1.5-2 mm long ; hypogynous glands fused into a quadrangle 0.5-1.25 mm high and 1.25-2 mm across ; ovary 2-2.5 mm long , ovoid to pyriform to semi ovoid , rufous -hirsute Fruiting peduncle ca. 5.8 cm long ; infructescence ca. 25 cm long ; fruit pedicel 8-9 mm long , ca. 2 mm thick . Young fruit ovoid , 14 x 8.5 mm , smooth ."
"taxon-2-Euplassa_pinnata","Tree up to 30 m ; young branches orangeish-brown , ferrugineous -velutinous to glabrous , striations narrow, multiple; older branches light brown to black , glabrescent, patchy, sometimes with a thin white coating , striate or small fissured; lenticels numerous to few . Petiole 4.8-12(-20) cm long , terete to laterally compressed, 2-5.5 mm in diam. at base , velutinous or rarely glabrescent with rows of pilose (villous) hairs ; leaf rhachis 6-21.7(-45) cm long , terminal appendix 1.5-5 mm long , ca. 1 mm broad , usually absent ; leaflets subsessile to short-petiolate, petiolules up to 1.3 cm long , 2.25-2.5 mm in diam. at base ; leaflets 3-4(-5) pairs , opposite to almost alternate, drying olive green to black , coriaceous to subcoriaceous, occasionally chartaceous , glabrous above, glabrous to very sparsely white -puberulent beneath , indument if present short and closely appressed and concentrated on venation, frequently asymmetrical, elliptic to broadly elliptic, less commonly obovate or ovate, usually curving ; basal pair of leaflets similar to terminal ones , 6.5-14.5(-22.7) x 3.2-5.5(-7.5) cm ; other leaflets 10.8-13(-24.5) x 4.3-7.6 cm ; base equal to rarely weakly oblique, decurrent, apex acute to obtuse, less frequently rounded, truncate or retuse, especially in basal leaflets, sometimes broadly mucronate , margin entire to denticulate, commonly undulate ; venation cladodromous to brochidodromous, with 4-7 pairs of secondary veins, midvein prominent throughout, reaching apex, secondaries straight, faintly prominent, higher order venation always conspicuous beneath, in coriaceous leaves obscure above. Inflorescence moderately lax, occasionally branched, axillary , 2.1-3 cm in diam. ; peduncle 2.9-9.4 cm long , 1.5-2 mm in diam. ; floral rhachis 12.4-16.5 cm long , ferrugineous to grey , densely appressed-puberulent ; bracteoles heteromorphic, basal ones linear , unusually long, up to 4 mm long , light ferrugineous -hirsute , superior ones smaller, broadly triangular , 0.5-1.25 mm long , not recurved ; flower-pair peduncle 1-4 mm long , ferrugineous -velutinous ; pedicels 1.5-5 mm long . Flower buds 2.5-3 mm broad at apex , rostrate, beak up to 1 mm long , ca. 0.8-1 mm broad at midlength , essentially erect , ferrugineous -villous to sparsely so Flowers 7-11 mm long , all tepals recurving at anthesis, rarely one remaining erect ; tepals 0.5-0.75 mm across at midlength , keeled or not; anthers subsessile, 1-1.2 mm long ; hypogynous glands fused into a quadrangle or ring 0.5-0.75 mm high and 1-1.25 mm across ; ovary 1.5-2 mm long , narrow, cylindrical-pyriform, square in cross-section, rufous -hirsute to short-pilose, more or less appressed . Infructescence 13.1-14 cm long ; fruit pedicel 8-9 mm long , ca. 2 mm thick . Young fruit ovoid , 15-16 x 10-11 mm ."
"taxon-2-PANOPSIS","Shrubs or trees to 25(-40) m tall . Leaves entire, simple, sessile to petiolate, arranged in verticels of 4 , offset verticels, decussate, subopposite-decussate or spiral; blades at base sometimes descending petiole on either side, margin not markedly revolute, indument usually present when young, glabrescent, persistent for longer beneath, and above along midvein, less frequently remaining densely pubescent beneath ; venation conspicuous to obscure, plane to slightly raised above, more conspicuous and prominent beneath, fractiflexed brochidodromous, frequently eucamptodromous at base, marginal vein weak, derived from ascending lateral veins, midvein raised, plane or more frequently sunken above, prominent and longitudinally ridged beneath, higher order venation reticulate. Inflorescences usually terminal, sometimes lateral or subterminal , unbranched and raceme-like, or branched and panicle-like, bearing lateral inflorescences subtended by leaves which are reduced in size to ligulate and bract-like structures on uppermost inflorescences; lateral inflorescences at times further branched; common bracts subtending flower pairs, caducous, small, ligulate, pubescent on outside, glabrous within ; inflorescences subtended by mature leaves or by leaves considerably smaller in size; flowers paired, clustered at short intervals along rhachis (sometimes distinctly whorled) or randomly spread along racemes and branches; pedicels pubescent to pilose . Flower buds elongate or elongate-pyriform, opening apically by elongation of the style. Flowers essentially actinomorphic to slightly zygomorphic, tepals strongly recurved , pubescent to pilose outside, glabrous within ; free parts of filaments ribbon-like, adnate to tepals below half-way, or completely free, anthers oblong to elliptic to widely ovate , connective apiculate; hypogynous gland tubular , thin, membranous , 4-lobed , lobes acute to apiculate , eventually shrinking and fragmenting; ovary stipitate, yellow-orange to orange villous outside, glabrous within , style straight-sided to clavate, longitudinally ridged, stigma absent, a specialised stigmatic surface developing at times, ovules 2 , collateral, orthotropous, pendulous . Fruit 1-seeded , either globose with rounded to varyingly mucronate apex , surface smooth or scaly , semi-shiny to dull , glabrescent , or fusiform, strongly sutured , corrugate , with indument ; pericarp usually with fleshy, granular outer mesocarp , woody, vascularized mid mesocarp , and thin, fleshy inner mesocarp ; seed coat thin, often fused to pericarp; seed large, fleshy, rounded, not winged (laterally compressed in P. rubescens ) ."
"taxon-1-Panopsis_rubescens","Tree 6-15 m tall , less frequently treelet or shrub; young branches dense, somewhat appressed, tomentose, villous or puberulous, ferrugineous to pale yellow fading to grey , glabrescent ; bark red-brown to grey-brown ; lenticels absent or present, small. Leaves spirally arranged, rarely decussate; petioles generally flat, 0.7-10 cm x 1-2 mm at midlength (broadening to 3 mm at base) , sericeous, closely appressed, short to long tomentose, villous or puberulous, glabrescent ; leaf blade subcoriaceous to coriaceous , closely appressed, long sericeous-pilose above, shorter and less sericeous-pilose beneath, glabrescent both sides except densely persistent hairs on midvein above, ferrugineous to golden or pale yellow fading to grey , elliptic, narrowly elliptic, narrow obovate, oblanceolate , 5-29.5 x 2-9 cm , base symmetrical, acute, at times decurrent, rarely obtuse , apex acute to obtuse, often acuminate , acumen to 15 mm long , margin sometimes slightly revolute; venation not conspicuous, raised above, brochidodromous from lowermost secondary vein, rarely eucamptodromous at base, midvein slightly channelled above, rarely slightly raised, secondary veins 7-16 pairs , remaining straight and parallel almost to leaf margin before ascending steeply, sometimes bifurcating between midvein and marginal vein. Inflorescence unbranched, 5-14 cm x 0.5-2 mm , or branched, 5-25 cm x 1.5-3.5 mm (elongating up to 33 cm after flowering ) ; lateral inflorescences 1-6 , spirally arranged, 5-19 cm x 0.5-1.5 mm , yellow-brown to ferrugineous -tomentose, rarely sparsely villous ; common bracts (0.3-)1-1.5 mm long , tomentose to pilose ; pedicels 4-13 mm long, elongating to 15 mm after flowering , 0.2-0.5 mm broad , short-tomentose to pilose, rarely villous, ferrugineous or yellow-brown . Flowers 3-6.5 mm long ; tepals closely appressed, sparsely to densely short sericeous, yellow-brown, rarely ferrugineous ; free part of filaments 1.2-3 mm long , adnate 1-2 mm from base of tepals , anthers narrowly oblong to elliptic , 1-1.5 x ca. 0.5 mm ; hypogynous gland to 0.5-1.5 mm long , deeply lobed from 1/3 down ; ovary hairs reaching 1-2 mm from base , yellow-orange to orange ; style 0.2-0.3 mm broad at midlength , clavate, style apex slightly drawn-out, truncate at very tip with small depression centrally . Fruit pedicel 7-13 x 1-2 mm . Fruit resembling a follicle but indehiscent, fusiform but highly variable in shape , 2.6-6.7 x 1.2-3.1 x 0.8-1.7 cm , smooth to irregularly corrugate , ferrugineous rufous or brown , velutinous when young, glabrescent ; pericarp (1-)1.5-3 mm thick , outer and mid mesocarp 1-2.5 mm thick, not clearly demarcated, inner mesocarp very thin ; seed fleshy , laterally compressed."
