"multimediaID","taxonID","identifier","title","description"
"media-ID_179","taxon-Purdiaea_nutans","fotg-a-27-179.gif","Fig. 1",""
"media-ID_202","taxon-Purdiaea_nutans","fotg-a-27-202.jpg","Fig. 24",""
"media-ID_203","taxon-Purdiaea_nutans","fotg-a-27-203.jpg","Fig. 25",""
"media-ID_180","taxon-3-Clavija_macrophylla","fotg-a-27-180.gif","Fig. 2",""
"media-ID_204","taxon-3-Clavija_macrophylla","fotg-a-27-204.jpg","Fig. 26","LM pictures:"
"media-ID_205","taxon-3-Clavija_macrophylla","fotg-a-27-205.jpg","Fig. 27","SEM pictures:"
"media-ID_181","taxon-1-Rhabdodendron_amazonicum","fotg-a-27-181.gif","Fig. 3",""
"media-ID_206","taxon-1-Rhabdodendron_amazonicum","fotg-a-27-206.jpg","Fig. 28",""
"media-ID_182","taxon-5-Roupala_suaveolens","fotg-a-27-182.gif","Fig. 4",""
"media-ID_183","taxon-5-Roupala_suaveolens","fotg-a-27-183.gif","Fig. 5",""
"media-ID_207","taxon-5-Roupala_suaveolens","fotg-a-27-207.jpg","Fig. 29",""
"media-ID_208","taxon-5-Roupala_suaveolens","fotg-a-27-208.jpg","Fig. 30","A-B, D-E:"
"media-ID_209","taxon-5-Roupala_suaveolens","fotg-a-27-209.jpg","Fig. 31",""
"media-ID_184","taxon-7-Terminalia_quintalata","fotg-a-27-184.gif","Fig. 6",""
"media-ID_185","taxon-7-Terminalia_quintalata","fotg-a-27-185.gif","Fig. 7",""
"media-ID_186","taxon-7-Terminalia_quintalata","fotg-a-27-186.gif","Fig. 8",""
"media-ID_187","taxon-7-Terminalia_quintalata","fotg-a-27-187.gif","Fig. 9",""
"media-ID_188","taxon-7-Terminalia_quintalata","fotg-a-27-188.gif","Fig. 10",""
"media-ID_210","taxon-7-Terminalia_quintalata","fotg-a-27-210.jpg","Fig. 32","A-D:"
"media-ID_211","taxon-7-Terminalia_quintalata","fotg-a-27-211.jpg","Fig. 33","A-B:"
"media-ID_212","taxon-7-Terminalia_quintalata","fotg-a-27-212.jpg","Fig. 34","A-D:"
"media-ID_213","taxon-7-Terminalia_quintalata","fotg-a-27-213.jpg","Fig. 35","A-B:"
"media-ID_214","taxon-7-Terminalia_quintalata","fotg-a-27-214.jpg","Fig. 36","A-D:"
"media-ID_215","taxon-7-Terminalia_quintalata","fotg-a-27-215.jpg","Fig. 37","A-D:"
"media-ID_216","taxon-7-Terminalia_quintalata","fotg-a-27-216.jpg","Fig. 38","A-D: Crystals in"
"media-ID_189","taxon-4-Tapura_singularis","fotg-a-27-189.gif","Fig. 11",""
"media-ID_190","taxon-4-Tapura_singularis","fotg-a-27-190.gif","Fig. 12",""
"media-ID_217","taxon-4-Tapura_singularis","fotg-a-27-217.jpg","Fig. 39","A, B, D:"
"media-ID_218","taxon-4-Tapura_singularis","fotg-a-27-218.jpg","Fig. 40","A:"
"media-ID_219","taxon-4-Tapura_singularis","fotg-a-27-219.jpg","Fig. 41","A-C:"
"media-ID_220","taxon-4-Tapura_singularis","fotg-a-27-220.jpg","Fig. 42","A, C:"
"media-ID_191","taxon-1-Hydrocleys_nymphoides","fotg-a-27-191.gif","Fig. 13",""
"media-ID_192","taxon-3-Sagittaria_rhombifolia","fotg-a-27-192.gif","Fig. 14","(A-E)."
"media-ID_193","taxon-3-Sagittaria_rhombifolia","fotg-a-27-193.gif","Fig. 15",""
"media-ID_194","taxon-3-Sagittaria_rhombifolia","fotg-a-27-194.gif","Fig. 16",""
"media-ID_195","taxon-3-Sagittaria_rhombifolia","fotg-a-27-195.gif","Fig. 17","(A-C)."
"media-ID_196","taxon-3-Sagittaria_rhombifolia","fotg-a-27-196.gif","Fig. 18",""
"media-ID_197","taxon-3-Sagittaria_rhombifolia","fotg-a-27-197.gif","Fig. 19",""
"media-ID_198","taxon-3-Sagittaria_rhombifolia","fotg-a-27-198.gif","Fig. 20",""
"media-ID_199","taxon-3-Sagittaria_rhombifolia","fotg-a-27-199.gif","Fig. 21",""
"media-ID_200","taxon-3-Sagittaria_rhombifolia","fotg-a-27-200.gif","Fig. 22",""
"media-ID_201","taxon-3-Sagittaria_rhombifolia","fotg-a-27-201.gif","Fig. 23",""
