"taxonID","locality","localityType","distributionText"
"taxon-71-CYRILLACEAE","Neotropics","world","Distribution: A tropical family of 3 genera and ca. 14 species; in the Neotropics only 2 genera occur (Cliftonia Banks ex C.F. Gaertn. is basically a N American genus), from south and eastern U.S.A , through Mexico and the West Indies down to northern S America , except the Andes (only Purdiaea nutans Planch. has been recorded to reach the Andes ); in the Guianas only 1 species."
"taxon-71-CYRILLACEAE","south and eastern U.S.A","region","Distribution: A tropical family of 3 genera and ca. 14 species; in the Neotropics only 2 genera occur (Cliftonia Banks ex C.F. Gaertn. is basically a N American genus), from south and eastern U.S.A , through Mexico and the West Indies down to northern S America , except the Andes (only Purdiaea nutans Planch. has been recorded to reach the Andes ); in the Guianas only 1 species."
"taxon-71-CYRILLACEAE","Mexico","country","Distribution: A tropical family of 3 genera and ca. 14 species; in the Neotropics only 2 genera occur (Cliftonia Banks ex C.F. Gaertn. is basically a N American genus), from south and eastern U.S.A , through Mexico and the West Indies down to northern S America , except the Andes (only Purdiaea nutans Planch. has been recorded to reach the Andes ); in the Guianas only 1 species."
"taxon-71-CYRILLACEAE","West Indies","region","Distribution: A tropical family of 3 genera and ca. 14 species; in the Neotropics only 2 genera occur (Cliftonia Banks ex C.F. Gaertn. is basically a N American genus), from south and eastern U.S.A , through Mexico and the West Indies down to northern S America , except the Andes (only Purdiaea nutans Planch. has been recorded to reach the Andes ); in the Guianas only 1 species."
"taxon-71-CYRILLACEAE","northern S America","continental region","Distribution: A tropical family of 3 genera and ca. 14 species; in the Neotropics only 2 genera occur (Cliftonia Banks ex C.F. Gaertn. is basically a N American genus), from south and eastern U.S.A , through Mexico and the West Indies down to northern S America , except the Andes (only Purdiaea nutans Planch. has been recorded to reach the Andes ); in the Guianas only 1 species."
"taxon-71-CYRILLACEAE","Andes","region","Distribution: A tropical family of 3 genera and ca. 14 species; in the Neotropics only 2 genera occur (Cliftonia Banks ex C.F. Gaertn. is basically a N American genus), from south and eastern U.S.A , through Mexico and the West Indies down to northern S America , except the Andes (only Purdiaea nutans Planch. has been recorded to reach the Andes ); in the Guianas only 1 species."
"taxon-71-CYRILLACEAE","Andes","region","Distribution: A tropical family of 3 genera and ca. 14 species; in the Neotropics only 2 genera occur (Cliftonia Banks ex C.F. Gaertn. is basically a N American genus), from south and eastern U.S.A , through Mexico and the West Indies down to northern S America , except the Andes (only Purdiaea nutans Planch. has been recorded to reach the Andes ); in the Guianas only 1 species."
"taxon-71-CYRILLACEAE","Guianas","region","Distribution: A tropical family of 3 genera and ca. 14 species; in the Neotropics only 2 genera occur (Cliftonia Banks ex C.F. Gaertn. is basically a N American genus), from south and eastern U.S.A , through Mexico and the West Indies down to northern S America , except the Andes (only Purdiaea nutans Planch. has been recorded to reach the Andes ); in the Guianas only 1 species."
"taxon-1-CYRILLA","southern and eastern U.S.A","region","Distribution: 1 species from southern and eastern U.S.A , through Mexico , the West Indies , C America down to northeast Brazil ."
"taxon-1-CYRILLA","Mexico","country","Distribution: 1 species from southern and eastern U.S.A , through Mexico , the West Indies , C America down to northeast Brazil ."
"taxon-1-CYRILLA","West Indies","region","Distribution: 1 species from southern and eastern U.S.A , through Mexico , the West Indies , C America down to northeast Brazil ."
"taxon-1-CYRILLA","C America","continental region","Distribution: 1 species from southern and eastern U.S.A , through Mexico , the West Indies , C America down to northeast Brazil ."
"taxon-1-CYRILLA","northeast Brazil","region","Distribution: 1 species from southern and eastern U.S.A , through Mexico , the West Indies , C America down to northeast Brazil ."
