"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-2-Euplassa_pinnata","Euplassa meridionalis","Cult. Prot. 101 1809 nom. illeg.","synonym"
"taxon-2-Euplassa_pinnata","Adenostephanus guyanensis","Mart. Fl. Bras. 5 1 95 1855 nom. illeg.","synonym"
"taxon-1-Panopsis_rubescens","Andriapetalum rubescens","Pl. Bras. Icon. Descr. 1 114 t. 91 1828","synonym"
"taxon-1-Panopsis_rubescens","Andriapetalum rubescens","A. DC Prodr. 14 346 1856 as 'Andripetalum'.","synonym"
"taxon-1-Panopsis_rubescens","Panopsis acuminata","Publ. Field Mus. Nat. Hist. Bot. Ser. 11 66 1931","synonym"
"taxon-1-Panopsis_rubescens","Andriapetalum sprucei","A. DC. Prodr. 14 347 1856 as 'Andripetalum'.","synonym"
"taxon-1-Panopsis_rubescens","Roupala yauaperyensis","Vellosia ed. 2. 1 66 t. 19, fig. A 1891","synonym"
"taxon-1-Panopsis_rubescens","Panopsis cuaensis","Ann. Missouri Bot. Gard. 74 612 1987","synonym"
"taxon-2-Panopsis_sessilifolia","Roupala sessilifolia","Actes Soc. Hist. Nat. Paris 1 106 1792","synonym"
"taxon-2-Panopsis_sessilifolia","Andriapetalum sessilifolium","Linnaea 15 53 1841 as 'Andripetalum'.","synonym"
"taxon-2-Panopsis_sessilifolia","Roupala hameliifolia","Pl. Guian. Rar. 1 22 t. 31 1805 as 'hameliaefolia'.","synonym"
"taxon-2-Panopsis_sessilifolia","Panopsis hameliifolia","Cult. Prot. 104 1809 as 'hameliaefolia'.","synonym"
"taxon-2-Panopsis_sessilifolia","Andriapetalum cayennense","Mart. Fl. Bras. 5 1 78 1855 as 'Andripetalum'.","synonym"
"taxon-1-Roupala_montana","Roupala pyrifolia","Cult. Prot. 102 1809","synonym"
"taxon-1-Roupala_montana","Roupala media","Trans. Linn. Soc. London 10 191 1810","synonym"
"taxon-1-Roupala_montana","Roupala dentata","Trans. Linn. Soc. London 10 192 1810","synonym"
"taxon-1-Roupala_montana","Roupala montana","Bot. Jahrb. Syst. 76 173 1954","synonym"
"taxon-1-Roupala_montana","Roupala complicata","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 2 153 1817","synonym"
"taxon-1-Roupala_montana","Roupala montana","Fl. Brit. W. I. 277 1860","synonym"
"taxon-1-Roupala_montana","Roupala macropoda","Klotzsch Linnaea 20 473 1847","synonym"
"taxon-3-Roupala_obtusata","Roupala obtusata","Bol. Mus. Goeldi Hist. Nat. Ethnogr. 5 338 1909","synonym"
"taxon-3-Roupala_obtusata","Roupala angustifolia","Notizbl. Bot. Gart. Berlin-Dahlem 6 288 1915","synonym"
"taxon-4-Roupala_sororopana","Roupala chimantensis","Bol. Soc. Venez. Ci. Nat. 25 81 1963","synonym"
"taxon-4-Roupala_sororopana","Roupala schulzii","Proc. Kon. Ned. Akad. Wetensch. C 69 334 1966","synonym"
"taxon-4-Roupala_sororopana","Roupala paruensis","Ann. Missouri Bot. Gard. 74 613 1987","synonym"
"taxon-5-Roupala_suaveolens","Roupala schomburgkii","Linnaea 20 474 1847","synonym"
"taxon-5-Roupala_suaveolens","Roupala suaveolens","Mart. Fl. Bras. 5 1 80 1855","synonym"
"taxon-5-Roupala_suaveolens","Roupala pullei","Recueil Trav. Bot. Néerl. 30 179 1933","synonym"
"taxon-5-Roupala_suaveolens","Roupala griotii","Phytologia 44 321 1979","synonym"
"taxon-1-Buchenavia_congesta","Buchenavia longibracteata","Bol. Técn. Inst. Agron. N. 20 53 1950","synonym"
"taxon-3-Buchenavia_grandis","Buchenavia huberi","Bol. Técn. Inst. Agron N. 4 24 1945","synonym"
"taxon-4-Buchenavia_guianensis","Pamea guianensis","Hist. Pl. Guiane 946 1775","synonym"
"taxon-4-Buchenavia_guianensis","Terminalia pamea","Prodr. 3 13 1828 nom. illeg.","synonym"
"taxon-7-Buchenavia_nitidissima","Terminalia nitidissima","Actes Soc. Hist. Nat. Paris 1 109 1792","synonym"
"taxon-7-Buchenavia_nitidissima","Myrobalanus nitidissima","Revis. Gen. Pl. 1 237 1891","synonym"
"taxon-8-Buchenavia_ochroprumna","Buchenavia discolor","Verh. Bot. Vereins Prov. Brandenburg 48 192 1907","synonym"
"taxon-11-Buchenavia_reticulata","Buchenavia pulcherrima","Bull. Brit. Mus. (Nat. Hist.) Bot. 3 33 1963","synonym"
"taxon-12-Buchenavia_tetraphylla","Cordia tetraphylla","Hist. Pl. Guiane 224 1775","synonym"
"taxon-12-Buchenavia_tetraphylla","Bucida capitata","Eclog. Amer. 1 50 1797","synonym"
"taxon-12-Buchenavia_tetraphylla","Buchenavia capitata","Flora 49 165 1866","synonym"
"taxon-12-Buchenavia_tetraphylla","Terminalia capitata","Anales Acad. Ci. Méd. Habana 5 409 1869","synonym"
"taxon-12-Buchenavia_tetraphylla","Buchenavia ptariensis","Steyerm. et al. Fieldiana, Bot. 28 423 1952","synonym"
"taxon-2-COMBRETUM","Quisqualis","Sp. Pl. ed. 2. 556 1762","synonym"
"taxon-2-COMBRETUM","Cacoucia","Hist. Pl. Guiane 450 t. 179 1775","synonym"
"taxon-2-COMBRETUM","Thiloa","Flora 49 149 1866","synonym"
"taxon-1-Combretum_cacoucia","Cacoucia coccinea","Hist. Pl. Guiane 450 1775","synonym"
"taxon-2-Combretum_fruticosum","Gaura fruticosa","Iter Hispan. 248 1758","synonym"
"taxon-2-Combretum_fruticosum","Combretum aurantiacum","J. Bot. (Hooker) 2 222 1840","synonym"
"taxon-4-Combretum_laxum","Combretum obtusifolium","Actes Soc. Hist. Nat. Paris 1 108 1792","synonym"
"taxon-4-Combretum_laxum","Combretum puberum","Actes Soc. Hist. Nat. Paris 1 108 1792","synonym"
"taxon-4-Combretum_laxum","Combretum glabrum","Prodr. 3 19 1828","synonym"
"taxon-4-Combretum_laxum","Combretum terminalioides","Flora 26 762 1843","synonym"
"taxon-4-Combretum_laxum","Combretum accedens","Van Heurck Observ. Bot. 2 234 1871","synonym"
"taxon-4-Combretum_laxum","Combretum brunnescens","Bull. Torrey Bot. Club 53 291 1926","synonym"
"taxon-4-Combretum_laxum","Combretum fulgens","Bull. Torrey Bot. Club 53 292 1926","synonym"
"taxon-4-Combretum_laxum","Combretum ulei","J. Linn. Soc. Bot. 55 132 1953","synonym"
"taxon-5-Combretum_paraguariense","Thiloa paraguariensis","Flora 49 151 1866","synonym"
"taxon-5-Combretum_paraguariense","Combretum sprucei","Mart. Fl. Bras. 14 2 115 1867","synonym"
"taxon-5-Combretum_paraguariense","Thiloa inundata","Trop. Woods 76 24 1943","synonym"
"taxon-6-Combretum_pyramidatum","Combretum laurifolium","Flora 22 1. Beibl. 64 1839","synonym"
"taxon-6-Combretum_pyramidatum","Combretum phaeocarpum","Flora 24 2. Beibl. 1 1841","synonym"
"taxon-6-Combretum_pyramidatum","Combretum nitidum","Mart. Fl. Bras. 14 2 118 1867","synonym"
"taxon-8-Combretum_rotundifolium","Combretum aubletii","Prodr. 3 19 1828","synonym"
"taxon-8-Combretum_rotundifolium","Combretum laxum","Hist. Pl. Guiane 351 1775","synonym"
"taxon-8-Combretum_rotundifolium","Combretum magnificum","Flora 24 2. Beibl. 4 1841","synonym"
"taxon-8-Combretum_rotundifolium","Combretum guianense","Ann. Mag. Nat. Hist. 11 12 1843","synonym"
"taxon-8-Combretum_rotundifolium","Combretum punctatum","Flora 26 761 1843","synonym"
"taxon-1-Laguncularia_racemosa","Conocarpus racemosus","Syst. Nat. ed. 10. 930 1759","synonym"
"taxon-1-Laguncularia_racemosa","Laguncularia obovata","Linnaea 18 752 1844","synonym"
"taxon-5-TERMINALIA","Bucida","Syst. Nat. ed. 10 1025 1759 nom. cons., it is a nom. rej., however, against Terminalia.","synonym"
"taxon-5-TERMINALIA","Tanibouca","Hist. Pl. Guiane 448 1775","synonym"
"taxon-1-Terminalia_amazonia","Chuncoa amazonia","Syst. Nat. 2 702 1791","synonym"
"taxon-1-Terminalia_amazonia","Bucida angustifolia","Prodr. 3 10 1828","synonym"
"taxon-1-Terminalia_amazonia","Bucida buceras","Mart. Fl. Bras. 14 2 95 1867","synonym"
"taxon-1-Terminalia_amazonia","Terminalia odontoptera","Van Heurck Observ. Bot. 2 217 1871","synonym"
"taxon-2-Terminalia_catappa","Myrobalanus catappa","Revis. Gen. Pl. 1 237 1891","synonym"
"taxon-2-Terminalia_catappa","Terminalia paraensis","Flora 24 2. Beibl. 24 1841","synonym"
"taxon-3-Terminalia_dichotoma","Terminalia latifolia","Prodr. 3 12 1828","synonym"
"taxon-3-Terminalia_dichotoma","Tanibouca guianensis","Hist. Pl. Guiane 1 448 1775","synonym"
"taxon-3-Terminalia_dichotoma","Myrobalanus guianensis","Revis. Gen. Pl. 1 237 1891","synonym"
"taxon-5-Terminalia_lucida","Myrobalanus lucida","Revis. Gen. Pl. 1 237 1891","synonym"
"taxon-5-Terminalia_lucida","Terminalia eriantha","Hooker’s J. Bot. Kew Gard. Misc. 2 240 1850","synonym"
"taxon-6-Terminalia_oblonga","Gimbernatia oblonga","Syst. Veg. Fl. Peruv. Chil. 275 1798","synonym"
"taxon-6-Terminalia_oblonga","Chuncoa oblonga","Syn. Pl. 1 486 1805","synonym"
"taxon-6-Terminalia_oblonga","Myrobalanus oblonga","Revis. Gen. Pl. 1 237 1891","synonym"
"taxon-6-Terminalia_oblonga","Terminalia obidensis","Arch. Jard. Bot. Rio de Janeiro 4 147 1925","synonym"
"taxon-1-Dichapetalum_pedunculatum","Chailletia pedunculata","Nouv. Bull. Sci. Soc. Philom. Paris 2 205 1811","synonym"
"taxon-1-Dichapetalum_pedunculatum","Symphyllanthus glaber","Kongel. Danske Vidensk. Selsk. Skr. 6 89 1810","synonym"
"taxon-1-Dichapetalum_pedunculatum","Dichapetalum glabrum","Acta Bot. Venez. 3 304 1968 non Elmer 1908.","synonym"
"taxon-2-Dichapetalum_rugosum","Symphyllanthus rugosus","Kongel. Danske Vidensk. Selsk. Skr. 6 88 1810","synonym"
"taxon-2-Dichapetalum_rugosum","Cordia scandens","F. Cuvier Dict. Sci. Nat. 10 410 1818","synonym"
"taxon-2-Dichapetalum_rugosum","Dichapetalum scandens","J. Arnold Arbor. 16 44 1935","synonym"
"taxon-2-Dichapetalum_rugosum","Chailletia vestita","Hooker’s J. Bot. Kew Gard. Misc. 3 372 1851","synonym"
"taxon-2-Dichapetalum_rugosum","Dichapetalum vestitum","Mart. Fl. Bras. 12 1 371 1886","synonym"
"taxon-2-Dichapetalum_rugosum","Dichapetalum vestitum","Mart. Fl. Bras. 12 1 372 1886","synonym"
"taxon-2-Dichapetalum_rugosum","Dichapetalum flavicans","Bot. Jahrb. Syst. 23 145 1896","synonym"
"taxon-1-Tapura_amazonica","Tapura ciliata","Icon. Pl. 5 ad t. 466 1842","synonym"
"taxon-1-Tapura_amazonica","Tapura amazonica","Mart. Fl. Bras. 12 1 375 1886","synonym"
"taxon-1-Tapura_amazonica","Tapura amazonica","Mart. Fl. Bras. 12 1 375 1886","synonym"
"taxon-1-Tapura_amazonica","Tapura amazonica","Mart. Fl. Bras. 12 1 375 1886","synonym"
"taxon-1-Tapura_amazonica","Tapura amazonica","Mart. Fl. Bras. 12 1 375 1886","synonym"
"taxon-3-Tapura_guianensis","Chailletia sessiliflora","Nouv. Bull. Sci. Soc. Philom. Paris 2 205 1811","synonym"
"taxon-3-Tapura_guianensis","Tapura cucullata","Hooker’s J. Bot. Kew Gard. Misc. 5 292 1853","synonym"
"taxon-3-Tapura_guianensis","Tapura negrensis","Repert. Spec. Nov. Regni Veg. 51 199 1942","synonym"
"taxon-1-Hydrocleys_nymphoides","Stratiotes nymphoides","Sp. Pl. 4 821 1806","synonym"
"taxon-1-Echinodorus_bolivianus","Alisma bolivianum","Mem. New York Bot. Gard. 7 208 1927 as ‘boliviana’.","synonym"
"taxon-4-Echinodorus_macrophyllus","Alisma macrophyllum","Enum. Pl. 3 151 1841","synonym"
"taxon-4-Echinodorus_macrophyllus","Echinodorus scaber","Folia Geobot. Phytotax. 4 438 1969","synonym"
"taxon-7-Echinodorus_subalatus","Alisma subalatum","Schult. & Schult. f. Syst. Veg. 7 1609 1830","synonym"
"taxon-7a-subalatus","Alisma intermedium","Schult. & Schult. f. Syst. Veg. 7 1609 1830","synonym"
"taxon-7a-subalatus","Echinodorus intermedius","Cat. Pl. Cub. 218 1866","synonym"
"taxon-7b-subalatus","Alisma andrieuxii","Bot. Beechey Voy. 311 1838","synonym"
"taxon-7b-subalatus","Echinodorus andrieuxii","N. Amer. Fl. 17 46 1909","synonym"
"taxon-8-Echinodorus_tenellus","Alisma tenellum","Schult. & Schult.f. Syst. Veg. 7 1600 1830","synonym"
"taxon-2-Sagittaria","Lophotocarpus","Index Gen. Phan. X 1888","synonym"
"taxon-1-Sagittaria_guayanensis","Echinodorus guayanensis","Fl. Brit. W. I. 505 1862 as ‘guianensis’.","synonym"
"taxon-1-Sagittaria_guayanensis","Lophiocarpus guayanensis","A. DC. & C. DC. Monogr. Phan. 3 62 1881 as ‘guyanensis’.","synonym"
"taxon-1-Sagittaria_guayanensis","Lophotocarpus guayanensis","N. Amer. Sagittaria 35 1894 as ‘guyanensis’","synonym"
"taxon-Sagittaria_guayanensis","Sagittaria echinocarpa","Ausw. Merkw. Pfl. 6 1829","synonym"
"taxon-Sagittaria_guayanensis","Alisma echinocarpum","Mart. Fl. Bras. 3 1 105 1847","synonym"
"taxon-Sagittaria_guayanensis","Lophotocarpus guayanensis","Engl. Pflanzenreich IV. 15 Heft 16 36 1903","synonym"
"taxon-Sagittaria_lancifolia","Sagittaria pugioniformis","Pl. Surin. 15 1775","synonym"
"taxon-Sagittaria_lancifolia","Sagittaria angustifolia","Bot. Reg. 14 t. 1141 1828","synonym"
"taxon-Sagittaria_lancifolia","Sagittaria lancifolia","Cat. Pl. Cub. 218 1866","synonym"
