"taxonID","vernacularName","language","region","doubtful"
"taxon-1-Laguncularia_racemosa","furilia","","Suriname",""
"taxon-1-Laguncularia_racemosa","pelétuvier gris","","French Guiana",""
"taxon-1-Terminalia_amazonia","fukadi","","Guyana",""
"taxon-1-Terminalia_amazonia","anagosuti","","Suriname",""
"taxon-1-Terminalia_amazonia","bosamandel","","Suriname",""
"taxon-1-Terminalia_amazonia","foekadie","","Suriname",""
"taxon-1-Terminalia_amazonia","gemberhout","","Suriname",""
"taxon-1-Terminalia_amazonia","gindya-udu","","Suriname",""
"taxon-1-Terminalia_amazonia","ginja hoedoe","","Suriname",""
"taxon-1-Terminalia_amazonia","itju tano kawai","","Suriname",""
"taxon-1-Terminalia_amazonia","itoetanoe kwai","","Suriname",""
"taxon-1-Terminalia_amazonia","kalebashout","","Suriname",""
"taxon-1-Terminalia_amazonia","katurimja","","Suriname",""
"taxon-1-Terminalia_amazonia","komanti kwatii","","Suriname",""
"taxon-1-Terminalia_amazonia","kwai","","Suriname",""
"taxon-1-Terminalia_amazonia","kuware","","Suriname",""
"taxon-1-Terminalia_amazonia","sansan-udu","","Suriname",""
"taxon-1-Terminalia_amazonia","saraija","","Suriname",""
"taxon-1-Terminalia_amazonia","katuma","","French Guiana",""
"taxon-2-Terminalia_catappa","almendro","","",""
"taxon-2-Terminalia_catappa","indian almond","","",""
"taxon-2-Terminalia_catappa","amandelboom","","Suriname",""
"taxon-2-Terminalia_catappa","mantara","","Suriname",""
"taxon-3-Terminalia_dichotoma","coffee mortar","","Guyana",""
"taxon-3-Terminalia_dichotoma","fukadi","","Guyana",""
"taxon-3-Terminalia_dichotoma","maharu","","Guyana",""
"taxon-3-Terminalia_dichotoma","naharu","","Guyana",""
"taxon-3-Terminalia_dichotoma","swamp fukadi","","Guyana",""
"taxon-3-Terminalia_dichotoma","alaso-abo","","Suriname",""
"taxon-3-Terminalia_dichotoma","bosamandel","","Suriname",""
"taxon-3-Terminalia_dichotoma","boskalebas","","Suriname",""
"taxon-3-Terminalia_dichotoma","foekadi djamaro","","Suriname",""
"taxon-3-Terminalia_dichotoma","fukadi","","Suriname",""
"taxon-3-Terminalia_dichotoma","gindaya-udu","","Suriname",""
"taxon-3-Terminalia_dichotoma","kalebashout","","Suriname",""
"taxon-3-Terminalia_dichotoma","karalawai jakoenepele","","Suriname",""
"taxon-3-Terminalia_dichotoma","kararawa akunepere","","Suriname",""
"taxon-3-Terminalia_dichotoma","sansan-udu","","Suriname",""
"taxon-3-Terminalia_dichotoma","zwamp bosamandel","","Suriname",""
"taxon-3-Terminalia_dichotoma","alalamunuwi","","French Guiana",""
"taxon-4-Terminalia_guyanensis","fukadi","","Guyana",""
"taxon-4-Terminalia_guyanensis","guaybon","","Suriname",""
"taxon-4-Terminalia_guyanensis","sansanhoedoe","","Suriname",""
"taxon-4-Terminalia_guyanensis","sansan-udu","","Suriname",""
"taxon-5-Terminalia_lucida","fukadi","","Guyana",""
"taxon-7-Terminalia_quintalata","fukadi","","Guyana",""
"taxon-1-Dichapetalum_pedunculatum","kahakudiballi rope","Arawak","Guyana",""
"taxon-1-Dichapetalum_pedunculatum","massari","","Guyana",""
"taxon-2-Tapura_capitulifera","waiaballi","","Guyana",""
"taxon-2-Tapura_capitulifera","sibalidan","","Suriname",""
"taxon-3-Tapura_guianensis","lukuchi-danni","","Guyana",""
"taxon-3-Tapura_guianensis","muribania","","Guyana",""
"taxon-3-Tapura_guianensis","surubundi","","Guyana",""
"taxon-3-Tapura_guianensis","waiaballi","","Guyana",""
"taxon-3-Tapura_guianensis","waidan","","Guyana",""
"taxon-3-Tapura_guianensis","boesi kofi","","Suriname",""
"taxon-3-Tapura_guianensis","pakira-oedoe","","Suriname",""
"taxon-3-Tapura_guianensis","pakira-tiki","","Suriname",""
"taxon-3-Tapura_guianensis","wassakao","","Suriname",""
"taxon-1-Hydrocleys_nymphoides","water-poppy","","",""
