"taxonID","vernacularName","language","region","doubtful"
"taxon-1-Cyrilla_racemiflora","warimiri howadanni","Arawak","Guyana",""
"taxon-1-Cyrilla_racemiflora","kwako","Karib","Guyana",""
"taxon-1-Cyrilla_racemiflora","kakiratti","Arawak","Guyana",""
"taxon-1-Cyrilla_racemiflora","krawasjirang","","Guyana",""
"taxon-1-Cyrilla_racemiflora","karawasjipio","","Guyana",""
"taxon-1-Cyrilla_racemiflora","koewaliroemang","","Guyana",""
"taxon-2b-Clavija_lancifolia","aimiara enoeroe","","Suriname",""
"taxon-2b-Clavija_lancifolia","wintje-bobi","","Suriname",""
"taxon-1-Rhabdodendron_amazonicum","mabua","Arawak","Guyana",""
"taxon-1-Rhabdodendron_amazonicum","powisitere","","Suriname",""
"taxon-2-Euplassa_pinnata","lamoussaie blanc","","French Guiana",""
"taxon-2-Euplassa_pinnata","bois grage","","French Guiana",""
"taxon-2-Euplassa_pinnata","bois grage blanc","","French Guiana",""
"taxon-1-Panopsis_rubescens","juiba halli","","Guyana",""
"taxon-2-Panopsis_sessilifolia","mahoballi","","Guyana",""
"taxon-2-Panopsis_sessilifolia","edauballi","","Guyana",""
"taxon-2-Panopsis_sessilifolia","foedi iwidale","","Suriname",""
"taxon-2-Panopsis_sessilifolia","manari-oedoe","","Suriname",""
"taxon-2-Panopsis_sessilifolia","kuyailâ","Wayâpi","French Guiana",""
"taxon-2-Panopsis_sessilifolia","meliya","Wayana","French Guiana",""
"taxon-1-Roupala_montana","roupale","","French Guiana",""
"taxon-2-Roupala_nitida","wayâpi","","French Guiana",""
"taxon-2-Roupala_nitida","tatukasi","","French Guiana",""
"taxon-1-Buchenavia_congesta","wild genip","","Guyana",""
"taxon-2-Buchenavia_fanshawei","fukadi","","Guyana",""
"taxon-2-Buchenavia_fanshawei","sand fukadi","","Guyana",""
"taxon-5-Buchenavia_macrophylla","alimimo","","French Guiana",""
"taxon-5-Buchenavia_macrophylla","ingui-tabaka","","French Guiana",""
"taxon-6-Buchenavia_megalophylla","alimi hudu","","French Guiana",""
"taxon-6-Buchenavia_megalophylla","kwatabobi","","French Guiana",""
"taxon-6-Buchenavia_megalophylla","ingitabaka","","French Guiana",""
"taxon-7-Buchenavia_nitidissima","amandier sauvage","","French Guiana",""
"taxon-7-Buchenavia_nitidissima","dindaya-oudou","","French Guiana",""
"taxon-8-Buchenavia_ochroprumna","angelin rouge","","French Guiana",""
"taxon-10-Buchenavia_parvifolia","mefichi","","Guyana",""
"taxon-11-Buchenavia_reticulata","fukadi","","",""
"taxon-12-Buchenavia_tetraphylla","gemberhout","","Suriname",""
"taxon-12-Buchenavia_tetraphylla","gindya-udu","","Suriname",""
"taxon-12-Buchenavia_tetraphylla","fukadi","","Suriname",""
"taxon-12-Buchenavia_tetraphylla","fokadi","","Suriname",""
"taxon-12-Buchenavia_tetraphylla","kanbii","","Suriname",""
"taxon-12-Buchenavia_tetraphylla","katoelima","","Suriname",""
"taxon-12-Buchenavia_tetraphylla","katurimja","","Suriname",""
"taxon-12-Buchenavia_tetraphylla","komanti kwatii","","Suriname",""
"taxon-12-Buchenavia_tetraphylla","matakki","","Suriname",""
"taxon-12-Buchenavia_tetraphylla","parakusinja","","Suriname",""
"taxon-12-Buchenavia_tetraphylla","toekadi","","Suriname",""
"taxon-12-Buchenavia_tetraphylla","toekoeli","","Suriname",""
"taxon-1-Combretum_cacoucia","jaroomany","","Guyana",""
"taxon-1-Combretum_cacoucia","yariman","","Guyana",""
"taxon-1-Combretum_cacoucia","bat-bane","","Guyana",""
"taxon-1-Combretum_cacoucia","wild almond","","Guyana",""
"taxon-1-Combretum_cacoucia","vreemoesoe-wisi","","Suriname",""
"taxon-1-Combretum_cacoucia","fremusunoto","","Suriname",""
"taxon-1-Combretum_cacoucia","sekema","","Suriname",""
"taxon-1-Combretum_cacoucia","jalimano","","Suriname",""
"taxon-1-Combretum_cacoucia","yariman","","Suriname",""
"taxon-1-Combretum_cacoucia","ravetere","","Suriname",""
"taxon-1-Combretum_cacoucia","puspustere","","Suriname",""
"taxon-2-Combretum_fruticosum","kadiamen","","Guyana",""
"taxon-4-Combretum_laxum","supple jack","","Guyana",""
"taxon-4-Combretum_laxum","camooraballi","","Guyana",""
"taxon-4-Combretum_laxum","koepirisi","","Suriname",""
"taxon-8-Combretum_rotundifolium","firebrush","","Guyana",""
"taxon-8-Combretum_rotundifolium","kuyari engayi","","Guyana",""
"taxon-8-Combretum_rotundifolium","monkey comb","","Guyana",""
"taxon-8-Combretum_rotundifolium","monkey toothbrush","","Guyana",""
"taxon-8-Combretum_rotundifolium","macaw comb","","Guyana",""
"taxon-8-Combretum_rotundifolium","arimaka","","Suriname",""
"taxon-8-Combretum_rotundifolium","baredaballi","","Suriname",""
"taxon-8-Combretum_rotundifolium","bosowi","","Suriname",""
"taxon-8-Combretum_rotundifolium","bosroe","","Suriname",""
"taxon-8-Combretum_rotundifolium","jalimana","","Suriname",""
"taxon-8-Combretum_rotundifolium","yariman","","Suriname",""
"taxon-8-Combretum_rotundifolium","keskesbosro","","Suriname",""
"taxon-8-Combretum_rotundifolium","keskeskankan","","Suriname",""
"taxon-8-Combretum_rotundifolium","maribena","","Suriname",""
"taxon-8-Combretum_rotundifolium","sekema","","Suriname",""
"taxon-8-Combretum_rotundifolium","vreemoessoe-noto","","Suriname",""
"taxon-8-Combretum_rotundifolium","boso-oui","","French Guiana",""
"taxon-8-Combretum_rotundifolium","chigouma","","French Guiana",""
"taxon-8-Combretum_rotundifolium","pékéia","","French Guiana",""
"taxon-8-Combretum_rotundifolium","pumalipe","","French Guiana",""
"taxon-1-Conocarpus_erectus","buttonbush","","Guyana",""
"taxon-1-Conocarpus_erectus","button mangrove","","Guyana",""
"taxon-1-Laguncularia_racemosa","white mangrove","","",""
"taxon-1-Laguncularia_racemosa","mangle blanco","","",""
"taxon-1-Laguncularia_racemosa","furilia","","Guyana",""
"taxon-1-Laguncularia_racemosa","ankira","","Suriname",""
"taxon-1-Laguncularia_racemosa","akira","","Suriname",""
