WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000262620,"Thailand, Laos (type), Vietnam.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000262620,11,3,"Areca laosensis . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 330. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05092
wfo-0000262825,"Thailand, Peninsular Malaysia (type), Sumatra, Java.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000262825,11,3,"Areca montana . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 330. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05093
wfo-0000263352,"Thailand, Widely distributed across Southern Asia from India and Bangladesh (type) reaching the Greater Sunda Islands (Borneo and Sumatra) in the East.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000263352,11,3,"Areca triandra . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 331. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05094
wfo-0000263373,"Thailand, Peninsular Malaysia (type) and Sumatra.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000263373,11,3,"Areca tunku . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 331. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05095
wfo-0000263554,"Thailand, Myanmar, Hainan, Cambodia, Laos, Vietnam (type), Peninsular Malaysia.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000263554,11,3,"Arenga caudata . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 334. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05097
wfo-0000263620,"Thailand, Peninsular Malaysia (type).",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000263620,11,3,"Arenga hookeriana . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 334. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05098
wfo-0000263720,"Thailand, Peninsular Malaysia, Sumatra and Java.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000263720,11,3,"Arenga obtusifolia . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 335. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05099
wfo-0000263799,Widely distributed from Bhutan and S China in the West to Peninsular Malaysia (type) in the East.,distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000263799,11,3,"Arenga westerhoutii . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 337. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05101
wfo-0000350280,"Thailand, Myanmar, Peninsular Malaysia (type).",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000350280,11,3,"Borassodendron machadonis . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 339. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05103
wfo-0000350367,Widely cultivated from India (type) through southern Asia to the Sunda Islands in the East.,distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000350367,11,3,"Borassus flabellifer . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 341. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05105
wfo-0000753883,"Thailand, Laos.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000753883,11,3,"Calamus acanthophyllus . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 346. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05107
wfo-0000753905,"Thailand, C Himalaya (type) to S China and Indo-China.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000753905,11,3,"Calamus acanthospathus . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 347. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05108
wfo-0000754099,"Thailand, Myanmar (type).",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000754099,11,3,"Calamus arborescens . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 349. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05109
wfo-0000754207,"Thailand, Peninsular Malaysia (type), NW Borneo.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000754207,11,3,"Calamus axillaris . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 349. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05110
wfo-0000754262,"Thailand, Peninsular Malaysia (type), Singapore.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000754262,11,3,"Calamus balingensis . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 350. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05111
wfo-0000754480,"Thailand, Cambodia, Vietnam (type).",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000754480,11,3,"Calamus bousigonii bousigonii. Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 351. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05114
wfo-0001316910,"Thailand, Endemic to Peninsular Thailand.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0001316910,11,3,"Calamus bousigonii smitinandii. Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 352. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/florainfra.html?tdcode=05115
wfo-0000754589,"Thailand, Peninsular Malaysia (type).",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000754589,11,3,"Calamus burkillianus . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 352. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05116
wfo-0000754622,"Thailand, Peninsular Malaysia, Sumatra, Borneo (type), Philippines (Palawan).",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000754622,11,3,"Calamus caesius . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 353. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05117
wfo-0000754686,"Thailand, Peninsular Malaysia (type), Sumatra.",distribution,EN,A.S. Barfod & J. Dransfield,,Forest Herbarium,2022-04-21,Rachun Pooma & Sawita Yooprasert,ref-THA-0000754686,11,3,"Calamus castaneus . Flora of Thailand. Vol. 11. Part 3, 2013. Pg. 354. Accessed 2022-04-21",All rights reserved,Forest Herbarium,https://www.dnp.go.th/botany/eflora/floraspecies.html?tdcode=05118
