WFOID,identifier,vernacularName,isPreferredName,source,language,countryCode,uri,rights,license,bibliographicCitation,Volume,Part
wfo-0000516177,ver-THA-0000516177.01,khuai ngu (ควยงู)(Central),0.0,ref-THA-0000516177,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01238,Forest Herbarium,All rights reserved,"Achyranthes aspera. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 395. Accessed 2021-07-31",5,4
wfo-0000516177,ver-THA-0000516177.02,phan ngu (พันงู)(Central),0.0,ref-THA-0000516177,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01238,Forest Herbarium,All rights reserved,"Achyranthes aspera. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 395. Accessed 2021-07-31",5,4
wfo-0000516177,ver-THA-0000516177.03,ya tin ngu khao (หญ้าตีนงูขาว)(Central),0.0,ref-THA-0000516177,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01238,Forest Herbarium,All rights reserved,"Achyranthes aspera. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 395. Accessed 2021-07-31",5,4
wfo-0001046384,ver-THA-0001046384.01,khuai ngu noi (ควยงูน้อย)(Northern),0.0,ref-THA-0001046384,TH,THA,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01240,Forest Herbarium,All rights reserved,"Achyranthes bidentata bidentata. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 397. Accessed 2021-07-31",5,4
wfo-0001046384,ver-THA-0001046384.02,phan ngu noi (พันงูน้อย)(Northern),0.0,ref-THA-0001046384,TH,THA,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=01240,Forest Herbarium,All rights reserved,"Achyranthes bidentata bidentata. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 397. Accessed 2021-07-31",5,4
wfo-0000521801,ver-THA-0000521801.01,khruea khaotok (เครือข้าวตอก)(Northern),0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,Forest Herbarium,All rights reserved,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",5,4
wfo-0000521801,ver-THA-0000521801.02,san khaotok (สารข้าวตอก)(Northern),0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,Forest Herbarium,All rights reserved,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",5,4
wfo-0000521801,ver-THA-0000521801.03,ya dok khaotok (หญ้าดอกข้าวตอก)(Northern),0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,Forest Herbarium,All rights reserved,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",5,4
wfo-0000521801,ver-THA-0000521801.04,huan pet (ฮ้วนเป็ด)(Northern),0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,Forest Herbarium,All rights reserved,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",5,4
wfo-0000521801,ver-THA-0000521801.05,phan ngu tua phu (พันงูตัวผู้)(Central),0.0,ref-THA-0000521801,TH,THA,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=01231,Forest Herbarium,All rights reserved,"Aerva sanguinolenta. Flora of Thailand. Vol. 5. Part 4, 1992. Pg. 389. Accessed 2021-07-31",5,4
