wfo_id,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
wfo-0000729317,221392689,38930,Ilex cookii,PLANTAE,TRACHEOPHYTA,AQUIFOLIALES,MAGNOLIOPSIDA,AQUIFOLIACEAE,Ilex,cookii,,,,Britt. & Wilson,Critically Endangered,C2a(i); D,3.1,Decreasing,Global
wfo-0000288756,221763424,189124920,Ptychosperma buabe,PLANTAE,TRACHEOPHYTA,ARECALES,LILIOPSIDA,ARECACEAE,Ptychosperma,buabe,,,,Essig,Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
wfo-0001424155,222292347,222291660,Syzygium sasidharanii,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Syzygium,sasidharanii,,,,Sujanapal,Critically Endangered,C2a(i),3.1,Decreasing,Global
wfo-0000836852,222292384,222291715,Syzygium agastyamalayanum,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Syzygium,agastyamalayanum,,,,M.B.Viswan. & Manik.,Critically Endangered,B1ab(iii)+2ab(iii); D,3.1,Decreasing,Global
wfo-1000034761,222292498,222292291,Syzygium ponmudianum,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Syzygium,ponmudianum,,,,"A.K.Sreekala, Ramas., D.S.Pillai & Surendr.",Critically Endangered,B1ab(iii)+2ab(iii); D,3.1,Decreasing,Global
wfo-0000127743,222699802,160464316,Centaurea baldaccii,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Centaurea,baldaccii,,,,Degen,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,"Global, Europe & Mediterranean"
wfo-0000341965,222969377,165161040,Bromelia trianae,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,BROMELIACEAE,Bromelia,trianae,,,,Mez,Critically Endangered,B2ab(iii),3.1,Unknown,Global
wfo-0000442769,223032513,90228708,Lysimachia liukiuensis,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,PRIMULACEAE,Lysimachia,liukiuensis,,,,Hatus.,Critically Endangered,D,3.1,Decreasing,Global
wfo-0000729366,223032845,90228711,Ilex dimorphophylla,PLANTAE,TRACHEOPHYTA,AQUIFOLIALES,MAGNOLIOPSIDA,AQUIFOLIACEAE,Ilex,dimorphophylla,,,,Koidz.,Critically Endangered,"B1ab(i,ii,v)+2ab(i,ii,v); D",3.1,Decreasing,Global
wfo-0000835349,223033442,90228741,Dioscorea tabatae,PLANTAE,TRACHEOPHYTA,DIOSCOREALES,LILIOPSIDA,DIOSCOREACEAE,Dioscorea,tabatae,,,,Hatus. ex Yamashita & M.N.Tamura,Critically Endangered,D,3.1,Decreasing,Global
wfo-0001117059,223034009,90228409,Polystichum obai,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,DRYOPTERIDACEAE,Polystichum,obai,,,,Tagawa,Critically Endangered,"B2ab(ii,iii,v)",3.1,Decreasing,Global
wfo-0001282458,223034319,90228575,Wikstroemia phymatoglossa,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,THYMELAEACEAE,Wikstroemia,phymatoglossa,,,,Koidz.,Critically Endangered,D,3.1,Decreasing,Global
wfo-0001335386,223034655,90229298,Odontosoria minutula,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,LINDSAEACEAE,Odontosoria,minutula,,,,(Sa.Kurata) Ebihara,Critically Endangered,D,3.1,Decreasing,Global
wfo-0001335373,223035516,90230253,Ophiorrhiza yamashitae,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Ophiorrhiza,yamashitae,,,,"(T.Yamaz.) Kokub., Koh Nakam. & Yokota",Critically Endangered,D,3.1,Decreasing,Global
wfo-0001330174,223035828,90230615,Lilium ukeyuri,PLANTAE,TRACHEOPHYTA,LILIALES,LILIOPSIDA,LILIACEAE,Lilium,ukeyuri,,,,Veitch ex R.Hogg,Critically Endangered,"B2ab(i,ii,v)",3.1,Decreasing,Global
wfo-0000922364,223061927,201325,Aloe benishangulana,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ASPHODELACEAE,Aloe,benishangulana,,,,Sebsebe & Tesfaye,Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
wfo-0000805549,223062535,147861887,Chlorophytum herrmannii,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ASPARAGACEAE,Chlorophytum,herrmannii,,,,Nordal & Sebsebe,Critically Endangered,"B1ab(ii,iii)+2ab(ii,iii)",3.1,Unknown,Global
wfo-0000808176,223062723,147861917,Chlorophytum pseudocaule,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ASPARAGACEAE,Chlorophytum,pseudocaule,,,,Tesfaye & Nordal,Critically Endangered,"B2ab(ii,iii)",3.1,Unknown,Global
wfo-0000368636,223063974,147863737,Cyperus bifolius,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,bifolius,,,,Lye,Critically Endangered,B1ab(iii)+2ab(iii),3.1,Unknown,Global
wfo-0000961609,223070417,30900,Euphorbia cussonioides,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Euphorbia,cussonioides,,,,Bally,Critically Endangered,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
wfo-0000569717,223070932,34385,Boswellia ogadensis,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,BURSERACEAE,Boswellia,ogadensis,,,,Vollesen,Critically Endangered,B1ab(iii),3.1,Unknown,Global
wfo-0001336802,223071201,34388,Senegalia pseudonigrescens,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Senegalia,pseudonigrescens,,,,(Brenan & J.H.Ross) Kyal. & Boatwr.,Critically Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
wfo-0000617369,223071378,34389,Commiphora monoica,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,BURSERACEAE,Commiphora,monoica,,,,Vollesen,Critically Endangered,"B1ab(i,ii,iii,iv,v); C2a(i,ii); D",3.1,Decreasing,Global
wfo-0000727678,223073959,36468,Hypericum gnidiifolium,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,HYPERICACEAE,Hypericum,gnidiifolium,,,,A.Rich,Critically Endangered,D,3.1,Unknown,Global
wfo-0000960978,223075662,128045255,Euphorbia betulicortex,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Euphorbia,betulicortex,,,,M.G.Gilbert,Critically Endangered,B1ab(iii),3.1,Unknown,Global
wfo-0000961123,223075800,128045281,Euphorbia burgeri,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Euphorbia,burgeri,,,,M.G.Gilbert,Critically Endangered,"B1ab(iii,v)",3.1,Unknown,Global
