wfo_id,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
wfo-0000924272,9560184,30527,Casearia tinifolia,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Casearia,tinifolia,,,,Vent.,Extinct,,2.3,,Global
wfo-0000722230,9577547,30774,Hibiscadelphus bombycinus,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Hibiscadelphus,bombycinus,,,,C.N.Forbes,Extinct,,2.3,,Global
wfo-0000356227,9577749,30777,Kokia lanceolata,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Kokia,lanceolata,,,,Lewton,Extinct,,2.3,,Global
wfo-0000830892,9590372,30919,Cyanea giffardii,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,giffardii,,,,Rock,Extinct,,3.1,,Global
wfo-0000830986,9591046,30921,Cyanea pycnocarpa,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,pycnocarpa,,,,(Hillebr.) E.Wimm.,Extinct,,2.3,,Global
wfo-0000504678,9600011,31011,Stenocarpus dumbeensis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Stenocarpus,dumbeensis,,,,Guillaumin,Extinct,,2.3,,Global
wfo-0000334886,9623853,31311,Xanthostemon sebertii,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Xanthostemon,sebertii,,,,Guillaumin,Extinct,,2.3,,Global
wfo-0000898573,9649100,31636,Cnidoscolus fragrans,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Cnidoscolus,fragrans,,,,(H.B. K.) Pohl,Extinct,,2.3,,Global
wfo-0000264408,9687680,18290783,Argocoffeopsis lemblinii,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Argocoffeopsis,lemblinii,,,,(A.Chev.) Robbr.,Extinct,,2.3,,Global
wfo-0001056355,9706669,32433,Ormosia howii,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Ormosia,howii,,,,Merr. & Chun ex H.Y.Chen,Extinct,,2.3,,Global
wfo-0000446285,9706746,32434,Lepisanthes unilocularis,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Lepisanthes,unilocularis,,,,Leenh.,Extinct,,2.3,,Global
wfo-0000491863,9741958,32923,Sterculia khasiana,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Sterculia,khasiana,,,,Debb. ex Biswas,Extinct,,2.3,,Global
wfo-0000830980,9793135,33554,Cyanea pohaku,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,pohaku,,,,Lammers,Extinct,,2.3,,Global
wfo-0000722231,9793280,33556,Hibiscadelphus crucibracteatus,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Hibiscadelphus,crucibracteatus,,,,Hobdy,Extinct,,2.3,,Global
wfo-0000729879,9801330,33660,Ilex ternatiflora,PLANTAE,TRACHEOPHYTA,AQUIFOLIALES,MAGNOLIOPSIDA,AQUIFOLIACEAE,Ilex,ternatiflora,,,,(C. Wright) R.A. Howard,Extinct,,2.3,,Global
wfo-0000453039,9801837,33673,Melicope obovata,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,RUTACEAE,Melicope,obovata,,,,(H.St.John) T.G.Hartley & B.C.Stone,Extinct,,2.3,,Global
wfo-0000247893,9805664,33796,Myrcia skeldingii,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Myrcia,skeldingii,,,,Proctor,Extinct,,2.3,,Global
wfo-0000830832,9826972,34005,Cyanea arborea,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,arborea,,,,Hillebr.,Extinct,,3.1,,Global
wfo-0000830987,9833077,34035,Cyanea quercifolia,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,quercifolia,,,,(Hillebr.) E.Wimm.,Extinct,,2.3,,Global
wfo-0000629686,9907653,35036,Cupaniopsis crassivalvis,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Cupaniopsis,crassivalvis,,,,Radlk.,Extinct,,2.3,,Global
wfo-0000793416,9927286,35330,Campomanesia lundiana,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Campomanesia,lundiana,,,,(Kiaersk.) Mattos,Extinct,,2.3,,Global
wfo-0000924193,9928522,35350,Casearia quinduensis,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Casearia,quinduensis,,,,Tul.,Extinct,,2.3,,Global
wfo-0000282212,9966929,35920,Pradosia glaziovii,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,SAPOTACEAE,Pradosia,glaziovii,,,,(Pierre) T.D.Penn.,Extinct,,2.3,,Global
wfo-0000925767,9978900,36157,Corynanthe brachythyrsus,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Corynanthe,brachythyrsus,,,,K.Schum.,Extinct,,2.3,,Global
wfo-0000918218,10083495,37958,Myrcia neocambessedeana,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Myrcia,neocambessedeana,,,,E.Lucas & Sobral,Extinct,,2.3,,Global
wfo-0000284388,10084659,37904,Psidium dumetorum,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Psidium,dumetorum,,,,Proctor,Extinct,,2.3,,Global
wfo-0001169694,10167119,39179,Neomacounia nitida,PLANTAE,BRYOPHYTA,HYPNALES,BRYOPSIDA,NECKERACEAE,Neomacounia,nitida,,,,(Lindb.) Ireland,Extinct,,2.3,,Global
wfo-0000516207,10847953,44074,Achyranthes atollensis,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,AMARANTHACEAE,Achyranthes,atollensis,,,,H.St.John,Extinct,,3.1,,Global
wfo-0000042970,10848934,44078,Argyroxiphium virescens,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Argyroxiphium,virescens,,,,Hillebr.,Extinct,,3.1,,Global
wfo-0000830867,10851418,44093,Cyanea cylindrocalyx,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,cylindrocalyx,,,,"(Gaudich.) Lammers, Givnish & Sytsma",Extinct,,3.1,,Global
wfo-0000830852,10855528,44101,Cyanea comata,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,comata,,,,Hillebr.,Extinct,,3.1,,Global
wfo-0000830419,10861706,44126,Clermontia multiflora,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Clermontia,multiflora,,,,Hillebr.,Extinct,,3.1,,Global
wfo-0000017512,10949148,44867,Psiadia schweinfurthii,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Psiadia,schweinfurthii,,,,Balf.f.,Extinct,,3.1,,Global
wfo-0000055131,10953225,44850,Pluchea glutinosa,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Pluchea,glutinosa,,,,Balf.f.,Extinct,,3.1,,Global
wfo-0000426293,10970572,45081,Valerianella affinis,PLANTAE,TRACHEOPHYTA,DIPSACALES,MAGNOLIOPSIDA,CAPRIFOLIACEAE,Valerianella,affinis,,,,Balf.f.,Extinct,,3.1,,Global
wfo-0001124075,11068836,46603,Adiantum lianxianense,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,PTERIDACEAE,Adiantum,lianxianense,,,,Ching & Y.X.Ling in Y.X.Ling,Extinct,,3.1,,Global
wfo-0000185795,12533286,61652,Astragalus nitidiflorus,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Astragalus,nitidiflorus,,,,Jiménez Mun. & Pau,Extinct,,3.1,,Global
wfo-0000823898,12690047,63545,Begonia eiromischa,PLANTAE,TRACHEOPHYTA,CUCURBITALES,MAGNOLIOPSIDA,BEGONIACEAE,Begonia,eiromischa,,,,Ridl.,Extinct,,3.1,,Global
wfo-0000709998,18612385,13153154,Ornithogalum visianicum,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ASPARAGACEAE,Ornithogalum,visianicum,,,,Tomm.,Extinct,,3.1,,Global & Mediterranean
wfo-0000960279,44787125,44786445,Eulophia stenopetala,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Eulophia,stenopetala,,,,Lindl.,Extinct,,3.1,,Global
wfo-0000567007,61481721,39087,Blutaparon rigidum,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,AMARANTHACEAE,Blutaparon,rigidum,,,,(B.L.Rob. & Greenm.) Mears,Extinct,,3.1,,Global
wfo-0000136626,61483979,61483949,Delilia inelegans,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Delilia,inelegans,,,,(Hook.f.) Kuntze,Extinct,,3.1,,Global
wfo-0000441648,61503079,61503076,Sicyos villosus,PLANTAE,TRACHEOPHYTA,CUCURBITALES,MAGNOLIOPSIDA,CUCURBITACEAE,Sicyos,villosus,,,,Hook.f.,Extinct,,3.1,,Global
wfo-0000358354,62798296,62798292,Lepidium obtusatum,PLANTAE,TRACHEOPHYTA,BRASSICALES,MAGNOLIOPSIDA,BRASSICACEAE,Lepidium,obtusatum,,,,Kirk,Extinct,,3.1,,Global
wfo-0000366645,62798308,62798304,Logania depressa,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,LOGANIACEAE,Logania,depressa,,,,Hook.f.,Extinct,,3.1,,Global
wfo-0000368304,62798331,62798327,Myosotis laingii,PLANTAE,TRACHEOPHYTA,BORAGINALES,MAGNOLIOPSIDA,BORAGINACEAE,Myosotis,laingii,,,,Cheeseman,Extinct,,3.1,,Global
wfo-0000436243,62798340,62798337,Stellaria elatinoides,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,CARYOPHYLLACEAE,Stellaria,elatinoides,,,,Hook.f.,Extinct,,3.1,,Global
wfo-0000413220,62798350,62798347,Trilepidea adamsii,PLANTAE,TRACHEOPHYTA,SANTALALES,MAGNOLIOPSIDA,LORANTHACEAE,Trilepidea,adamsii,,,,(Cheeseman) Tiegh.,Extinct,,3.1,,Global
wfo-0000228542,67371775,37854,Acalypha rubrinervis,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Acalypha,rubrinervis,,,,Cronk,Extinct,,3.1,,Global
wfo-0001141182,67372085,30561,Trochetiopsis melanoxylon,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Trochetiopsis,melanoxylon,,,,(Sol. ex Sims) Marais,Extinct,,3.1,,Global
wfo-0000380580,67372241,37598,Nesiota elliptica,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,RHAMNACEAE,Nesiota,elliptica,,,,(Roxb.) Hook.f.,Extinct,,3.1,,Global
wfo-0000718811,67379134,67379124,Heliotropium pannifolium,PLANTAE,TRACHEOPHYTA,BORAGINALES,MAGNOLIOPSIDA,HELIOTROPIACEAE,Heliotropium,pannifolium,,,,Burch. ex Hemsl.,Extinct,,3.1,,Global
wfo-0000830954,78777410,78777379,Cyanea mauiensis,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,mauiensis,,,,(Rock) Lammers,Extinct,,3.1,,Global
wfo-0000831457,79862750,34039,Delissea niihauensis,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Delissea,niihauensis,,,,H.St.John,Extinct,,3.1,,Global
wfo-0000831516,79863496,79862904,Delissea subcordata,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Delissea,subcordata,,,,Gaudich.,Extinct,,3.1,,Global
wfo-0000830872,83790763,44094,Cyanea dolichopoda,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,dolichopoda,,,,Lammers & Lorence,Extinct,,3.1,,Global
wfo-0000830875,83790877,44096,Cyanea eleeleensis,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,eleeleensis,,,,(H.St.John) Lammers,Extinct,,3.1,,Global
wfo-0000530106,83794603,44077,Amaranthus brownii,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,AMARANTHACEAE,Amaranthus,brownii,,,,Christoph. & Caum,Extinct,,3.1,,Global
wfo-0000253128,83804687,33562,Ochrosia kilaueaensis,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,APOCYNACEAE,Ochrosia,kilaueaensis,,,,H.St.John,Extinct,,3.1,,Global
wfo-0000298346,87708976,38690,Roystonea stellata,PLANTAE,TRACHEOPHYTA,ARECALES,LILIOPSIDA,ARECACEAE,Roystonea,stellata,,,,León,Extinct,,3.1,,Global
wfo-0001197065,87712601,86200874,Nobregaea latinervis,PLANTAE,BRYOPHYTA,HYPNALES,BRYOPSIDA,BRACHYTHECIACEAE,Nobregaea,latinervis,,,,Hedenäs,Extinct,,3.1,,Global & Europe
wfo-0001193734,87713260,84768245,Fissidens microstictus,PLANTAE,BRYOPHYTA,DICRANALES,BRYOPSIDA,FISSIDENTACEAE,Fissidens,microstictus,,,,Dixon & Luisier,Extinct,,3.1,,Global & Europe
wfo-0000974503,87739847,87583558,Angraecopsis dolabriformis,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Angraecopsis,dolabriformis,,,,(Rolfe) Schltr.,Extinct,,3.1,,Global
wfo-0000975186,87739867,87583728,Angraecum astroarche,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Angraecum,astroarche,,,,Ridl.,Extinct,,3.1,,Global
wfo-0000830934,91172324,91172297,Cyanea linearifolia,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,linearifolia,,,,Rock,Extinct,,3.1,,Global
wfo-0000830959,91172534,91172490,Cyanea minutiflora,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,minutiflora,,,,Lammers,Extinct,,3.1,,Global
wfo-0000830970,91172818,91172805,Cyanea parvifolia,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,parvifolia,,,,"(C.N.Forbes) Lammers, Givnish & Sytsma",Extinct,,3.1,,Global
wfo-0000381458,91177028,91177012,Cyperus rockii,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Cyperus,rockii,,,,Kük.,Extinct,,3.1,,Global
wfo-0000635670,91178537,91178520,Cyrtandra olona,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,GESNERIACEAE,Cyrtandra,olona,,,,C.N.Forbes,Extinct,,3.1,,Global
wfo-0000088377,97083299,37856,Commidendrum gummiferum,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Commidendrum,gummiferum,,,,(Roxb.) DC.,Extinct,,2.3,,Global
wfo-0001067981,97908365,97908360,Sanicula kauaiensis,PLANTAE,TRACHEOPHYTA,APIALES,MAGNOLIOPSIDA,APIACEAE,Sanicula,kauaiensis,,,,H.St.John,Extinct,,3.1,,Global
wfo-0000438356,97909122,97909097,Schiedea amplexicaulis,PLANTAE,TRACHEOPHYTA,CARYOPHYLLALES,MAGNOLIOPSIDA,CARYOPHYLLACEAE,Schiedea,amplexicaulis,,,,H.Mann,Extinct,,3.1,,Global
wfo-0000428137,97910101,97910096,Wikstroemia hanalei,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,THYMELAEACEAE,Wikstroemia,hanalei,,,,Wawra,Extinct,,3.1,,Global
wfo-0001003747,101442020,44072,Acaena exigua,PLANTAE,TRACHEOPHYTA,ROSALES,MAGNOLIOPSIDA,ROSACEAE,Acaena,exigua,,,,A.Gray,Extinct,,3.1,,Global
wfo-0000978389,107468212,107426635,Habenaria petromedusa,PLANTAE,TRACHEOPHYTA,ASPARAGALES,LILIOPSIDA,ORCHIDACEAE,Habenaria,petromedusa,,,,Webb,Extinct,,3.1,,Global
wfo-0000314846,107468352,107428233,Stachytarpheta fallax,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,VERBENACEAE,Stachytarpheta,fallax,,,,A.E.Gonç.,Extinct,,3.1,,Global
wfo-0000477208,113309830,113204000,Persoonia laxa,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Persoonia,laxa,,,,L.A.S.Johnson & P.H.Weston,Extinct,,3.1,,Global
wfo-0000477940,113309835,113204241,Persoonia prostrata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Persoonia,prostrata,,,,R.Br.,Extinct,,3.1,,Global
wfo-0000831002,115496789,78777637,Cyanea sessilifolia,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,sessilifolia,,,,(O.Deg.) Lammers,Extinct,,3.1,,Global
wfo-0000415613,124282152,117319979,Etlingera heyneana,PLANTAE,TRACHEOPHYTA,ZINGIBERALES,LILIOPSIDA,ZINGIBERACEAE,Etlingera,heyneana,,,,(Valeton) R.M.Sm.,Extinct,,3.1,,Global
wfo-0000833368,126609708,126608606,Hesperelaea palmeri,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,OLEACEAE,Hesperelaea,palmeri,,,,A.Gray,Extinct,,3.1,,Global
wfo-0000808671,126613426,126612753,Faramea chiapensis,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Faramea,chiapensis,,,,Borhidi,Extinct,,3.1,,Global
wfo-0001275332,137376414,136814105,Bourreria veracruzana,PLANTAE,TRACHEOPHYTA,BORAGINALES,MAGNOLIOPSIDA,EHRETIACEAE,Bourreria,veracruzana,,,,G.Campos-Ríos & F.Chiang,Extinct,,3.1,,Global
wfo-0000549074,140414986,140414966,Scleria chevalieri,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,CYPERACEAE,Scleria,chevalieri,,,,J.Raynal,Extinct,,3.1,,Global
wfo-0000411424,140416594,140416589,Eriocaulon inundatum,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,inundatum,,,,Moldenke,Extinct,,3.1,,Global
wfo-0000411507,140416698,140416686,Eriocaulon jordanii,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,ERIOCAULACEAE,Eriocaulon,jordanii,,,,(Moldenke) Meikle,Extinct,,3.1,,Global
wfo-0000562017,145297738,145283841,Beilschmiedia ningmingensis,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Beilschmiedia,ningmingensis,,,,S.K.Lee & Y.T.Wei,Extinct,,3.1,,Global
wfo-0000193118,149811572,30393,Streblorrhiza speciosa,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Streblorrhiza,speciosa,,,,Endl.,Extinct,,3.1,,Global
wfo-0000681042,149812995,31679,Euchorium cubense,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,SAPINDACEAE,Euchorium,cubense,,,,Ekman & Radlk.,Extinct,,3.1,,Global
wfo-0000724656,149814208,33469,Hopea shingkeng,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,DIPTEROCARPACEAE,Hopea,shingkeng,,,,(Dunn) Bor,Extinct,,3.1,,Global
wfo-0000448106,149815846,35111,Myoporum rimatarense,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,SCROPHULARIACEAE,Myoporum,rimatarense,,,,F.Br.,Extinct,,3.1,,Global
wfo-0000921338,149816104,35254,Banara wilsonii,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,SALICACEAE,Banara,wilsonii,,,,Alain,Extinct,,3.1,,Global
wfo-0000976224,149816916,38848,Guettarda retusa,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,RUBIACEAE,Guettarda,retusa,,,,C.Wright,Extinct,,3.1,,Global
wfo-1000042256,149821996,147088627,Monteverdia lineata,PLANTAE,TRACHEOPHYTA,CELASTRALES,MAGNOLIOPSIDA,CELASTRACEAE,Monteverdia,lineata,,,,(C.Wright ex Griseb.) Biral,Extinct,,3.1,,Global
wfo-0001070849,149822106,149618647,Licaria mexicana,PLANTAE,TRACHEOPHYTA,LAURALES,MAGNOLIOPSIDA,LAURACEAE,Licaria,mexicana,,,,(Brandegee) Kosterm.,Extinct,,3.1,,Global
wfo-0000318290,149822201,149622651,Syzygium balfourii,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Syzygium,balfourii,,,,(Baker) J.Guého & A.J.Scott,Extinct,,3.1,,Global
wfo-0000536578,149822436,31675,Angostura ossana,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,RUTACEAE,Angostura,ossana,,,,(DC.) Beurton,Extinct,,3.1,,Global
wfo-0001344690,158050426,158037164,Pycnandra micrantha,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,SAPOTACEAE,Pycnandra,micrantha,,,,(Beauvis.) Munzinger & Swenson,Extinct,,3.1,,Global
wfo-0000474347,158544179,111907266,Musa fitzalanii,PLANTAE,TRACHEOPHYTA,ZINGIBERALES,LILIOPSIDA,MUSACEAE,Musa,fitzalanii,,,,F.Muell.,Extinct,,3.1,,Global
wfo-0000318775,168631084,168623053,Syzygium humblotii,PLANTAE,TRACHEOPHYTA,MYRTALES,MAGNOLIOPSIDA,MYRTACEAE,Syzygium,humblotii,,,,Labat & Schatz,Extinct,,3.1,,Global
wfo-0000831505,173119116,173119104,Delissea sinuata,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Delissea,sinuata,,,,Hillebr.,Extinct,,3.1,,Global
wfo-0000453102,183183123,33670,Melicope macropus,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,RUTACEAE,Melicope,macropus,,,,(Hillebr.) T.G.Hartley & B.C.Stone,Extinct,,3.1,,Global
wfo-0000831538,183183404,34040,Delissea undulata,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Delissea,undulata,,,,Gaudich.,Extinct,,3.1,,Global
