wfo_id,assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
wfo-0000283280,1494258,177607,Pritchardia pacifica,PLANTAE,TRACHEOPHYTA,ARECALES,LILIOPSIDA,ARECACEAE,Pritchardia,pacifica,,,,Seem. & H.Wendl.,Extinct in the Wild,,3.1,,Global
wfo-0001300009,1584696,179630,Kalanchoe fadeniorum,PLANTAE,TRACHEOPHYTA,SAXIFRAGALES,MAGNOLIOPSIDA,CRASSULACEAE,Kalanchoe,fadeniorum,,,,Raadts,Extinct in the Wild,,3.1,,Global
wfo-0000527347,1960457,190888,Alphonsea hortensis,PLANTAE,TRACHEOPHYTA,MAGNOLIALES,MAGNOLIOPSIDA,ANNONACEAE,Alphonsea,hortensis,,,,H.Huber,Extinct in the Wild,,3.1,,Global
wfo-0001240034,1975870,191323,Camellia amplexicaulis,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Camellia,amplexicaulis,,,,(Pit.) Cohen-Stuart,Extinct in the Wild,,3.1,,Global
wfo-0000139352,3874098,133711,Senecio leucopeplus,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,ASTERACEAE,Senecio,leucopeplus,,,,Cabrera,Extinct in the Wild,,3.1,,Global
wfo-0000855305,5993241,165228,Bromus bromoideus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Bromus,bromoideus,,,,(Lej.) Crep.,Extinct in the Wild,,3.1,,Global & Europe
wfo-0000855797,5995954,165247,Bromus interruptus,PLANTAE,TRACHEOPHYTA,POALES,LILIOPSIDA,POACEAE,Bromus,interruptus,,,,(Hack.) Druce,Extinct in the Wild,,3.1,,Global & Europe
wfo-0000356226,9593744,30932,Kokia cookei,PLANTAE,TRACHEOPHYTA,MALVALES,MAGNOLIOPSIDA,MALVACEAE,Kokia,cookei,,,,O.Deg.,Extinct in the Wild,,2.3,,Global
wfo-0000679818,9645757,31680,Erythroxylum echinodendron,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,ERYTHROXYLACEAE,Erythroxylum,echinodendron,,,,Ekman,Extinct in the Wild,,2.3,,Global
wfo-0000963270,10066217,37613,Euphorbia mayurnathanii,PLANTAE,TRACHEOPHYTA,MALPIGHIALES,MAGNOLIOPSIDA,EUPHORBIACEAE,Euphorbia,mayurnathanii,,,,Croiz.,Extinct in the Wild,,2.3,,Global
wfo-0000400036,10079242,37821,Rhododendron kanehirae,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,ERICACEAE,Rhododendron,kanehirae,,,,Wilson,Extinct in the Wild,,2.3,,Global
wfo-0000636103,10854084,44056,Cyrtandra waiolani,PLANTAE,TRACHEOPHYTA,LAMIALES,MAGNOLIOPSIDA,GESNERIACEAE,Cyrtandra,waiolani,,,,Wawra,Extinct in the Wild,,3.1,,Global
wfo-0000830977,10856873,44109,Cyanea pinnatifida,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,pinnatifida,,,,(Cham.) E.Wimm.,Extinct in the Wild,,3.1,,Global
wfo-0000831018,10863009,44135,Cyanea superba,PLANTAE,TRACHEOPHYTA,ASTERALES,MAGNOLIOPSIDA,CAMPANULACEAE,Cyanea,superba,,,,(Cham.) A.Gray,Extinct in the Wild,,3.1,,Global
wfo-0000442752,12535686,61670,Lysimachia minoricensis,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,PRIMULACEAE,Lysimachia,minoricensis,,,,J.J.Rodr.,Extinct in the Wild,,3.1,,"Global, Europe & Mediterranean"
wfo-0000922165,43520162,35042,Ochrosia brownii,PLANTAE,TRACHEOPHYTA,GENTIANALES,MAGNOLIOPSIDA,APOCYNACEAE,Ochrosia,brownii,,,,(Fosberg & Sachet) Lorence & Butaud,Extinct in the Wild,,3.1,,Global
wfo-0000186151,47608529,272625865,Clianthus puniceus,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Clianthus,puniceus,,,,(G.Don) Banks Sol. Ex Lindl.,Extinct in the Wild,,3.1,,Global
wfo-0001019767,51248842,51247667,Brugmansia insignis,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Brugmansia,insignis,,,,(Barb. Rodr.) Lockwood ex R.E. Schult.,Extinct in the Wild,,3.1,,Global
wfo-0000163201,56605215,56605187,Diplazium laffanianum,PLANTAE,TRACHEOPHYTA,POLYPODIALES,POLYPODIOPSIDA,ATHYRIACEAE,Diplazium,laffanianum,,,,(Baker) C.Chr.,Extinct in the Wild,,3.1,,Global
wfo-0001019752,58386508,51247708,Brugmansia arborea,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Brugmansia,arborea,,,,(L.) Sweet,Extinct in the Wild,,3.1,,Global
wfo-0001019777,58396933,51247690,Brugmansia sanguinea,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Brugmansia,sanguinea,,,,(Ruiz & Pavón) D. Don,Extinct in the Wild,,3.1,,Global
wfo-0001019786,58903534,51247712,Brugmansia vulcanicola,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Brugmansia,vulcanicola,,,,(A.S.Barclay) R.E.Schult.,Extinct in the Wild,,3.1,,Global
wfo-0001019755,58906215,38124,Brugmansia aurea,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Brugmansia,aurea,,,,Lagerh.,Extinct in the Wild,,3.1,,Global
wfo-0001019785,58908295,38125,Brugmansia versicolor,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Brugmansia,versicolor,,,,Lagerh.,Extinct in the Wild,,3.1,,Global
wfo-0001019783,58913403,51247699,Brugmansia suaveolens,PLANTAE,TRACHEOPHYTA,SOLANALES,MAGNOLIOPSIDA,SOLANACEAE,Brugmansia,suaveolens,,,,(Willd.) Sweet,Extinct in the Wild,,3.1,,Global
wfo-0000371229,61526819,32059,Mangifera casturi,PLANTAE,TRACHEOPHYTA,SAPINDALES,MAGNOLIOPSIDA,ANACARDIACEAE,Mangifera,casturi,,,,Kosterm.,Extinct in the Wild,,3.1,,Global
wfo-0000692148,62077322,30408,Franklinia alatamaha,PLANTAE,TRACHEOPHYTA,ERICALES,MAGNOLIOPSIDA,THEACEAE,Franklinia,alatamaha,,,,Marshall,Extinct in the Wild,,3.1,,Global
wfo-0000193785,62758122,62758119,Arachis rigonii,PLANTAE,TRACHEOPHYTA,FABALES,MAGNOLIOPSIDA,FABACEAE,Arachis,rigonii,,,,Krapov. & W.C.Greg.,Extinct in the Wild,,3.1,,Global
