"wfo_id","description","source","bibliographicCitation","URL"
"wfo-0000128816","Lettuce","24797EB0-AC04-4C81-B0D2-B63EA5AFF68F","Compositae, H. Beentje, C. Jeffrey & D.J.N. Hind. Flora of Tropical East Africa. 2005","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:228239-1#descriptions"
"wfo-0000505130","‘Spanish or Cuban Mahogany’","CBA70029-198C-4E97-9917-5192D3DCAF05","Meliaceae, Styles & F. White (Department of Plant Sciences, University of Oxford). Flora of Tropical East Africa. 1991","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:1080203-2#descriptions"
