"wfo_id","description","source","bibliographicCitation","URL"
"wfo-0000017211","It is an occasional garden escape or a weed in wheat","91C10841-C9C6-4A37-A2AE-6B30B6E5A16A","Compositae, H. Beentje, C. Jeffrey & D.J.N. Hind. Flora of Tropical East Africa. 2005","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:178726-1#descriptions"
"wfo-0000819357","Found in the bamboo and the Hagenia-Hypericum zones on some of the East African mountains (especially Mt. Kenya and Aberdares).","B305C4E8-6854-4C2F-ACAE-83DE9372C872","Campanulaceae, Mats Thulin (University of Uppsala). Flora of Tropical East Africa. 1976","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:145930-1#descriptions"
"wfo-0000828416","It might well become established as a weed in the highlands.","73288BE2-975E-403D-9116-B278B6FA37AE","Campanulaceae, Mats Thulin (University of Uppsala). Flora of Tropical East Africa. 1976","http://www.plantsoftheworldonline.org/taxon/urn:lsid:ipni.org:names:140949-1#descriptions"
