WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000260032,"Evergreen tree to 10(–17) m. Leaves glabrous; petiole 5–9 cm long; blade 30–34 by 16–28 cm, membranous to chartaceous, simple but often pinnately lobed with each side vein separated into an oblong-elliptic lobe ca 3–4 cm wide and divided to nearly to the midrib, base obtuse to acute, apex short-acuminate, margin entire, side veins in 3–5 pairs, tertiary veins hardly visible, indistinctly percurrent. Inflorescence a large panicle of cymules, ca 9–15 by 12–20 cm, densely papillate-pubescent; side branches subtended by bracts ca 1 mm long, linear, the cymules with 1–3–(5) flowers. Flowers pubescent; pedicels ca 0.5–1 mm long; calyx ca 1.5 mm long, with 5 distinct, free lobes; petals ca 1.5 by 1 mm, caducous. Pistillate flowers: styles ca 0.5–0.7 mm long. Fruits: pedicels thickening but hardly elongating; drupe ca 2.5–3.5 by 1.5–2 cm, obliquely ellipsoid, not to very slightly sulcate, magenta turning purplish-black. Seeds 2–2.5 cm long, pendulous from a thickened funicle.",general,EN,H.-J. Esser & M. Jebb,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000260032,9,1,"Aralidium pinnatifidum. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 8. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03677
wfo-0000568339,"Large-sized tree, up to 30 m high; bark dark brown to blackish, covered with stout hard conical prickles, occasionally without; branches spreading, prickled; young twigs stout, with prominent leaf-scars. Leaves usually crowned at the end of twigs, with 5–7 unequal leaflets; the outer much smaller than the inner ones; leaflets obovate, elliptic, 8–18 by 4–8.5 cm; apex shortly acuminate; base slightly cuneate to acute; coriaceous, glabrous or glabrescent, pale on lower surface; secondary nerves in 10–15 pairs, arching and anastomosing near margin. Petioles 10–20 cm, glabrous or glabrescent, petiolules 1–1.5 cm. Flowers solitary, rarely 2–3 flowered, in the upper leaf-scars; buds ellipsoid, ca 3 by 1.5 cm; pedicel ca 1 cm, pubescent. Calyx campanulate, slightly, narrowed towards the base, ca 3–4 by 3 cm, with (3–)4(–5) unequal lobes, whitish hairy within. Petals white, occasionally greenish or pinkish; obovate, 7–9 by 1.5–2.5 cm, sparsely hairy inside, densely hairy outside, strongly reflexed in anthesis. Stamens numerous, densely tufted, 6–7 cm long, united at base to a disc-like staminal tube, enclosing ovary and lower part of styles then divided into 5 groups; anthers 1-celled, reniform, then twisted. Ovary ovoid, with 5-longitudinal ridges, pubscent; style cylindrical, glabrous, pinkish, 8–9 cm long, protruding from stamens; stigma dark pink with 5 cohering lobes. Capsule oblong, with 5 longitudinal ridges, usually curved to one side, woody, silky within, 10–18 by 4–7 cm, dehiscent. Seed numerous.",general,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000568339,9,1,"Bombax anceps. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 11. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03680
wfo-0000568340,This variety differs from the typical one by its hairy along style and leaves especially on lower surface and petiole.,general,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000568340,9,1,"Bombax anceps cambodiense. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 11. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/florainfra.html?tdcode=03681
wfo-0000568369,"Large-sized tree, up to 30 m high; bark whitish, covered with stout, hard, conical prickles, occasionally without; branches spreading nearly horizontally, prickly; young twigs stout, with prominent leaf-scars. Leaves usually crowded at the end of twigs, with 5–7 unequal leaflets, the outer much smaller than the inner ones; leaflets elliptic, 8–15 by 3–5.5 cm; apex long cuspidate to acute; base acute to obtuse; coriaceous, glabrous, glaucous on lower surface; midrib and secondary nerves distinct on lower surface, secondary nerves in 9–15 pairs, arched and anastomosing near margin. Petioles 12–18 cm long; glabrous, petiolules 0.5–2 cm. Flowers solitary, at the upper leaf-scars; buds ellipsoid ca 3 by 1.5 cm; pedicel 5–10 mm, glabrous. Calyx cup-shaped, ca 2 by 3 cm, with (3–)4(–5) unequal lobes, silky hairy within. Petals red, dark orange or bright yellow, obovate, oblong, 5–8 by 2.5–3 cm, erect then recurved, softly hairy on both sides. Stamens numerous, 3.5–7 cm long, united at base to a short staminal tube, enclosed ovary and lower part of style, then divided into 10 groups, the outer 5, each with 5–6 pairs, equal and erect, the inner 5, each with 5 unequal stamens attached to the style; anthers 1-celled, reniform, then twisted. Ovary ovoid, 5-longitudinal grooved, glabrous; style cylindrical, pinkish, 8–8.5 cm, protruding beyond the stamens; stigma dark pink with 5 spreading lobes. Capsule oblong, smooth, woody silky within, 8–10 by 4–5 cm, dehiscent. Seeds numerous.",general,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000568369,9,1,"Bombax ceiba. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 13.. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03682
wfo-0000568432,"Large-sized tree, up to 30 m high; bark whitish, covered with stout, hard, conical prickles, occasionally without; branches spreading nearly horizontally, prickly; young twigs stout, with prominent leaf-scars. Leaves usually crowded at the end of twigs, with 5–9 unequal leaflets, the outer much smaller than the inner ones; leaflets obovate, oblanceolate, 10–40 by 5–12.5 cm; apex acute to acuminate; base cuneate to attenuate; chartaceous, sparsely hairy and glaucous on lower surface, then glabrescent; reticulate veins distinct on lower surface, secondary nerves in 13–25 pairs, arched and anastomosing near margins. Petioles 14–35 cm, glabrous; petiolules 1–1.5 cm. Flowers solitary, at the upper leaf-scars; buds ellipsoid, ca 3 by 2 cm; pedicel ca 2 cm, glabrous. Calyx urceolate to tubular, ca 3. –3.5 by 2–2.5 cm with 5(–4) unequal lobes, sparsely hairy, glabrescent outside, woolly hairy inside. Petals red or dark orange, occasionally white; obovate to oblanceolate or slightly spathulate, 9–13 by 2–2.5 cm, erect then recurved. Stamens numerous, 6–8 cm long, united at base to a short staminal tube, enclosing the ovary and lower part of style, then divided to 5 groups, each group splitting, only one stamen or none to attach the style; anther 1-celled, reniform, then twisted. Ovary ovoid, 5-longitudinal grooves, glabrous; style cylindrical, pinkish, glabrous; stigma dark pink with 5 cohering lobes, occasionally spreading. Capsule elongated with 5 longitudinal ridges, usually curved to one side, woody, silky within, 18–25 by 2.5–3 cm, dehiscent. Seeds numerous.",general,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000568432,9,1,"Bombax insigne. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 15. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03683
wfo-0000592594,"Tree, up to 20 m high; bark smooth, greenish-brown; twigs slender to stout, with prominent leaf-scars, glabrous; stipules small, kidney-shaped, caducous. Leaves usually crowned at the end of twigs, with (5–)7(–8) unequal leaflets, the outer much smaller than the inner ones; leaflets elliptic or elliptic-oblanceolate, subcoriaceous, glabrous, glaucous on lower surface, 6–20 by 2–4 cm; apex acuminate; base acute or cuneate; midrib and secondary nerves distinct on lower surface, secondary nerves in 7–12 pairs, arched and anastomosing well away from the entire margin. Petioles 10–20 cm long, glabrous; petiolules up to 5 mm long. Flowers in groups at the upper leaf-scars; buds ovoid, 1–1.5 by 0.8–1 cm; pedicel 1.5–3 cm long, glabrous. Calyx cup-shaped, with 5, unequal sepal, about 1.2 cm across and 1 cm high, globrous outside, appressed silky hairy inside. Petals white or pinkish, oblanceolate, 2–2.5 by 0.8–1 cm, apex obtuse, base slightly cuneate, long woolly hairy on outer part, glabrous except along margin and near apex inside. Stamens 5(–6), 2.5–3 cm long, opposite to the petals; anthers with (2–)3, reflexed sinuous lobes. Ovary ovoid; style cylndrical, 2.5–3 cm long., dilated upwards; stigma 3–5 lobes; each locule with many ovules. Capsule oblong, 12–15 by 3–5 cm, with 5 longitudinal grooves, dehiscent, densely silky hairy inside. Seeds reniform, black.",general,EN,C. Phengklai,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000592594,9,1,"Ceiba pentandra. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 17. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03685
wfo-0000641542,"Erect or prostrate shrub. Juvenile stems flattened and twisted, surfaces powdery, older branches terete, very occasionally completely flattened; bark smooth, slightly pustulate. Leaves sparse, occasionally caducous, yellowish-green, fleshy, 13–45 (8–9 by 2–3) mm; primary veins 2–3, inconspicuous; petiole short angular, decurrent. Inflorescences prolific, in clusters of more than 10 together, on mature and juvenile branches, often on raised scars, paniculate, 5 endotrophe 10-flowered, rachis 4–8 by 0.5–0.8 mm, subtended at the base by an involucre of 5, imbricate bracts, also bracteate along its length; bracts deltoid, 0.5–0.6 by 0.4–0.6 mm, margins villose; axial flowers pedunculate, peduncle bracteate along its length and subtended at the base by an involucre of bracts, eventually flower buds developing in the axils of the bracts, this pattern may be repeated several times. Flowers hermaphrodite, yellowish-green, buds obconical, sessile or very shortly pedicellate; pedicel 0.5 mm in length; receptacle short, broad, 1–1.5 by 1.5 mm; tepals 5–6, valvate, deltoid, 0.8–1 by 0.8–1, glandular hairs absent; filaments broad, 0.1–0.2 by 0.2 mm; anthers 0.3 by 0.3 mm; style short, as broad as long, 0.2–0.3 by 0.2–0.3 mm; nectary lobed, very shallowly concave, punctate, ridged, the ridges running into the nectarial lobes. Fruit ripening black, small, spherical, 3–3.5 by 2.5–3.5 mm, very shortly pedicellate; pedicel 0.3–0.5 by 0.5 mm; exocarp smooth, endocarp globose, 2–2.5 by 2.5 mm, tuberculate, 5-armed, star-shaped scar at the apex which may be prolonged to the base, apex depressed, apiculate.",general,EN,J. Macklin & J. Parnell,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000641542,9,1,"Dendrotrophe buxifolia. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 59. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03729
wfo-0000641567,"Climber, occasional dendroparasite. Juvenile stems smooth, slightly striated, angular, older stems terete; bark rough with transverse fissures. Leaves fleshy, thin or papyraceus, elliptic, obovate, orbicular, 13–75 by (6.5–50 by 2–12) mm; primary veins 3–5–7; petiole long, narrow, decurrent. Inflorescences dioecious, 1–8 clustered together on juvenile branches. Male inflorescences racemose, 7–8 flowered, rachis 1–10 by 0.2–1 mm, an involucre of imbricate bracts at the apex and the base, sparsely bracteate along its length; bracts membranous, deltoid, ovate, 0.5–1 by 0.3–0.8 mm; caducous except at the base; 4–5 flowers crowded at the apex and 2–3 inserted spirally along the rachis. Male flower buds globose, pedicellate; pedicel 0.8–2 by 0.5–0.8 mm, tepals 4–5, imbricate at the base, ovate, 0.8–1.3 by 0.5–1 mm, apiculate on the inner surface at the apex, glandular hairs present; filaments broadening towards the base, 0.2–0.5 by 0.1–0.3 mm; anthers 0.2–0.4 by 0.2–0.4 mm; nectary slightly concave, smooth, angular; style rudiment 0.3–0.7 by 0.1–0.2 mm. Female inflorescences fewer in number, 1 flowered, pedunculate, peduncle shorter, 2–6 by 0.8–1.4 mm. Female flower buds obconical, sessile or shortly pedicellate; pedicel 0.5–2 by 0.5 mm; tepals 5, deltoid, 0.8–1.7 by 0.7–1.3 mm, receptacle 2.5 by 1 mm, decurrent with the pedicel; staminodes present, large, similar to stamens in male flower; nectary concave, unlobed, smooth or slightly pustulate; style short 0.2–0.5 by 0.3–0.4 mm. Fruit red or black, elliptic or obovoid, 4–14 by 3–11 mm; exocarp coriaceous, endocarp globose, elliptic, 5–12 by 4–8 mm, smooth, rugulate, a short 5–6 armed, star-shaped scar radiating from the apex, apex apiculate.",general,EN,J. Macklin & J. Parnell,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000641567,9,1,"Dendrotrophe varians. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 60. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03730
wfo-0000657778,"Erect shrub. Juvenile stems furrowed, angular, bracteate at the base, older branches terete; bark faintly corrugated with short transverse, elliptic fissures, arranged in rows. Leaves spathulate, 70–95 (25–350 by 10–20) mm, margins crisp, weakly undulate; primary veins 9–11, raised on both surfaces, secondary venation sparse, arising at acute angles and parallel to the primary veins, percurrent with supra-secondaries and rarely with opposite veins; petiole long, slender, 9–10 by 2.5–3 mm. Male inflorescences on all branches, solitary or 2–3 together, pedunculate; peduncles long, angular, 2.5–4 by 0.8 mm; three rings of imbricate bracts at the base of the peduncle, upper involucre extending up to one third the length of the rachis, apical involucre imbricate; bracts ovate, margins ciliate, 1.2 by 1 mm. Male flower buds green, fungiform, pendulous, pedicellate; pedicel long, slender, 1.5–2 by 0.4 mm; tepals 5, valvate, 1–1.5 by 1.1 mm, glandular hairs present; filaments white, short, dilated at the base, 0.3–0.4 by 0.1 mm; anthers pale yellow, basifixed, locules unequal in size, anterior lobes shorter and broader than the posterior, dehiscence transverse; nectary concave, weakly pustulate. Female flower buds turbinate, yellow; tepals 5–6, elongate-deltoid, 1–1.2 by 1 mm; staminodes present; filaments 0.3 by 0.1 mm; anthers 0.2 by 0.4 mm; style short, broad, 0.2 by 0.3 mm; stigma 5 lobed, lobes reflexed. Fruit yellowish-green to reddish-brown, oblong, 4.5–5.5 by 3.5–4.5 mm, tepals persistent erect; exocarp smooth, thick; mesocarp long, membranous, wrapping around the endocarp; endocarp splitting easily, oblong, slightly obovoid, 3.5–4 by 2–2.5 mm, 5-grooved, apex apiculate.",general,EN,J. Macklin & J. Parnell,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000657778,9,1,"Dufrenoya collettii. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 64. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03732
wfo-0000657785,"Erect and pendulous shrub, branches all of almost the same length, often 3–4 from a single node. Juvenile stems terete, pustulate, flattening towards the apex, slightly keeled, bracteate at the base, older wood distinctly different, pale in colour with longitudinal fissures which are raised and covered in a smooth waxy deposit. Leaves coriaceous, elliptic, ovate, obovate, 40–75 (25–55 by 5–18) mm; primary veins 5–7, raised on the upper surface, secondary veins fine, arising at approximately right angles, opposite secondaries percurrent; petiole long, slender, angular, 8–10 by 1.5 mm. Male inflorescences solitary or in groups of 3–4, on juvenile stems and on short shoots arising from the older stems, pedunculate; peduncles angular, 2–3.5 by 0.5–0.7 mm, 2–3 involucres of bracts at the base, a single quincuncially arranged involucre at the apex; bracts broadly ovate, minutely ciliate, 0.8–1 by 0.8–0.9 mm. Male flower buds yellowish-green, globose, subsessile; tepals 5–6, lanceolate, 1.4–1.5 by 1 mm, weakly apiculate on the inner surface near the tip, glandular hairs present; filaments short, slightly dilated at the base, 0.2–0.3 by 0.1–0.2 mm; anthers basifixed, 0.2–0.3 by 0.4–0.5 mm, lobes unequal in size, anterior shorter and broader than the posterior, dehiscence transverse; nectary 5–6-lobed, flat. Female inflorescences sessile or shortly pedunculate. Female flower buds green, distinctly turbinate; tepals 5–6, elongate-ovate, apex acuminate, 1 by 0.6 mm; staminodes present; filaments 0.2 by 0.2 mm; anthers 0.3 by 0.4 mm; style short, broad, 0.3 by 0.3 mm, stigma 3–5 lobed. Fruit pale green ripening purple, globose or slightly obovoid, 3.8–5 by 3–4 mm, tepals persistent flattened; exocarp quite thick, loose; mesocarp short membranous, randomly oriented, apical ‘tails’ present, filiform, lying against the inner surface of the exocarp; endocarp hard, globose or slightly obovoid, distinctly 4–6-lobed, rounded at the apex, apiculate at the base.",general,EN,J. Macklin & J. Parnell,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000657785,9,1,"Dufrenoya platyphylla. Flora of Thailand. Vol. 9. Part 1, 2005. Pg. 65. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=03733
