taxonID,description,type,source,language,created,contributor,audience,license,rightsHolder,rights,
wfo-0001044080,vines,habit,346C9910-E028-497A-9C79-C321DC0C7BAC,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044087,vine,habit,1FA07A05-229A-4CB4-8263-63F8B65F5683,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000410164,Herbs,habit,3EC61508-6CE0-46DC-9FE5-289F9EC1849E,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000385237,Shrub,habit,4FAD93B0-91C4-47AA-8988-18CA498DA3D8,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000385267,Herb,habit,3AD834C6-41CD-426D-A177-BA16BC325DEF,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000410133,herbs,habit,0962E212-5C10-4831-B1DD-125D1368B8F3,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000409985,vine,habit,20A0F248-2F80-4861-A31D-6F5AED42E666,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000393082,Herbs,habit,E1237ACD-5971-486D-BF2C-EA3DCB809876,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000400226,shrub,habit,94043A64-FCDA-4C8B-9723-56CE3A84A08D,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044166,Herb,habit,FE3D2931-CC2B-4A0C-94C0-0AEA77F88C8C,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000401035,Herbs to small shrubs,habit,345C830C-FB15-4A90-8268-9BDFA3306107,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000401018,Herbs,habit,9CB5A131-E172-4118-A8BD-087A0984B515,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000406409,Herbs,habit,A8B9AEBB-A24D-4672-91D8-4EC6FC523758,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000732147,shrubs,habit,7F10F74A-2F92-425C-A9D9-5E31158078FE,English,2013-01-28,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000401330,herbs,habit,6B3C154F-FE5F-4104-9644-1227AD252434,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000410436,Shrubs or small trees,habit,D7876CD3-45C5-4863-AF72-06385ABF3E84,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000354453,herbs,habit,9A73B082-FE9F-43CE-AC01-C8F9B05F6A3B,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000409985,Herb or,habit,11723A2A-0109-4DB4-A8BB-A991496FBC33,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540010,Herbs,habit,2C9F19A2-485A-4130-9A51-FC84808F54E7,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540030,Shrub,habit,E918EA62-E9D6-4CFD-9FCB-AE8ABD31796E,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540055,Shrubs,habit,6B96DB42-0AB5-4E38-8C82-760D4A9554C9,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540067,shrub,habit,9A1A8F44-1DEA-49E2-B284-15C60A06EB48,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540078,Shrubs,habit,7E4F2D6E-5B25-4976-9821-99565F3BEA30,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540113,Shrub,habit,DA4FEBFC-F120-42AD-A9BE-993A4AA054C4,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540126,Shrubs,habit,D0616FEC-3F9E-4241-AD87-CDC9E54F5151,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540161,Shrub,habit,9386308A-5683-4202-89A0-BB5A2F5E742C,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540170,Shrubs,habit,0231DE1F-E638-42B4-83DA-038347BDB9AD,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540254,Shrubs,habit,11E44D04-05F2-4497-915D-97637DBBFD7A,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540292,Herbs,habit,9794E780-7B57-470F-8424-881381C16746,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540298,Shrubs or small trees,habit,B1DB8FF7-E6A9-43F3-9E4D-4A0E759667AE,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540326,Herbs,habit,D365BA1C-93E3-4859-962F-BD6496978BCC,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000560410,Herbs,habit,142BA5A7-A234-4169-86CB-7F8366278879,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000566475,Herbs,habit,AAD96E01-0CD2-4E52-A5B3-29987CA590AF,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000571881,Tree,habit,BA185304-34C5-44C6-9CF7-9028C0D67AB7,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000599165,Herbs,habit,69BF45AC-880B-4909-B5BA-FBBED1B14F37,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000599189,Herbs,habit,7D773F1C-8D63-4801-A4FA-92643BAC1D2C,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000645861,Herb,habit,3FE2FBFF-AADD-478A-9312-C25A9B4B022B,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000658421,Herbs or suffrutescent shrubs,habit,FA035336-C7BC-4F91-99DD-AC86BD089D54,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000714050,Shrub,habit,C3ABDC43-4657-4D8D-A9F9-C54B11EB45F1,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000715395,Herb,habit,E1047598-5373-428D-A6A0-AE1034E30B05,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000719381,Herbs,habit,EF21B5F4-7394-4320-AC8E-095202B264AC,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000354128,Shrub,habit,7149DE52-1C42-4840-9E33-78A42156F5BA,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044495,Shrub or suffrutescent herb,habit,31AD9018-697A-462F-8CA6-03527F685DE5,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000354241,Shrub,habit,722EBF8A-5AE8-4CF9-9077-8DC97118C7A4,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000354748,Herbs,habit,E6CB710B-9EA8-42E5-B628-A539ED011C61,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044496,herb,habit,5F9F897D-EF6E-497C-B43B-A0003153A47A,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044497,Shrub,habit,2ED8F40F-324A-4028-A5DA-FFCBDA3858A9,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044498,vine,habit,738C2D43-AC36-4B48-A564-8D577DFC410B,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000353497,Herb,habit,7FF6F029-90BD-498F-A355-7C90BFF9AAD6,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044499,Herb,habit,1209BBD4-6FB3-4A33-9230-B1E3C8D10C68,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044501,Herb,habit,7E656F91-69E9-4A10-B4D1-5A7C12C1EF7C,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044505,vine,habit,62351AE1-5E21-42F9-9490-241B1AF16F90,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000354058,Herb,habit,4841AAE8-FD83-4C94-BC3C-6639814999E1,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000353782,Shrubs,habit,7D6E3F7D-A2F5-48B5-8130-0FD5157968C9,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000353809,Shrubs,habit,AFAC7ACA-B30A-4F73-90CD-C626C9C787C6,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044503,Shrub,habit,A454D303-39B9-4494-A5D2-B02E56E5603D,English,2013-07-29,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000409375,Tree or large shrub,habit,3EA13B1F-17CD-4E3A-983E-687205F04AA1,English,2013-03-22,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044504,Shrub,habit,98DFBB01-08A5-48A2-ACD6-7AE27633F047,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044506,vine,habit,51B84148-DF0C-4F23-987E-BCF2355AB6EC,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000379845,Herbs,habit,E2948B61-FA9E-4ABC-B4ED-ADA07318C91F,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000371210,vines,habit,19F4A3B5-8F35-45D6-9132-58EB7E7C6963,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000435226,Tree,habit,398269EF-132A-43D9-BAAA-4240E6F2A656,English,2013-02-07,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000371307,vines,habit,3EA99943-7998-44A5-B6DA-80A0009E9B5D,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044507,vine,habit,D829EE11-D1D5-4FC5-8EB7-3DDD2BA96C9C,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044508,Shrubs,habit,88114F21-5E24-4D80-AD4C-CCB9BDD56AC0,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044510,Herbs to small shrub,habit,9B12F50F-1362-4009-96D1-0C78AA046864,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044511,Herbs,habit,966FEE31-EB76-4341-8124-22214234318A,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044512,Herbs,habit,DD27B9A5-C4CC-4125-B666-C3A0F9299DC3,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044513,Herbs,habit,63C8988E-AC91-4370-B8CC-67569EF0EF74,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000537946,tree,habit,6E364B36-E707-4A17-80E9-298D39B6EF03,English,2013-02-07,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044514,Herb,habit,16B01624-8195-461D-8B00-7E3DA534DFF1,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000401923,Herbs,habit,C9F30956-D33F-4FAD-97D1-E5EE28278F4B,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000401059,Herbs,habit,107C25A8-78A3-42DE-8D9A-6B673D342C84,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000401135,herb,habit,A05D690B-1081-4A18-9381-C2994C354472,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044517,Herbs,habit,03471EA6-540A-4B4C-9532-657F7CADD81D,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044518,Shrub,habit,021FC3E4-45E8-4612-A369-AB9FF1504077,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000711139,Tree,habit,04CF76AE-01CA-4B59-8201-55B05B0EE63B,English,2013-02-07,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001044519,herbs,habit,6B72C617-4A0C-427E-B21D-08EC3D8EA79D,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000433635,Herbs,habit,8BBBA5AC-5FF7-4350-AF7F-ADD05EEDD11A,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000433554,Herbs,habit,4F5A6464-85D0-4FCF-B2EF-63FA5C8E9DE6,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000566495,Herbs,habit,A37DD045-C9B0-4280-9532-0FFC3F8C91A5,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000385243,herb,habit,64DD087A-A062-40B7-9648-041730EAFA8A,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000371024,vine,habit,53226151-36D5-4424-8989-6BC81F0B188F,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000530192,herbs,habit,2A1D5EBF-B662-4B13-8F18-95062CE9C375,English,2013-01-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000540080,shrub,habit,5987BDD7-4195-470A-897E-5140F5A89AF4,English,2013-07-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000401099,Herbs,habit,CC6537D7-9937-4B8C-8AD1-A44FD1A361D0,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000393518,Shrubs or small trees,habit,A6410CD8-ED76-4AE2-A345-6680B8FAF091,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000401934,herbs,habit,25E72925-D131-49AC-A145-B3D64ED06081,English,2013-07-30,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000501379,Tree,habit,9071ABF1-5B9D-416B-AF5C-BF639745BBD2,English,2013-03-13,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000433198,Tree,habit,93269C60-3732-48A4-8977-0A5A749AB1B2,English,2013-03-13,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000500953,Shrub tree,habit,839420C9-0752-4B0D-B6A3-FE7579DC6575,English,2013-03-13,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000500907,Shrub tree,habit,A4570E0B-DC85-45C8-B1EE-82B020C6B0FD,English,2013-03-13,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000020781,Herb,habit,51DE2E5F-1D2F-4E79-8555-2DE49A9FFAD8,English,2013-01-28,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000432992,Herb,habit,ABC16E12-220E-44EA-A4AA-A89568550760,English,2013-01-28,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000530251,herbs,habit,112119EE-C5DD-43B6-9455-3F6B1374EDFF,English,2013-01-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000530495,herb,habit,7B722B99-4AD2-4409-AAF0-F8F4C514BCFA,English,2013-01-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000530552,herbs,habit,4941126B-41EC-4CAC-BD36-A4D9FC6E06FC,English,2013-01-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000394661,herbs or shrubs,habit,085DA633-DF57-48EC-88F4-701228E6D5AA,English,2013-01-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000599765,shrubs or vines,habit,"EF1440E5-B837-4454-9C34-C9242D5F069C,85F8D379-AED7-4DE2-8C73-0F88356F94C3",English,2013-01-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0001045980,shrubs,habit,0B7AA1B2-04DE-45A5-BA97-03457C09907D,English,2013-01-28,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000706024,herbs,habit,E3E7BF3B-8B7E-4520-9656-1A67190FF000,English,2013-01-28,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000705933,herbs,habit,E69C8F05-BAD2-4E28-84C3-9E540B832907,English,2013-01-28,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000732138,herb,habit,3250590D-3DA7-4739-9456-34716825D16E,English,2013-01-28,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000394662,herbs or shrubs,habit,20027E35-CA46-403F-9BBB-93ACE9EF7EA2,English,2013-01-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000599796,"herbs, shrubs or vines",habit,BC6FC766-269C-4CD5-A210-1B14B491E854,English,2013-01-25,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000533072,Tree,habit,DB6645CE-BE76-4EC7-8453-B47697D35BEB,English,2013-03-22,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000371248,Tree,habit,2ECFDD9B-C296-44FB-98F9-B11C6C5002BF,English,2013-03-22,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000554996,Tree,habit,8C88B3E8-06CA-4EA4-B3B0-84D42F9FCFCF,English,2013-03-22,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000372643,Shrub or tree,habit,C614D294-ABD2-45C0-BFEA-9BCC539888EF,English,2013-03-22,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000435152,Shrub or tree,habit,B8AA6C12-5EAD-46C0-8D5F-A80506D2B9AE,English,2013-03-22,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000410073,Tree,habit,1112D428-CB3B-4AA3-8607-0988A8AD98C1,English,2013-03-22,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000435470,Tree,habit,4332F7F6-5326-4B70-8471-76BF7359D8C1,English,2013-03-22,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000435489,Shrub or small tree,habit,D0A3BB21-4C6B-4B70-9D18-21DFC7A66995,English,2013-03-22,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
wfo-0000410062,Tree,habit,518F4A23-7F3E-49B6-97A5-07F4F598EFF9,English,2013-03-22,,,,http://creativecommons.org/licenses/by/4.0,Missouri Botanical Garden,Missouri Botanical Garden
