WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,Volume,Part,bibliographicCitation,license,rights,URI
wfo-0000558019,Throughout SE Asia to New Guinea and the Philippines (Type from Java).,distribution,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000558019,7,2,"Azima sarmentosa. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 341. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02502
wfo-0000600974,"Cosmopolitan in the warmer parts of the world, considered neotropical of origin (type from Spain).",distribution,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000600974,7,2,"Chenopodium ambrosioides. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 254. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02401
wfo-0000601268,Widely distributed in Europe and Asia (type not designated).,distribution,EN,K. Larsen,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000601268,7,2,"Chenopodium ficifolium. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 254. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02402
wfo-0000830025,Endemic to Thailand.,distribution,EN,P.S.Green,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000830025,7,2,"Chionanthus amblirrhinus. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 292. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02438
wfo-0000830051,"Thailand, Malay Peninsula.",distribution,EN,P.S.Green,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000830051,7,2,"Chionanthus calcicola. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 290. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02435
wfo-0000830053,"Thailand, Malay Peninsula, Sumatra, Sabah, Kalimantan (type).",distribution,EN,P.S.Green,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000830053,7,2,"Chionanthus callophyllus. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 287. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02429
wfo-0000830077,Endemic to Thailand.,distribution,EN,P.S.Green,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000830077,7,2,"Chionanthus decipiens. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 289. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02432
wfo-0000830094,Endemic to Thailand.,distribution,EN,P.S.Green,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000830094,7,2,"Chionanthus eriorachis. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 291. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02436
wfo-0000830166,Endemic to Thailand.,distribution,EN,P.S.Green,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000830166,7,2,"Chionanthus maxwellii. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 292. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02439
wfo-0000830170,"Thailand, Laos, Cambodia, Vietnam.",distribution,EN,P.S.Green,,Forest Herbarium,2021-07-31,Rachun Pooma,ref-THA-0000830170,7,2,"Chionanthus microbotrys. Flora of Thailand. Vol. 7. Part 2, 2000. Pg. 283. Accessed 2021-07-31",All rights reserved,Forest Herbarium,https://botany.dnp.go.th/eflora/floraspecies.html?tdcode=02427
