taxonID,description,type,rightsHolder,source,bibliographicCitation,url,rights,license
wfo-0000969650,"Trail to Pine Log (on the S Fork of the Stanislaus River, elev. ca. 1200 ft.), Tuolumne Co., Calif., A. L. Grawt 696, type in Jepson Herbarium. Fairly common in the foothills of the Sierra Nevada from Kern Co. to Butte Co., at elevations between 500 and 3300 feet; also found occasionally in the Coast Ranges, away from the ocean, from Santa Barbara to Lake Counties.",distribution,The New York Botanical Garden,313267,"Dempster, Lauramay T. 1958. New names and combinations in the genus Galium. Brittonia. 10: 181-192.",https://doi.org/10.2307/2804948,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000970137,"(Fig. 4B). Utah: east of the Wasatch Plateau, near Castle Gate in Carbon Co. Steep north slopes with open grassy and herbaceous cover among open Pinus ponderosa stanids.",distribution,The New York Botanical Garden,297588,"Dempster, Lauramay T. & Ehrendorfer, Friedrich. 1965. Evolution of the Galium multiflorum complex in western North America. II. Critical taxonomic revision. Brittonia. 17: 289-334.",https://doi.org/10.2307/2805025,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000970169,"Eastern Washington and Oregon, western and central Idaho, northernmost Nevada and California, at elevations of 2300 to 9300 feet. The species is named for the Snake River.",distribution,The New York Botanical Garden,313269,"Dempster, Lauramay T. 1959. A re-evaluation of Galium multiflorum and related taxa. Brittonia. 11: 105-122.",https://doi.org/10.2307/2805134,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000970173,"(Fig. 4D). Relatively low altitudes (1500-3000 ft), in central Wash. south of the Columgbia R., in southern Wash. south of the Wenatchee Mts., and on the eastern eastern side of the Cascade Mts. in northwestern Ore. Dry hillsides and talus slopes; sagebrush.",distribution,The New York Botanical Garden,297588,"Dempster, Lauramay T. & Ehrendorfer, Friedrich. 1965. Evolution of the Galium multiflorum complex in western North America. II. Critical taxonomic revision. Brittonia. 17: 289-334.",https://doi.org/10.2307/2805025,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000970174,"(Fig. 4D). Blue AMts. of southeastern Wash., and south to the mountains of Humboldt Co., Nev.; east side of the Cascade Range, northwestern Ore.; mountains of central Ida. Rock crevices, talus slopes and dry rocky hillsides, in volcanic, rhyolitic, serpentine or granitic soils, 2000-9000 ft.",distribution,The New York Botanical Garden,297588,"Dempster, Lauramay T. & Ehrendorfer, Friedrich. 1965. Evolution of the Galium multiflorum complex in western North America. II. Critical taxonomic revision. Brittonia. 17: 289-334.",https://doi.org/10.2307/2805025,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000970628,"(Fig. 4B). North central Utah: Wasatch Range from Logan, Cache Co. to Provo, Utah Co.; a variant is found on Stansbury I., Tooele Co. Rock crevices and steep niorth slopes, 5000-9500 ft; limestone, with Pseudotsuga, Abies, etc.",distribution,The New York Botanical Garden,297588,"Dempster, Lauramay T. & Ehrendorfer, Friedrich. 1965. Evolution of the Galium multiflorum complex in western North America. II. Critical taxonomic revision. Brittonia. 17: 289-334.",https://doi.org/10.2307/2805025,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000970628,"Southern and central Nevada, western Utah, and eastern Mono Co., California, at elevations between 7500 and 10,000 feet.",distribution,The New York Botanical Garden,313269,"Dempster, Lauramay T. 1959. A re-evaluation of Galium multiflorum and related taxa. Brittonia. 11: 105-122.",https://doi.org/10.2307/2805134,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000972794,Endemic to Serra Araca.,distribution,The New York Botanical Garden,331947,"Boom, Brian M. 1985. A new species of Gleasonia (Henriquezieae: Rubiaceae) from Brazilian Guayana. Brittonia. 37: 317-319.",https://doi.org/10.2307/2806082,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000977252,"Mountains of southwestern Michoacan, in barraneas in pine forests, at eleva. tions of about 2000 m, flowering in August and September.",distribution,The New York Botanical Garden,372259,"McVaugh, Rogers. 1961. Euphorbiaceae novae-galicianae. Brittonia. 13: 145-205.",https://doi.org/10.2307/2805352,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000977665,"Known only from the states of São Paulo (Morro Pellado, now Itirapina, the type locality) and Mato Grosso (Municipalities of Cuiabá and Itiquira).",distribution,The New York Botanical Garden,239376,"Batista, J. A. N. & Bianchetti, L. B. 2010. Taxonomy, distribution and new taxa from the Habenaria crucifera (section Nudae, Orchidaceae) aggregate from Brazil and the Guianas. Brittonia. 62 (1): 57-79.",https://doi.org/10.1007/s12228-009-9099-3,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
