taxonID,description,type,rightsHolder,source,bibliographicCitation,url,rights,license
wfo-0000000111,"Acourtiae venturae R. L. Cabrera similis, sed tantum in pagina folii inferna pubescentia glandulosa, inflorescentia terminali et atque laterali, involucro anguste campanulato, altiore (usque 9-10 mm), floribus pluri- bus per capitulum (14) differt.",general,The New York Botanical Garden,103157,"Cabrera, L. 2001. Six new species of Acourtia (Asteraceae) and a historical account of Acourtia mexicana. Brittonia. 53: 416-429.",https://doi.org/10.1007/bf02809796,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000000111,"Erect, herbaceous plants, to 1.5 m tall. Stems striate, the younger curly-pubescent, the older glabrescent. Leaves broadly ovate to oblong-ovate, 2-15 X 2-11 cm, the apex rounded to obtuse, the base auriculate, the margin spinulose-denticulate, coriaceous, stiff, scabrid, curly-puberulent on the veins of both surfaces, glandular-punctate on the lower surfaces, those associated with the inflorescence minutely spinulose-denticulate. Inflorescence lateral or terminal; capitula glomerulate, forming a small corymbiform panicle at the end of the branches, sessile; involucres 3-4-seriate, narrowly campanulate, 9-10 mm long, the phyllaries obtuse and abruptly mucronulate, dorsally lustrous, but with scattered glandular hairs, the outermost ovate to lanceolate, 2-3 x ca. 2 mm, arachnoid and glandular-ciliate on the margins, glandular-ciliolate with long arachnoid hairs scattered toward the apex, oblong to oblong- oblanceolate, 4 X ca. 2 mm, the innermost oblong to oblanceolate, 5.5-8 X 1-2 mm, glandular-ciliolate and with few scattered long curly hairs on the margins. Florets ca. 14; corollas glandular-puberulent, 11-12 mm long, the tubes 6.5-7 mm long, the lips ca. 5 mm long; stamens ca. 8 mm long, the apical appendages ca. 2 mm long, the anther thecae ca. 3 mm long, the tails ca. 2.5 mm long, the filaments ca. 2.5 mm long; styles 10-13 mm long, including the ca. 1 mm long branches. Achenes fusiform, glandular-punctate throughout; pappus ca. 11 mm long, whitish, biseriate.",general,The New York Botanical Garden,103157,"Cabrera, L. 2001. Six new species of Acourtia (Asteraceae) and a historical account of Acourtia mexicana. Brittonia. 53: 416-429.",https://doi.org/10.1007/bf02809796,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000000161,"Plants perennial, 40-95 cm high, roots with one-several woody, tuberous thickenings; stems erect or subdecumbent, sparsely to densely hirsute or hispid; leaves narrowly lanceolate, elliptic-lanceolate, to ovate-lanceolate, rarely ovate, (2.5-)3-8 cm long, 1-3.5 cm wide, sparsely to densely hirsute, attenuate to cuneate at the base, obtuse to acute at the apex, subentire or toothed, varying to deeply serratedentate or lobed, the lobes acute; short petiolate, heads campanulate, (8-) 10-15 mm in diameter; peduncles 4-12 cm long, short-pubescent, interspersed with spreading, glandular-capitate trichomes, especially near the heads; receptacle conical, 2-4 mm across, 2-4 mm high; chaff persistent, scarious, glabrous, (5-)7-10 mm long, 3-4 mm wide, tapering to an awn-like (beaked) apex, the lower margins incised; involucre 4-5-seriate, outer bracts green, oblong-elliptic, 1.5-3 mm long, 1.5-3 mm wide, glabrous to puberulent, margins and rounded apex ciliate; inner bracts progressively longer, oblong-elliptic, nearly boat-shaped, the longest 9-12 mm long, glabrous to puberulent, the margins and rounded apex scarious, ciliate, partially purple; ray flowers absent; disc corollas greenish-yellow, 7-9 mm long, the tube (2-)3-3.5 mm long, densely pilose, the throat broadly tubular, 3-4(-4.5) mm long, pilose at the base, lobes acute, ca 1.5 mm long, involute at the apex, pubescent on the margins; style branches rather flattened, 1.5-2 mm long, pubescent with stiff, black hairs, the tips subulate and long-pubescent; achenes blackish, subobconical to turbinate, sometinmes pentagonal, (3-)3.5-4 mm long, densely short-pilose; pappus of 12-20 unequal, linear-lanceolate, fimbriate scales and slender bristles, 1-1.5(-2) mm long, the shorter bristles alternating with longer scales; anthers 3.5-4 mm long, sagittate at the base.",general,The New York Botanical Garden,433586,"Stern, William L. & Zamuco, Isidro T. 1965. Identify of 'Tinong' (Dipterocarpaceae). Brittonia. 17: 35-46.",https://doi.org/10.2307/2805390,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000000462,"Perennial, reproducing vegetatively by rhizomes; stems erect, puberulent to pubescent below and more densely so above, simple to the inflorescence, up to 35 dm high; leaves cauline, numerous, 6-30 cm long, 1.0-7.5 cm wide, basally attenuate, elliptic to linear-lanceolate or oblanceolate, serrate, acuminate, with uniseriate hairs above, L-shaped trichomes mainly along leaf veins, with bilobed trichomes on upper and lower leaf surfaces, and with awl-shaped glandular trichomes on the leaf blade below; inflorescence usually large, loose to irregular, center head opening first; heads 9-30 flowered; involucre cylindric to hemispheric, 2.3-7.0 mm high, 2.0-5.5 mm wide; inner bracts lanceolate to ovate, 2.2-5.6 mm long, 0.9-3.1 mm wide, with acute to obtuse and often mucronate tips; outer bracts deltoid, with acute outer bract tips; bracts green to purple, pubescent along the edges and outer surfaces; achenes pubescent on the ribs, ca. 3.5 mm long; pappus tan to brown, sometimes with a purple tinge, very light colored in white flowered forms, bristles ca. 6 mm long, scales irregular, 0.2-0.8 mm long; flowers from late June to October. Vernonia gigantea grows in low, wet places along streams, ditches, roadsides, and in pastures, sometimes spreading to drier, upland areas.",general,The New York Botanical Garden,309883,"Urbatsch, Lowell E. 1972. Systematic study of the Altissimae and Giganteae species groups of the genus Vernonia (Compositae). Brittonia. 24: 229-238.",https://doi.org/10.2307/2805873,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000000616,"Coarse, robust subshrubs 1.5-2 m tall. Leaves opposite; petioles 4.5 cm long; blades 8-1 6 x 3-8.5 cm, submembranous, ovate, obtuse to rounded then shortly or very shortly attenuate at the base, acuminate at the apex, margins serrulate, adaxial surface sparsely scabridulous, the abaxial sparsely to densely strigillose or subtomentose, both surfaces with larger trichomes on veins. Outer phyllaries 8-20x2.5-6 mm, oblong to narrowly oblong or elliptic, slightly indurate at the base; inner phyllaries 5-8 x 2-5 mm, oblong-obovate, indurate at the base and more scarious. Paleae 7-8 x ca. 1.2 mm when folded, with subulate tip. Ray florets fertile, tube 1-1.5 mm, lamina 10.3-25x5-6 mm, oblong to elliptic or oblanceolate. Disc florets 4.5-6 mm long, lobes sparsely setulose abaxially. Cypselae 2.5-4.5x1.2-1.5 mm, the peripheral ones usually trigonous, awnless and wingless, the inner thickened, subquadrangular to slightly flattened, wingless or with wings up to 1mm wide; pappus mostly 1- awned, with the one awn, with the one awn on the opposite side of pale up to 2 mm long or awnless, crown 0.2 -1 mm high, partially fused to the body (less than 1/3) with laciniate to fimbroilate margins.",general,The New York Botanical Garden,207362,"Moraes, M. D. & Semir, J. 2009. A revision of Brazilian Dimerostemma (Asteraceae, Heliantheae, Ecliptinae), with a new species and taxonomic adjustments. Brittonia. 61 (4): 341-365.",https://doi.org/10.1007/s12228-009-9083-y,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000000652,"Involucre, peduncles, stem (at least the upper part), and commonly also the leaves finely and copiously stipitate-glandular, or the involuere merely atomiferous-glandular; peduncular hairs apparently always spreading. Approximately the range of the subspecies.",general,The New York Botanical Garden,313010,"Cronquist, Arthur J. 1947. Revision of the North American species of Erigeron, north of Mexico. Brittonia. 6: 121-302.",https://doi.org/10.2307/2804741,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000000715,"Herba annua, erecta, 5-8 dm. alta, tenerrima, supra ramosa ramis gracillimis suberectis acriter alato-tetragonis faciebus sulculatis viridibusque sparsim adpresso vel patenti-hispidulis sub 1 mm crassis; caule brunneo, sub 4 mm crasso, obscuire tetragono, sulculato, obscure adpresso-setuloso. Folia opposita, petiolata petiolo tenui 8-15 mm longo et patenti-setuloso setulis interdum antrorsum spectantibus; lamina pro principalibus bi vel vix subtripinnati, 4-6 cm longa et ca 3 cm lata, foliolis plerumque 3, supra obscure irregulariterque papillatis sed non nigro-punctulatis, faciebus marginibusque albido-setulosis, lateralibus imperfecte petiolulatis petiolulo alato sub 4 mm longo, incise pinnulatis pinnulis acriter lobulatis apice acerrime mucronatis, facie superiore conspicue elevato-venulatis, unico lobulo varie lineari-oblongo usque ad anguste oblongo-lanceolato ea 2.5 nmm lato; terminali simili sed moderate majore, rhachi antrorsum alata. Infloreseentia corymbosa, pedunculis capillaribus saepius 3-6 em longis pluri- pedicellatis, pedicellis summe capilliformibus 0.5-4 cm longis patenti-hispidulis basi anoguste lineari-bracteatis apice monocephalicis. Capitulum radiatum, pansa ad anthesin tantum ea 8-10 mm latum et 5-6 mm altum; bracteis exterioribus 6-8, anguste linearibus, ea 2-4 mm longis, utrinque paulo dilatatis, apice acutis, extus glabratis, margine paucisetulosis; interioribus ovato-oblongis vel late lanceolatis, longitudillaliter medianeque atro-striatis, ea 3-4.5 mm longis. Flores ligulati 4 vel 5, albi, steriles, ligula supra oiato-oblonga infra attenuata, longi- tudinaliter ea 4-7 striata, apiee plerumque 2-denticulata, tantum ca 4 mm longa. Palae quam braetea exteriores angustiores et paulo longiores acutioresque. Flores tubulosi pauci (ca 10-15), viridi-flavidi, fertiles, corolla atro-striata, 4-5 mm longa. Achaenia obeompressa, supra ineurvata; corpore faciebus sub- glabrato nigroque, oblongo-lineari, 3-4.5 mm longo et ca 1 mm lato, apice calvo, marginibus anguste crassiusculeque ineurvato-alato alis pectinatim incisis et parce 0.2 mm latis, tergo subobseure unicostato et apicem versus saepe minutissime adpresso-setuloso.",general,The New York Botanical Garden,324113,"Sherff, Earl E. 1964. A new species of Coreocarpus [C. cronquistii] (Compositae: Coreopsidinae) from Guerrero, Mexico. Brittonia. 16: 433, 434.",https://doi.org/10.2307/2805310,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000000880,"Herba perennis subglabra caudice crasso ramoso, caulibus circa 3-7 cm. altis, foliis imis oblanceolatis usque ad 6 cm. longis 6 mm. latis, caulinis reductis linearibus vel lineari-oblongis, capitulis solitariis disco 8-10 mm. lato, involuero 4-5 mm. alto bracteis duris leviter imbricatis, ligulis circa 25-35 purpureis vel caeruleis 6-9 mm. longis 1.3-2.3 mm. latis, corollis disci circa 2.9-3.6 mm. longis, pappo duplici, achaeniis 2-nervis moderate hirsutis.",general,The New York Botanical Garden,313010,"Cronquist, Arthur J. 1947. Revision of the North American species of Erigeron, north of Mexico. Brittonia. 6: 121-302.",https://doi.org/10.2307/2804741,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000000880,"Perennial herb with a stout branched caudex and a taproot; herbage nearly glabrous throughout, the leaf-margins obscurely hirsute-ciliate with appressedascending hairs; stem about 3-7 cm. high; basal leaves numerous, oblanceolate, up to about 6 cm. long and 6 mm. wide, the blade tapering very gradually to the petiole; cauline leaves several, reduced, linear or linear-oblong; head solitary, the disk 8-10 mm. wide; involuere 4-5 mm. high; phyllaries slightly imbricate, firm, olive-green, the inner and sometimes the outer purplish toward the tip; ligules about 25-35, rose-purple to deep blue, about 6-9 mm. long, 1.3-2.3 mm. wide; diskcorollas about 2.9-3.6 mm. long, the poorly marked tube about 0.5-0.8 mm. long, the lobes about 0.6-0.8 mm., the lower part of the limb somewhat contracted; style-appendages ovate or ovate-lanceolate, obtuse to acute, 0.2-0.3 mm. long; pappus double, the inner of about 10-16 fragile sordid bristles evidently shorter than the disk-corollas, the outer setose; akenes 2-nerved, somewhat hairy.",general,The New York Botanical Garden,313010,"Cronquist, Arthur J. 1947. Revision of the North American species of Erigeron, north of Mexico. Brittonia. 6: 121-302.",https://doi.org/10.2307/2804741,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
wfo-0000000926,"Rhizome slender, 1.0-2.0 mm. in diam., the internodes 1-several cm. long, densely clothed with fine roots, branched, each axis producing a single stem, the hair tufts in axils of old leaves scant or mostly absent; innovations infre- quently produced; sterns moderately slender, 2.0-3.0 mm. in diam., 3.0(1.0) - 5.0 (6.0) dm. high, striate, scabrid-villous and glandular-puberulent below, increasingly so upwards; cauline leaves 4(5) pairs, 1.0(0.3)-2.0(3.0) cm. broad, 8.0(5.0)-12(15) cm. long, the lower two (or three) pairs sub-basal, narrowly or broadly oblanceolate, obtuse, with narrowly winged petioles which equal or are somewhat shorter than the blades, connate-sheathing at the base, strongly 3-5-parallel-nerved, margins entire or remotely dentieu- late or crenulate, both surfaces conspicuously short-stipitate-glandular and scabrid-villous, the upper two pairs of leaves usually remote, reduced, sessile, lanceolate, similar in pubescence, peduncles 5.0-15 cm. long, usually shorter when more than one is present, slender, densely glandular and scabrid- villous; heads broadly hemispheric, 1.5 (1.2)-2.0 (2.2) cm. high; perieliniuni densely short, or sometimes long-stipitate-glandular and densely scabrid- subpilose; involueral bracts 14-18(20), biseriate, 9.0-14 mm. long, narrowly lanceolate, the apex acute or acutish, similarly but less pubescent than the perielinium, sparingly so at the apex; ray flowers 11-18(23), ligules 4.0-8.0 mm. broad, elliptic-oblong, the teeth short, rounded or acutish, 0.5-1.5 mm. long; disc corolla 8.0 (6.0)-9.0 (11) mm. long, goblet-shaped, the tube 3.5(3.3)-4.0(5.4) mm. long, uniformly stipitate-glandular, with few or mostly no septate hairs, the limb similarly pubescent at base, the corolla lobes acutish, ca. 0.8 mm. long, sparingly hispidulous; achenes 4.0(3.5)- 5.0(5.5) mm. long, striate, uniformly appressed-hispid with double hairs, only occasionally sparingly short-stipitate-glandular, plump, slightly tapered at both ends, bronze-black; alnulus well developed, ca. 0.5 mm. long.",general,The New York Botanical Garden,479030,"Camp, Wendell H. & Gilly, Charles L. 1943. Part II: Systematic Treatment, [Arnica alpina-Arnica discoidea]. Brittonia. 4 (3): 405-457.",https://doi.org/10.2307/2804901,Content licensed under Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License,https://creativecommons.org/licenses/by-nc-sa/3.0/
