"taxonID","locality","localityType","distributionText"
"taxon-105a-EREMOLEPIDACEAE","Oaxaca","state","Distribution: A strictly American family ranging from Oaxaca in Mexico to northern Argentina and southern Chile , as well as the Greater Antilles , with 3 small genera totalling perhaps 12 species; in the Guianas 1 species."
"taxon-105a-EREMOLEPIDACEAE","Mexico","country","Distribution: A strictly American family ranging from Oaxaca in Mexico to northern Argentina and southern Chile , as well as the Greater Antilles , with 3 small genera totalling perhaps 12 species; in the Guianas 1 species."
"taxon-105a-EREMOLEPIDACEAE","northern Argentina","region","Distribution: A strictly American family ranging from Oaxaca in Mexico to northern Argentina and southern Chile , as well as the Greater Antilles , with 3 small genera totalling perhaps 12 species; in the Guianas 1 species."
"taxon-105a-EREMOLEPIDACEAE","southern Chile","region","Distribution: A strictly American family ranging from Oaxaca in Mexico to northern Argentina and southern Chile , as well as the Greater Antilles , with 3 small genera totalling perhaps 12 species; in the Guianas 1 species."
"taxon-105a-EREMOLEPIDACEAE","Greater Antilles","region","Distribution: A strictly American family ranging from Oaxaca in Mexico to northern Argentina and southern Chile , as well as the Greater Antilles , with 3 small genera totalling perhaps 12 species; in the Guianas 1 species."
"taxon-105a-EREMOLEPIDACEAE","Guianas","region","Distribution: A strictly American family ranging from Oaxaca in Mexico to northern Argentina and southern Chile , as well as the Greater Antilles , with 3 small genera totalling perhaps 12 species; in the Guianas 1 species."
"taxon-1-ANTIDAPHNE","Mexico","country","Distribution: 7 or 8 species, ranging from Mexico ( Oaxaca ) to southern Chile , 1 species being endemic to Cuba and Hispaniola ; 1 species in the Guianas ."
"taxon-1-ANTIDAPHNE","Oaxaca","state","Distribution: 7 or 8 species, ranging from Mexico ( Oaxaca ) to southern Chile , 1 species being endemic to Cuba and Hispaniola ; 1 species in the Guianas ."
"taxon-1-ANTIDAPHNE","southern Chile","region","Distribution: 7 or 8 species, ranging from Mexico ( Oaxaca ) to southern Chile , 1 species being endemic to Cuba and Hispaniola ; 1 species in the Guianas ."
"taxon-1-ANTIDAPHNE","Cuba","region","Distribution: 7 or 8 species, ranging from Mexico ( Oaxaca ) to southern Chile , 1 species being endemic to Cuba and Hispaniola ; 1 species in the Guianas ."
"taxon-1-ANTIDAPHNE","Hispaniola","region","Distribution: 7 or 8 species, ranging from Mexico ( Oaxaca ) to southern Chile , 1 species being endemic to Cuba and Hispaniola ; 1 species in the Guianas ."
"taxon-1-ANTIDAPHNE","Guianas","region","Distribution: 7 or 8 species, ranging from Mexico ( Oaxaca ) to southern Chile , 1 species being endemic to Cuba and Hispaniola ; 1 species in the Guianas ."
"taxon-1-Antidaphne_viscoidea","Mexico","country","Distribution: Mexico ( Oaxaca ) to the Andes of northern Bolivia , northern and eastern Venezuela . In the Guianas known from a single collection from the Cuyuni-Mazaruni Region of Guyana (Pipoly et al. 10686 (LEA, NY)). The plant is very inconspicuous, however, and should be looked for elsewhere (GU: 1)."
"taxon-1-Antidaphne_viscoidea","Oaxaca","state","Distribution: Mexico ( Oaxaca ) to the Andes of northern Bolivia , northern and eastern Venezuela . In the Guianas known from a single collection from the Cuyuni-Mazaruni Region of Guyana (Pipoly et al. 10686 (LEA, NY)). The plant is very inconspicuous, however, and should be looked for elsewhere (GU: 1)."
"taxon-1-Antidaphne_viscoidea","Andes of northern Bolivia","region","Distribution: Mexico ( Oaxaca ) to the Andes of northern Bolivia , northern and eastern Venezuela . In the Guianas known from a single collection from the Cuyuni-Mazaruni Region of Guyana (Pipoly et al. 10686 (LEA, NY)). The plant is very inconspicuous, however, and should be looked for elsewhere (GU: 1)."
"taxon-1-Antidaphne_viscoidea","northern and eastern Venezuela","region","Distribution: Mexico ( Oaxaca ) to the Andes of northern Bolivia , northern and eastern Venezuela . In the Guianas known from a single collection from the Cuyuni-Mazaruni Region of Guyana (Pipoly et al. 10686 (LEA, NY)). The plant is very inconspicuous, however, and should be looked for elsewhere (GU: 1)."
"taxon-1-Antidaphne_viscoidea","Guianas","region","Distribution: Mexico ( Oaxaca ) to the Andes of northern Bolivia , northern and eastern Venezuela . In the Guianas known from a single collection from the Cuyuni-Mazaruni Region of Guyana (Pipoly et al. 10686 (LEA, NY)). The plant is very inconspicuous, however, and should be looked for elsewhere (GU: 1)."
"taxon-1-Antidaphne_viscoidea","Cuyuni-Mazaruni Region","region","Distribution: Mexico ( Oaxaca ) to the Andes of northern Bolivia , northern and eastern Venezuela . In the Guianas known from a single collection from the Cuyuni-Mazaruni Region of Guyana (Pipoly et al. 10686 (LEA, NY)). The plant is very inconspicuous, however, and should be looked for elsewhere (GU: 1)."
"taxon-1-Antidaphne_viscoidea","Guyana","country","Distribution: Mexico ( Oaxaca ) to the Andes of northern Bolivia , northern and eastern Venezuela . In the Guianas known from a single collection from the Cuyuni-Mazaruni Region of Guyana (Pipoly et al. 10686 (LEA, NY)). The plant is very inconspicuous, however, and should be looked for elsewhere (GU: 1)."
"taxon-105b-LORANTHACEAE","tropics and subtropics of all continents","world","Distribution: About 700 species distributed over some 60 genera, largely in the tropics and subtropics of all continents ; 15 genera in the New World ; 37 species in 8 genera in the Guianas ."
"taxon-105b-LORANTHACEAE","New World","world","Distribution: About 700 species distributed over some 60 genera, largely in the tropics and subtropics of all continents ; 15 genera in the New World ; 37 species in 8 genera in the Guianas ."
"taxon-105b-LORANTHACEAE","Guianas","region","Distribution: About 700 species distributed over some 60 genera, largely in the tropics and subtropics of all continents ; 15 genera in the New World ; 37 species in 8 genera in the Guianas ."
"taxon-1-CLADOCOLEA","Central Mexico","region","Distribution: About 40 species, mostly Central Mexico , S America to northern Peru and Bolivia ; in the Guianas 3 species."
"taxon-1-CLADOCOLEA","S America","continental region","Distribution: About 40 species, mostly Central Mexico , S America to northern Peru and Bolivia ; in the Guianas 3 species."
"taxon-1-CLADOCOLEA","northern Peru","region","Distribution: About 40 species, mostly Central Mexico , S America to northern Peru and Bolivia ; in the Guianas 3 species."
"taxon-1-CLADOCOLEA","Bolivia","country","Distribution: About 40 species, mostly Central Mexico , S America to northern Peru and Bolivia ; in the Guianas 3 species."
"taxon-1-CLADOCOLEA","Guianas","region","Distribution: About 40 species, mostly Central Mexico , S America to northern Peru and Bolivia ; in the Guianas 3 species."
"taxon-1-Cladocolea_micrantha","Venezuela","country","Distribution: Venezuela ( Bolívar ) through the Guianas and into northern Brazil ; 30+ collections studied, 16 from the Guianas (GU: 14; SU: 1; FG: 1)."
"taxon-1-Cladocolea_micrantha","Bolívar","state","Distribution: Venezuela ( Bolívar ) through the Guianas and into northern Brazil ; 30+ collections studied, 16 from the Guianas (GU: 14; SU: 1; FG: 1)."
"taxon-1-Cladocolea_micrantha","Guianas","region","Distribution: Venezuela ( Bolívar ) through the Guianas and into northern Brazil ; 30+ collections studied, 16 from the Guianas (GU: 14; SU: 1; FG: 1)."
"taxon-1-Cladocolea_micrantha","northern Brazil","region","Distribution: Venezuela ( Bolívar ) through the Guianas and into northern Brazil ; 30+ collections studied, 16 from the Guianas (GU: 14; SU: 1; FG: 1)."
"taxon-1-Cladocolea_micrantha","Guianas","region","Distribution: Venezuela ( Bolívar ) through the Guianas and into northern Brazil ; 30+ collections studied, 16 from the Guianas (GU: 14; SU: 1; FG: 1)."
"taxon-2-Cladocolea_nitida","Guyana, Potaro-Siparuni Region, Pakaraima Mts.","locality","Distribution: Known from the type only (GU: 1). Guyana, Potaro-Siparuni Region, Pakaraima Mts."
"taxon-3-Cladocolea_sandwithii","","","Distribution: Known from the type only (GU: 1)."
"taxon-2-GAIADENDRON","Nicaragua through Central America to Bolivia along the Andes","region","Distribution: Nicaragua through Central America to Bolivia along the Andes (the Guyana collections being the easternmost ones known); several hundred collections studied, 4 from Guyana (GU: 4)."
"taxon-2-GAIADENDRON","Guyana","country","Distribution: Nicaragua through Central America to Bolivia along the Andes (the Guyana collections being the easternmost ones known); several hundred collections studied, 4 from Guyana (GU: 4)."
"taxon-1-Gaiadendron_punctatum","Nicaragua through Central America to Bolivia along the Andes","region","Distribution: Nicaragua through Central America to Bolivia along the Andes (the Guyana collections being the easternmost ones known); several hundred collections studied, 4 from Guyana (GU: 4)."
"taxon-1-Gaiadendron_punctatum","Guyana","country","Distribution: Nicaragua through Central America to Bolivia along the Andes (the Guyana collections being the easternmost ones known); several hundred collections studied, 4 from Guyana (GU: 4)."
"taxon-3-ORYCTANTHUS","Southern Mexico","region","Distribution: Southern Mexico ( Tabasco & Chiapas ), through Central America to north-eastern Bolivia and the northern half of Brazil , with a population of O. occidentalis on Jamaica ; taxonomically distinctive genus with 11 often inconspicuous species; 3 in the Guianas ."
"taxon-3-ORYCTANTHUS","Tabasco","state","Distribution: Southern Mexico ( Tabasco & Chiapas ), through Central America to north-eastern Bolivia and the northern half of Brazil , with a population of O. occidentalis on Jamaica ; taxonomically distinctive genus with 11 often inconspicuous species; 3 in the Guianas ."
"taxon-3-ORYCTANTHUS","Chiapas","state","Distribution: Southern Mexico ( Tabasco & Chiapas ), through Central America to north-eastern Bolivia and the northern half of Brazil , with a population of O. occidentalis on Jamaica ; taxonomically distinctive genus with 11 often inconspicuous species; 3 in the Guianas ."
"taxon-3-ORYCTANTHUS","Central America","continental region","Distribution: Southern Mexico ( Tabasco & Chiapas ), through Central America to north-eastern Bolivia and the northern half of Brazil , with a population of O. occidentalis on Jamaica ; taxonomically distinctive genus with 11 often inconspicuous species; 3 in the Guianas ."
"taxon-3-ORYCTANTHUS","north-eastern Bolivia","region","Distribution: Southern Mexico ( Tabasco & Chiapas ), through Central America to north-eastern Bolivia and the northern half of Brazil , with a population of O. occidentalis on Jamaica ; taxonomically distinctive genus with 11 often inconspicuous species; 3 in the Guianas ."
"taxon-3-ORYCTANTHUS","northern half of Brazil","region","Distribution: Southern Mexico ( Tabasco & Chiapas ), through Central America to north-eastern Bolivia and the northern half of Brazil , with a population of O. occidentalis on Jamaica ; taxonomically distinctive genus with 11 often inconspicuous species; 3 in the Guianas ."
"taxon-3-ORYCTANTHUS","Jamaica","region","Distribution: Southern Mexico ( Tabasco & Chiapas ), through Central America to north-eastern Bolivia and the northern half of Brazil , with a population of O. occidentalis on Jamaica ; taxonomically distinctive genus with 11 often inconspicuous species; 3 in the Guianas ."
"taxon-3-ORYCTANTHUS","Guianas","region","Distribution: Southern Mexico ( Tabasco & Chiapas ), through Central America to north-eastern Bolivia and the northern half of Brazil , with a population of O. occidentalis on Jamaica ; taxonomically distinctive genus with 11 often inconspicuous species; 3 in the Guianas ."
"taxon-1-Oryctanthus_alveolatus","Costa Rica","country","Distribution: Ranges from at least Costa Rica to Peru , Bolivia , and Brazil ; common locally throughout the Guianas , but never very conspicuous; ca. 75 collections studied, ca. 20 from the Guianas (GU: 15+; SU: 5; FG: 5)."
