"taxonID","scientificName","namePublishedIn","taxonomicStatus"
"taxon-1-Antidaphne_viscoidea","Stachyphyllum fendleri","Bull. Soc. Bot. France 42 565 1896","synonym"
"taxon-1-Antidaphne_viscoidea","Antidaphne fendleri","Engl. & Prantl Nat. Pflanzenfam. Nachtr. II-IV 1 138 1897","synonym"
"taxon-1-Cladocolea_micrantha","Phthirusa micrantha","Mart. Fl. Bras. 5 2 65 t. 19, f. 9 1868","synonym"
"taxon-1-Cladocolea_micrantha","Passovia micrantha","Bull. Soc. Bot. France 42 172 1895 as 'Passowia'.","synonym"
"taxon-1-Cladocolea_micrantha","Struthanthus micranthus","Candollea 7 290 1937","synonym"
"taxon-1-Cladocolea_micrantha","Phthirusa micrantha","Rodriguésia 28 41 12 1976","synonym"
"taxon-1-Cladocolea_micrantha","Phthirusa bernardiana","Rodriguésia 28 41 12 1976","synonym"
"taxon-1-Cladocolea_micrantha","Cladocolea elliptica","Novon 2 354 1992","synonym"
"taxon-3-Cladocolea_sandwithii","Phthirusa sandwithii","Maguire et al. Bull. Torrey Bot. Club 75 302 1948","synonym"
"taxon-1-Gaiadendron_punctatum","Loranthus punctatus","Fl. Peruv. Chil. 3 47 t. 276, f. a 1802","synonym"
"taxon-1-Gaiadendron_punctatum","Phrygilanthus punctatus","Mart. Fl. Bras. 5 2 48 1868","synonym"
"taxon-3-ORYCTANTHUS","Loranthus","Fl. Brit. W. I. 313 1860","synonym"
"taxon-1-Oryctanthus_alveolatus","Loranthus alveolatus","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 3 444 1820","synonym"
"taxon-1-Oryctanthus_alveolatus","Oryctanthus botryostachys","Mart. Fl. Bras. 5 2 89 1868","synonym"
"taxon-1-Oryctanthus_alveolatus","Oryctanthus alveolatus","Luces & Steyerm. Fl. Venez. 4 2 136 1982","synonym"
"taxon-2-Oryctanthus_florulentus","Loranthus florulentus","Actes Soc. Hist. Nat. Paris 1 107 1792","synonym"
"taxon-2-Oryctanthus_florulentus","Viscum pennivenium","Prodr. 4 282 1830","synonym"
"taxon-2-Oryctanthus_florulentus","Phoradendron pennivenium","Mart. Fl. Bras. 5 2 128 1868","synonym"
"taxon-2-Oryctanthus_florulentus","Loranthus ruficaulis","Nov. Gen. Sp. 2 61 t. 185 1838","synonym"
"taxon-2-Oryctanthus_florulentus","Oryctanthus ruficaulis","Mart. Fl. Bras. 5 2 90 1868","synonym"
"taxon-2-Oryctanthus_florulentus","Loranthus vestitus","Linnaea 18 62 1844","synonym"
"taxon-2-Oryctanthus_florulentus","Loranthus surinamensis","Linnaea 18 63 1844","synonym"
"taxon-2-Oryctanthus_florulentus","Loranthus chloranthus","Stirpes Surinam. Sel. 205 1851","synonym"
"taxon-2-Oryctanthus_florulentus","Oryctanthus chloranthus","Mart. Fl. Bras. 5 2 89 1868","synonym"
"taxon-2-Oryctanthus_florulentus","Oryctanthus ruficaulis","Mart. Fl. Bras. 5 2 91 1868 as 'latifolia'.","synonym"
"taxon-3-Oryctanthus_occidentalis","Loranthus occidentalis","Amoen. Acad. 5 396 1760","synonym"
"taxon-2-Oryctina_myrsinites","Phthirusa myrsinites","Mart. Fl. Bras. 5 2 66 1868","synonym"
"taxon-2-Oryctina_myrsinites","Passovia myrsinites","Bull. Soc. Bot. France 42 172 1895 as 'Passowia'.","synonym"
"taxon-2-Oryctina_myrsinites","Phthirusa savannarum","Maguire et al. Bull. Torrey Bot. Club 75 301 1948","synonym"
"taxon-2-Oryctina_myrsinites","Phthirusa myrsinites","Mem. New York Bot. Gard. 29 25 1978","synonym"
"taxon-5-PHTHIRUSA","Passovia","Klotzsch Bot. Zeitung (Berlin) 10 305 1852","synonym"
"taxon-5-PHTHIRUSA","Furarium","Arch. Jard. Bot. Rio de Janeiro 12 118 1953","synonym"
"taxon-2-Phthirusa_disjectifolia","Furarium disjectifolium","Rodriguésia 18-19 30-31 155 t. 24 1956","synonym"
"taxon-3-Phthirusa_guyanensis","Phthirusa perforata","Revista Fac. Agron. (Maracay) 8 91 1975","synonym"
"taxon-3-Phthirusa_guyanensis","Phthirusa calloso-albida","Ernstia 24 15 1984","synonym"
"taxon-4-Phthirusa_nitens","Loranthus nitens","Schult. & Schult. f. Syst. Veg. 7 150 1829","synonym"
"taxon-4-Phthirusa_nitens","Passovia nitens","Bull. Soc. Bot. France 42 172 1895 as 'Passowia'.","synonym"
"taxon-5-Phthirusa_podoptera","Loranthus podopterus","Linnaea 3 218 1828","synonym"
"taxon-5-Phthirusa_podoptera","Loranthus pterygopus","Schult. & Schult. f. Syst. Veg. 7 155 1829","synonym"
"taxon-5-Phthirusa_podoptera","Struthanthus pterygopus","Flora 13 105 1830","synonym"
"taxon-6-Phthirusa_pycnostachya","Passovia pycnostachya","Bull. Soc. Bot. France 42 172 1895 as 'Passowia'.","synonym"
"taxon-6-Phthirusa_pycnostachya","Phthirusa monetaria","Bull. Misc. Inform. Kew 1932 227 1932","synonym"
"taxon-6-Phthirusa_pycnostachya","Struthanthus umbellatus","Proc. Kon. Ned. Akad. Wetensch. Biol. Chem. Geol. Phys. Med. Sci. 93 126 1990","synonym"
"taxon-7-Phthirusa_pyrifolia","Loranthus pyrifolius","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 3 441 1820","synonym"
"taxon-7-Phthirusa_pyrifolia","Passovia pyrifolia","Bull. Soc. Bot. France 42 172 1895 as 'Passowia'.","synonym"
"taxon-7-Phthirusa_pyrifolia","Loranthus perrottetii","Prodr. 4 292 1830","synonym"
"taxon-8-Phthirusa_rufa","Loranthus rufus","Schult. & Schult. f. Syst. Veg. 7 130 1829","synonym"
"taxon-8-Phthirusa_rufa","Struthanthus rufus","Flora 13 105 1830","synonym"
"taxon-8-Phthirusa_rufa","Phthirusa squamulosa","Mart. Fl. Bras. 5 2 62 1868","synonym"
"taxon-9-Phthirusa_stelis","Loranthus stelis","Sp. Pl. ed. 2. 473 1762","synonym"
"taxon-9-Phthirusa_stelis","Struthanthus stelis","Schult. & Schult. f. Syst. Veg. 7 1731 1830","synonym"
"taxon-9-Phthirusa_stelis","Loranthus retroflexus","Fl. Peruv. Chil. 3 49 t. 279, f. a 1802","synonym"
"taxon-9-Phthirusa_stelis","Phthirusa retroflexa","Brittonia 32 521 1981 ('1980')","synonym"
"taxon-9-Phthirusa_stelis","Loranthus aduncus","Prim. Flora Esseq. 149 1818","synonym"
"taxon-9-Phthirusa_stelis","Phthirusa adunca","Maguire et al. Bull. Torrey Bot. Club 75 301 1948","synonym"
"taxon-9-Phthirusa_stelis","Loranthus theobromae","Schult. & Schult. f. Syst. Veg. 7 132 1829","synonym"
"taxon-9-Phthirusa_stelis","Phthirusa theobromae","Mart. Fl. Bras. 5 2 56 1868","synonym"
"taxon-9-Phthirusa_stelis","Passovia theobromae","Bull. Soc. Bot. France 42 172 1895 as 'Passowia'.","synonym"
"taxon-9-Phthirusa_stelis","Loranthus erythrocarpus","Schult. & Schult. f. Syst. Veg. 7 138 1829","synonym"
"taxon-9-Phthirusa_stelis","Phthirusa erythrocarpa","Mart. Fl. Bras. 5 2 58 1868","synonym"
"taxon-9-Phthirusa_stelis","Passovia erythrocarpa","Bull. Soc. Bot. France 42 172 1895 as 'Passowia'.","synonym"
"taxon-9-Phthirusa_stelis","Phthirusa polystachya","Mart. Fl. Bras. 5 2 57 1868","synonym"
"taxon-9-Phthirusa_stelis","Passovia polystachya","Bull. Soc. Bot. France 42 172 1895 as 'Passowia'.","synonym"
"taxon-9-Phthirusa_stelis","Phthirusa seitzii","Urb. Bot. Jahrb. Syst. 24 16 1897","synonym"
"taxon-9-Phthirusa_stelis","Phthirusa angulata","Recueil Trav. Bot. Neérl. 22 344 1925","synonym"
"taxon-1-Psittacanthus_acinarius","Loranthus acinarius","Schultes & Schultes f. Syst. Veg. 7 130 1829","synonym"
"taxon-1-Psittacanthus_acinarius","Psittacanthus corynocephalus","Mart. Fl. Bras. 5 2 36 1868","synonym"
"taxon-3-Psittacanthus_cordatus","Loranthus cordatus","Syst. Veg. 7 128 1829","synonym"
"taxon-4-Psittacanthus_cucullaris","Loranthus cucullaris","J. Hist. Nat. 1 444 t. 23 1792","synonym"
"taxon-4-Psittacanthus_cucullaris","Loranthus falcifrons","Schult. & Schult. f. Syst. Veg. 7 129 1829","synonym"
"taxon-4-Psittacanthus_cucullaris","Psittacanthus falcifrons","Flora 13 107 1830","synonym"
"taxon-5-Psittacanthus_eucalyptifolius","Loranthus eucalyptifolius","Humb., Bonpl. & Kunth Nov. Gen. Sp. ed. qu. 3 432 1820","synonym"
"taxon-5-Psittacanthus_eucalyptifolius","Psittacanthus collum-cygni","Mart. Fl. Bras. 5 2 35 1868","synonym"
"taxon-6-Psittacanthus_grandifolius","Loranthus grandifolius","Schult. & Schult. f. Syst. Veg. 7 124 1829","synonym"
"taxon-8-Psittacanthus_melinonii","Alveolina melinonii","Bull. Soc. Bot. France 42 360 1895 as 'melinoni'.","synonym"
"taxon-11-Psittacanthus_redactus","Psittacanthus rufescens","B. Maguire et al. Mem. New York Bot. Gard. 29 29 1978","synonym"
"taxon-12-Psittacanthus_robustus","Loranthus robustus","Schult. & Schult. f. Syst. Veg. 7 125 1829","synonym"
"taxon-12-Psittacanthus_robustus","Psittacanthus decipiens","Mart. Flora Bras. 5 2 35 1868","synonym"
"taxon-12-Psittacanthus_robustus","Psittacanthus intermedius","Revista Fac. Agron. (Maracay) 8 94 f. 10 1975","synonym"
"taxon-1-Struthanthus_concinnus","Loranthus concinnus","Schult. & Schult. f. Syst. Veg. 7 150 1829","synonym"
"taxon-3-Struthanthus_gracilis","Phthirusa gracilis","Bull. Torrey Bot. Club 58 359 f. 4 1931","synonym"
"taxon-3-Struthanthus_gracilis","Struthanthus mucronatus","Steyerm. et al. Bol. Soc. Venez. Ci. Nat. 26 418 1966","synonym"
"taxon-3-Struthanthus_gracilis","Struthanthus gracilis","Luces & Steyerm. Fl. Venez. 4 2 17 1982","synonym"
"taxon-3-Struthanthus_gracilis","Struthanthus chimantensis","Mem. New York Bot. Gard. 17 1 443 1967","synonym"
"taxon-3-Struthanthus_gracilis","Struthanthus cupulifer","Bol. Soc. Venez. Ci. Nat. 32 328 1976","synonym"
"taxon-4-Struthanthus_syringifolius","Loranthus syringifolius","Schult. & Schult. f. Syst. Veg. 7 141 1829 as 'syringaefolius'.","synonym"
"taxon-4-Struthanthus_syringifolius","Struthanthus heterophyllus","Revista Brasil. Biol. 10 42 1950","synonym"
"taxon-8-TRIPODANTHUS","Phrygilanthus","Mart. Fl. Bras. 5 2 48 1868","synonym"
"taxon-8-TRIPODANTHUS","Loranthus acutifolius","Fl. Peruv. Chil. 3 48 t. 274, f. b 1802","synonym"
"taxon-8-TRIPODANTHUS","Phrygilanthus acutifolius","Mart. Fl. Bras. 5 2 49 1868","synonym"
"taxon-1-Tripodanthus_acutifolius","Phrygilanthus","Mart. Fl. Bras. 5 2 48 1868","synonym"
"taxon-1-Tripodanthus_acutifolius","Loranthus acutifolius","Fl. Peruv. Chil. 3 48 t. 274, f. b 1802","synonym"
"taxon-1-Tripodanthus_acutifolius","Phrygilanthus acutifolius","Mart. Fl. Bras. 5 2 49 1868","synonym"
"taxon-2-Dendrophthora_densifrons","Phoradendron densifrons","Pilg. Notizbl. Bot. Gart. Berlin-Dahlem 6 292 1915","synonym"
