"taxonID","description"
"taxon-105a-EREMOLEPIDACEAE","Semiparasitic mistletoes on branches of shrubs and trees, some with epicortical roots at base of plant, primary haustorium often becoming large and saddle-like. Leaves alternate, simple, short-petiolate to nearly sessile, expanded or scale-like and peltate. Dioecious or monoecious. Inflorescences spikes or catkin-like racemes; flowers pedicellate or sessile, apetalous in male Antidaphne only, where with central glandular disk and 2-4 stamens. Female and bisexual inflorescences spicate; flowers with 2 or 3 minute, caducous perianth segments. Fruit a small, 1-seeded berry; seed with abundant, whitish endosperm."
"taxon-1-ANTIDAPHNE","Glabrous, foliaceous plants. Stems percurrent; basal epicortical roots present, with both primary and secondary haustoria. Leaves alternate, simple, variable in shape, shiny and somewhat leathery when fresh. Dioecious."
"taxon-1-Antidaphne_viscoidea","Plants to ca. 1.5 m in diam. Stems slightly ridged, becoming terete; epicortical roots present at least when young, brownish , bearing conspicuous secondary haustoria; primary haustorium becoming large, often fusing with adjacent secondary haustoria in age. Leaves sessile or with short, indistinct petiole; blade mostly obovate with rounded apex . Male inflorescence a racemose catkin with caducous scales, terminal leaves absent . Female inflorescence spicate, flowers with semi-inferior ovary, tip of inflorescence with minute leaves which may later expand and become foliaceous; style short, stigma capitate to cristate; female inflorescence usually elongating after anthesis. Fruit grey-green to whitish or yellowish , ca. 0.4 cm long ."
"taxon-105b-LORANTHACEAE","Leafy shrubs parasitic on other woody plants. Epicortical roots in a number of species, mostly at base, sometimes also from stems. Leaves alternate, decussate or whorled. Inflorescences extremely variable; flowers mostly in monads, dyads, or triads with fused bracts and/or bracteoles. Flowers mostly perfect, dioecious in some species, then flowers with aborted organs of opposite sex; calyx reduced to a very inconspicuous calyculus; petals conspicuous, (3-)4-7 , fused or not, often brightly colored when flower perfect; stamens epipetalous, anthers dorsi- or basifixed, mostly dimorphic; style in many genera slender and long. Fruit a 1-seeded berry of diverse colors and size; seed endospermous in all but Psittacanthus. (x = 8, 9, 10, 11, 12, 24)."
"taxon-1-CLADOCOLEA","Small plants, glabrous to furfuraceous when young; at least sometimes with a few slender epicortical roots from base of plant. Leaves irregularly alternate-decussate. Inflorescences determinate or indeterminate, extremely small, often (but not always) with bracteolate triads below and ebracteolate monads above, all but terminal flowers in paired positions. Flowers bisexual or plants dioecious; 3-5-merous; stamens/anthers fused with subtending petals, dimorphic, with 2 or 4 pollen sacs."
"taxon-1-Cladocolea_micrantha","Plants with several slender epicortical roots from base; young stem and inflorescence brown , furfuraceous; internodes terete, to 9 cm long . Leaves irregularly paired; petiole 0.2-0.5 cm long ; blade extremely variable, lanceolate, elliptic, or ovate , to 8 x 3.5 cm , apex rounded to deeply emarginate, usually minutely apiculate, base obtuse to cuneate; venation ranging from pinnate with a distinct midvein reaching into apex to 3-veined in more emarginate leaves. Dioecious, male plants apparently infrequent. Inflorescence determinate, 0.5-3 cm long , apical flower followed by one or more pairs of bracteolate or ebracteolate, sessile monads, below which sometimes one or more pairs of sessile triads; peduncle 0.1 cm , often elongating in fruit; secondary inflorescences frequent in a superposed position; vigorous plants also with whip-like terminal, compound inflorescence to 15 (-20) cm long , where lateral inflorescences subtended by caducous, fleshy , awl-shaped scale leaves of 0.2-0.3 cm long . Male and female flowers similar, 3- or 4-merous , < 0.2 cm long ; petals and stamens slightly dimorphic, organs of opposite sex small, anthers sessile, 2-loculate ; style straight, stigma poorly differentiated. Fruit ellipsoid or ovoid , 0.5 x 0.3 cm , light orange to red with dark tip ."
"taxon-2-Cladocolea_nitida","Sparsely branched plants, glabrous; internodes quadrangular when young. Leaves paired; slender petiole ca. 1 cm long ; blade obovate , to 4 x 2 cm , apex rounded to notched or nearly mucronulate, base acute, upper surface shiny when dry, lower surface dull; pinnate venation clearly marked on both sides. Dioecious, only female plants known. Female inflorescence, including flowers, 0.5 cm long , spicate, with 5 ebracteolate flowers, at least lowest ones subtended by a caducous bract 0.5 cm long , the 5 flowers in two pairs plus one terminalone . Flowers 0.45 cm long , calyculus entire, flaring; petals 5 , each with a minute, elongate, staminodial cushion; ovary 0.1 cm long , style nearly as long as petals, surrounded at base by nectary disk, stigma capitate, very prominent."
"taxon-3-Cladocolea_sandwithii","Internodes terete, furfuraceous, rather slender, 2-4 cm long . Leaves irregularly paired; petiole rather slender, 0.5 cm long ; blade somewhat coriaceous , obovate , to 5 x 1.5 cm , apex emarginate and mucronate to rounded, base acute, upper surface of blade showing several lateral, basal veins, lower surface with furfuraceous midrib to apex; margins and petioles furfuraceous. Inflorescence ca. 0.3 cm long , sessile, 1-3 per axil, usually with 4 triads and one terminal flower , upper 2 triads sometimes replaced with monads; bracts somewhat furfuraceous. Dioecious, only male plants seen. Flowers (male) 4-merous , ca. 0.2 cm long ; calyculus irregularly lacerate; anthers fused with petals, each reduced to 4 minute pollen sacs, upper 2 placed well above others; style conspicuously clavate, slightly more than 0.1 cm long ."
"taxon-2-GAIADENDRON","Trees or shrubs of usually terrestrial habitat, parasitic on roots of other vascular plants. Leaves dark green, paired , broadly lanceolate to ovate . Inflorescences a raceme of stalked triads, median flowers of triads sessile, lateral ones short-stalked, each subtended by a green , foliaceous bract/bracteole. Flowers bisexual, 6- or 7-merous ; anthers versatile and dorsifixed. Fruit a rather large, pulpy berry; seed not viscid, with grooved, white endosperm and dicotylous, small embryo. (x = 12, 24)."
"taxon-1-Gaiadendron_punctatum","Shrub or small tree, mostly terrestrial, sometimes epiphytic on trees while parasitizing other epiphytes, to 10 m high or more . Branches more or less terete. Leaves in pairs, shiny, leathery ; petiole about 1 cm long , distinct; blade broadly lanceolate to ovate , to 8 x 4 cm , apex slightly attenuate, margin somewhat revolute below. Inflorescence solitary in leaf axils and terminating branch, a raceme of stalked triads (sometimes also 2-4 monads and single, terminal flower); each triad with sessile median flower, and green , foliaceous bracts and bracteoles. Flowers commonly golden yellow (rarely white, especially in central Colombia) ; petals mostly 0.8-2.5 cm long ; stamens epipetalous, of two or more lengths, anthers versatile, dorsifixed; style straight, stigma scarcely differentiated. Fruit a dull orange berry lacking viscin, spherical, about 1 cm in diam. ; mature seed with white endosperm which has radiating flanges, embryo dicotylous, narrow, 0.2 cm long , lacking a haustorial disk; germination epigeous."
